raw_daily,raw_weekly,prefecture,date,symptoms_harmonized_daily
35,52,Aichi,2019.04.08,34.611111
31,52,Aichi,2019.04.09,30.655554
42,52,Aichi,2019.04.10,41.533333
32,52,Aichi,2019.04.11,31.644444
28,52,Aichi,2019.04.12,27.688889
27,52,Aichi,2019.04.13,26.699999
25,47,Aichi,2019.04.14,24.433413
19,47,Aichi,2019.04.15,18.569393
30,47,Aichi,2019.04.16,29.320091
33,47,Aichi,2019.04.17,32.252102
45,47,Aichi,2019.04.18,43.980141
26,47,Aichi,2019.04.19,25.410746
36,47,Aichi,2019.04.20,35.184113
38,57,Aichi,2019.04.21,37.359299
37,57,Aichi,2019.04.22,36.376163
39,57,Aichi,2019.04.23,38.342442
43,57,Aichi,2019.04.24,42.274998
32,57,Aichi,2019.04.25,31.460464
41,57,Aichi,2019.04.26,40.30872
28,57,Aichi,2019.04.27,27.527906
27,57,Aichi,2019.04.28,26.040112
37,57,Aichi,2019.04.29,35.684601
34,57,Aichi,2019.04.30,32.791252
36,57,Aichi,2019.05.01,34.72015
46,57,Aichi,2019.05.02,44.364635
42,57,Aichi,2019.05.03,40.50684
41,57,Aichi,2019.05.04,39.542393
42,54,Aichi,2019.05.05,41.194286
27,54,Aichi,2019.05.06,26.48204
33,54,Aichi,2019.05.07,32.36694
33,54,Aichi,2019.05.08,32.36694
23,54,Aichi,2019.05.09,22.558775
54,54,Aichi,2019.05.10,52.964081
33,54,Aichi,2019.05.11,32.36694
36,43,Aichi,2019.05.12,36.641487
31,43,Aichi,2019.05.13,31.552393
23,43,Aichi,2019.05.14,23.40984
27,43,Aichi,2019.05.15,27.481117
21,43,Aichi,2019.05.16,21.374203
19,43,Aichi,2019.05.17,19.338564
31,43,Aichi,2019.05.18,31.552393
38,49,Aichi,2019.05.19,36.826221
16,49,Aichi,2019.05.20,15.505777
51,49,Aichi,2019.05.21,49.424664
22,49,Aichi,2019.05.22,21.320444
26,49,Aichi,2019.05.23,25.196888
38,49,Aichi,2019.05.24,36.826221
34,49,Aichi,2019.05.25,32.949776
27,42,Aichi,2019.05.26,26.420416
28,42,Aichi,2019.05.27,27.398952
32,42,Aichi,2019.05.28,31.313087
26,42,Aichi,2019.05.29,25.441881
36,42,Aichi,2019.05.30,35.227222
20,42,Aichi,2019.05.31,19.570679
22,42,Aichi,2019.06.01,21.527746
19,37,Aichi,2019.06.02,18.732634
33,37,Aichi,2019.06.03,32.535629
26,37,Aichi,2019.06.04,25.63413
16,37,Aichi,2019.06.05,15.77485
28,37,Aichi,2019.06.06,27.605986
36,37,Aichi,2019.06.07,35.493412
9,37,Aichi,2019.06.08,8.873353
32,30,Aichi,2019.06.09,31.18248
16,30,Aichi,2019.06.10,15.59124
9,30,Aichi,2019.06.11,8.770072
15,30,Aichi,2019.06.12,14.616788
26,30,Aichi,2019.06.13,25.335766
24,30,Aichi,2019.06.14,23.386862
15,30,Aichi,2019.06.15,14.616788
24,33,Aichi,2019.06.16,22.592306
33,33,Aichi,2019.06.17,31.064421
28,33,Aichi,2019.06.18,26.357691
26,33,Aichi,2019.06.19,24.474998
13,33,Aichi,2019.06.20,12.237499
11,33,Aichi,2019.06.21,10.354806
21,33,Aichi,2019.06.22,19.768269
19,29,Aichi,2019.06.23,19.007364
16,29,Aichi,2019.06.24,16.006201
30,29,Aichi,2019.06.25,30.011629
14,29,Aichi,2019.06.26,14.005426
12,29,Aichi,2019.06.27,12.00465
20,29,Aichi,2019.06.28,20.007753
18,29,Aichi,2019.06.29,18.006977
18,27,Aichi,2019.06.30,18.022499
