date,raw_daily,calc_weekly,raw_weekly,weight,weighted_daily,normalized_weighted_daily
2019-08-10,18,17.428571428571427,14.0,0.8032786885245903,14.459016393442624,8.985245901639347
2019-08-11,12,20.571428571428573,21.0,1.0208333333333333,12.25,7.612500000000002
2019-08-12,14,20.571428571428573,21.0,1.0208333333333333,14.291666666666666,8.881250000000001
2019-08-13,25,20.571428571428573,21.0,1.0208333333333333,25.520833333333332,15.859375000000004
2019-08-14,18,20.571428571428573,21.0,1.0208333333333333,18.375,11.418750000000003
2019-08-15,24,20.571428571428573,21.0,1.0208333333333333,24.5,15.225000000000003
2019-08-16,22,20.571428571428573,21.0,1.0208333333333333,22.458333333333332,13.95625
2019-08-17,29,20.571428571428573,21.0,1.0208333333333333,29.604166666666664,18.396875
2019-08-18,21,20.0,20.0,1.0,21.0,13.050000000000002
2019-08-19,25,20.0,20.0,1.0,25.0,15.535714285714288
2019-08-20,11,20.0,20.0,1.0,11.0,6.835714285714286
2019-08-21,26,20.0,20.0,1.0,26.0,16.15714285714286
2019-08-22,25,20.0,20.0,1.0,25.0,15.535714285714288
2019-08-23,23,20.0,20.0,1.0,23.0,14.292857142857146
2019-08-24,9,20.0,20.0,1.0,9.0,5.592857142857143
2019-08-25,15,26.571428571428573,21.0,0.7903225806451613,11.854838709677418,7.366935483870968
2019-08-26,26,26.571428571428573,21.0,0.7903225806451613,20.548387096774192,12.76935483870968
2019-08-27,26,26.571428571428573,21.0,0.7903225806451613,20.548387096774192,12.76935483870968
2019-08-28,28,26.571428571428573,21.0,0.7903225806451613,22.129032258064516,13.75161290322581
2019-08-29,29,26.571428571428573,21.0,0.7903225806451613,22.919354838709676,14.24274193548387
2019-08-30,30,26.571428571428573,21.0,0.7903225806451613,23.709677419354836,14.733870967741936
2019-08-31,32,26.571428571428573,21.0,0.7903225806451613,25.29032258064516,15.716129032258067
2019-09-01,34,27.285714285714285,23.0,0.8429319371727749,28.659685863874348,17.80994764397906
2019-09-02,17,27.285714285714285,23.0,0.8429319371727749,14.329842931937174,8.90497382198953
2019-09-03,40,27.285714285714285,23.0,0.8429319371727749,33.717277486910994,20.952879581151837
2019-09-04,28,27.285714285714285,23.0,0.8429319371727749,23.602094240837697,14.667015706806286
2019-09-05,20,27.285714285714285,23.0,0.8429319371727749,16.858638743455497,10.476439790575919
2019-09-06,23,27.285714285714285,23.0,0.8429319371727749,19.387434554973822,12.047905759162306
