date,raw_daily,calc_weekly,raw_weekly,weight,weighted_daily,normalized_weighted_daily
2020-02-09,21,29.857142857142858,22.0,0.7368421052631579,15.473684210526315,11.008421052631576
2020-02-10,23,29.857142857142858,22.0,0.7368421052631579,16.94736842105263,12.056842105263154
2020-02-11,24,29.857142857142858,22.0,0.7368421052631579,17.684210526315788,12.581052631578943
2020-02-12,29,29.857142857142858,22.0,0.7368421052631579,21.36842105263158,15.202105263157891
2020-02-13,35,29.857142857142858,22.0,0.7368421052631579,25.789473684210524,18.347368421052625
2020-02-14,38,29.857142857142858,22.0,0.7368421052631579,28.0,19.919999999999995
2020-02-15,39,29.857142857142858,22.0,0.7368421052631579,28.736842105263158,20.444210526315786
2020-02-16,37,63.57142857142857,50.0,0.7865168539325843,29.10112359550562,20.70337078651685
2020-02-17,60,63.57142857142857,50.0,0.7865168539325843,47.19101123595506,33.573033707865164
2020-02-18,73,63.57142857142857,50.0,0.7865168539325843,57.41573033707866,40.84719101123595
2020-02-19,76,63.57142857142857,50.0,0.7865168539325843,59.77528089887641,42.525842696629205
2020-02-20,62,63.57142857142857,50.0,0.7865168539325843,48.764044943820224,34.69213483146067
2020-02-21,70,63.57142857142857,50.0,0.7865168539325843,55.0561797752809,39.168539325842694
2020-02-22,67,63.57142857142857,50.0,0.7865168539325843,52.69662921348315,37.48988764044943
2020-02-23,88,73.42857142857143,58.0,0.7898832684824902,69.50972762645914,49.45120622568092
2020-02-24,100,73.42857142857143,58.0,0.7898832684824902,78.98832684824903,56.19455252918287
2020-02-25,77,73.42857142857143,58.0,0.7898832684824902,60.82101167315175,43.26980544747081
2020-02-26,71,73.42857142857143,58.0,0.7898832684824902,56.081712062256805,39.89813229571983
2020-02-27,64,73.42857142857143,58.0,0.7898832684824902,50.552529182879375,35.96451361867704
2020-02-28,63,73.42857142857143,58.0,0.7898832684824902,49.762645914396884,35.402568093385206
2020-02-29,51,73.42857142857143,58.0,0.7898832684824902,40.284046692607,28.65922178988326
2020-03-01,61,59.57142857142857,44.0,0.7386091127098322,45.05515587529977,32.05352517985611
2020-03-02,61,59.57142857142857,44.0,0.7386091127098322,45.05515587529977,32.05352517985611
2020-03-03,67,59.57142857142857,44.0,0.7386091127098322,49.486810551558754,35.20633093525179
2020-03-04,58,59.57142857142857,44.0,0.7386091127098322,42.83932853717027,30.47712230215827
2020-03-05,66,59.57142857142857,44.0,0.7386091127098322,48.74820143884892,34.68086330935251
2020-03-06,58,59.57142857142857,44.0,0.7386091127098322,42.83932853717027,30.47712230215827
2020-03-07,46,59.57142857142857,44.0,0.7386091127098322,33.97601918465228,24.171510791366906
2020-03-08,46,41.142857142857146,31.0,0.7534722222222222,34.65972222222222,24.65791666666666
2020-03-09,42,41.142857142857146,31.0,0.7534722222222222,31.645833333333332,22.513749999999995
2020-03-10,37,41.142857142857146,31.0,0.7534722222222222,27.87847222222222,19.83354166666666
2020-03-11,39,41.142857142857146,31.0,0.7534722222222222,29.385416666666668,20.905624999999997
2020-03-12,47,41.142857142857146,31.0,0.7534722222222222,35.41319444444444,25.193958333333327
2020-03-13,49,41.142857142857146,31.0,0.7534722222222222,36.920138888888886,26.266041666666663
2020-03-14,28,41.142857142857146,31.0,0.7534722222222222,21.09722222222222,15.009166666666662
2020-03-15,29,29.571428571428573,23.0,0.7777777777777778,22.555555555555557,16.046666666666663
2020-03-16,33,29.571428571428573,23.0,0.7777777777777778,25.666666666666668,18.259999999999998
2020-03-17,33,29.571428571428573,23.0,0.7777777777777778,25.666666666666668,18.259999999999998
2020-03-18,31,29.571428571428573,23.0,0.7777777777777778,24.11111111111111,17.15333333333333
2020-03-19,28,29.571428571428573,23.0,0.7777777777777778,21.77777777777778,15.49333333333333
2020-03-20,26,29.571428571428573,23.0,0.7777777777777778,20.22222222222222,14.386666666666665
2020-03-21,27,29.571428571428573,23.0,0.7777777777777778,21.0,14.939999999999998
2020-03-22,28,23.0,18.0,0.782608695652174,21.91304347826087,15.589565217391302
2020-03-23,24,23.0,18.0,0.782608695652174,18.782608695652176,13.362484472049688
2020-03-24,19,23.0,18.0,0.782608695652174,14.869565217391305,10.57863354037267
2020-03-25,28,23.0,18.0,0.782608695652174,21.91304347826087,15.589565217391302
2020-03-26,26,23.0,18.0,0.782608695652174,20.347826086956523,14.476024844720495
2020-03-27,19,23.0,18.0,0.782608695652174,14.869565217391305,10.57863354037267
2020-03-28,17,23.0,18.0,0.782608695652174,13.304347826086957,9.46509316770186
2020-03-29,15,19.142857142857142,14.0,0.7313432835820896,10.970149253731343,7.804477611940297
2020-03-30,19,19.142857142857142,14.0,0.7313432835820896,13.895522388059701,9.885671641791042
2020-03-31,17,19.142857142857142,14.0,0.7313432835820896,12.432835820895523,8.84507462686567
2020-04-01,16,19.142857142857142,14.0,0.7313432835820896,11.701492537313433,8.324776119402983
2020-04-02,23,19.142857142857142,14.0,0.7313432835820896,16.82089552238806,11.96686567164179
2020-04-03,19,19.142857142857142,14.0,0.7313432835820896,13.895522388059701,9.885671641791042
2020-04-04,25,19.142857142857142,14.0,0.7313432835820896,18.28358208955224,13.007462686567163
2020-04-05,24,20.142857142857142,15.0,0.7446808510638298,17.872340425531913,12.714893617021271
2020-04-06,23,20.142857142857142,15.0,0.7446808510638298,17.127659574468083,12.18510638297872
2020-04-07,18,20.142857142857142,15.0,0.7446808510638298,13.404255319148936,9.536170212765956
2020-04-08,20,20.142857142857142,15.0,0.7446808510638298,14.893617021276595,10.595744680851062
2020-04-09,19,20.142857142857142,15.0,0.7446808510638298,14.148936170212766,10.06595744680851
2020-04-10,16,20.142857142857142,15.0,0.7446808510638298,11.914893617021276,8.47659574468085
2020-04-11,21,20.142857142857142,15.0,0.7446808510638298,15.638297872340425,11.125531914893614
2020-04-12,14,13.285714285714286,10.0,0.7526881720430108,10.53763440860215,7.496774193548385
2020-04-13,11,13.285714285714286,10.0,0.7526881720430108,8.279569892473118,5.89032258064516
2020-04-14,17,13.285714285714286,10.0,0.7526881720430108,12.795698924731182,9.103225806451611
2020-04-15,15,13.285714285714286,10.0,0.7526881720430108,11.290322580645162,8.032258064516128
2020-04-16,16,13.285714285714286,10.0,0.7526881720430108,12.043010752688172,8.56774193548387
2020-04-17,12,13.285714285714286,10.0,0.7526881720430108,9.032258064516128,6.425806451612901
2020-04-18,8,13.285714285714286,10.0,0.7526881720430108,6.021505376344086,4.283870967741935
2020-04-19,11,9.285714285714286,8.0,0.8615384615384615,9.476923076923077,6.742153846153845
2020-04-20,8,9.285714285714286,8.0,0.8615384615384615,6.892307692307692,4.903384615384614
2020-04-21,7,9.285714285714286,8.0,0.8615384615384615,6.030769230769231,4.290461538461537
2020-04-22,9,9.285714285714286,8.0,0.8615384615384615,7.753846153846153,5.516307692307691
2020-04-23,9,9.285714285714286,8.0,0.8615384615384615,7.753846153846153,5.516307692307691
2020-04-24,8,9.285714285714286,8.0,0.8615384615384615,6.892307692307692,4.903384615384614
2020-04-25,13,9.285714285714286,8.0,0.8615384615384615,11.2,7.967999999999997
2020-04-26,10,7.142857142857143,6.0,0.84,8.4,5.975999999999999
2020-04-27,8,7.142857142857143,6.0,0.84,6.72,4.780799999999999
2020-04-28,9,7.142857142857143,6.0,0.84,7.56,5.378399999999998
2020-04-29,7,7.142857142857143,6.0,0.84,5.88,4.183199999999999
2020-04-30,5,7.142857142857143,6.0,0.84,4.2,2.9879999999999995
2020-05-01,7,7.142857142857143,6.0,0.84,5.88,4.183199999999999
2020-05-02,4,7.142857142857143,6.0,0.84,3.36,2.3903999999999996
2020-05-03,9,7.428571428571429,6.0,0.8076923076923077,7.269230769230769,5.171538461538461
2020-05-04,9,7.428571428571429,6.0,0.8076923076923077,7.269230769230769,5.171538461538461
2020-05-05,5,7.428571428571429,6.0,0.8076923076923077,4.038461538461538,2.873076923076922
2020-05-06,7,7.428571428571429,6.0,0.8076923076923077,5.653846153846154,4.022307692307692
2020-05-07,7,7.428571428571429,6.0,0.8076923076923077,5.653846153846154,4.022307692307692
2020-05-08,8,7.428571428571429,6.0,0.8076923076923077,6.461538461538462,4.596923076923076
2020-05-09,7,7.428571428571429,6.0,0.8076923076923077,5.653846153846154,4.022307692307692
2020-05-10,6,7.428571428571429,5.0,0.673076923076923,4.038461538461538,2.873076923076922
2020-05-11,5,7.428571428571429,5.0,0.673076923076923,3.365384615384615,2.3942307692307683
2020-05-12,7,7.428571428571429,5.0,0.673076923076923,4.711538461538461,3.351923076923076
2020-05-13,10,7.428571428571429,5.0,0.673076923076923,6.73076923076923,4.7884615384615365
2020-05-14,8,7.428571428571429,5.0,0.673076923076923,5.384615384615384,3.83076923076923
2020-05-15,10,7.428571428571429,5.0,0.673076923076923,6.73076923076923,4.7884615384615365
2020-05-16,6,7.428571428571429,5.0,0.673076923076923,4.038461538461538,2.873076923076922
2020-05-17,6,4.714285714285714,4.0,0.8484848484848485,5.090909090909091,3.6218181818181807
2020-05-18,7,4.714285714285714,4.0,0.8484848484848485,5.9393939393939394,4.225454545454545
2020-05-19,4,4.714285714285714,4.0,0.8484848484848485,3.393939393939394,2.414545454545454
2020-05-20,4,4.714285714285714,4.0,0.8484848484848485,3.393939393939394,2.414545454545454
2020-05-21,5,4.714285714285714,4.0,0.8484848484848485,4.242424242424242,3.0181818181818176
2020-05-22,4,4.714285714285714,4.0,0.8484848484848485,3.393939393939394,2.414545454545454
2020-05-23,3,4.714285714285714,4.0,0.8484848484848485,2.5454545454545454,1.8109090909090904
2020-05-24,9,6.285714285714286,6.0,0.9545454545454546,8.590909090909092,6.111818181818181
2020-05-25,7,6.285714285714286,6.0,0.9545454545454546,6.681818181818182,4.753636363636363
2020-05-26,5,6.285714285714286,6.0,0.9545454545454546,4.772727272727273,3.395454545454545
2020-05-27,5,6.285714285714286,6.0,0.9545454545454546,4.772727272727273,3.395454545454545
2020-05-28,5,6.285714285714286,6.0,0.9545454545454546,4.772727272727273,3.395454545454545
2020-05-29,8,6.285714285714286,6.0,0.9545454545454546,7.636363636363637,5.432727272727272
2020-05-30,5,6.285714285714286,6.0,0.9545454545454546,4.772727272727273,3.395454545454545
2020-05-31,7,4.857142857142857,4.0,0.823529411764706,5.764705882352942,4.101176470588235
2020-06-01,6,4.857142857142857,4.0,0.823529411764706,4.9411764705882355,3.5152941176470582
2020-06-02,4,4.857142857142857,4.0,0.823529411764706,3.294117647058824,2.3435294117647056
2020-06-03,5,4.857142857142857,4.0,0.823529411764706,4.11764705882353,2.929411764705882
2020-06-04,4,4.857142857142857,4.0,0.823529411764706,3.294117647058824,2.3435294117647056
2020-06-05,4,4.857142857142857,4.0,0.823529411764706,3.294117647058824,2.3435294117647056
2020-06-06,4,4.857142857142857,4.0,0.823529411764706,3.294117647058824,2.3435294117647056
2020-06-07,3,3.2857142857142856,2.0,0.6086956521739131,1.8260869565217392,1.2991304347826085
2020-06-08,6,3.2857142857142856,2.0,0.6086956521739131,3.6521739130434785,2.598260869565217
2020-06-09,4,3.2857142857142856,2.0,0.6086956521739131,2.4347826086956523,1.7321739130434781
2020-06-10,4,3.2857142857142856,2.0,0.6086956521739131,2.4347826086956523,1.7321739130434781
2020-06-11,2,3.2857142857142856,2.0,0.6086956521739131,1.2173913043478262,0.8660869565217391
2020-06-12,2,3.2857142857142856,2.0,0.6086956521739131,1.2173913043478262,0.8660869565217391
2020-06-13,2,3.2857142857142856,2.0,0.6086956521739131,1.2173913043478262,0.8660869565217391
2020-06-14,3,2.2857142857142856,2.0,0.875,2.625,1.8674999999999997
2020-06-15,2,2.2857142857142856,2.0,0.875,1.75,1.2449999999999997
2020-06-16,2,2.2857142857142856,2.0,0.875,1.75,1.2449999999999997
2020-06-17,1,2.2857142857142856,2.0,0.875,0.875,0.6224999999999998
2020-06-18,2,2.2857142857142856,2.0,0.875,1.75,1.2449999999999997
2020-06-19,2,2.2857142857142856,2.0,0.875,1.75,1.2449999999999997
2020-06-20,4,2.2857142857142856,2.0,0.875,3.5,2.4899999999999993
2020-06-21,3,1.7142857142857142,1.0,0.5833333333333334,1.75,1.2449999999999997
2020-06-22,2,1.7142857142857142,1.0,0.5833333333333334,1.1666666666666667,0.8299999999999998
2020-06-23,1,1.7142857142857142,1.0,0.5833333333333334,0.5833333333333334,0.4149999999999999
2020-06-24,1,1.7142857142857142,1.0,0.5833333333333334,0.5833333333333334,0.4149999999999999
2020-06-25,1,1.7142857142857142,1.0,0.5833333333333334,0.5833333333333334,0.4149999999999999
2020-06-26,2,1.7142857142857142,1.0,0.5833333333333334,1.1666666666666667,0.8299999999999998
2020-06-27,2,1.7142857142857142,1.0,0.5833333333333334,1.1666666666666667,0.8299999999999998
2020-06-28,0,1.1428571428571428,1.0,0.875,0.0,0.0
2020-06-29,2,1.1428571428571428,1.0,0.875,1.75,1.2449999999999997
2020-06-30,1,1.1428571428571428,1.0,0.875,0.875,0.6224999999999998
2020-07-01,2,1.1428571428571428,1.0,0.875,1.75,1.2449999999999997
2020-07-02,1,1.1428571428571428,1.0,0.875,0.875,0.6224999999999998
2020-07-03,2,1.1428571428571428,1.0,0.875,1.75,1.2449999999999997
2020-07-04,0,1.1428571428571428,1.0,0.875,0.0,0.0
2020-07-05,21,25.428571428571427,1.0,0.03932584269662921,0.8258426966292135,0.5875280898876403
2020-07-06,28,25.428571428571427,1.0,0.03932584269662921,1.101123595505618,0.7833707865168538
2020-07-07,32,25.428571428571427,1.0,0.03932584269662921,1.2584269662921348,0.8952808988764043
2020-07-08,25,25.428571428571427,1.0,0.03932584269662921,0.9831460674157303,0.6994382022471909
2020-07-09,42,25.428571428571427,1.0,0.03932584269662921,1.651685393258427,1.1750561797752805
2020-07-10,4,25.428571428571427,1.0,0.03932584269662921,0.15730337078651685,0.11191011235955053
2020-07-11,26,25.428571428571427,1.0,0.03932584269662921,1.0224719101123596,0.7274157303370786
2020-07-12,34,36.714285714285715,2.0,0.054474708171206226,1.8521400778210118,1.3176653696498053
2020-07-13,34,36.714285714285715,2.0,0.054474708171206226,1.8521400778210118,1.3176653696498053
2020-07-14,34,36.714285714285715,2.0,0.054474708171206226,1.8521400778210118,1.3176653696498053
2020-07-15,39,36.714285714285715,2.0,0.054474708171206226,2.124513618677043,1.5114396887159531
2020-07-16,39,36.714285714285715,2.0,0.054474708171206226,2.124513618677043,1.5114396887159531
2020-07-17,40,36.714285714285715,2.0,0.054474708171206226,2.1789883268482493,1.5501945525291827
2020-07-18,37,36.714285714285715,2.0,0.054474708171206226,2.0155642023346303,1.4339299610894938
2020-07-19,40,34.285714285714285,1.0,0.029166666666666667,1.1666666666666667,0.8299999999999998
2020-07-20,48,34.285714285714285,1.0,0.029166666666666667,1.4,0.9959999999999997
2020-07-21,35,34.285714285714285,1.0,0.029166666666666667,1.0208333333333333,0.7262499999999998
2020-07-22,22,34.285714285714285,1.0,0.029166666666666667,0.6416666666666667,0.45649999999999996
2020-07-23,26,34.285714285714285,1.0,0.029166666666666667,0.7583333333333333,0.5394999999999999
2020-07-24,43,34.285714285714285,1.0,0.029166666666666667,1.2541666666666667,0.8922499999999998
2020-07-25,26,34.285714285714285,1.0,0.029166666666666667,0.7583333333333333,0.5394999999999999
2020-07-26,29,33.0,2.0,0.06060606060606061,1.7575757575757576,1.2503896103896102
2020-07-27,35,33.0,2.0,0.06060606060606061,2.121212121212121,1.5090909090909088
2020-07-28,30,33.0,2.0,0.06060606060606061,1.8181818181818183,1.2935064935064933
2020-07-29,31,33.0,2.0,0.06060606060606061,1.878787878787879,1.3366233766233764
2020-07-30,26,33.0,2.0,0.06060606060606061,1.5757575757575757,1.1210389610389608
2020-07-31,35,33.0,2.0,0.06060606060606061,2.121212121212121,1.5090909090909088
2020-08-01,45,33.0,2.0,0.06060606060606061,2.7272727272727275,1.9402597402597401
