date,prefecture,raw_daily,raw_weekly,symptoms_harmonized_daily
2018.05.11,Chiba,24,40,23.072725
2018.05.12,Chiba,28,40,26.91818
2018.05.13,Chiba,19,42,18.752998
2018.05.14,Chiba,25,42,24.674999
2018.05.15,Chiba,31,42,30.596998
2018.05.16,Chiba,30,42,29.609999
2018.05.17,Chiba,30,42,29.609999
2018.05.18,Chiba,30,42,29.609999
2018.05.19,Chiba,15,42,14.804999
2018.05.20,Chiba,31,45,31.387495
2018.05.21,Chiba,23,45,23.287497
2018.05.22,Chiba,39,45,39.487495
2018.05.23,Chiba,17,45,17.212498
2018.05.24,Chiba,32,45,32.399998
2018.05.25,Chiba,30,45,30.374996
2018.05.26,Chiba,16,45,16.199999
2018.05.27,Chiba,26,41,25.050999
2018.05.28,Chiba,25,41,24.0875
2018.05.29,Chiba,21,41,20.233498
2018.05.30,Chiba,14,41,13.488999
2018.05.31,Chiba,27,41,26.0145
2018.06.01,Chiba,32,41,30.831999
2018.06.02,Chiba,35,41,33.722496
2018.06.03,Chiba,38,34,36.678921
2018.06.04,Chiba,13,34,12.548053
2018.06.05,Chiba,24,34,23.165636
2018.06.06,Chiba,13,34,12.548053
2018.06.07,Chiba,25,34,24.130869
2018.06.08,Chiba,17,34,16.408991
2018.06.09,Chiba,19,34,18.33946
2018.06.10,Chiba,12,26,11.476172
2018.06.11,Chiba,24,26,22.952345
2018.06.12,Chiba,28,26,26.777735
2018.06.13,Chiba,8,26,7.6507821
2018.06.14,Chiba,20,26,19.126955
2018.06.15,Chiba,14,26,13.388867
2018.06.16,Chiba,9,26,8.6071301
2018.06.17,Chiba,50,40,48.342854
2018.06.18,Chiba,14,40,13.535998
2018.06.19,Chiba,15,40,14.502855
2018.06.20,Chiba,14,40,13.535998
2018.06.21,Chiba,23,40,22.237711
2018.06.22,Chiba,37,40,35.773712
2018.06.23,Chiba,22,40,21.270855
2018.06.24,Chiba,24,33,23.92971
2018.06.25,Chiba,19,33,18.944355
2018.06.26,Chiba,11,33,10.967785
2018.06.27,Chiba,35,33,34.897495
2018.06.28,Chiba,15,33,14.95607
2018.06.29,Chiba,13,33,12.961926
2018.06.30,Chiba,23,33,22.932642
2018.07.01,Chiba,24,28,10.808211
2018.07.02,Chiba,57,28,25.669504
2018.07.03,Chiba,74,28,33.325321
2018.07.04,Chiba,23,28,10.357869
2018.07.05,Chiba,39,28,17.563343
2018.07.06,Chiba,34,28,15.311633
2018.07.07,Chiba,12,28,5.4041057
2018.07.08,Chiba,27,36,12.200474
2018.07.09,Chiba,56,36,25.304686
2018.07.10,Chiba,49,36,22.1416
2018.07.11,Chiba,54,36,24.400948
2018.07.12,Chiba,45,36,20.334124
2018.07.13,Chiba,60,36,27.112164
2018.07.14,Chiba,46,36,20.785992
2018.07.15,Chiba,16,27,7.6779823
2018.07.16,Chiba,32,27,15.355965
2018.07.17,Chiba,27,27,12.956594
2018.07.18,Chiba,42,27,20.154703
2018.07.19,Chiba,37,27,17.755335
2018.07.20,Chiba,46,27,22.0742
2018.07.21,Chiba,38,27,18.235209
2018.07.22,Chiba,24,28,11.017674
2018.07.23,Chiba,39,28,17.903719
2018.07.24,Chiba,43,28,19.74
2018.07.25,Chiba,35,28,16.06744
2018.07.26,Chiba,57,28,26.166975
2018.07.27,Chiba,35,28,16.06744
2018.07.28,Chiba,25,28,11.476744
2018.07.29,Chiba,44,29,21.001865
2018.07.30,Chiba,35,29,16.70603
2018.07.31,Chiba,34,29,16.228714
2018.08.01,Chiba,36,29,17.183344
2018.08.02,Chiba,45,29,21.479181
2018.08.03,Chiba,30,29,14.319453
2018.08.04,Chiba,33,29,15.751399
2018.08.05,Chiba,35,25,16.09239
2018.08.06,Chiba,33,25,15.172825
2018.08.07,Chiba,37,25,17.011955
2018.08.08,Chiba,15,25,6.8967381
2018.08.09,Chiba,24,25,11.034781
2018.08.10,Chiba,51,25,23.448912
2018.08.11,Chiba,35,25,16.09239
2018.08.12,Chiba,31,32,14.879998
2018.08.13,Chiba,64,32,30.719997
2018.08.14,Chiba,25,32,11.999999
2018.08.15,Chiba,37,32,17.759998
2018.08.16,Chiba,37,32,17.759998
2018.08.17,Chiba,33,32,15.839999
2018.08.18,Chiba,55,32,26.399998
2018.08.19,Chiba,53,28,24.713858
2018.08.20,Chiba,38,28,17.71937
2018.08.21,Chiba,51,28,23.781258
2018.08.22,Chiba,27,28,12.590077
2018.08.23,Chiba,21,28,9.7922831
2018.08.24,Chiba,35,28,16.320471
2018.08.25,Chiba,29,28,13.522676
2018.08.26,Chiba,45,25,22.031246
2018.08.27,Chiba,26,25,12.729166
2018.08.28,Chiba,22,25,10.770832
2018.08.29,Chiba,22,25,10.770832
2018.08.30,Chiba,26,25,12.729166
2018.08.31,Chiba,44,25,21.541664
2018.09.01,Chiba,31,25,15.177082
2018.09.02,Chiba,34,26,16.472775
2018.09.03,Chiba,13,26,6.2984138
2018.09.04,Chiba,33,26,15.988281
2018.09.05,Chiba,18,26,8.7208805
2018.09.06,Chiba,48,26,23.255682
2018.09.07,Chiba,32,26,15.503788
2018.09.08,Chiba,49,26,23.740175
2018.09.09,Chiba,54,43,25.779684
2018.09.10,Chiba,56,43,26.734486
2018.09.11,Chiba,36,43,17.186455
2018.09.12,Chiba,72,43,34.37291
2018.09.13,Chiba,54,43,25.779684
2018.09.14,Chiba,53,43,25.30228
2018.09.15,Chiba,56,43,26.734486
2018.09.16,Chiba,43,47,20.749586
2018.09.17,Chiba,49,47,23.644875
2018.09.18,Chiba,57,47,27.505264
2018.09.19,Chiba,59,47,28.470362
2018.09.20,Chiba,79,47,38.121334
2018.09.21,Chiba,82,47,39.568977
2018.09.22,Chiba,43,47,20.749586
2018.09.23,Chiba,46,32,21.470896
2018.09.24,Chiba,23,32,10.735448
2018.09.25,Chiba,40,32,18.670343
2018.09.26,Chiba,50,32,23.337931
2018.09.27,Chiba,55,32,25.671722
2018.09.28,Chiba,32,32,14.936275
2018.09.29,Chiba,44,32,20.537378
2018.09.30,Chiba,47,39,22.671314
2018.10.01,Chiba,61,39,29.424471
2018.10.02,Chiba,60,39,28.942102
2018.10.03,Chiba,22,39,10.612104
2018.10.04,Chiba,45,39,21.706575
2018.10.05,Chiba,66,39,31.836313
2018.10.06,Chiba,41,39,19.777103
2018.10.07,Chiba,44,39,20.389549
2018.10.08,Chiba,47,39,21.779745
2018.10.09,Chiba,57,39,26.413733
2018.10.10,Chiba,69,39,31.97452
2018.10.11,Chiba,42,39,19.462751
2018.10.12,Chiba,42,39,19.462751
2018.10.13,Chiba,55,39,25.486937
2018.10.14,Chiba,62,52,29.97257
2018.10.15,Chiba,51,52,24.654854
2018.10.16,Chiba,69,52,33.356567
2018.10.17,Chiba,56,52,27.071997
2018.10.18,Chiba,70,52,33.839996
2018.10.19,Chiba,70,52,33.839996
2018.10.20,Chiba,77,52,37.223999
2018.10.21,Chiba,51,51,24.558546
2018.10.22,Chiba,66,51,31.781649
2018.10.23,Chiba,98,51,47.190933
2018.10.24,Chiba,47,51,22.632385
2018.10.25,Chiba,71,51,34.18935
2018.10.26,Chiba,52,51,25.040087
2018.10.27,Chiba,63,51,30.337029
2018.10.28,Chiba,42,55,19.779959
2018.10.29,Chiba,73,55,34.379452
2018.10.30,Chiba,98,55,46.153233
2018.10.31,Chiba,44,55,20.721861
2018.11.01,Chiba,97,55,45.682285
2018.11.02,Chiba,85,55,40.030869
2018.11.03,Chiba,55,55,25.902325
2018.11.04,Chiba,68,43,31.154959
2018.11.05,Chiba,100,43,45.816116
2018.11.06,Chiba,18,43,8.2469006
2018.11.07,Chiba,40,43,18.326447
2018.11.08,Chiba,83,43,38.027374
2018.11.09,Chiba,50,43,22.908058
2018.11.10,Chiba,38,43,17.410124
2018.11.11,Chiba,48,45,22.785034
2018.11.12,Chiba,59,45,28.006605
2018.11.13,Chiba,32,45,15.190023
2018.11.14,Chiba,66,45,31.329424
2018.11.15,Chiba,71,45,33.702866
2018.11.16,Chiba,52,45,24.683788
2018.11.17,Chiba,73,45,34.652241
2018.11.18,Chiba,78,42,36.087185
2018.11.19,Chiba,46,42,21.282185
2018.11.20,Chiba,47,42,21.744843
2018.11.21,Chiba,52,42,24.058123
2018.11.22,Chiba,42,42,19.431561
2018.11.23,Chiba,64,42,29.609997
2018.11.24,Chiba,55,42,25.446091
2018.11.25,Chiba,63,54,30.295706
2018.11.26,Chiba,84,54,40.394272
2018.11.27,Chiba,76,54,36.547199
2018.11.28,Chiba,28,54,13.464757
2018.11.29,Chiba,90,54,43.279575
2018.11.30,Chiba,61,54,29.333937
2018.12.01,Chiba,73,54,35.104546
2018.12.02,Chiba,65,40,31.155806
2018.12.03,Chiba,60,40,28.759203
2018.12.04,Chiba,51,40,24.445324
2018.12.05,Chiba,23,40,11.024362
2018.12.06,Chiba,59,40,28.279884
2018.12.07,Chiba,43,40,20.610764
2018.12.08,Chiba,52,40,24.924644
2018.12.09,Chiba,55,37,25.317793
2018.12.10,Chiba,39,37,17.952616
2018.12.11,Chiba,29,37,13.349381
2018.12.12,Chiba,58,37,26.698763
2018.12.13,Chiba,63,37,29.00038
2018.12.14,Chiba,59,37,27.159086
2018.12.15,Chiba,37,37,17.031969
2018.12.16,Chiba,65,51,29.583225
2018.12.17,Chiba,54,51,24.576832
2018.12.18,Chiba,78,51,35.49987
2018.12.19,Chiba,78,51,35.49987
2018.12.20,Chiba,89,51,40.506264
2018.12.21,Chiba,58,51,26.397339
2018.12.22,Chiba,52,51,23.666578
2018.12.23,Chiba,54,41,26.08696
2018.12.24,Chiba,30,41,14.492756
2018.12.25,Chiba,55,41,26.570053
2018.12.26,Chiba,53,41,25.603868
2018.12.27,Chiba,63,41,30.434788
2018.12.28,Chiba,53,41,25.603868
2018.12.29,Chiba,51,41,24.637686
2018.12.30,Chiba,51,48,31.096212
2018.12.31,Chiba,35,48,21.340538
2019.01.01,Chiba,68,48,41.461617
2019.01.02,Chiba,55,48,33.535133
2019.01.03,Chiba,38,48,23.169727
2019.01.04,Chiba,36,48,21.95027
2019.01.05,Chiba,50,48,30.486485
2019.01.06,Chiba,44,49,26.511276
2019.01.07,Chiba,49,49,29.523922
2019.01.08,Chiba,62,49,37.3568
2019.01.09,Chiba,40,49,24.10116
2019.01.10,Chiba,51,49,30.728981
2019.01.11,Chiba,61,49,36.754269
2019.01.12,Chiba,37,49,22.293573
2019.01.13,Chiba,31,40,19.426664
2019.01.14,Chiba,31,40,19.426664
2019.01.15,Chiba,49,40,30.706665
2019.01.16,Chiba,46,40,28.826662
2019.01.17,Chiba,49,40,30.706665
2019.01.18,Chiba,25,40,15.666665
2019.01.19,Chiba,39,40,24.439997
2019.01.20,Chiba,53,48,34.601669
2019.01.21,Chiba,53,48,34.601669
2019.01.22,Chiba,57,48,37.213116
2019.01.23,Chiba,52,48,33.948811
2019.01.24,Chiba,38,48,24.808744
2019.01.25,Chiba,32,48,20.891575
2019.01.26,Chiba,26,48,16.974405
2019.01.27,Chiba,56,43,35.245117
2019.01.28,Chiba,45,43,28.321968
2019.01.29,Chiba,42,43,26.43384
2019.01.30,Chiba,60,43,37.762627
2019.01.31,Chiba,24,43,15.105051
2019.02.01,Chiba,24,43,15.105051
2019.02.02,Chiba,38,43,23.91633
2019.02.03,Chiba,51,47,31.985203
2019.02.04,Chiba,44,47,27.595076
2019.02.05,Chiba,51,47,31.985203
2019.02.06,Chiba,67,47,42.019775
2019.02.07,Chiba,41,47,25.713594
2019.02.08,Chiba,34,47,21.323469
2019.02.09,Chiba,29,47,18.187664
2019.02.10,Chiba,24,31,15.057988
2019.02.11,Chiba,14,31,8.7838268
2019.02.12,Chiba,44,31,27.606314
2019.02.13,Chiba,28,31,17.567654
2019.02.14,Chiba,32,31,20.077318
2019.02.15,Chiba,32,31,20.077318
2019.02.16,Chiba,35,31,21.959568
2019.02.17,Chiba,37,53,23.432283
2019.02.18,Chiba,41,53,25.965504
2019.02.19,Chiba,49,53,31.031944
2019.02.20,Chiba,38,53,24.06559
2019.02.21,Chiba,73,53,46.231266
2019.02.22,Chiba,58,53,36.731689
2019.02.23,Chiba,58,53,36.731689
2019.02.24,Chiba,61,60,37.305542
2019.02.25,Chiba,65,60,39.751804
2019.02.26,Chiba,95,60,58.098793
2019.02.27,Chiba,51,60,31.189878
2019.02.28,Chiba,44,60,26.908913
2019.03.01,Chiba,32,60,19.57012
2019.03.02,Chiba,67,60,40.974941
2019.03.03,Chiba,78,74,47.873642
2019.03.04,Chiba,55,74,33.757053
2019.03.05,Chiba,99,74,60.762699
2019.03.06,Chiba,65,74,39.894703
2019.03.07,Chiba,42,74,25.778116
2019.03.08,Chiba,72,74,44.191051
2019.03.09,Chiba,99,74,60.762699
2019.03.10,Chiba,48,67,29.192444
2019.03.11,Chiba,67,67,40.747784
2019.03.12,Chiba,62,67,37.706905
2019.03.13,Chiba,100,67,60.817589
2019.03.14,Chiba,78,67,47.437721
2019.03.15,Chiba,49,67,29.800621
2019.03.16,Chiba,62,67,37.706905
2019.03.17,Chiba,75,52,46.081001
2019.03.18,Chiba,49,52,30.106253
2019.03.19,Chiba,55,52,33.792732
2019.03.20,Chiba,45,52,27.6486
2019.03.21,Chiba,34,52,20.890053
2019.03.22,Chiba,44,52,27.034187
2019.03.23,Chiba,56,52,34.407146
2019.03.24,Chiba,47,45,29.526234
2019.03.25,Chiba,41,45,25.756927
2019.03.26,Chiba,43,45,27.013363
2019.03.27,Chiba,42,45,26.385145
2019.03.28,Chiba,56,45,35.180195
2019.03.29,Chiba,42,45,26.385145
2019.03.30,Chiba,32,45,20.102968
2019.03.31,Chiba,16,46,10.661917
2019.04.01,Chiba,39,46,25.98842
2019.04.02,Chiba,55,46,36.650337
2019.04.03,Chiba,45,46,29.986641
2019.04.04,Chiba,31,46,20.657463
2019.04.05,Chiba,45,46,29.986641
2019.04.06,Chiba,61,46,40.648556
2019.04.07,Chiba,55,43,34.260101
2019.04.08,Chiba,38,43,23.670614
2019.04.09,Chiba,43,43,26.78517
2019.04.10,Chiba,46,43,28.653902
2019.04.11,Chiba,52,43,32.391369
2019.04.12,Chiba,29,43,18.064415
2019.04.13,Chiba,29,43,18.064415
2019.04.14,Chiba,53,51,34.752853
2019.04.15,Chiba,25,51,16.392855
2019.04.16,Chiba,33,51,21.638569
2019.04.17,Chiba,51,51,33.441425
2019.04.18,Chiba,40,51,26.228569
2019.04.19,Chiba,66,51,43.277138
2019.04.20,Chiba,61,51,39.998569
2019.04.21,Chiba,52,46,33.06588
2019.04.22,Chiba,46,46,29.250586
2019.04.23,Chiba,40,46,25.435291
2019.04.24,Chiba,60,46,38.152935
2019.04.25,Chiba,38,46,24.163527
2019.04.26,Chiba,32,46,20.348234
2019.04.27,Chiba,38,46,24.163527
2019.04.28,Chiba,29,44,19.005209
2019.04.29,Chiba,44,44,28.835489
2019.04.30,Chiba,30,44,19.660561
2019.05.01,Chiba,30,44,19.660561
2019.05.02,Chiba,41,44,26.869432
2019.05.03,Chiba,51,44,33.422955
2019.05.04,Chiba,59,44,38.665768
2019.05.05,Chiba,52,51,32.235516
2019.05.06,Chiba,40,51,24.796551
2019.05.07,Chiba,78,51,48.353271
2019.05.08,Chiba,36,51,22.316895
2019.05.09,Chiba,36,51,22.316895
2019.05.10,Chiba,65,51,40.294395
2019.05.11,Chiba,41,51,25.416464
2019.05.12,Chiba,34,45,21.790909
2019.05.13,Chiba,49,45,31.404545
2019.05.14,Chiba,45,45,28.840908
2019.05.15,Chiba,63,45,40.37727
2019.05.16,Chiba,28,45,17.945454
2019.05.17,Chiba,46,45,29.481815
2019.05.18,Chiba,32,45,20.50909
2019.05.19,Chiba,42,40,27.227585
2019.05.20,Chiba,27,40,17.503447
2019.05.21,Chiba,17,40,11.020689
2019.05.22,Chiba,38,40,24.634481
2019.05.23,Chiba,56,40,36.303444
2019.05.24,Chiba,39,40,25.282757
2019.05.25,Chiba,42,40,27.227585
2019.05.26,Chiba,40,41,25.044039
2019.05.27,Chiba,44,41,27.548443
2019.05.28,Chiba,27,41,16.904726
2019.05.29,Chiba,58,41,36.313854
2019.05.30,Chiba,42,41,26.296242
2019.05.31,Chiba,38,41,23.791836
2019.06.01,Chiba,28,41,17.530827
2019.06.02,Chiba,14,29,8.8983412
2019.06.03,Chiba,43,29,27.33062
2019.06.04,Chiba,37,29,23.517044
2019.06.05,Chiba,20,29,12.711916
2019.06.06,Chiba,31,29,19.703468
2019.06.07,Chiba,23,29,14.618703
2019.06.08,Chiba,25,29,15.889895
2019.06.09,Chiba,18,31,12.1667
2019.06.10,Chiba,33,31,22.305616
2019.06.11,Chiba,34,31,22.981544
2019.06.12,Chiba,17,31,11.490772
2019.06.13,Chiba,34,31,22.981544
2019.06.14,Chiba,23,31,15.546339
2019.06.15,Chiba,35,31,23.657473
2019.06.16,Chiba,33,37,18.988344
2019.06.17,Chiba,37,37,21.289961
2019.06.18,Chiba,43,37,24.742388
2019.06.19,Chiba,58,37,33.373455
2019.06.20,Chiba,41,37,23.591579
2019.06.21,Chiba,27,37,15.535917
2019.06.22,Chiba,33,37,18.988344
2019.06.23,Chiba,26,31,17.757187
2019.06.24,Chiba,30,31,20.489061
2019.06.25,Chiba,32,31,21.855
2019.06.26,Chiba,43,31,29.367655
2019.06.27,Chiba,35,31,23.903904
2019.06.28,Chiba,17,31,11.610469
2019.06.29,Chiba,9,31,6.146718
2019.06.30,Chiba,37,31,23.326008
2019.07.01,Chiba,36,31,22.695576
2019.07.02,Chiba,17,31,10.717356
2019.07.03,Chiba,30,31,18.912979
2019.07.04,Chiba,42,31,26.478172
2019.07.05,Chiba,17,31,10.717356
2019.07.06,Chiba,29,31,18.282547
2019.07.07,Chiba,40,32,16.259457
2019.07.08,Chiba,56,32,22.763239
2019.07.09,Chiba,57,32,23.169725
2019.07.10,Chiba,58,32,23.576212
2019.07.11,Chiba,47,32,19.104862
2019.07.12,Chiba,33,32,13.414052
2019.07.13,Chiba,42,32,17.07243
2019.07.14,Chiba,36,30,15.278928
2019.07.15,Chiba,21,30,8.9127083
2019.07.16,Chiba,63,30,26.738123
2019.07.17,Chiba,52,30,22.069563
2019.07.18,Chiba,19,30,8.063879
2019.07.19,Chiba,47,30,19.947489
2019.07.20,Chiba,61,30,25.889294
2019.07.21,Chiba,58,38,24.028141
2019.07.22,Chiba,54,38,22.371029
2019.07.23,Chiba,69,38,28.585203
2019.07.24,Chiba,56,38,23.199587
2019.07.25,Chiba,62,38,25.685255
2019.07.26,Chiba,33,38,13.671185
2019.07.27,Chiba,56,38,23.199587
2019.07.28,Chiba,73,32,32.082077
2019.07.29,Chiba,28,32,12.305453
2019.07.30,Chiba,29,32,12.744934
2019.07.31,Chiba,58,32,25.489868
2019.08.01,Chiba,44,32,19.337141
2019.08.02,Chiba,49,32,21.534544
2019.08.03,Chiba,27,32,11.865973
2019.08.04,Chiba,35,32,14.804998
2019.08.05,Chiba,43,32,18.188999
2019.08.06,Chiba,48,32,20.303997
2019.08.07,Chiba,65,32,27.494997
2019.08.08,Chiba,51,32,21.572998
2019.08.09,Chiba,51,32,21.572998
2019.08.10,Chiba,27,32,11.420999
2019.08.11,Chiba,56,32,23.836981
2019.08.12,Chiba,34,32,14.472453
2019.08.13,Chiba,57,32,24.262642
2019.08.14,Chiba,57,32,24.262642
2019.08.15,Chiba,51,32,21.708677
2019.08.16,Chiba,38,32,16.175095
2019.08.17,Chiba,25,32,10.641509
2019.08.18,Chiba,29,26,13.457467
2019.08.19,Chiba,55,26,25.522781
2019.08.20,Chiba,18,26,8.35291
2019.08.21,Chiba,37,26,17.169872
2019.08.22,Chiba,27,26,12.529366
2019.08.23,Chiba,45,26,20.882277
2019.08.24,Chiba,26,26,12.065314
2019.08.25,Chiba,26,27,11.205508
2019.08.26,Chiba,23,27,9.9125652
2019.08.27,Chiba,69,27,29.737694
2019.08.28,Chiba,37,27,15.946301
2019.08.29,Chiba,63,27,27.151808
2019.08.30,Chiba,22,27,9.4815836
2019.08.31,Chiba,25,27,10.774528
2019.09.01,Chiba,33,28,14.58403
2019.09.02,Chiba,42,28,18.561491
2019.09.03,Chiba,28,28,12.374328
2019.09.04,Chiba,29,28,12.816268
2019.09.05,Chiba,52,28,22.980896
2019.09.06,Chiba,38,28,16.79373
2019.09.07,Chiba,46,28,20.329252
2019.09.08,Chiba,13,20,5.4445539
2019.09.09,Chiba,11,20,4.6069303
2019.09.10,Chiba,23,20,9.6326723
2019.09.11,Chiba,59,20,24.709898
2019.09.12,Chiba,56,20,23.453461
2019.09.13,Chiba,19,20,7.9574242
2019.09.14,Chiba,21,20,8.7950487
2019.09.15,Chiba,45,36,18.32246
2019.09.16,Chiba,47,36,19.136791
2019.09.17,Chiba,55,36,22.394117
2019.09.18,Chiba,46,36,18.729624
2019.09.19,Chiba,72,36,29.315933
2019.09.20,Chiba,67,36,27.280106
2019.09.21,Chiba,42,36,17.100962
2019.09.22,Chiba,28,35,12.448647
2019.09.23,Chiba,35,35,15.560808
2019.09.24,Chiba,46,35,20.451347
2019.09.25,Chiba,42,35,18.67297
2019.09.26,Chiba,96,35,42.681076
2019.09.27,Chiba,39,35,17.339188
2019.09.28,Chiba,47,35,20.895943
2019.09.29,Chiba,36,34,15.183341
2019.09.30,Chiba,28,34,11.809266
2019.10.01,Chiba,61,34,25.727329
2019.10.02,Chiba,51,34,21.509733
2019.10.03,Chiba,66,34,27.836124
2019.10.04,Chiba,52,34,21.931494
2019.10.05,Chiba,47,34,19.822697
2019.10.06,Chiba,44,36,17.77273
2019.10.07,Chiba,59,36,23.831615
2019.10.08,Chiba,47,36,18.984507
2019.10.09,Chiba,80,36,32.314056
2019.10.10,Chiba,74,36,29.890499
2019.10.11,Chiba,34,36,13.733473
2019.10.12,Chiba,39,36,15.753101
2019.10.13,Chiba,35,35,14.762818
2019.10.14,Chiba,43,35,18.137177
2019.10.15,Chiba,47,35,19.824356
2019.10.16,Chiba,84,35,35.430763
2019.10.17,Chiba,48,35,20.246151
2019.10.18,Chiba,52,35,21.933331
2019.10.19,Chiba,42,35,17.715382
2019.10.20,Chiba,68,38,29.461775
2019.10.21,Chiba,45,38,19.496761
2019.10.22,Chiba,28,38,12.13132
2019.10.23,Chiba,71,38,30.761559
2019.10.24,Chiba,42,38,18.19698
2019.10.25,Chiba,78,38,33.794388
2019.10.26,Chiba,39,38,16.897194
2019.10.27,Chiba,46,48,19.580376
2019.10.28,Chiba,74,48,31.498865
2019.10.29,Chiba,79,48,33.627167
2019.10.30,Chiba,73,48,31.073204
2019.10.31,Chiba,78,48,33.201504
2019.11.01,Chiba,49,48,20.857357
2019.11.02,Chiba,78,48,33.201504
2019.11.03,Chiba,55,51,23.969995
2019.11.04,Chiba,93,51,40.531086
2019.11.05,Chiba,43,51,18.740179
2019.11.06,Chiba,100,51,43.58181
2019.11.07,Chiba,62,51,27.020723
2019.11.08,Chiba,49,51,21.355089
2019.11.09,Chiba,93,51,40.531086
2019.11.10,Chiba,47,45,20.240835
2019.11.11,Chiba,89,45,38.328388
2019.11.12,Chiba,81,45,34.883141
2019.11.13,Chiba,57,45,24.547394
2019.11.14,Chiba,87,45,37.467079
2019.11.15,Chiba,25,45,10.766401
2019.11.16,Chiba,56,45,24.116739
2019.11.17,Chiba,64,44,27.70158
2019.11.18,Chiba,91,44,39.388184
2019.11.19,Chiba,77,44,33.328461
2019.11.20,Chiba,50,44,21.641859
2019.11.21,Chiba,64,44,27.70158
2019.11.22,Chiba,24,44,10.388093
2019.11.23,Chiba,60,44,25.97023
2019.11.24,Chiba,48,40,21.040413
2019.11.25,Chiba,50,40,21.917095
2019.11.26,Chiba,66,40,28.930567
2019.11.27,Chiba,33,40,14.465283
2019.11.28,Chiba,75,40,32.875645
2019.11.29,Chiba,70,40,30.683935
2019.11.30,Chiba,44,40,19.287045
2019.12.01,Chiba,76,43,32.449856
2019.12.02,Chiba,78,43,33.303799
2019.12.03,Chiba,38,43,16.224928
2019.12.04,Chiba,85,43,36.292603
2019.12.05,Chiba,62,43,26.47225
2019.12.06,Chiba,44,43,18.786758
2019.12.07,Chiba,43,43,18.359787
2019.12.08,Chiba,91,38,38.799305
2019.12.09,Chiba,49,38,20.891935
2019.12.10,Chiba,34,38,14.496444
2019.12.11,Chiba,52,38,22.171032
2019.12.12,Chiba,57,38,24.302862
2019.12.13,Chiba,38,38,16.201908
2019.12.14,Chiba,56,38,23.876495
2019.12.15,Chiba,71,41,31.332136
2019.12.16,Chiba,47,41,20.740992
2019.12.17,Chiba,41,41,18.093204
2019.12.18,Chiba,46,41,20.299694
2019.12.19,Chiba,64,41,28.243052
2019.12.20,Chiba,66,41,29.125647
2019.12.21,Chiba,58,41,25.595266
2019.12.22,Chiba,32,42,14.072078
2019.12.23,Chiba,79,42,34.74044
2019.12.24,Chiba,62,42,27.26465
2019.12.25,Chiba,57,42,25.065889
2019.12.26,Chiba,56,42,24.626137
2019.12.27,Chiba,56,42,24.626137
2019.12.28,Chiba,62,42,27.26465
2019.12.29,Chiba,39,33,16.154331
2019.12.30,Chiba,38,33,15.740118
2019.12.31,Chiba,52,33,21.539108
2020.01.01,Chiba,55,33,22.78175
2020.01.02,Chiba,61,33,25.267031
2020.01.03,Chiba,44,33,18.225399
2020.01.04,Chiba,48,33,19.882254
2015.12.27,Ehime,31,38,27.007805
2015.12.28,Ehime,0,38,0
2015.12.29,Ehime,33,38,28.750244
2015.12.30,Ehime,33,38,28.750244
2015.12.31,Ehime,0,38,0
2016.01.01,Ehime,67,38,58.371708
2016.01.02,Ehime,0,38,0
2016.01.03,Ehime,18,40,15.648555
2016.01.04,Ehime,33,40,28.689016
2016.01.05,Ehime,0,40,0
2016.01.06,Ehime,0,40,0
2016.01.07,Ehime,50,40,43.468208
2016.01.08,Ehime,72,40,62.594219
2016.01.09,Ehime,0,40,0
2016.01.10,Ehime,0,32,0
2016.01.11,Ehime,17,32,22.477364
2016.01.12,Ehime,0,32,0
2016.01.13,Ehime,18,32,23.799561
2016.01.14,Ehime,0,32,0
2016.01.15,Ehime,38,32,50.243519
2016.01.16,Ehime,18,32,23.799561
2016.01.17,Ehime,0,33,0
2016.01.18,Ehime,0,33,0
2016.01.19,Ehime,0,33,0
2016.01.20,Ehime,0,33,0
2016.01.21,Ehime,18,33,18.158049
2016.01.22,Ehime,38,33,38.333656
2016.01.23,Ehime,67,33,67.588295
2016.01.24,Ehime,0,24,0
2016.01.25,Ehime,0,24,0
2016.01.26,Ehime,18,24,29.533092
2016.01.27,Ehime,0,24,0
2016.01.28,Ehime,19,24,31.173817
2016.01.29,Ehime,0,24,0
2016.01.30,Ehime,18,24,29.533092
2016.01.31,Ehime,37,36,33.612885
2016.02.01,Ehime,18,36,16.352215
2016.02.02,Ehime,19,36,17.260672
2016.02.03,Ehime,19,36,17.260672
2016.02.04,Ehime,56,36,50.873558
2016.02.05,Ehime,0,36,0
2016.02.06,Ehime,0,36,0
2016.02.07,Ehime,52,47,52.511086
2016.02.08,Ehime,37,47,37.363655
2016.02.09,Ehime,35,47,35.344002
2016.02.10,Ehime,0,47,0
2016.02.11,Ehime,0,47,0
2016.02.12,Ehime,35,47,35.344002
2016.02.13,Ehime,16,47,16.157257
2016.02.14,Ehime,0,52,0
2016.02.15,Ehime,36,52,44.268684
2016.02.16,Ehime,0,52,0
2016.02.17,Ehime,36,52,44.268684
2016.02.18,Ehime,18,52,22.134342
2016.02.19,Ehime,36,52,44.268684
2016.02.20,Ehime,33,52,40.579624
2016.02.21,Ehime,0,38,0
2016.02.22,Ehime,36,38,32.554935
2016.02.23,Ehime,17,38,15.373164
2016.02.24,Ehime,52,38,47.023796
2016.02.25,Ehime,18,38,16.277468
2016.02.26,Ehime,0,38,0
2016.02.27,Ehime,35,38,31.650633
