date,prefecture,raw_daily,raw_weekly,symptoms_harmonized_daily
2019.02.02,Kagoshima,31,63,15.023077
2019.02.03,Kagoshima,14,39,6.2877202
2019.02.04,Kagoshima,0,39,0
2019.02.05,Kagoshima,32,39,14.371931
2019.02.06,Kagoshima,46,39,20.659651
2019.02.07,Kagoshima,31,39,13.922808
2019.02.08,Kagoshima,48,39,21.557896
2019.02.09,Kagoshima,0,39,0
2019.02.10,Kagoshima,15,55,7.9249539
2019.02.11,Kagoshima,14,55,7.3966236
2019.02.12,Kagoshima,16,55,8.4532843
2019.02.13,Kagoshima,63,55,33.284805
2019.02.14,Kagoshima,33,55,17.434898
2019.02.15,Kagoshima,48,55,25.359852
2019.02.16,Kagoshima,16,55,8.4532843
2019.02.17,Kagoshima,46,62,18.909922
2019.02.18,Kagoshima,62,62,25.487286
2019.02.19,Kagoshima,15,62,6.1662788
2019.02.20,Kagoshima,80,62,32.886822
2019.02.21,Kagoshima,16,62,6.577364
2019.02.22,Kagoshima,47,62,19.321007
2019.02.23,Kagoshima,31,62,12.743643
2019.02.24,Kagoshima,30,81,13.110223
2019.02.25,Kagoshima,48,81,20.976357
2019.02.26,Kagoshima,33,81,14.421246
2019.02.27,Kagoshima,63,81,27.531469
2019.02.28,Kagoshima,83,81,36.271618
2019.03.01,Kagoshima,34,81,14.858253
2019.03.02,Kagoshima,74,81,32.338551
2019.03.03,Kagoshima,29,70,17.0835
2019.03.04,Kagoshima,64,70,37.701519
2019.03.05,Kagoshima,32,70,18.85076
2019.03.06,Kagoshima,60,70,35.345173
2019.03.07,Kagoshima,33,70,19.439846
2019.03.08,Kagoshima,16,70,9.4253798
2019.03.09,Kagoshima,0,70,0
2019.03.10,Kagoshima,58,44,29.388756
2019.03.11,Kagoshima,16,44,8.1072426
2019.03.12,Kagoshima,16,44,8.1072426
2019.03.13,Kagoshima,16,44,8.1072426
2019.03.14,Kagoshima,33,44,16.721189
2019.03.15,Kagoshima,16,44,8.1072426
2019.03.16,Kagoshima,16,44,8.1072426
2019.03.17,Kagoshima,31,60,13.466064
2019.03.18,Kagoshima,48,60,20.850679
2019.03.19,Kagoshima,15,60,6.5158377
2019.03.20,Kagoshima,0,60,0
2019.03.21,Kagoshima,56,60,24.325792
2019.03.22,Kagoshima,31,60,13.466064
2019.03.23,Kagoshima,91,60,39.529411
2019.03.24,Kagoshima,54,88,26.813139
2019.03.25,Kagoshima,95,88,47.171265
2019.03.26,Kagoshima,16,88,7.944634
2019.03.27,Kagoshima,47,88,23.337362
2019.03.28,Kagoshima,60,88,29.792377
2019.03.29,Kagoshima,61,88,30.288918
2019.03.30,Kagoshima,16,88,7.944634
2019.03.31,Kagoshima,16,59,8.0127335
2019.04.01,Kagoshima,15,59,7.5119371
2019.04.02,Kagoshima,16,59,8.0127335
2019.04.03,Kagoshima,16,59,8.0127335
2019.04.04,Kagoshima,76,59,38.060482
2019.04.05,Kagoshima,31,59,15.52467
2019.04.06,Kagoshima,62,59,31.049339
2019.04.07,Kagoshima,44,60,21.935736
2019.04.08,Kagoshima,0,60,0
2019.04.09,Kagoshima,64,60,31.906525
2019.04.10,Kagoshima,32,60,15.953262
2019.04.11,Kagoshima,16,60,7.9766312
2019.04.12,Kagoshima,17,60,8.4751711
2019.04.13,Kagoshima,64,60,31.906525
2019.04.14,Kagoshima,29,30,11.980636
2019.04.15,Kagoshima,0,30,0
2019.04.16,Kagoshima,0,30,0
2019.04.17,Kagoshima,0,30,0
2019.04.18,Kagoshima,33,30,13.633138
2019.04.19,Kagoshima,33,30,13.633138
2019.04.20,Kagoshima,48,30,19.830017
2019.04.21,Kagoshima,15,33,6.169426
2019.04.22,Kagoshima,33,33,13.572737
2019.04.23,Kagoshima,31,33,12.750147
2019.04.24,Kagoshima,31,33,12.750147
2019.04.25,Kagoshima,32,33,13.161442
2019.04.26,Kagoshima,16,33,6.5807209
2019.04.27,Kagoshima,0,33,0
2019.04.28,Kagoshima,43,52,18.657627
2019.04.29,Kagoshima,0,52,0
2019.04.30,Kagoshima,26,52,11.281356
2019.05.01,Kagoshima,53,52,22.996611
2019.05.02,Kagoshima,57,52,24.732204
2019.05.03,Kagoshima,0,52,0
2019.05.04,Kagoshima,57,52,24.732204
2019.05.05,Kagoshima,0,58,0
2019.05.06,Kagoshima,58,58,28.069883
2019.05.07,Kagoshima,68,58,32.909519
2019.05.08,Kagoshima,47,58,22.746284
2019.05.09,Kagoshima,31,58,15.002869
2019.05.10,Kagoshima,16,58,7.7434163
2019.05.11,Kagoshima,16,58,7.7434163
2019.05.12,Kagoshima,30,36,14.084565
2019.05.13,Kagoshima,0,36,0
2019.05.14,Kagoshima,16,36,7.5117683
2019.05.15,Kagoshima,16,36,7.5117683
2019.05.16,Kagoshima,31,36,14.554051
2019.05.17,Kagoshima,30,36,14.084565
2019.05.18,Kagoshima,28,36,13.145595
2019.05.19,Kagoshima,14,41,7.1996083
2019.05.20,Kagoshima,16,41,8.2281237
2019.05.21,Kagoshima,64,41,32.912495
2019.05.22,Kagoshima,0,41,0
2019.05.23,Kagoshima,0,41,0
2019.05.24,Kagoshima,48,41,24.684372
2019.05.25,Kagoshima,15,41,7.7138662
2019.05.26,Kagoshima,30,46,12.52322
2019.05.27,Kagoshima,15,46,6.26161
2019.05.28,Kagoshima,31,46,12.94066
2019.05.29,Kagoshima,50,46,20.872034
2019.05.30,Kagoshima,17,46,7.0964913
2019.05.31,Kagoshima,56,46,23.376677
2019.06.01,Kagoshima,18,46,7.5139322
2019.06.02,Kagoshima,29,42,13.32513
2019.06.03,Kagoshima,54,42,24.812311
2019.06.04,Kagoshima,19,42,8.730258
2019.06.05,Kagoshima,40,42,18.37949
2019.06.06,Kagoshima,0,42,0
2019.06.07,Kagoshima,19,42,8.730258
2019.06.08,Kagoshima,19,42,8.730258
2019.06.09,Kagoshima,18,49,6.4328213
2019.06.10,Kagoshima,20,49,7.1475792
2019.06.11,Kagoshima,19,49,6.7902002
2019.06.12,Kagoshima,100,49,35.737892
2019.06.13,Kagoshima,57,49,20.3706
2019.06.14,Kagoshima,0,49,0
2019.06.15,Kagoshima,56,49,20.01322
2019.06.16,Kagoshima,19,27,10.862532
2019.06.17,Kagoshima,0,27,0
2019.06.18,Kagoshima,19,27,10.862532
2019.06.19,Kagoshima,19,27,10.862532
2019.06.20,Kagoshima,0,27,0
2019.06.21,Kagoshima,0,27,0
2019.06.22,Kagoshima,36,27,20.581638
2019.06.23,Kagoshima,18,29,9.3448963
2019.06.24,Kagoshima,39,29,20.247274
2019.06.25,Kagoshima,0,29,0
2019.06.26,Kagoshima,0,29,0
2019.06.27,Kagoshima,0,29,0
2019.06.28,Kagoshima,18,29,9.3448963
2019.06.29,Kagoshima,35,29,18.170631
2019.06.30,Kagoshima,16,15,7.0539618
2019.07.01,Kagoshima,0,15,0
2019.07.02,Kagoshima,17,15,7.4948339
2019.07.03,Kagoshima,0,15,0
2019.07.04,Kagoshima,16,15,7.0539618
2019.07.05,Kagoshima,0,15,0
2019.07.06,Kagoshima,18,15,7.9357071
2019.07.07,Kagoshima,56,43,24.442827
2019.07.08,Kagoshima,0,43,0
2019.07.09,Kagoshima,60,43,26.188744
2019.07.10,Kagoshima,0,43,0
2019.07.11,Kagoshima,40,43,17.459162
2019.07.12,Kagoshima,20,43,8.7295809
2019.07.13,Kagoshima,18,43,7.8566227
2019.07.14,Kagoshima,36,29,13.525508
2019.07.15,Kagoshima,19,29,7.1384621
2019.07.16,Kagoshima,39,29,14.652634
2019.07.17,Kagoshima,20,29,7.5141711
2019.07.18,Kagoshima,0,29,0
2019.07.19,Kagoshima,38,29,14.276924
2019.07.20,Kagoshima,0,29,0
2019.07.21,Kagoshima,18,30,7.7619319
2019.07.22,Kagoshima,59,30,25.441889
2019.07.23,Kagoshima,0,30,0
2019.07.24,Kagoshima,0,30,0
2019.07.25,Kagoshima,40,30,17.248737
2019.07.26,Kagoshima,20,30,8.6243687
2019.07.27,Kagoshima,0,30,0
2019.07.28,Kagoshima,96,88,36.80545
2019.07.29,Kagoshima,60,88,23.003408
2019.07.30,Kagoshima,98,88,37.572231
2019.07.31,Kagoshima,40,88,15.335605
2019.08.01,Kagoshima,41,88,15.718995
2019.08.02,Kagoshima,39,88,14.952215
2019.08.03,Kagoshima,78,88,29.90443
2019.08.04,Kagoshima,18,49,8.5983248
2019.08.05,Kagoshima,0,49,0
2019.08.06,Kagoshima,18,49,8.5983248
2019.08.07,Kagoshima,74,49,35.348667
2019.08.08,Kagoshima,36,49,17.19665
2019.08.09,Kagoshima,19,49,9.0760098
2019.08.10,Kagoshima,37,49,17.674334
2019.08.11,Kagoshima,36,18,12.388947
2019.08.12,Kagoshima,0,18,0
2019.08.13,Kagoshima,0,18,0
2019.08.14,Kagoshima,15,18,5.1620617
2019.08.15,Kagoshima,16,18,5.5061989
2019.08.16,Kagoshima,18,18,6.1944737
2019.08.17,Kagoshima,18,18,6.1944737
2019.08.18,Kagoshima,0,16,0
2019.08.19,Kagoshima,36,16,8.8615389
2019.08.20,Kagoshima,0,16,0
2019.08.21,Kagoshima,19,16,4.6769228
2019.08.22,Kagoshima,55,16,13.538462
2019.08.23,Kagoshima,0,16,0
2019.08.24,Kagoshima,18,16,4.4307694
2019.08.25,Kagoshima,36,37,15.897065
2019.08.26,Kagoshima,54,37,23.845598
2019.08.27,Kagoshima,19,37,8.3901176
2019.08.28,Kagoshima,0,37,0
2019.08.29,Kagoshima,38,37,16.780235
2019.08.30,Kagoshima,0,37,0
2019.08.31,Kagoshima,18,37,7.9485326
2019.09.01,Kagoshima,18,38,7.0521145
2019.09.02,Kagoshima,39,38,15.279583
2019.09.03,Kagoshima,58,38,22.723482
2019.09.04,Kagoshima,0,38,0
2019.09.05,Kagoshima,39,38,15.279583
2019.09.06,Kagoshima,0,38,0
2019.09.07,Kagoshima,37,38,14.496015
2019.09.08,Kagoshima,18,30,7.9357071
2019.09.09,Kagoshima,37,30,16.312286
2019.09.10,Kagoshima,20,30,8.8174524
2019.09.11,Kagoshima,20,30,8.8174524
2019.09.12,Kagoshima,0,30,0
2019.09.13,Kagoshima,39,30,17.194031
2019.09.14,Kagoshima,0,30,0
2019.09.15,Kagoshima,38,29,14.371472
2019.09.16,Kagoshima,18,29,6.8075399
2019.09.17,Kagoshima,39,29,14.74967
2019.09.18,Kagoshima,20,29,7.5639334
2019.09.19,Kagoshima,19,29,7.1857362
2019.09.20,Kagoshima,0,29,0
2019.09.21,Kagoshima,17,29,6.4293437
2019.09.22,Kagoshima,0,21,0
2019.09.23,Kagoshima,19,21,6.6586704
2019.09.24,Kagoshima,0,21,0
2019.09.25,Kagoshima,40,21,14.018254
2019.09.26,Kagoshima,40,21,14.018254
2019.09.27,Kagoshima,19,21,6.6586704
2019.09.28,Kagoshima,0,21,0
2019.09.29,Kagoshima,0,30,0
2019.09.30,Kagoshima,40,30,14.862122
2019.10.01,Kagoshima,0,30,0
2019.10.02,Kagoshima,0,30,0
2019.10.03,Kagoshima,39,30,14.490568
2019.10.04,Kagoshima,80,30,29.724243
2019.10.05,Kagoshima,0,30,0
2019.10.06,Kagoshima,72,38,28.658596
2019.10.07,Kagoshima,0,38,0
2019.10.08,Kagoshima,0,38,0
2019.10.09,Kagoshima,60,38,23.882162
2019.10.10,Kagoshima,0,38,0
2019.10.11,Kagoshima,0,38,0
2019.10.12,Kagoshima,56,38,22.290018
2019.10.13,Kagoshima,19,60,8.7351093
2019.10.14,Kagoshima,0,60,0
2019.10.15,Kagoshima,100,60,45.974262
2019.10.16,Kagoshima,20,60,9.1948528
2019.10.17,Kagoshima,79,60,36.319668
2019.10.18,Kagoshima,20,60,9.1948528
2019.10.19,Kagoshima,19,60,8.7351093
2019.10.20,Kagoshima,0,26,0
2019.10.21,Kagoshima,0,26,0
2019.10.22,Kagoshima,0,26,0
2019.10.23,Kagoshima,39,26,16.50248
2019.10.24,Kagoshima,41,26,17.348761
2019.10.25,Kagoshima,21,26,8.885951
2019.10.26,Kagoshima,20,26,8.4628105
2019.10.27,Kagoshima,19,45,8.1732645
2019.10.28,Kagoshima,0,45,0
2019.10.29,Kagoshima,41,45,17.637043
2019.10.30,Kagoshima,41,45,17.637043
2019.10.31,Kagoshima,63,45,27.100822
2019.11.01,Kagoshima,42,45,18.067215
2019.11.02,Kagoshima,0,45,0
2019.11.03,Kagoshima,94,81,40.30571
2019.11.04,Kagoshima,92,81,39.448139
2019.11.05,Kagoshima,42,81,18.008934
2019.11.06,Kagoshima,21,81,9.004467
2019.11.07,Kagoshima,61,81,26.155834
2019.11.08,Kagoshima,41,81,17.580151
2019.11.09,Kagoshima,21,81,9.004467
2019.11.10,Kagoshima,58,72,24.045347
2019.11.11,Kagoshima,63,72,26.118219
2019.11.12,Kagoshima,20,72,8.2914991
2019.11.13,Kagoshima,58,72,24.045347
2019.11.14,Kagoshima,41,72,16.997572
2019.11.15,Kagoshima,63,72,26.118219
2019.11.16,Kagoshima,39,72,16.168423
2019.11.17,Kagoshima,19,66,8.8827896
2019.11.18,Kagoshima,58,66,27.115885
2019.11.19,Kagoshima,0,66,0
2019.11.20,Kagoshima,63,66,29.453461
2019.11.21,Kagoshima,81,66,37.868736
2019.11.22,Kagoshima,19,66,8.8827896
2019.11.23,Kagoshima,38,66,17.765579
2019.11.24,Kagoshima,51,65,22.510347
2019.11.25,Kagoshima,0,65,0
2019.11.26,Kagoshima,59,65,26.041382
2019.11.27,Kagoshima,19,65,8.3862076
2019.11.28,Kagoshima,0,65,0
2019.11.29,Kagoshima,82,65,36.193108
2019.11.30,Kagoshima,79,65,34.868969
2019.12.01,Kagoshima,72,54,32.580299
2019.12.02,Kagoshima,40,54,18.100164
2019.12.03,Kagoshima,21,54,9.5025873
2019.12.04,Kagoshima,0,54,0
2019.12.05,Kagoshima,21,54,9.5025873
2019.12.06,Kagoshima,21,54,9.5025873
2019.12.07,Kagoshima,60,54,27.150248
2019.12.08,Kagoshima,19,67,8.9850569
2019.12.09,Kagoshima,99,67,46.816879
2019.12.10,Kagoshima,0,67,0
2019.12.11,Kagoshima,39,67,18.443014
2019.12.12,Kagoshima,41,67,19.388807
2019.12.13,Kagoshima,41,67,19.388807
2019.12.14,Kagoshima,40,67,18.915911
2019.12.15,Kagoshima,75,43,29.676495
2019.12.16,Kagoshima,39,43,15.431777
2019.12.17,Kagoshima,19,43,7.5180449
2019.12.18,Kagoshima,0,43,0
2019.12.19,Kagoshima,40,43,15.827463
2019.12.20,Kagoshima,22,43,8.7051048
2019.12.21,Kagoshima,19,43,7.5180449
2019.12.22,Kagoshima,71,51,31.69149
2019.12.23,Kagoshima,41,51,18.30072
2019.12.24,Kagoshima,0,51,0
2019.12.25,Kagoshima,19,51,8.4808216
2019.12.26,Kagoshima,37,51,16.515284
2019.12.27,Kagoshima,19,51,8.4808216
2019.12.28,Kagoshima,38,51,16.961643
2019.12.29,Kagoshima,0,48,0
2019.12.30,Kagoshima,49,48,23.630772
2019.12.31,Kagoshima,31,48,14.95008
2020.01.01,Kagoshima,49,48,23.630772
2020.01.02,Kagoshima,0,48,0
2020.01.03,Kagoshima,32,48,15.432341
2020.01.04,Kagoshima,35,48,16.879122
2015.12.27,Kanagawa,32,46,28.240753
2015.12.28,Kanagawa,33,46,29.123276
2015.12.29,Kanagawa,27,46,23.828136
2015.12.30,Kanagawa,37,46,32.65337
2015.12.31,Kanagawa,49,46,43.243652
2016.01.01,Kanagawa,30,46,26.475706
2016.01.02,Kanagawa,33,46,29.123276
2016.01.03,Kanagawa,38,53,32.788879
2016.01.04,Kanagawa,48,53,41.417534
2016.01.05,Kanagawa,41,53,35.377476
2016.01.06,Kanagawa,45,53,38.828938
2016.01.07,Kanagawa,42,53,36.240341
2016.01.08,Kanagawa,36,53,31.06315
2016.01.09,Kanagawa,34,53,29.33742
2016.01.10,Kanagawa,35,42,30.478807
2016.01.11,Kanagawa,34,42,29.607983
2016.01.12,Kanagawa,27,42,23.512222
2016.01.13,Kanagawa,37,42,32.220451
2016.01.14,Kanagawa,30,42,26.124689
2016.01.15,Kanagawa,25,42,21.770576
2016.01.16,Kanagawa,35,42,30.478807
2016.01.17,Kanagawa,37,41,31.737946
2016.01.18,Kanagawa,34,41,29.164598
2016.01.19,Kanagawa,24,41,20.586775
2016.01.20,Kanagawa,31,41,26.591251
2016.01.21,Kanagawa,24,41,20.586775
2016.01.22,Kanagawa,31,41,26.591251
2016.01.23,Kanagawa,40,41,34.311291
2016.01.24,Kanagawa,36,46,30.505074
2016.01.25,Kanagawa,33,46,27.962984
2016.01.26,Kanagawa,39,46,33.047165
2016.01.27,Kanagawa,39,46,33.047165
2016.01.28,Kanagawa,35,46,29.657711
2016.01.29,Kanagawa,31,46,26.268259
2016.01.30,Kanagawa,38,46,32.199802
2016.01.31,Kanagawa,36,52,30.693205
2016.02.01,Kanagawa,50,52,42.629452
2016.02.02,Kanagawa,38,52,32.398384
2016.02.03,Kanagawa,38,52,32.398384
2016.02.04,Kanagawa,38,52,32.398384
2016.02.05,Kanagawa,43,52,36.661327
2016.02.06,Kanagawa,39,52,33.250973
2016.02.07,Kanagawa,27,50,24.671682
2016.02.08,Kanagawa,41,50,37.464405
2016.02.09,Kanagawa,46,50,42.033234
2016.02.10,Kanagawa,33,50,30.154278
2016.02.11,Kanagawa,35,50,31.981808
2016.02.12,Kanagawa,45,50,41.119469
2016.02.13,Kanagawa,26,50,23.757915
2016.02.14,Kanagawa,25,49,21.953405
2016.02.15,Kanagawa,38,49,33.369175
2016.02.16,Kanagawa,44,49,38.637993
2016.02.17,Kanagawa,34,49,29.856632
2016.02.18,Kanagawa,51,49,44.784946
2016.02.19,Kanagawa,39,49,34.247311
2016.02.20,Kanagawa,27,49,23.709679
2016.02.21,Kanagawa,63,75,56.017368
2016.02.22,Kanagawa,52,75,46.236557
2016.02.23,Kanagawa,55,75,48.904049
2016.02.24,Kanagawa,62,75,55.128204
2016.02.25,Kanagawa,47,75,41.790733
2016.02.26,Kanagawa,54,75,48.014885
2016.02.27,Kanagawa,57,75,50.682377
2016.02.28,Kanagawa,67,77,57.896702
2016.02.29,Kanagawa,40,77,34.565193
2016.03.01,Kanagawa,70,77,60.48909
2016.03.02,Kanagawa,48,77,41.478233
2016.03.03,Kanagawa,63,77,54.440182
2016.03.04,Kanagawa,64,77,55.30431
2016.03.05,Kanagawa,60,77,51.84779
2016.03.06,Kanagawa,59,73,52.962994
2016.03.07,Kanagawa,30,73,26.930334
2016.03.08,Kanagawa,44,73,39.497826
2016.03.09,Kanagawa,75,73,67.325836
2016.03.10,Kanagawa,57,73,51.167637
2016.03.11,Kanagawa,63,73,56.553703
2016.03.12,Kanagawa,48,73,43.088535
2016.03.13,Kanagawa,47,76,39.229687
2016.03.14,Kanagawa,37,76,30.882946
2016.03.15,Kanagawa,100,76,83.467415
2016.03.16,Kanagawa,49,76,40.899036
2016.03.17,Kanagawa,65,76,54.253819
2016.03.18,Kanagawa,81,76,67.608612
2016.03.19,Kanagawa,42,76,35.056313
2016.03.20,Kanagawa,47,70,40.242928
2016.03.21,Kanagawa,67,70,57.367577
2016.03.22,Kanagawa,60,70,51.373947
2016.03.23,Kanagawa,48,70,41.099163
2016.03.24,Kanagawa,55,70,47.092789
2016.03.25,Kanagawa,52,70,44.52409
2016.03.26,Kanagawa,49,70,41.955395
2016.03.27,Kanagawa,53,58,46.296799
2016.03.28,Kanagawa,56,58,48.917374
2016.03.29,Kanagawa,34,58,29.699833
2016.03.30,Kanagawa,42,58,36.68803
2016.03.31,Kanagawa,53,58,46.296799
2016.04.01,Kanagawa,35,58,30.573359
2016.04.02,Kanagawa,34,58,29.699833
2016.04.03,Kanagawa,21,48,18.64258
2016.04.04,Kanagawa,40,48,35.509674
2016.04.05,Kanagawa,30,48,26.632257
2016.04.06,Kanagawa,41,48,36.397419
2016.04.07,Kanagawa,31,48,27.519997
2016.04.08,Kanagawa,44,48,39.060642
2016.04.09,Kanagawa,43,48,38.172901
2016.04.10,Kanagawa,47,63,41.361465
2016.04.11,Kanagawa,66,63,58.082054
2016.04.12,Kanagawa,52,63,45.76162
2016.04.13,Kanagawa,46,63,40.481434
2016.04.14,Kanagawa,44,63,38.721371
2016.04.15,Kanagawa,42,63,36.961308
2016.04.16,Kanagawa,34,63,29.921061
2016.04.17,Kanagawa,41,47,35.639137
2016.04.18,Kanagawa,30,47,26.077417
2016.04.19,Kanagawa,44,47,38.24688
2016.04.20,Kanagawa,40,47,34.76989
2016.04.21,Kanagawa,36,47,31.292902
2016.04.22,Kanagawa,27,47,23.469675
2016.04.23,Kanagawa,32,47,27.815912
2016.04.24,Kanagawa,32,49,28.542885
2016.04.25,Kanagawa,45,49,40.138432
2016.04.26,Kanagawa,35,49,31.218781
2016.04.27,Kanagawa,55,49,49.058083
2016.04.28,Kanagawa,21,49,18.731268
2016.04.29,Kanagawa,39,49,34.78664
2016.04.30,Kanagawa,27,49,24.083059
2016.05.01,Kanagawa,40,45,35.116375
2016.05.02,Kanagawa,40,45,35.116375
2016.05.03,Kanagawa,27,45,23.703552
2016.05.04,Kanagawa,28,45,24.581461
2016.05.05,Kanagawa,34,45,29.848917
2016.05.06,Kanagawa,34,45,29.848917
2016.05.07,Kanagawa,34,45,29.848917
2016.05.08,Kanagawa,37,44,31.895388
2016.05.09,Kanagawa,47,44,40.515762
2016.05.10,Kanagawa,39,44,33.619461
2016.05.11,Kanagawa,30,44,25.861126
2016.05.12,Kanagawa,27,44,23.275011
2016.05.13,Kanagawa,25,44,21.550936
2016.05.14,Kanagawa,31,44,26.723162
2016.05.15,Kanagawa,26,44,22.224632
2016.05.16,Kanagawa,33,44,28.208185
2016.05.17,Kanagawa,34,44,29.062979
2016.05.18,Kanagawa,33,44,28.208185
2016.05.19,Kanagawa,36,44,30.772568
2016.05.20,Kanagawa,41,44,35.046535
2016.05.21,Kanagawa,35,44,29.917774
2016.05.22,Kanagawa,34,35,29.581453
2016.05.23,Kanagawa,31,35,26.971327
2016.05.24,Kanagawa,20,35,17.400856
2016.05.25,Kanagawa,26,35,22.621113
2016.05.26,Kanagawa,29,35,25.231239
2016.05.27,Kanagawa,27,35,23.491156
2016.05.28,Kanagawa,19,35,16.530813
2016.05.29,Kanagawa,20,41,18.140657
2016.05.30,Kanagawa,25,41,22.675823
2016.05.31,Kanagawa,27,41,24.489889
2016.06.01,Kanagawa,46,41,41.723515
2016.06.02,Kanagawa,34,41,30.839117
2016.06.03,Kanagawa,38,41,34.467251
2016.06.04,Kanagawa,19,41,17.233625
2016.06.05,Kanagawa,31,37,27.196579
2016.06.06,Kanagawa,32,37,28.073889
2016.06.07,Kanagawa,30,37,26.319271
2016.06.08,Kanagawa,26,37,22.810034
2016.06.09,Kanagawa,33,37,28.951199
2016.06.10,Kanagawa,20,37,17.546181
2016.06.11,Kanagawa,23,37,20.178108
2016.06.12,Kanagawa,27,34,23.321516
2016.06.13,Kanagawa,25,34,21.593996
2016.06.14,Kanagawa,31,34,26.776554
2016.06.15,Kanagawa,30,34,25.912796
2016.06.16,Kanagawa,23,34,19.866476
2016.06.17,Kanagawa,28,34,24.185276
2016.06.18,Kanagawa,18,34,15.547678
2016.06.19,Kanagawa,30,29,25.78577
2016.06.20,Kanagawa,29,29,24.926247
2016.06.21,Kanagawa,25,29,21.488144
2016.06.22,Kanagawa,15,29,12.892885
2016.06.23,Kanagawa,19,29,16.33099
2016.06.24,Kanagawa,23,29,19.769093
2016.06.25,Kanagawa,15,29,12.892885
2016.06.26,Kanagawa,29,37,25.312155
2016.06.27,Kanagawa,35,37,30.549154
2016.06.28,Kanagawa,44,37,38.404652
2016.06.29,Kanagawa,18,37,15.710993
2016.06.30,Kanagawa,22,37,19.202326
2016.07.01,Kanagawa,28,37,24.439323
2016.07.02,Kanagawa,20,37,17.456657
2016.07.03,Kanagawa,34,37,20.408978
2016.07.04,Kanagawa,26,37,15.606867
2016.07.05,Kanagawa,42,37,25.211092
2016.07.06,Kanagawa,34,37,20.408978
2016.07.07,Kanagawa,43,37,25.811356
2016.07.08,Kanagawa,64,37,38.416901
2016.07.09,Kanagawa,42,37,25.211092
2016.07.10,Kanagawa,38,35,23.381985
2016.07.11,Kanagawa,48,35,29.535139
2016.07.12,Kanagawa,41,35,25.227932
2016.07.13,Kanagawa,33,35,20.305407
2016.07.14,Kanagawa,41,35,25.227932
2016.07.15,Kanagawa,23,35,14.152254
2016.07.16,Kanagawa,39,35,23.997301
2016.07.17,Kanagawa,50,38,30.08543
2016.07.18,Kanagawa,60,38,36.102516
2016.07.19,Kanagawa,30,38,18.051258
2016.07.20,Kanagawa,46,38,27.678596
2016.07.21,Kanagawa,43,38,25.873468
2016.07.22,Kanagawa,32,38,19.254675
2016.07.23,Kanagawa,31,38,18.652967
2016.07.24,Kanagawa,36,39,22.231548
2016.07.25,Kanagawa,31,39,19.143835
2016.07.26,Kanagawa,46,39,28.406979
2016.07.27,Kanagawa,49,39,30.259609
2016.07.28,Kanagawa,28,39,17.291204
2016.07.29,Kanagawa,55,39,33.964867
2016.07.30,Kanagawa,47,39,29.024523
2016.07.31,Kanagawa,41,37,25.230524
2016.08.01,Kanagawa,46,37,28.307417
2016.08.02,Kanagawa,22,37,13.53833
2016.08.03,Kanagawa,52,37,31.999687
2016.08.04,Kanagawa,44,37,27.07666
2016.08.05,Kanagawa,37,37,22.769009
2016.08.06,Kanagawa,36,37,22.153629
2016.08.07,Kanagawa,38,31,24.100294
2016.08.08,Kanagawa,41,31,26.002949
2016.08.09,Kanagawa,34,31,21.563421
2016.08.10,Kanagawa,46,31,29.17404
2016.08.11,Kanagawa,10,31,6.3421831
2016.08.12,Kanagawa,31,31,19.660767
2016.08.13,Kanagawa,26,31,16.489676
2016.08.14,Kanagawa,36,28,21.984175
2016.08.15,Kanagawa,36,28,21.984175
2016.08.16,Kanagawa,27,28,16.488131
2016.08.17,Kanagawa,43,28,26.258877
2016.08.18,Kanagawa,25,28,15.266788
2016.08.19,Kanagawa,33,28,20.152159
2016.08.20,Kanagawa,12,28,7.3280578
2016.08.21,Kanagawa,27,25,15.604838
2016.08.22,Kanagawa,17,25,9.8252687
2016.08.23,Kanagawa,19,25,10.981182
2016.08.24,Kanagawa,25,25,14.448924
2016.08.25,Kanagawa,43,25,24.85215
2016.08.26,Kanagawa,42,25,24.274193
2016.08.27,Kanagawa,27,25,15.604838
2016.08.28,Kanagawa,38,31,23.994125
2016.08.29,Kanagawa,31,31,19.574154
2016.08.30,Kanagawa,20,31,12.628487
2016.08.31,Kanagawa,28,31,17.679882
2016.09.01,Kanagawa,38,31,23.994125
2016.09.02,Kanagawa,40,31,25.256973
2016.09.03,Kanagawa,32,31,20.20558
2016.09.04,Kanagawa,53,38,31.890558
2016.09.05,Kanagawa,44,38,26.47518
2016.09.06,Kanagawa,41,38,24.670053
2016.09.07,Kanagawa,34,38,20.458094
2016.09.08,Kanagawa,23,38,13.839298
2016.09.09,Kanagawa,45,38,27.076887
2016.09.10,Kanagawa,52,38,31.288847
2016.09.11,Kanagawa,27,40,17.219131
2016.09.12,Kanagawa,39,40,24.87208
2016.09.13,Kanagawa,54,40,34.438263
2016.09.14,Kanagawa,44,40,28.060808
2016.09.15,Kanagawa,44,40,28.060808
2016.09.16,Kanagawa,52,40,33.162773
2016.09.17,Kanagawa,30,40,19.13237
2016.09.18,Kanagawa,50,40,29.734121
2016.09.19,Kanagawa,27,40,16.056427
2016.09.20,Kanagawa,34,40,20.219204
2016.09.21,Kanagawa,60,40,35.680946
2016.09.22,Kanagawa,40,40,23.787296
2016.09.23,Kanagawa,47,40,27.950075
2016.09.24,Kanagawa,53,40,31.518169
2016.09.25,Kanagawa,40,40,24.335033
2016.09.26,Kanagawa,24,40,14.601019
