date,prefecture,raw_daily,raw_weekly,pollen_harmonized_daily
2016.09.28,Kanagawa,24,2,1.0596395
2016.09.29,Kanagawa,14,2,.61812299
2016.09.30,Kanagawa,29,2,1.2803975
2016.10.01,Kanagawa,36,2,1.5894591
2016.10.02,Kanagawa,69,5,4.1396532
2016.10.03,Kanagawa,54,5,3.2397287
2016.10.04,Kanagawa,60,5,3.5996985
2016.10.05,Kanagawa,51,5,3.0597439
2016.10.06,Kanagawa,47,5,2.8197637
2016.10.07,Kanagawa,62,5,3.7196884
2016.10.08,Kanagawa,36,5,2.1598191
2016.10.09,Kanagawa,23,4,1.3539838
2016.10.10,Kanagawa,51,4,3.0023117
2016.10.11,Kanagawa,38,4,2.2370164
2016.10.12,Kanagawa,49,4,2.8845739
2016.10.13,Kanagawa,29,4,1.7071968
2016.10.14,Kanagawa,55,4,3.237787
2016.10.15,Kanagawa,64,4,3.7676067
2016.10.16,Kanagawa,100,5,5.6422071
2016.10.17,Kanagawa,61,5,3.4417465
2016.10.18,Kanagawa,62,5,3.4981682
2016.10.19,Kanagawa,44,5,2.4825711
2016.10.20,Kanagawa,53,5,2.9903698
2016.10.21,Kanagawa,29,5,1.63624
2016.10.22,Kanagawa,54,5,3.0467918
2016.10.23,Kanagawa,48,5,2.5206203
2016.10.24,Kanagawa,90,5,4.7261634
2016.10.25,Kanagawa,72,5,3.7809305
2016.10.26,Kanagawa,84,5,4.4110856
2016.10.27,Kanagawa,48,5,2.5206203
2016.10.28,Kanagawa,34,5,1.7854394
2016.10.29,Kanagawa,57,5,2.9932368
2016.10.30,Kanagawa,42,3,1.9358109
2016.10.31,Kanagawa,48,3,2.2123554
2016.11.01,Kanagawa,48,3,2.2123554
2016.11.02,Kanagawa,24,3,1.1061777
2016.11.03,Kanagawa,41,3,1.8897202
2016.11.04,Kanagawa,59,3,2.7193534
2016.11.05,Kanagawa,34,3,1.567085
2016.11.06,Kanagawa,72,4,4.1710649
2016.11.07,Kanagawa,65,4,3.7655447
2016.11.08,Kanagawa,30,4,1.7379436
2016.11.09,Kanagawa,59,4,3.4179559
2016.11.10,Kanagawa,30,4,1.7379436
2016.11.11,Kanagawa,20,4,1.1586291
2016.11.12,Kanagawa,38,4,2.2013953
2016.11.13,Kanagawa,46,2,2.0408826
2016.11.14,Kanagawa,19,2,.84297329
2016.11.15,Kanagawa,24,2,1.0648084
2016.11.16,Kanagawa,39,2,1.7303135
2016.11.17,Kanagawa,29,2,1.2866434
2016.11.18,Kanagawa,39,2,1.7303135
2016.11.19,Kanagawa,9,2,.39930311
2016.11.20,Kanagawa,19,2,1.4164716
2016.11.21,Kanagawa,28,2,2.0874317
2016.11.22,Kanagawa,10,2,.74551129
2016.11.23,Kanagawa,14,2,1.0437158
2016.11.24,Kanagawa,10,2,.74551129
2016.11.25,Kanagawa,26,2,1.9383295
2016.11.26,Kanagawa,15,2,1.1182669
2016.11.27,Kanagawa,42,2,1.7934271
2016.11.28,Kanagawa,39,2,1.6653253
2016.11.29,Kanagawa,34,2,1.451822
2016.11.30,Kanagawa,30,2,1.2810194
2016.12.01,Kanagawa,34,2,1.451822
2016.12.02,Kanagawa,15,2,.64050972
2016.12.03,Kanagawa,19,2,.81131232
2016.12.04,Kanagawa,13,2,.67564625
2016.12.05,Kanagawa,22,2,1.1434014
2016.12.06,Kanagawa,33,2,1.715102
2016.12.07,Kanagawa,29,2,1.5072109
2016.12.08,Kanagawa,29,2,1.5072109
2016.12.09,Kanagawa,39,2,2.0269387
2016.12.10,Kanagawa,10,2,.51972789
2016.12.11,Kanagawa,32,2,1.6726874
2016.12.12,Kanagawa,14,2,.73180073
2016.12.13,Kanagawa,48,2,2.5090311
2016.12.14,Kanagawa,9,2,.47044334
2016.12.15,Kanagawa,15,2,.78407228
2016.12.16,Kanagawa,31,2,1.6204159
2016.12.17,Kanagawa,25,2,1.306787
2016.12.18,Kanagawa,28,2,1.8321342
2016.12.19,Kanagawa,14,2,.91606712
2016.12.20,Kanagawa,29,2,1.8975676
2016.12.21,Kanagawa,29,2,1.8975676
2016.12.22,Kanagawa,15,2,.98150051
2016.12.23,Kanagawa,14,2,.91606712
2016.12.24,Kanagawa,10,2,.65433371
2016.12.25,Kanagawa,15,2,.80252105
2016.12.26,Kanagawa,15,2,.80252105
2016.12.27,Kanagawa,15,2,.80252105
2016.12.28,Kanagawa,36,2,1.9260504
2016.12.29,Kanagawa,36,2,1.9260504
2016.12.30,Kanagawa,22,2,1.1770308
2016.12.31,Kanagawa,31,2,1.6585435
2017.01.01,Kanagawa,3,3,1.0770677
2017.01.02,Kanagawa,2,3,.71804518
2017.01.03,Kanagawa,4,3,1.4360904
2017.01.04,Kanagawa,5,3,1.795113
2017.01.05,Kanagawa,9,3,3.2312031
2017.01.06,Kanagawa,9,3,3.2312031
2017.01.07,Kanagawa,6,3,2.1541355
2017.01.08,Kanagawa,11,5,4.1686511
2017.01.09,Kanagawa,8,5,3.0317464
2017.01.10,Kanagawa,4,5,1.5158732
2017.01.11,Kanagawa,9,5,3.4107146
2017.01.12,Kanagawa,12,5,4.5476193
2017.01.13,Kanagawa,8,5,3.0317464
2017.01.14,Kanagawa,8,5,3.0317464
2017.01.15,Kanagawa,6,6,2.5580359
2017.01.16,Kanagawa,11,6,4.6897321
2017.01.17,Kanagawa,9,6,3.8370538
2017.01.18,Kanagawa,9,6,3.8370538
2017.01.19,Kanagawa,12,6,5.1160717
2017.01.20,Kanagawa,11,6,4.6897321
2017.01.21,Kanagawa,6,6,2.5580359
2017.01.22,Kanagawa,18,10,7.0566506
2017.01.23,Kanagawa,15,10,5.8805423
2017.01.24,Kanagawa,15,10,5.8805423
2017.01.25,Kanagawa,14,10,5.4885058
2017.01.26,Kanagawa,11,10,4.3123975
2017.01.27,Kanagawa,20,10,7.840723
2017.01.28,Kanagawa,23,10,9.0168314
2017.01.29,Kanagawa,22,16,8.5146904
2017.01.30,Kanagawa,33,16,12.772037
2017.01.31,Kanagawa,23,16,8.9017229
2017.02.01,Kanagawa,29,16,11.223911
2017.02.02,Kanagawa,29,16,11.223911
2017.02.03,Kanagawa,26,16,10.062817
2017.02.04,Kanagawa,26,16,10.062817
2017.02.05,Kanagawa,22,12,8.111969
2017.02.06,Kanagawa,28,12,10.324325
2017.02.07,Kanagawa,26,12,9.5868731
2017.02.08,Kanagawa,23,12,8.4806957
2017.02.09,Kanagawa,12,12,4.4247108
2017.02.10,Kanagawa,17,12,6.2683401
2017.02.11,Kanagawa,20,12,7.3745179
2017.02.12,Kanagawa,21,22,8.0807695
2017.02.13,Kanagawa,25,22,9.6199636
2017.02.14,Kanagawa,25,22,9.6199636
2017.02.15,Kanagawa,30,22,11.543956
2017.02.16,Kanagawa,46,22,17.700733
2017.02.17,Kanagawa,55,22,21.163919
2017.02.18,Kanagawa,58,22,22.318317
2017.02.19,Kanagawa,62,33,22.153404
2017.02.20,Kanagawa,81,33,28.942347
2017.02.21,Kanagawa,72,33,25.726532
2017.02.22,Kanagawa,58,33,20.724152
2017.02.23,Kanagawa,38,33,13.577891
2017.02.24,Kanagawa,56,33,20.009525
2017.02.25,Kanagawa,53,33,18.937586
2017.02.26,Kanagawa,64,41,23.913733
2017.02.27,Kanagawa,85,41,31.760426
2017.02.28,Kanagawa,71,41,26.529297
2017.03.01,Kanagawa,77,41,28.771212
2017.03.02,Kanagawa,52,41,19.429909
2017.03.03,Kanagawa,66,41,24.661037
2017.03.04,Kanagawa,84,41,31.386774
2017.03.05,Kanagawa,96,50,35.378559
2017.03.06,Kanagawa,77,50,28.376554
2017.03.07,Kanagawa,100,50,36.852669
2017.03.08,Kanagawa,99,50,36.484142
2017.03.09,Kanagawa,92,50,33.904453
2017.03.10,Kanagawa,82,50,30.219187
2017.03.11,Kanagawa,71,50,26.165392
2017.03.12,Kanagawa,82,32,29.104759
2017.03.13,Kanagawa,63,32,22.360975
2017.03.14,Kanagawa,53,32,18.811613
2017.03.15,Kanagawa,46,32,16.327061
2017.03.16,Kanagawa,52,32,18.456676
2017.03.17,Kanagawa,58,32,20.586294
2017.03.18,Kanagawa,56,32,19.876421
2017.03.19,Kanagawa,62,31,23.001381
2017.03.20,Kanagawa,77,31,28.566231
2017.03.21,Kanagawa,55,31,20.404449
2017.03.22,Kanagawa,46,31,17.06554
2017.03.23,Kanagawa,49,31,18.178511
2017.03.24,Kanagawa,50,31,18.5495
2017.03.25,Kanagawa,41,31,15.210591
2017.03.26,Kanagawa,21,16,7.5270934
2017.03.27,Kanagawa,30,16,10.752991
2017.03.28,Kanagawa,37,16,13.262023
2017.03.29,Kanagawa,30,16,10.752991
2017.03.30,Kanagawa,34,16,12.186724
2017.03.31,Kanagawa,27,16,9.6776924
2017.04.01,Kanagawa,24,16,8.6023922
2017.04.02,Kanagawa,27,19,10.099257
2017.04.03,Kanagawa,32,19,11.969491
2017.04.04,Kanagawa,37,19,13.839724
2017.04.05,Kanagawa,53,19,19.824469
2017.04.06,Kanagawa,30,19,11.221397
2017.04.07,Kanagawa,30,19,11.221397
2017.04.08,Kanagawa,22,19,8.2290249
2017.04.09,Kanagawa,22,16,7.9245644
2017.04.10,Kanagawa,22,16,7.9245644
2017.04.11,Kanagawa,18,16,6.4837341
2017.04.12,Kanagawa,27,16,9.7256021
2017.04.13,Kanagawa,33,16,11.886846
2017.04.14,Kanagawa,37,16,13.327677
2017.04.15,Kanagawa,43,16,15.488921
2017.04.16,Kanagawa,39,17,14.565563
2017.04.17,Kanagawa,37,17,13.81861
2017.04.18,Kanagawa,22,17,8.2164707
2017.04.19,Kanagawa,34,17,12.698184
2017.04.20,Kanagawa,37,17,13.81861
2017.04.21,Kanagawa,20,17,7.4695191
2017.04.22,Kanagawa,18,17,6.7225676
2017.04.23,Kanagawa,26,12,9.8531742
2017.04.24,Kanagawa,20,12,7.5793648
2017.04.25,Kanagawa,25,12,9.474206
2017.04.26,Kanagawa,18,12,6.8214288
2017.04.27,Kanagawa,18,12,6.8214288
2017.04.28,Kanagawa,16,12,6.0634918
2017.04.29,Kanagawa,21,12,7.9583335
2017.04.30,Kanagawa,22,10,8.1339531
2017.05.01,Kanagawa,19,10,7.0247779
2017.05.02,Kanagawa,17,10,6.2853274
2017.05.03,Kanagawa,21,10,7.7642279
2017.05.04,Kanagawa,15,10,5.5458765
2017.05.05,Kanagawa,14,10,5.1761518
2017.05.06,Kanagawa,15,10,5.5458765
2017.05.07,Kanagawa,12,7,4.3908043
2017.05.08,Kanagawa,19,7,6.9521074
2017.05.09,Kanagawa,12,7,4.3908043
2017.05.10,Kanagawa,10,7,3.6590037
2017.05.11,Kanagawa,17,7,6.2203064
2017.05.12,Kanagawa,11,7,4.0249043
2017.05.13,Kanagawa,6,7,2.1954021
2017.05.14,Kanagawa,9,7,3.2191012
2017.05.15,Kanagawa,13,7,4.6498127
2017.05.16,Kanagawa,14,7,5.0074906
2017.05.17,Kanagawa,13,7,4.6498127
2017.05.18,Kanagawa,18,7,6.4382024
2017.05.19,Kanagawa,10,7,3.5767791
2017.05.20,Kanagawa,12,7,4.2921348
2017.05.21,Kanagawa,11,7,4.5476193
2017.05.22,Kanagawa,17,7,7.0281386
2017.05.23,Kanagawa,19,7,7.8549786
2017.05.24,Kanagawa,13,7,5.3744588
2017.05.25,Kanagawa,4,7,1.6536797
2017.05.26,Kanagawa,5,7,2.0670996
2017.05.27,Kanagawa,8,7,3.3073595
2017.05.28,Kanagawa,8,4,2.9698739
2017.05.29,Kanagawa,8,4,2.9698739
2017.05.30,Kanagawa,10,4,3.7123423
2017.05.31,Kanagawa,8,4,2.9698739
2017.06.01,Kanagawa,5,4,1.8561711
2017.06.02,Kanagawa,4,4,1.484937
2017.06.03,Kanagawa,6,4,2.2274055
2017.06.04,Kanagawa,10,4,3.4981689
2017.06.05,Kanagawa,9,4,3.1483519
2017.06.06,Kanagawa,8,4,2.7985351
2017.06.07,Kanagawa,6,4,2.0989013
2017.06.08,Kanagawa,4,4,1.3992676
2017.06.09,Kanagawa,7,4,2.4487181
2017.06.10,Kanagawa,8,4,2.7985351
2017.06.11,Kanagawa,5,3,1.9489796
2017.06.12,Kanagawa,6,3,2.3387756
2017.06.13,Kanagawa,5,3,1.9489796
2017.06.14,Kanagawa,4,3,1.5591838
2017.06.15,Kanagawa,4,3,1.5591838
2017.06.16,Kanagawa,7,3,2.7285717
2017.06.17,Kanagawa,4,3,1.5591838
2017.06.18,Kanagawa,5,3,1.795113
2017.06.19,Kanagawa,6,3,2.1541355
2017.06.20,Kanagawa,6,3,2.1541355
2017.06.21,Kanagawa,5,3,1.795113
2017.06.22,Kanagawa,6,3,2.1541355
2017.06.23,Kanagawa,3,3,1.0770677
2017.06.24,Kanagawa,7,3,2.5131581
2017.06.25,Kanagawa,3,2,1.5158732
2017.06.26,Kanagawa,1,2,.50529104
2017.06.27,Kanagawa,4,2,2.0211642
2017.06.28,Kanagawa,3,2,1.5158732
2017.06.29,Kanagawa,5,2,2.5264552
2017.06.30,Kanagawa,1,2,.50529104
2017.07.01,Kanagawa,1,2,.50529104
2017.07.02,Kanagawa,27,1,.70163262
2017.07.03,Kanagawa,17,1,.44176874
2017.07.04,Kanagawa,17,1,.44176874
2017.07.05,Kanagawa,17,1,.44176874
2017.07.06,Kanagawa,34,1,.88353747
2017.07.07,Kanagawa,35,1,.90952384
2017.07.08,Kanagawa,28,1,.72761905
2017.07.09,Kanagawa,83,2,3.0562949
2017.07.10,Kanagawa,11,2,.40505111
2017.07.11,Kanagawa,40,2,1.4729133
2017.07.12,Kanagawa,34,2,1.2519761
2017.07.13,Kanagawa,28,2,1.0310392
2017.07.14,Kanagawa,23,2,.84692508
2017.07.15,Kanagawa,28,2,1.0310392
2017.07.16,Kanagawa,11,2,.47869676
2017.07.17,Kanagawa,32,2,1.3925724
2017.07.18,Kanagawa,44,2,1.9147871
2017.07.19,Kanagawa,28,2,1.2185009
2017.07.20,Kanagawa,28,2,1.2185009
2017.07.21,Kanagawa,38,2,1.6536797
2017.07.22,Kanagawa,28,2,1.2185009
2017.07.23,Kanagawa,11,2,.48803714
2017.07.24,Kanagawa,38,2,1.6859466
2017.07.25,Kanagawa,11,2,.48803714
2017.07.26,Kanagawa,43,2,1.9077816
2017.07.27,Kanagawa,48,2,2.1296167
2017.07.28,Kanagawa,38,2,1.6859466
2017.07.29,Kanagawa,16,2,.70987219
2017.07.30,Kanagawa,22,1,.58507383
2017.07.31,Kanagawa,33,1,.87761068
2017.08.01,Kanagawa,26,1,.69145089
2017.08.02,Kanagawa,26,1,.69145089
2017.08.03,Kanagawa,37,1,.98398781
2017.08.04,Kanagawa,16,1,.42550823
2017.08.05,Kanagawa,11,1,.29253691
2017.08.06,Kanagawa,11,2,.57831001
2017.08.07,Kanagawa,30,2,1.5772091
2017.08.08,Kanagawa,10,2,.52573639
2017.08.09,Kanagawa,32,2,1.6823564
2017.08.10,Kanagawa,21,2,1.1040463
2017.08.11,Kanagawa,47,2,2.4709609
2017.08.12,Kanagawa,22,2,1.15662
2017.08.13,Kanagawa,38,1,1.0225416
2017.08.14,Kanagawa,16,1,.43054384
2017.08.15,Kanagawa,37,1,.99563265
2017.08.16,Kanagawa,16,1,.43054384
2017.08.17,Kanagawa,11,1,.2959989
2017.08.18,Kanagawa,15,1,.40363488
2017.08.19,Kanagawa,36,1,.96872371
2017.08.20,Kanagawa,35,2,1.5759077
2017.08.21,Kanagawa,15,2,.67538899
2017.08.22,Kanagawa,60,2,2.701556
2017.08.23,Kanagawa,15,2,.67538899
2017.08.24,Kanagawa,36,2,1.6209335
2017.08.25,Kanagawa,36,2,1.6209335
2017.08.26,Kanagawa,5,2,.22512968
2017.08.27,Kanagawa,47,3,2.0818646
2017.08.28,Kanagawa,31,3,1.3731449
2017.08.29,Kanagawa,52,3,2.3033397
2017.08.30,Kanagawa,5,3,.22147496
2017.08.31,Kanagawa,59,3,2.6134048
2017.09.01,Kanagawa,33,3,1.4617348
2017.09.02,Kanagawa,81,3,3.5878944
2017.09.03,Kanagawa,90,3,3.2655776
2017.09.04,Kanagawa,32,3,1.1610942
2017.09.05,Kanagawa,60,3,2.1770518
2017.09.06,Kanagawa,53,3,1.9230622
2017.09.07,Kanagawa,49,3,1.7779255
2017.09.08,Kanagawa,60,3,2.1770518
2017.09.09,Kanagawa,32,3,1.1610942
2017.09.10,Kanagawa,79,3,2.8140619
2017.09.11,Kanagawa,43,3,1.5317045
2017.09.12,Kanagawa,47,3,1.6741887
2017.09.13,Kanagawa,27,3,.96176803
2017.09.14,Kanagawa,64,3,2.2797463
2017.09.15,Kanagawa,55,3,1.9591571
2017.09.16,Kanagawa,68,3,2.4222307
2017.09.17,Kanagawa,20,3,.85535145
2017.09.18,Kanagawa,78,3,3.3358707
2017.09.19,Kanagawa,66,3,2.82266
2017.09.20,Kanagawa,44,3,1.8817732
2017.09.21,Kanagawa,61,3,2.6088221
2017.09.22,Kanagawa,28,3,1.1974921
2017.09.23,Kanagawa,22,3,.94088662
2017.09.24,Kanagawa,71,4,2.8015702
2017.09.25,Kanagawa,88,4,3.472369
2017.09.26,Kanagawa,83,4,3.2750752
2017.09.27,Kanagawa,44,4,1.7361845
2017.09.28,Kanagawa,72,4,2.8410292
2017.09.29,Kanagawa,63,4,2.4859004
2017.09.30,Kanagawa,40,4,1.5783495
2017.10.01,Kanagawa,100,4,3.8295741
2017.10.02,Kanagawa,45,4,1.7233083
2017.10.03,Kanagawa,46,4,1.7616042
2017.10.04,Kanagawa,75,4,2.8721807
2017.10.05,Kanagawa,52,4,1.9913785
2017.10.06,Kanagawa,89,4,3.4083209
2017.10.07,Kanagawa,68,4,2.6041102
2017.10.08,Kanagawa,86,4,3.8155632
2017.10.09,Kanagawa,56,4,2.4845526
2017.10.10,Kanagawa,45,4,1.9965155
2017.10.11,Kanagawa,68,4,3.0169568
2017.10.12,Kanagawa,62,4,2.7507548
2017.10.13,Kanagawa,41,4,1.8190475
2017.10.14,Kanagawa,52,4,2.3070846
2017.10.15,Kanagawa,39,2,1.2898701
2017.10.16,Kanagawa,47,2,1.554459
2017.10.17,Kanagawa,48,2,1.5875325
2017.10.18,Kanagawa,72,2,2.3812988
2017.10.19,Kanagawa,29,2,.95913422
2017.10.20,Kanagawa,29,2,.95913422
2017.10.21,Kanagawa,11,2,.36380953
2017.10.22,Kanagawa,9,3,.39103732
2017.10.23,Kanagawa,33,3,1.4338036
2017.10.24,Kanagawa,57,3,2.4765699
2017.10.25,Kanagawa,63,3,2.7372613
2017.10.26,Kanagawa,53,3,2.3027754
2017.10.27,Kanagawa,59,3,2.5634668
2017.10.28,Kanagawa,40,3,1.7379436
2017.10.29,Kanagawa,21,2,.70479703
2017.10.30,Kanagawa,29,2,.97329122
2017.10.31,Kanagawa,42,2,1.4095941
2017.11.01,Kanagawa,42,2,1.4095941
2017.11.02,Kanagawa,36,2,1.2082235
2017.11.03,Kanagawa,38,2,1.2753471
2017.11.04,Kanagawa,63,2,2.1143911
2017.11.05,Kanagawa,26,4,1.1943243
2017.11.06,Kanagawa,92,4,4.2260699
2017.11.07,Kanagawa,39,4,1.7914864
2017.11.08,Kanagawa,57,4,2.6183262
2017.11.09,Kanagawa,89,4,4.0882635
2017.11.10,Kanagawa,44,4,2.0211639
2017.11.11,Kanagawa,49,4,2.2508419
2017.11.12,Kanagawa,61,3,2.5142426
2017.11.13,Kanagawa,69,3,2.8439794
2017.11.14,Kanagawa,55,3,2.2669401
2017.11.15,Kanagawa,20,3,.82434183
2017.11.16,Kanagawa,22,3,.90677595
2017.11.17,Kanagawa,68,3,2.8027623
2017.11.18,Kanagawa,36,3,1.4838154
2017.11.19,Kanagawa,50,3,2.4362247
2017.11.20,Kanagawa,53,3,2.5823982
2017.11.21,Kanagawa,15,3,.73086739
2017.11.22,Kanagawa,38,3,1.8515308
2017.11.23,Kanagawa,42,3,2.0464287
2017.11.24,Kanagawa,53,3,2.5823982
2017.11.25,Kanagawa,29,3,1.4130104
2017.11.26,Kanagawa,49,2,1.8265027
2017.11.27,Kanagawa,30,2,1.1182669
2017.11.28,Kanagawa,38,2,1.4164716
2017.11.29,Kanagawa,45,2,1.6774005
2017.11.30,Kanagawa,30,2,1.1182669
2017.12.01,Kanagawa,23,2,.85733801
2017.12.02,Kanagawa,29,2,1.0809914
2017.12.03,Kanagawa,14,3,.57185626
2017.12.04,Kanagawa,67,3,2.7367411
2017.12.05,Kanagawa,66,3,2.695894
2017.12.06,Kanagawa,44,3,1.7972627
2017.12.07,Kanagawa,52,3,2.1240375
2017.12.08,Kanagawa,23,3,.93947822
2017.12.09,Kanagawa,68,3,2.7775877
2017.12.10,Kanagawa,22,2,1.047619
2017.12.11,Kanagawa,30,2,1.4285713
2017.12.12,Kanagawa,31,2,1.4761904
2017.12.13,Kanagawa,15,2,.71428567
2017.12.14,Kanagawa,47,2,2.238095
2017.12.15,Kanagawa,24,2,1.1428571
2017.12.16,Kanagawa,22,2,1.047619
2017.12.17,Kanagawa,37,2,1.3848716
2017.12.18,Kanagawa,31,2,1.1602979
2017.12.19,Kanagawa,60,2,2.2457378
2017.12.20,Kanagawa,31,2,1.1602979
2017.12.21,Kanagawa,54,2,2.0211642
2017.12.22,Kanagawa,8,2,.29943171
2017.12.23,Kanagawa,22,2,.82343721
2017.12.24,Kanagawa,28,3,1.1268438
2017.12.25,Kanagawa,60,3,2.4146652
2017.12.26,Kanagawa,53,3,2.1329541
2017.12.27,Kanagawa,54,3,2.1731987
2017.12.28,Kanagawa,48,3,1.9317322
2017.12.29,Kanagawa,56,3,2.2536876
2017.12.30,Kanagawa,40,3,1.6097767
2017.12.31,Kanagawa,3,4,3.0317464
2018.01.01,Kanagawa,2,4,2.0211642
2018.01.02,Kanagawa,1,4,1.0105821
2018.01.03,Kanagawa,2,4,2.0211642
2018.01.04,Kanagawa,2,4,2.0211642
2018.01.05,Kanagawa,5,4,5.0529103
2018.01.06,Kanagawa,3,4,3.0317464
2018.01.07,Kanagawa,2,6,1.9489796
2018.01.08,Kanagawa,4,6,3.8979592
2018.01.09,Kanagawa,4,6,3.8979592
2018.01.10,Kanagawa,2,6,1.9489796
2018.01.11,Kanagawa,6,6,5.8469391
2018.01.12,Kanagawa,6,6,5.8469391
2018.01.13,Kanagawa,4,6,3.8979592
2018.01.14,Kanagawa,4,6,3.6380956
2018.01.15,Kanagawa,4,6,3.6380956
2018.01.16,Kanagawa,4,6,3.6380956
2018.01.17,Kanagawa,4,6,3.6380956
2018.01.18,Kanagawa,4,6,3.6380956
2018.01.19,Kanagawa,5,6,4.5476193
2018.01.20,Kanagawa,5,6,4.5476193
2018.01.21,Kanagawa,4,6,3.8979592
2018.01.22,Kanagawa,2,6,1.9489796
2018.01.23,Kanagawa,4,6,3.8979592
2018.01.24,Kanagawa,4,6,3.8979592
2018.01.25,Kanagawa,6,6,5.8469391
2018.01.26,Kanagawa,4,6,3.8979592
2018.01.27,Kanagawa,4,6,3.8979592
2018.01.28,Kanagawa,5,7,4.5476193
2018.01.29,Kanagawa,8,7,7.2761908
2018.01.30,Kanagawa,7,7,6.3666668
2018.01.31,Kanagawa,3,7,2.7285714
2018.02.01,Kanagawa,4,7,3.6380954
2018.02.02,Kanagawa,4,7,3.6380954
2018.02.03,Kanagawa,4,7,3.6380954
2018.02.04,Kanagawa,7,13,6.3666668
2018.02.05,Kanagawa,8,13,7.2761908
2018.02.06,Kanagawa,10,13,9.0952387
2018.02.07,Kanagawa,9,13,8.1857138
2018.02.08,Kanagawa,12,13,10.914286
2018.02.09,Kanagawa,9,13,8.1857138
2018.02.10,Kanagawa,10,13,9.0952387
2018.02.11,Kanagawa,12,21,10.914286
2018.02.12,Kanagawa,11,21,10.004762
2018.02.13,Kanagawa,15,21,13.642858
2018.02.14,Kanagawa,18,21,16.371428
2018.02.15,Kanagawa,19,21,17.280952
2018.02.16,Kanagawa,15,21,13.642858
2018.02.17,Kanagawa,15,21,13.642858
2018.02.18,Kanagawa,21,27,18.158451
2018.02.19,Kanagawa,21,27,18.158451
2018.02.20,Kanagawa,22,27,19.02314
2018.02.21,Kanagawa,19,27,16.429075
2018.02.22,Kanagawa,16,27,13.835011
2018.02.23,Kanagawa,14,27,12.105634
2018.02.24,Kanagawa,29,27,25.075956
2018.02.25,Kanagawa,38,91,34.486111
2018.02.26,Kanagawa,44,91,39.931286
2018.02.27,Kanagawa,55,91,49.914108
2018.02.28,Kanagawa,49,91,44.468929
2018.03.01,Kanagawa,93,91,84.400215
2018.03.02,Kanagawa,100,91,90.752922
2018.03.03,Kanagawa,77,91,69.879753
2018.03.04,Kanagawa,98,79,90.27607
2018.03.05,Kanagawa,55,79,50.665146
2018.03.06,Kanagawa,68,79,62.640541
2018.03.07,Kanagawa,55,79,50.665146
2018.03.08,Kanagawa,40,79,36.847378
2018.03.09,Kanagawa,34,79,31.320271
2018.03.10,Kanagawa,40,79,36.847378
2018.03.11,Kanagawa,63,100,57.530121
2018.03.12,Kanagawa,88,100,80.359535
2018.03.13,Kanagawa,86,100,78.53318
2018.03.14,Kanagawa,77,100,70.314598
2018.03.15,Kanagawa,79,100,72.140945
2018.03.16,Kanagawa,55,100,50.224709
2018.03.17,Kanagawa,50,100,45.658829
2018.03.18,Kanagawa,44,37,39.803894
2018.03.19,Kanagawa,35,37,31.662186
2018.03.20,Kanagawa,19,37,17.188046
2018.03.21,Kanagawa,18,37,16.283411
2018.03.22,Kanagawa,22,37,19.901947
2018.03.23,Kanagawa,22,37,19.901947
2018.03.24,Kanagawa,26,37,23.520481
2018.03.25,Kanagawa,34,69,31.013706
2018.03.26,Kanagawa,53,69,48.344891
2018.03.27,Kanagawa,54,69,49.257065
2018.03.28,Kanagawa,46,69,41.959721
2018.03.29,Kanagawa,47,69,42.871887
2018.03.30,Kanagawa,53,69,48.344891
2018.03.31,Kanagawa,57,69,51.993565
2018.04.01,Kanagawa,39,58,35.471432
2018.04.02,Kanagawa,38,58,34.561909
2018.04.03,Kanagawa,39,58,35.471432
2018.04.04,Kanagawa,51,58,46.385715
2018.04.05,Kanagawa,55,58,50.023815
2018.04.06,Kanagawa,38,58,34.561909
2018.04.07,Kanagawa,30,58,27.285717
2018.04.08,Kanagawa,28,32,25.626837
2018.04.09,Kanagawa,31,32,28.372568
2018.04.10,Kanagawa,24,32,21.965862
2018.04.11,Kanagawa,24,32,21.965862
2018.04.12,Kanagawa,21,32,19.220127
2018.04.13,Kanagawa,15,32,13.728662
2018.04.14,Kanagawa,16,32,14.643907
2018.04.15,Kanagawa,19,22,17.280952
2018.04.16,Kanagawa,17,22,15.461905
2018.04.17,Kanagawa,13,22,11.82381
2018.04.18,Kanagawa,14,22,12.733334
2018.04.19,Kanagawa,13,22,11.82381
2018.04.20,Kanagawa,15,22,13.642858
2018.04.21,Kanagawa,19,22,17.280952
2018.04.22,Kanagawa,13,13,11.82381
2018.04.23,Kanagawa,10,13,9.0952387
2018.04.24,Kanagawa,9,13,8.1857138
2018.04.25,Kanagawa,10,13,9.0952387
2018.04.26,Kanagawa,8,13,7.2761908
2018.04.27,Kanagawa,5,13,4.5476193
2018.04.28,Kanagawa,10,13,9.0952387
2018.04.29,Kanagawa,5,9,4.7591367
2018.04.30,Kanagawa,7,9,6.6627908
2018.05.01,Kanagawa,8,9,7.6146183
2018.05.02,Kanagawa,6,9,5.7109632
2018.05.03,Kanagawa,6,9,5.7109632
2018.05.04,Kanagawa,6,9,5.7109632
2018.05.05,Kanagawa,5,9,4.7591367
2018.05.06,Kanagawa,7,5,6.1217947
2018.05.07,Kanagawa,4,5,3.4981687
2018.05.08,Kanagawa,4,5,3.4981687
2018.05.09,Kanagawa,3,5,2.6236265
2018.05.10,Kanagawa,2,5,1.7490844
2018.05.11,Kanagawa,3,5,2.6236265
