date,prefecture,raw_daily,raw_weekly,pollen_harmonized_daily
2017.08.24,Fukushima,0,2,0
2017.08.25,Fukushima,0,2,0
2017.08.26,Fukushima,34,2,1.652606
2017.08.27,Fukushima,34,3,2.9215715
2017.08.28,Fukushima,34,3,2.9215715
2017.08.29,Fukushima,36,3,3.0934284
2017.08.30,Fukushima,0,3,0
2017.08.31,Fukushima,0,3,0
2017.09.01,Fukushima,36,3,3.0934284
2017.09.02,Fukushima,0,3,0
2017.09.03,Fukushima,0,3,0
2017.09.04,Fukushima,71,3,4.0480094
2017.09.05,Fukushima,71,3,4.0480094
2017.09.06,Fukushima,0,3,0
2017.09.07,Fukushima,0,3,0
2017.09.08,Fukushima,35,3,1.9954977
2017.09.09,Fukushima,34,3,1.9384834
2017.09.10,Fukushima,0,3,0
2017.09.11,Fukushima,34,3,1.9952195
2017.09.12,Fukushima,0,3,0
2017.09.13,Fukushima,0,3,0
2017.09.14,Fukushima,0,3,0
2017.09.15,Fukushima,71,3,4.1664877
2017.09.16,Fukushima,100,3,5.8682923
2017.09.17,Fukushima,0,1,0
2017.09.18,Fukushima,33,1,1.2602857
2017.09.19,Fukushima,0,1,0
2017.09.20,Fukushima,0,1,0
2017.09.21,Fukushima,0,1,0
2017.09.22,Fukushima,72,1,2.7497144
2017.09.23,Fukushima,0,1,0
2017.09.24,Fukushima,35,2,1.9493055
2017.09.25,Fukushima,0,2,0
2017.09.26,Fukushima,36,2,2.0049999
2017.09.27,Fukushima,36,2,2.0049999
2017.09.28,Fukushima,37,2,2.0606945
2017.09.29,Fukushima,0,2,0
2017.09.30,Fukushima,0,2,0
2017.10.01,Fukushima,0,2,0
2017.10.02,Fukushima,0,2,0
2017.10.03,Fukushima,0,2,0
2017.10.04,Fukushima,0,2,0
2017.10.05,Fukushima,0,2,0
2017.10.06,Fukushima,34,2,8.0199995
2017.10.07,Fukushima,0,2,0
2017.10.08,Fukushima,32,2,8.0199995
2017.10.09,Fukushima,0,2,0
2017.10.10,Fukushima,0,2,0
2017.10.11,Fukushima,0,2,0
2017.10.12,Fukushima,0,2,0
2017.10.13,Fukushima,0,2,0
2017.10.14,Fukushima,0,2,0
2017.10.15,Fukushima,0,2,0
2017.10.16,Fukushima,0,2,0
2017.10.17,Fukushima,0,2,0
2017.10.18,Fukushima,35,2,4.0681157
2017.10.19,Fukushima,34,2,3.951884
2017.10.20,Fukushima,0,2,0
2017.10.21,Fukushima,0,2,0
2017.10.22,Fukushima,0,1,0
2017.10.23,Fukushima,0,1,0
2017.10.24,Fukushima,0,1,0
2017.10.25,Fukushima,0,1,0
2017.10.26,Fukushima,0,1,0
2017.10.27,Fukushima,71,1,4.0099998
2017.10.28,Fukushima,0,1,0
2017.10.29,Fukushima,0,2,0
2017.10.30,Fukushima,0,2,0
2017.10.31,Fukushima,0,2,0
2017.11.01,Fukushima,35,2,8.0199995
2017.11.02,Fukushima,0,2,0
2017.11.03,Fukushima,0,2,0
2017.11.04,Fukushima,0,2,0
2017.11.05,Fukushima,32,2,2.5663998
2017.11.06,Fukushima,34,2,2.7268
2017.11.07,Fukushima,34,2,2.7268
2017.11.08,Fukushima,0,2,0
2017.11.09,Fukushima,0,2,0
2017.11.10,Fukushima,0,2,0
2017.11.11,Fukushima,0,2,0
2017.11.12,Fukushima,0,1,0
2017.11.13,Fukushima,0,1,0
2017.11.14,Fukushima,0,1,0
2017.11.15,Fukushima,33,1,2.0049999
2017.11.16,Fukushima,0,1,0
2017.11.17,Fukushima,33,1,2.0049999
2017.11.18,Fukushima,0,1,0
2017.11.19,Fukushima,31,2,2.4862001
2017.11.20,Fukushima,0,2,0
2017.11.21,Fukushima,0,2,0
2017.11.22,Fukushima,35,2,2.8069999
2017.11.23,Fukushima,0,2,0
2017.11.24,Fukushima,34,2,2.7268
2017.11.25,Fukushima,0,2,0
2017.11.26,Fukushima,0,0,0
2017.11.27,Fukushima,0,0,0
2017.11.28,Fukushima,0,0,0
2017.11.29,Fukushima,0,0,0
2017.11.30,Fukushima,0,0,0
2017.12.01,Fukushima,0,0,0
2017.12.02,Fukushima,0,0,0
2017.12.03,Fukushima,0,0,0
2017.12.04,Fukushima,0,0,0
2017.12.05,Fukushima,0,0,0
2017.12.06,Fukushima,0,0,0
2017.12.07,Fukushima,33,0,0
2017.12.08,Fukushima,0,0,0
2017.12.09,Fukushima,0,0,0
2017.12.10,Fukushima,0,3,0
2017.12.11,Fukushima,0,3,0
2017.12.12,Fukushima,67,3,3.9704926
2017.12.13,Fukushima,34,3,2.0148768
2017.12.14,Fukushima,68,3,4.0297537
2017.12.15,Fukushima,34,3,2.0148768
2017.12.16,Fukushima,0,3,0
2017.12.17,Fukushima,0,0,0
2017.12.18,Fukushima,0,0,0
2017.12.19,Fukushima,0,0,0
2017.12.20,Fukushima,34,0,0
2017.12.21,Fukushima,0,0,0
2017.12.22,Fukushima,0,0,0
2017.12.23,Fukushima,0,0,0
2017.12.24,Fukushima,0,1,0
2017.12.25,Fukushima,0,1,0
2017.12.26,Fukushima,0,1,0
2017.12.27,Fukushima,0,1,0
2017.12.28,Fukushima,0,1,0
2017.12.29,Fukushima,0,1,0
2017.12.30,Fukushima,0,1,0
2017.12.31,Fukushima,0,1,0
2018.01.01,Fukushima,0,1,0
2018.01.02,Fukushima,0,1,0
2018.01.03,Fukushima,2,1,2.0049999
2018.01.04,Fukushima,0,1,0
2018.01.05,Fukushima,2,1,2.0049999
2018.01.06,Fukushima,0,1,0
2018.01.07,Fukushima,0,2,0
2018.01.08,Fukushima,0,2,0
2018.01.09,Fukushima,4,2,4.0099998
2018.01.10,Fukushima,0,2,0
2018.01.11,Fukushima,0,2,0
2018.01.12,Fukushima,4,2,4.0099998
2018.01.13,Fukushima,0,2,0
2018.01.14,Fukushima,2,5,2.0049999
2018.01.15,Fukushima,2,5,2.0049999
2018.01.16,Fukushima,4,5,4.0099998
2018.01.17,Fukushima,0,5,0
2018.01.18,Fukushima,6,5,6.0149999
2018.01.19,Fukushima,4,5,4.0099998
2018.01.20,Fukushima,2,5,2.0049999
2018.01.21,Fukushima,0,1,0
2018.01.22,Fukushima,0,1,0
2018.01.23,Fukushima,2,1,1.3366666
2018.01.24,Fukushima,0,1,0
2018.01.25,Fukushima,2,1,1.3366666
2018.01.26,Fukushima,2,1,1.3366666
2018.01.27,Fukushima,0,1,0
2018.01.28,Fukushima,0,1,0
2018.01.29,Fukushima,2,1,1.3366666
2018.01.30,Fukushima,0,1,0
2018.01.31,Fukushima,2,1,1.3366666
2018.02.01,Fukushima,0,1,0
2018.02.02,Fukushima,0,1,0
2018.02.03,Fukushima,2,1,1.3366666
2018.02.04,Fukushima,5,7,4.6783333
2018.02.05,Fukushima,4,7,3.7426667
2018.02.06,Fukushima,6,7,5.6140003
2018.02.07,Fukushima,2,7,1.8713334
2018.02.08,Fukushima,2,7,1.8713334
2018.02.09,Fukushima,4,7,3.7426667
2018.02.10,Fukushima,7,7,6.5496669
2018.02.11,Fukushima,0,8,0
2018.02.12,Fukushima,3,8,3.104516
2018.02.13,Fukushima,4,8,4.1393547
2018.02.14,Fukushima,9,8,9.3135481
2018.02.15,Fukushima,4,8,4.1393547
2018.02.16,Fukushima,6,8,6.2090321
2018.02.17,Fukushima,5,8,5.1741934
2018.02.18,Fukushima,0,10,0
2018.02.19,Fukushima,7,10,8.0199995
2018.02.20,Fukushima,7,10,8.0199995
2018.02.21,Fukushima,11,10,12.602857
2018.02.22,Fukushima,4,10,4.5828571
2018.02.23,Fukushima,6,10,6.8742852
2018.02.24,Fukushima,0,10,0
2018.02.25,Fukushima,5,21,4.8396549
2018.02.26,Fukushima,9,21,8.7113791
2018.02.27,Fukushima,13,21,12.583103
2018.02.28,Fukushima,6,21,5.8075857
2018.03.01,Fukushima,25,21,24.198275
2018.03.02,Fukushima,13,21,12.583103
2018.03.03,Fukushima,16,21,15.486896
2018.03.04,Fukushima,37,36,35.608799
2018.03.05,Fukushima,25,36,24.059999
2018.03.06,Fukushima,22,36,21.172798
2018.03.07,Fukushima,16,36,15.398398
2018.03.08,Fukushima,21,36,20.210398
2018.03.09,Fukushima,11,36,10.586399
2018.03.10,Fukushima,18,36,17.323198
2018.03.11,Fukushima,22,100,22
2018.03.12,Fukushima,16,100,16
2018.03.13,Fukushima,46,100,46
2018.03.14,Fukushima,93,100,93
2018.03.15,Fukushima,100,100,100
2018.03.16,Fukushima,79,100,79
2018.03.17,Fukushima,45,100,45
2018.03.18,Fukushima,40,48,39.483078
2018.03.19,Fukushima,34,48,33.560616
2018.03.20,Fukushima,29,48,28.625229
2018.03.21,Fukushima,27,48,26.651077
2018.03.22,Fukushima,20,48,19.741539
2018.03.23,Fukushima,25,48,24.676922
2018.03.24,Fukushima,20,48,19.741539
2018.03.25,Fukushima,29,83,27.73583
2018.03.26,Fukushima,45,83,43.038361
2018.03.27,Fukushima,60,83,57.384476
2018.03.28,Fukushima,67,83,64.079338
2018.03.29,Fukushima,63,83,60.2537
2018.03.30,Fukushima,38,83,36.343502
2018.03.31,Fukushima,46,83,43.99477
2018.04.01,Fukushima,37,50,34.344906
2018.04.02,Fukushima,27,50,25.062498
2018.04.03,Fukushima,36,50,33.416668
2018.04.04,Fukushima,45,50,41.770828
2018.04.05,Fukushima,32,50,29.703703
2018.04.06,Fukushima,25,50,23.206017
2018.04.07,Fukushima,14,50,12.995369
2018.04.08,Fukushima,22,26,20.120348
2018.04.09,Fukushima,15,26,13.718419
2018.04.10,Fukushima,23,26,21.03491
2018.04.11,Fukushima,21,26,19.205788
2018.04.12,Fukushima,11,26,10.060174
2018.04.13,Fukushima,15,26,13.718419
2018.04.14,Fukushima,7,26,6.4019294
2018.04.15,Fukushima,3,12,2.8305881
2018.04.16,Fukushima,2,12,1.8870587
2018.04.17,Fukushima,9,12,8.4917641
2018.04.18,Fukushima,6,12,5.6611762
2018.04.19,Fukushima,11,12,10.378823
2018.04.20,Fukushima,6,12,5.6611762
2018.04.21,Fukushima,14,12,13.209412
2018.04.22,Fukushima,17,14,16.454826
2018.04.23,Fukushima,9,14,8.7113791
2018.04.24,Fukushima,0,14,0
2018.04.25,Fukushima,9,14,8.7113791
2018.04.26,Fukushima,6,14,5.8075857
2018.04.27,Fukushima,4,14,3.8717239
2018.04.28,Fukushima,13,14,12.583103
2018.04.29,Fukushima,2,7,1.6511763
2018.04.30,Fukushima,9,7,7.4302936
2018.05.01,Fukushima,9,7,7.4302936
2018.05.02,Fukushima,9,7,7.4302936
2018.05.03,Fukushima,0,7,0
2018.05.04,Fukushima,2,7,1.6511763
2018.05.05,Fukushima,3,7,2.4767644
2018.05.06,Fukushima,5,7,4.3859372
2018.05.07,Fukushima,9,7,7.8946867
2018.05.08,Fukushima,7,7,6.1403117
2018.05.09,Fukushima,4,7,3.5087495
2018.05.10,Fukushima,2,7,1.7543747
2018.05.11,Fukushima,0,7,0
2018.05.12,Fukushima,5,7,4.3859372
2018.05.13,Fukushima,3,4,2.5326316
2018.05.14,Fukushima,2,4,1.6884211
2018.05.15,Fukushima,4,4,3.3768423
2018.05.16,Fukushima,0,4,0
2018.05.17,Fukushima,5,4,4.2210526
2018.05.18,Fukushima,3,4,2.5326316
2018.05.19,Fukushima,2,4,1.6884211
2018.05.20,Fukushima,5,4,4.7176471
2018.05.21,Fukushima,2,4,1.8870587
2018.05.22,Fukushima,4,4,3.7741175
2018.05.23,Fukushima,2,4,1.8870587
2018.05.24,Fukushima,2,4,1.8870587
2018.05.25,Fukushima,0,4,0
2018.05.26,Fukushima,2,4,1.8870587
2018.05.27,Fukushima,7,7,7.0174999
2018.05.28,Fukushima,5,7,5.0124998
2018.05.29,Fukushima,7,7,7.0174999
2018.05.30,Fukushima,0,7,0
2018.05.31,Fukushima,5,7,5.0124998
2018.06.01,Fukushima,2,7,2.0049999
2018.06.02,Fukushima,2,7,2.0049999
2018.06.03,Fukushima,2,3,2.1872728
2018.06.04,Fukushima,0,3,0
2018.06.05,Fukushima,2,3,2.1872728
2018.06.06,Fukushima,5,3,5.4681816
2018.06.07,Fukushima,0,3,0
2018.06.08,Fukushima,0,3,0
2018.06.09,Fukushima,2,3,2.1872728
2018.06.10,Fukushima,3,2,2.6733334
2018.06.11,Fukushima,0,2,0
2018.06.12,Fukushima,0,2,0
2018.06.13,Fukushima,2,2,1.7822222
2018.06.14,Fukushima,2,2,1.7822222
2018.06.15,Fukushima,0,2,0
2018.06.16,Fukushima,2,2,1.7822222
2018.06.17,Fukushima,0,2,0
2018.06.18,Fukushima,2,2,2.2914286
2018.06.19,Fukushima,0,2,0
2018.06.20,Fukushima,0,2,0
2018.06.21,Fukushima,0,2,0
2018.06.22,Fukushima,2,2,2.2914286
2018.06.23,Fukushima,3,2,3.4371426
2018.06.24,Fukushima,0,0,0
2018.06.25,Fukushima,0,0,0
2018.06.26,Fukushima,0,0,0
2018.06.27,Fukushima,0,0,0
2018.06.28,Fukushima,0,0,0
2018.06.29,Fukushima,2,0,0
2018.06.30,Fukushima,0,0,0
2018.07.01,Fukushima,0,0,0
2018.07.02,Fukushima,24,0,0
2018.07.03,Fukushima,0,0,0
2018.07.04,Fukushima,0,0,0
2018.07.05,Fukushima,0,0,0
2018.07.06,Fukushima,0,0,0
2018.07.07,Fukushima,0,0,0
2018.07.08,Fukushima,0,2,0
2018.07.09,Fukushima,0,2,0
2018.07.10,Fukushima,0,2,0
2018.07.11,Fukushima,44,2,3.9649434
2018.07.12,Fukushima,0,2,0
2018.07.13,Fukushima,0,2,0
2018.07.14,Fukushima,45,2,4.0550556
2018.07.15,Fukushima,22,1,1.2602857
2018.07.16,Fukushima,0,1,0
2018.07.17,Fukushima,24,1,1.3748572
2018.07.18,Fukushima,0,1,0
2018.07.19,Fukushima,0,1,0
2018.07.20,Fukushima,0,1,0
2018.07.21,Fukushima,24,1,1.3748572
2018.07.22,Fukushima,0,2,0
2018.07.23,Fukushima,23,2,2.0049999
2018.07.24,Fukushima,23,2,2.0049999
2018.07.25,Fukushima,0,2,0
2018.07.26,Fukushima,24,2,2.0921738
2018.07.27,Fukushima,22,2,1.9178259
2018.07.28,Fukushima,0,2,0
2018.07.29,Fukushima,0,2,0
2018.07.30,Fukushima,23,2,1.9834408
2018.07.31,Fukushima,0,2,0
2018.08.01,Fukushima,0,2,0
2018.08.02,Fukushima,0,2,0
2018.08.03,Fukushima,23,2,1.9834408
2018.08.04,Fukushima,47,2,4.0531182
2018.08.05,Fukushima,22,3,1.7882432
2018.08.06,Fukushima,0,3,0
2018.08.07,Fukushima,43,3,3.4952028
2018.08.08,Fukushima,20,3,1.6256757
2018.08.09,Fukushima,0,3,0
2018.08.10,Fukushima,0,3,0
2018.08.11,Fukushima,63,3,5.1208787
2018.08.12,Fukushima,62,4,5.2897868
2018.08.13,Fukushima,0,4,0
2018.08.14,Fukushima,0,4,0
2018.08.15,Fukushima,0,4,0
2018.08.16,Fukushima,0,4,0
2018.08.17,Fukushima,60,4,5.1191483
2018.08.18,Fukushima,66,4,5.6310635
2018.08.19,Fukushima,44,1,4.0099998
2018.08.20,Fukushima,0,1,0
2018.08.21,Fukushima,0,1,0
2018.08.22,Fukushima,0,1,0
2018.08.23,Fukushima,0,1,0
2018.08.24,Fukushima,0,1,0
2018.08.25,Fukushima,0,1,0
2018.08.26,Fukushima,0,2,0
2018.08.27,Fukushima,0,2,0
2018.08.28,Fukushima,23,2,1.9623404
2018.08.29,Fukushima,47,2,4.0099998
2018.08.30,Fukushima,24,2,2.0476594
2018.08.31,Fukushima,0,2,0
2018.09.01,Fukushima,0,2,0
2018.09.02,Fukushima,0,1,0
2018.09.03,Fukushima,0,1,0
2018.09.04,Fukushima,0,1,0
2018.09.05,Fukushima,0,1,0
2018.09.06,Fukushima,46,1,2.6733334
2018.09.07,Fukushima,23,1,1.3366667
2018.09.08,Fukushima,0,1,0
2018.09.09,Fukushima,0,1,0
2018.09.10,Fukushima,0,1,0
2018.09.11,Fukushima,24,1,.83686954
2018.09.12,Fukushima,24,1,.83686954
2018.09.13,Fukushima,23,1,.80199993
2018.09.14,Fukushima,0,1,0
2018.09.15,Fukushima,44,1,1.5342607
2018.09.16,Fukushima,44,4,3.3930769
2018.09.17,Fukushima,43,4,3.3159614
2018.09.18,Fukushima,24,4,1.8507693
2018.09.19,Fukushima,49,4,3.7786539
2018.09.20,Fukushima,48,4,3.7015386
2018.09.21,Fukushima,0,4,0
2018.09.22,Fukushima,0,4,0
2018.09.23,Fukushima,0,3,0
2018.09.24,Fukushima,22,3,1.8379165
2018.09.25,Fukushima,24,3,2.0049999
2018.09.26,Fukushima,24,3,2.0049999
2018.09.27,Fukushima,49,3,4.0935411
2018.09.28,Fukushima,25,3,2.0885415
2018.09.29,Fukushima,0,3,0
2018.09.30,Fukushima,0,5,0
2018.10.01,Fukushima,23,5,1.7271535
2018.10.02,Fukushima,96,5,7.2089882
2018.10.03,Fukushima,24,5,1.802247
2018.10.04,Fukushima,50,5,3.7546813
2018.10.05,Fukushima,74,5,5.5569286
2018.10.06,Fukushima,0,5,0
2018.10.07,Fukushima,23,3,1.292944
2018.10.08,Fukushima,0,3,0
2018.10.09,Fukushima,46,3,2.5858879
2018.10.10,Fukushima,96,3,5.3966355
2018.10.11,Fukushima,0,3,0
2018.10.12,Fukushima,25,3,1.4053738
2018.10.13,Fukushima,24,3,1.3491589
2018.10.14,Fukushima,48,4,3.9082234
2018.10.15,Fukushima,25,4,2.035533
2018.10.16,Fukushima,25,4,2.035533
2018.10.17,Fukushima,0,4,0
2018.10.18,Fukushima,25,4,2.035533
2018.10.19,Fukushima,0,4,0
2018.10.20,Fukushima,74,4,6.0251775
2018.10.21,Fukushima,97,4,5.274169
2018.10.22,Fukushima,0,4,0
2018.10.23,Fukushima,49,4,2.6642711
2018.10.24,Fukushima,100,4,5.4372878
2018.10.25,Fukushima,0,4,0
2018.10.26,Fukushima,25,4,1.359322
2018.10.27,Fukushima,24,4,1.304949
2018.10.28,Fukushima,23,3,1.637219
2018.10.29,Fukushima,24,3,1.7084023
2018.10.30,Fukushima,49,3,3.487988
2018.10.31,Fukushima,0,3,0
2018.11.01,Fukushima,0,3,0
2018.11.02,Fukushima,49,3,3.487988
2018.11.03,Fukushima,24,3,1.7084023
2018.11.04,Fukushima,23,2,1.5765812
2018.11.05,Fukushima,23,2,1.5765812
2018.11.06,Fukushima,0,2,0
2018.11.07,Fukushima,23,2,1.5765812
2018.11.08,Fukushima,24,2,1.6451283
2018.11.09,Fukushima,24,2,1.6451283
2018.11.10,Fukushima,0,2,0
2018.11.11,Fukushima,23,2,1.4996748
2018.11.12,Fukushima,0,2,0
2018.11.13,Fukushima,25,2,1.6300813
2018.11.14,Fukushima,25,2,1.6300813
2018.11.15,Fukushima,25,2,1.6300813
2018.11.16,Fukushima,25,2,1.6300813
2018.11.17,Fukushima,0,2,0
2018.11.18,Fukushima,23,1,1.2634245
2018.11.19,Fukushima,25,1,1.3732876
2018.11.20,Fukushima,0,1,0
2018.11.21,Fukushima,0,1,0
2018.11.22,Fukushima,25,1,1.3732876
2018.11.23,Fukushima,0,1,0
2018.11.24,Fukushima,0,1,0
2018.11.25,Fukushima,0,2,0
2018.11.26,Fukushima,24,2,1.564878
2018.11.27,Fukushima,75,2,4.890244
2018.11.28,Fukushima,24,2,1.564878
2018.11.29,Fukushima,0,2,0
2018.11.30,Fukushima,0,2,0
2018.12.01,Fukushima,0,2,0
2018.12.02,Fukushima,23,1,1.2809722
2018.12.03,Fukushima,0,1,0
2018.12.04,Fukushima,24,1,1.3366667
2018.12.05,Fukushima,0,1,0
2018.12.06,Fukushima,0,1,0
2018.12.07,Fukushima,25,1,1.392361
2018.12.08,Fukushima,0,1,0
2018.12.09,Fukushima,0,1,0
2018.12.10,Fukushima,0,1,0
2018.12.11,Fukushima,25,1,1.3366666
2018.12.12,Fukushima,0,1,0
2018.12.13,Fukushima,0,1,0
2018.12.14,Fukushima,0,1,0
2018.12.15,Fukushima,50,1,2.6733332
2018.12.16,Fukushima,0,2,0
2018.12.17,Fukushima,22,2,1.9824717
2018.12.18,Fukushima,67,2,6.0375276
2018.12.19,Fukushima,0,2,0
2018.12.20,Fukushima,0,2,0
2018.12.21,Fukushima,0,2,0
2018.12.22,Fukushima,0,2,0
2018.12.23,Fukushima,0,3,0
2018.12.24,Fukushima,0,3,0
2018.12.25,Fukushima,25,3,2.0320947
2018.12.26,Fukushima,49,3,3.9829054
2018.12.27,Fukushima,24,3,1.9508108
2018.12.28,Fukushima,50,3,4.0641894
2018.12.29,Fukushima,0,3,0
2018.12.30,Fukushima,0,1,0
2018.12.31,Fukushima,0,1,0
2019.01.01,Fukushima,0,1,0
2019.01.02,Fukushima,0,1,0
2019.01.03,Fukushima,0,1,0
2019.01.04,Fukushima,4,1,2.6733332
2019.01.05,Fukushima,2,1,1.3366666
2019.01.06,Fukushima,0,3,0
2019.01.07,Fukushima,7,3,5.2631249
2019.01.08,Fukushima,0,3,0
2019.01.09,Fukushima,0,3,0
2019.01.10,Fukushima,2,3,1.50375
2019.01.11,Fukushima,5,3,3.7593749
2019.01.12,Fukushima,2,3,1.50375
2019.01.13,Fukushima,0,3,0
2019.01.14,Fukushima,2,3,1.50375
2019.01.15,Fukushima,5,3,3.7593749
2019.01.16,Fukushima,0,3,0
2019.01.17,Fukushima,7,3,5.2631249
2019.01.18,Fukushima,2,3,1.50375
2019.01.19,Fukushima,0,3,0
2019.01.20,Fukushima,2,3,1.0936364
2019.01.21,Fukushima,5,3,2.7340908
2019.01.22,Fukushima,0,3,0
2019.01.23,Fukushima,0,3,0
2019.01.24,Fukushima,5,3,2.7340908
2019.01.25,Fukushima,10,3,5.4681816
2019.01.26,Fukushima,0,3,0
2019.01.27,Fukushima,0,5,0
2019.01.28,Fukushima,2,5,1.7434782
2019.01.29,Fukushima,5,5,4.3586955
2019.01.30,Fukushima,7,5,6.1021738
2019.01.31,Fukushima,5,5,4.3586955
2019.02.01,Fukushima,2,5,1.7434782
2019.02.02,Fukushima,2,5,1.7434782
2019.02.03,Fukushima,2,7,1.3055815
2019.02.04,Fukushima,7,7,4.5695348
2019.02.05,Fukushima,5,7,3.2639534
2019.02.06,Fukushima,9,7,5.8751163
2019.02.07,Fukushima,12,7,7.8334885
2019.02.08,Fukushima,2,7,1.3055815
2019.02.09,Fukushima,6,7,3.9167442
2019.02.10,Fukushima,2,9,1.50375
2019.02.11,Fukushima,7,9,5.2631249
2019.02.12,Fukushima,5,9,3.7593749
2019.02.13,Fukushima,5,9,3.7593749
2019.02.14,Fukushima,12,9,9.0225
2019.02.15,Fukushima,12,9,9.0225
2019.02.16,Fukushima,5,9,3.7593749
2019.02.17,Fukushima,4,20,2.5663998
2019.02.18,Fukushima,14,20,8.9823999
2019.02.19,Fukushima,14,20,8.9823999
2019.02.20,Fukushima,19,20,12.1904
2019.02.21,Fukushima,19,20,12.1904
2019.02.22,Fukushima,24,20,15.3984
2019.02.23,Fukushima,31,20,19.889601
2019.02.24,Fukushima,49,51,36.572956
2019.02.25,Fukushima,51,51,38.065727
2019.02.26,Fukushima,52,51,38.812115
2019.02.27,Fukushima,24,51,17.913284
2019.02.28,Fukushima,31,51,23.137991
2019.03.01,Fukushima,17,51,12.688577
2019.03.02,Fukushima,50,51,37.319344
2019.03.03,Fukushima,51,77,36.536587
2019.03.04,Fukushima,38,77,27.223339
2019.03.05,Fukushima,54,77,38.685802
2019.03.06,Fukushima,100,77,71.640366
2019.03.07,Fukushima,66,77,47.282642
2019.03.08,Fukushima,66,77,47.282642
2019.03.09,Fukushima,56,77,40.118607
2019.03.10,Fukushima,92,76,68.552376
2019.03.11,Fukushima,77,76,57.375355
2019.03.12,Fukushima,82,76,61.101028
2019.03.13,Fukushima,41,76,30.550514
2019.03.14,Fukushima,60,76,44.708069
2019.03.15,Fukushima,34,76,25.334572
2019.03.16,Fukushima,23,76,17.138094
2019.03.17,Fukushima,30,74,21.399519
2019.03.18,Fukushima,53,74,37.805817
2019.03.19,Fukushima,69,74,49.218891
2019.03.20,Fukushima,65,74,46.365623
2019.03.21,Fukushima,88,74,62.771919
2019.03.22,Fukushima,93,74,66.338501
2019.03.23,Fukushima,18,74,12.839711
2019.03.24,Fukushima,43,50,32.29026
2019.03.25,Fukushima,52,50,39.048687
2019.03.26,Fukushima,60,50,45.056179
2019.03.27,Fukushima,39,50,29.286516
2019.03.28,Fukushima,41,50,30.788389
2019.03.29,Fukushima,14,50,10.513108
2019.03.30,Fukushima,18,50,13.516854
2019.03.31,Fukushima,11,19,8.7301035
2019.04.01,Fukushima,18,19,14.285625
2019.04.02,Fukushima,16,19,12.698333
2019.04.03,Fukushima,12,19,9.5237494
2019.04.04,Fukushima,10,19,7.9364576
2019.04.05,Fukushima,10,19,7.9364576
2019.04.06,Fukushima,19,19,15.079269
2019.04.07,Fukushima,19,22,15.963618
2019.04.08,Fukushima,15,22,12.602857
2019.04.09,Fukushima,13,22,10.922476
2019.04.10,Fukushima,15,22,12.602857
2019.04.11,Fukushima,25,22,21.004763
2019.04.12,Fukushima,13,22,10.922476
2019.04.13,Fukushima,5,22,4.2009521
2019.04.14,Fukushima,14,23,16.344555
2019.04.15,Fukushima,5,23,5.8373413
2019.04.16,Fukushima,10,23,11.674683
2019.04.17,Fukushima,10,23,11.674683
2019.04.18,Fukushima,5,23,5.8373413
2019.04.19,Fukushima,23,23,26.85177
2019.04.20,Fukushima,12,23,14.00962
2019.04.21,Fukushima,5,13,5.3193874
2019.04.22,Fukushima,10,13,10.638775
2019.04.23,Fukushima,10,13,10.638775
2019.04.24,Fukushima,17,13,18.085917
2019.04.25,Fukushima,2,13,2.1277549
2019.04.26,Fukushima,0,13,0
2019.04.27,Fukushima,5,13,5.3193874
2019.04.28,Fukushima,7,11,7.5309753
2019.04.29,Fukushima,6,11,6.4551215
2019.04.30,Fukushima,2,11,2.1517072
2019.05.01,Fukushima,13,11,13.986097
2019.05.02,Fukushima,2,11,2.1517072
2019.05.03,Fukushima,4,11,4.3034143
2019.05.04,Fukushima,7,11,7.5309753
2019.05.05,Fukushima,0,9,0
2019.05.06,Fukushima,2,9,1.8044999
2019.05.07,Fukushima,10,9,9.0224991
2019.05.08,Fukushima,10,9,9.0224991
2019.05.09,Fukushima,0,9,0
2019.05.10,Fukushima,3,9,2.7067499
2019.05.11,Fukushima,15,9,13.533749
2019.05.12,Fukushima,7,5,5.8479166
2019.05.13,Fukushima,2,5,1.6708333
2019.05.14,Fukushima,0,5,0
2019.05.15,Fukushima,5,5,4.1770835
2019.05.16,Fukushima,5,5,4.1770835
2019.05.17,Fukushima,5,5,4.1770835
2019.05.18,Fukushima,0,5,0
2019.05.19,Fukushima,7,4,7.485333
2019.05.20,Fukushima,2,4,2.1386666
2019.05.21,Fukushima,0,4,0
2019.05.22,Fukushima,2,4,2.1386666
2019.05.23,Fukushima,2,4,2.1386666
2019.05.24,Fukushima,0,4,0
2019.05.25,Fukushima,2,4,2.1386666
2019.05.26,Fukushima,5,4,3.2079997
2019.05.27,Fukushima,5,4,3.2079997
2019.05.28,Fukushima,0,4,0
2019.05.29,Fukushima,5,4,3.2079997
2019.05.30,Fukushima,0,4,0
2019.05.31,Fukushima,5,4,3.2079997
2019.06.01,Fukushima,5,4,3.2079997
2019.06.02,Fukushima,0,4,0
2019.06.03,Fukushima,0,4,0
2019.06.04,Fukushima,2,4,4.0099998
2019.06.05,Fukushima,2,4,4.0099998
2019.06.06,Fukushima,2,4,4.0099998
2019.06.07,Fukushima,0,4,0
2019.06.08,Fukushima,2,4,4.0099998
2019.06.09,Fukushima,0,2,0
2019.06.10,Fukushima,0,2,0
2019.06.11,Fukushima,0,2,0
2019.06.12,Fukushima,2,2,2.6733332
2019.06.13,Fukushima,0,2,0
