date,prefecture,raw_daily,raw_weekly,suicide_harmonized_daily
2015.12.27,Aichi,32,25,8.8913679
2016.01.03,Aichi,79,63,22.406248
2016.01.10,Aichi,66,52,18.494045
2016.01.17,Aichi,40,31,11.025297
2016.01.24,Aichi,52,41,14.581844
2016.01.31,Aichi,49,39,13.870535
2016.02.07,Aichi,44,35,12.447916
2016.02.14,Aichi,54,43,15.293154
2016.02.21,Aichi,57,45,16.004463
2016.02.28,Aichi,53,42,14.937499
2016.03.06,Aichi,100,79,28.096724
2016.03.13,Aichi,45,36,12.803571
2016.03.20,Aichi,54,43,15.293154
2016.03.27,Aichi,50,39,13.870535
2016.04.03,Aichi,49,38,13.51488
2016.04.10,Aichi,48,38,13.51488
2016.04.17,Aichi,41,32,11.380951
2016.04.24,Aichi,45,35,12.447916
2016.05.01,Aichi,47,37,13.159225
2016.05.08,Aichi,66,52,18.494045
2016.05.15,Aichi,55,43,15.293154
2016.05.22,Aichi,63,49,17.427082
2016.05.29,Aichi,55,44,15.648808
2016.06.05,Aichi,58,46,16.360117
2016.06.12,Aichi,78,61,21.694939
2016.06.19,Aichi,60,48,17.071426
2016.06.26,Aichi,57,45,16.004463
2016.07.03,Aichi,46,36,12.803571
2016.07.10,Aichi,48,38,13.51488
2016.07.17,Aichi,52,41,14.581844
2016.07.24,Aichi,45,35,12.447916
2016.07.31,Aichi,47,37,13.159225
2016.08.07,Aichi,43,34,12.092261
2016.08.14,Aichi,45,35,12.447916
2016.08.21,Aichi,55,44,15.648808
2016.08.28,Aichi,53,42,14.937499
2016.09.04,Aichi,51,41,14.581844
2016.09.11,Aichi,47,37,13.159225
2016.09.18,Aichi,49,39,13.870535
2016.09.25,Aichi,57,45,16.004463
2016.10.02,Aichi,61,48,17.071426
2016.10.09,Aichi,60,47,16.715773
2016.10.16,Aichi,68,54,19.205357
2016.10.23,Aichi,71,56,19.916666
2016.10.30,Aichi,47,37,13.159225
2016.11.06,Aichi,49,38,13.51488
2016.11.13,Aichi,52,41,14.581844
2016.11.20,Aichi,44,35,12.447916
2016.11.27,Aichi,50,39,13.870535
2016.12.04,Aichi,59,47,16.715773
2016.12.11,Aichi,33,26,9.2470226
2016.12.18,Aichi,39,31,11.025297
2016.12.25,Aichi,45,36,12.803571
2017.01.01,Aichi,24,33,10.196509
2017.01.01,Aichi,41,33,17.419037
2017.01.02,Aichi,7,33,2.9739816
2017.01.03,Aichi,23,33,9.7716551
2017.01.04,Aichi,37,33,15.719618
2017.01.05,Aichi,26,33,11.046218
2017.01.06,Aichi,29,33,12.320782
2017.01.07,Aichi,34,33,14.445055
2017.01.08,Aichi,30,42,12.491287
2017.01.08,Aichi,53,42,22.067942
2017.01.09,Aichi,39,42,16.238674
2017.01.10,Aichi,18,42,7.4947724
2017.01.11,Aichi,48,42,19.986061
2017.01.12,Aichi,46,42,19.153309
2017.01.13,Aichi,27,42,11.242159
2017.01.14,Aichi,26,42,10.825783
2017.01.15,Aichi,57,45,24.006695
2017.01.15,Aichi,26,45,10.950422
2017.01.16,Aichi,32,45,13.477443
2017.01.17,Aichi,61,45,25.691374
2017.01.18,Aichi,37,45,15.583293
2017.01.19,Aichi,18,45,7.5810618
2017.01.20,Aichi,36,45,15.162124
2017.01.21,Aichi,37,45,15.583293
2017.01.22,Aichi,49,39,20.595642
2017.01.22,Aichi,25,39,10.50798
2017.01.23,Aichi,28,39,11.768938
2017.01.24,Aichi,21,39,8.8267031
2017.01.25,Aichi,33,39,13.870535
2017.01.26,Aichi,23,39,9.6673412
2017.01.27,Aichi,51,39,21.436279
2017.01.28,Aichi,34,39,14.290854
2017.01.29,Aichi,49,39,21.156612
2017.01.29,Aichi,31,39,13.384795
2017.01.30,Aichi,31,39,13.384795
2017.01.31,Aichi,14,39,6.0447464
2017.02.01,Aichi,28,39,12.089493
2017.02.02,Aichi,39,39,16.838936
2017.02.03,Aichi,34,39,14.680099
2017.02.04,Aichi,31,39,13.384795
2017.02.05,Aichi,60,47,25.073658
2017.02.05,Aichi,26,47,10.865252
2017.02.06,Aichi,29,47,12.118934
2017.02.07,Aichi,16,47,6.6863089
2017.02.08,Aichi,44,47,18.387348
2017.02.09,Aichi,26,47,10.865252
2017.02.10,Aichi,39,47,16.297876
2017.02.11,Aichi,80,47,33.431545
2017.02.12,Aichi,82,65,34.232773
2017.02.12,Aichi,48,65,20.038696
2017.02.13,Aichi,100,65,41.747284
2017.02.14,Aichi,46,65,19.203749
2017.02.15,Aichi,44,65,18.368803
2017.02.16,Aichi,50,65,20.873642
2017.02.17,Aichi,27,65,11.271767
2017.02.18,Aichi,46,65,19.203749
2017.02.19,Aichi,37,39,15.206217
2017.02.19,Aichi,49,39,20.137962
2017.02.20,Aichi,42,39,17.26111
2017.02.21,Aichi,27,39,11.096428
2017.02.22,Aichi,34,39,13.97328
2017.02.23,Aichi,29,39,11.918386
2017.02.24,Aichi,25,39,10.27447
2017.02.25,Aichi,27,39,11.096428
2017.02.26,Aichi,29,41,12.814348
2017.02.26,Aichi,52,41,22.977453
2017.02.27,Aichi,20,41,8.8374805
2017.02.28,Aichi,25,41,11.046851
2017.03.01,Aichi,31,41,13.698096
2017.03.02,Aichi,42,41,18.558712
2017.03.03,Aichi,27,41,11.9306
2017.03.04,Aichi,38,41,16.791214
2017.03.05,Aichi,37,45,15.431013
2017.03.05,Aichi,57,45,23.772102
2017.03.06,Aichi,45,45,18.767448
2017.03.07,Aichi,39,45,16.265121
2017.03.08,Aichi,40,45,16.682177
2017.03.09,Aichi,32,45,13.345741
2017.03.10,Aichi,26,45,10.843414
2017.03.11,Aichi,31,45,12.928687
2017.03.12,Aichi,45,35,19.15064
2017.03.12,Aichi,34,35,14.469373
2017.03.13,Aichi,24,35,10.213675
2017.03.14,Aichi,15,35,6.3835468
2017.03.15,Aichi,35,35,14.894943
2017.03.16,Aichi,43,35,18.299501
2017.03.17,Aichi,16,35,6.8091164
2017.03.18,Aichi,22,35,9.3625355
2017.03.19,Aichi,57,45,23.542049
2017.03.19,Aichi,40,45,16.520735
2017.03.20,Aichi,24,45,9.9124413
2017.03.21,Aichi,32,45,13.216588
2017.03.22,Aichi,33,45,13.629606
2017.03.23,Aichi,40,45,16.520735
2017.03.24,Aichi,40,45,16.520735
2017.03.25,Aichi,44,45,18.172808
2017.03.26,Aichi,51,40,21.183523
2017.03.26,Aichi,33,40,13.706985
2017.03.27,Aichi,39,40,16.199163
2017.03.28,Aichi,24,40,9.9687166
2017.03.29,Aichi,34,40,14.122348
2017.03.30,Aichi,42,40,17.445253
2017.03.31,Aichi,19,40,7.8919001
2017.04.01,Aichi,32,40,13.291621
2017.04.02,Aichi,42,33,17.526665
2017.04.02,Aichi,26,33,10.84984
2017.04.03,Aichi,26,33,10.84984
2017.04.04,Aichi,20,33,8.3460302
2017.04.05,Aichi,22,33,9.1806335
2017.04.06,Aichi,28,33,11.684443
2017.04.07,Aichi,22,33,9.1806335
2017.04.08,Aichi,39,33,16.274759
2017.04.09,Aichi,17,37,7.2455659
2017.04.09,Aichi,47,37,20.031857
2017.04.10,Aichi,34,37,14.491132
2017.04.11,Aichi,31,37,13.212502
2017.04.12,Aichi,38,37,16.195971
2017.04.13,Aichi,18,37,7.6717749
2017.04.14,Aichi,32,37,13.638711
2017.04.15,Aichi,30,37,12.786291
2017.04.16,Aichi,46,36,18.998846
2017.04.16,Aichi,21,36,8.6733866
2017.04.17,Aichi,28,36,11.564515
2017.04.18,Aichi,38,36,15.694699
2017.04.19,Aichi,25,36,10.325459
2017.04.20,Aichi,27,36,11.151496
2017.04.21,Aichi,34,36,14.042625
2017.04.22,Aichi,29,36,11.977533
2017.04.23,Aichi,50,40,21.312643
2017.04.23,Aichi,24,40,10.230068
2017.04.24,Aichi,38,40,16.197607
2017.04.25,Aichi,38,40,16.197607
2017.04.26,Aichi,24,40,10.230068
2017.04.27,Aichi,25,40,10.656322
2017.04.28,Aichi,43,40,18.328873
2017.04.29,Aichi,25,40,10.656322
2017.04.30,Aichi,59,47,24.733055
2017.04.30,Aichi,31,47,12.995334
2017.05.01,Aichi,22,47,9.2224951
2017.05.02,Aichi,28,47,11.737721
2017.05.03,Aichi,22,47,9.2224951
2017.05.04,Aichi,41,47,17.187378
2017.05.05,Aichi,75,47,31.440325
2017.05.06,Aichi,41,47,17.187378
2017.05.07,Aichi,54,42,22.406246
2017.05.07,Aichi,50,42,20.746525
2017.05.08,Aichi,59,42,24.4809
2017.05.09,Aichi,9,42,3.7343748
2017.05.10,Aichi,24,42,9.958333
2017.05.11,Aichi,28,42,11.618053
2017.05.12,Aichi,34,42,14.107636
2017.05.13,Aichi,30,42,12.447916
2017.05.14,Aichi,49,39,20.595642
2017.05.14,Aichi,21,39,8.8267031
2017.05.15,Aichi,43,39,18.073727
2017.05.16,Aichi,38,39,15.97213
2017.05.17,Aichi,25,39,10.50798
2017.05.18,Aichi,24,39,10.087662
2017.05.19,Aichi,38,39,15.97213
2017.05.20,Aichi,26,39,10.9283
2017.05.21,Aichi,22,35,9.2831917
2017.05.21,Aichi,44,35,18.566383
2017.05.22,Aichi,40,35,16.878529
2017.05.23,Aichi,29,35,12.236935
2017.05.24,Aichi,24,35,10.127118
2017.05.25,Aichi,32,35,13.502824
2017.05.26,Aichi,29,35,12.236935
2017.05.27,Aichi,16,35,6.7514119
2017.05.28,Aichi,33,47,13.921022
2017.05.28,Aichi,60,47,25.310951
2017.05.29,Aichi,32,47,13.499173
2017.05.30,Aichi,29,47,12.233625
2017.05.31,Aichi,55,47,23.201704
2017.06.01,Aichi,50,47,21.092459
2017.06.02,Aichi,18,47,7.5932851
2017.06.03,Aichi,40,47,16.873966
2017.06.04,Aichi,37,46,15.180548
2017.06.04,Aichi,59,46,24.206818
2017.06.05,Aichi,35,46,14.359978
2017.06.06,Aichi,51,46,20.92454
2017.06.07,Aichi,39,46,16.001118
2017.06.08,Aichi,42,46,17.231974
2017.06.09,Aichi,32,46,13.129123
2017.06.10,Aichi,24,46,9.8468418
2017.06.11,Aichi,32,42,13.905454
2017.06.11,Aichi,53,42,23.030907
2017.06.12,Aichi,32,42,13.905454
2017.06.13,Aichi,24,42,10.42909
2017.06.14,Aichi,22,42,9.5599995
2017.06.15,Aichi,46,42,19.98909
2017.06.16,Aichi,42,42,18.250908
2017.06.17,Aichi,24,42,10.42909
2017.06.18,Aichi,34,39,14.737443
2017.06.18,Aichi,49,39,21.239256
2017.06.19,Aichi,23,39,9.9694471
2017.06.20,Aichi,35,39,15.170897
2017.06.21,Aichi,16,39,6.9352674
2017.06.22,Aichi,24,39,10.402901
2017.06.23,Aichi,42,39,18.205076
2017.06.24,Aichi,33,39,14.303988
2017.06.25,Aichi,43,34,18.244463
2017.06.25,Aichi,25,34,10.607246
2017.06.26,Aichi,34,34,14.425855
2017.06.27,Aichi,45,34,19.093042
2017.06.28,Aichi,28,34,11.880116
2017.06.29,Aichi,15,34,6.3643479
2017.06.30,Aichi,15,34,6.3643479
2017.07.01,Aichi,23,34,9.758667
2017.07.02,Aichi,35,28,23.802843
2017.07.02,Aichi,12,28,8.1609745
2017.07.03,Aichi,15,28,10.201219
2017.07.03,Aichi,15,28,10.201219
2017.07.04,Aichi,12,28,8.1609745
2017.07.04,Aichi,12,28,8.1609745
2017.07.05,Aichi,13,28,8.8410559
2017.07.05,Aichi,13,28,8.8410559
2017.07.06,Aichi,16,28,10.8813
2017.07.06,Aichi,16,28,10.8813
2017.07.07,Aichi,15,28,10.201219
2017.07.07,Aichi,15,28,10.201219
2017.07.08,Aichi,8,28,5.44065
2017.07.08,Aichi,8,28,5.44065
2017.07.09,Aichi,18,37,14.051376
2017.07.09,Aichi,18,37,14.051376
2017.07.10,Aichi,18,37,14.051376
2017.07.10,Aichi,18,37,14.051376
2017.07.11,Aichi,17,37,13.270744
2017.07.11,Aichi,17,37,13.270744
2017.07.12,Aichi,15,37,11.70948
2017.07.12,Aichi,15,37,11.70948
2017.07.13,Aichi,13,37,10.148216
2017.07.13,Aichi,13,37,10.148216
2017.07.14,Aichi,20,37,15.612641
2017.07.14,Aichi,20,37,15.612641
2017.07.15,Aichi,17,37,13.270744
2017.07.15,Aichi,17,37,13.270744
2017.07.16,Aichi,9,58,6.8398027
2017.07.16,Aichi,9,58,6.8398027
2017.07.17,Aichi,17,58,12.919626
2017.07.17,Aichi,17,58,12.919626
2017.07.18,Aichi,25,58,18.999451
2017.07.18,Aichi,25,58,18.999451
2017.07.19,Aichi,18,58,13.679605
2017.07.19,Aichi,18,58,13.679605
2017.07.20,Aichi,39,58,29.639143
2017.07.20,Aichi,39,58,29.639143
2017.07.21,Aichi,56,58,42.558769
2017.07.21,Aichi,56,58,42.558769
2017.07.22,Aichi,26,58,19.75943
2017.07.22,Aichi,26,58,19.75943
2017.07.23,Aichi,20,39,15.170897
2017.07.23,Aichi,20,39,15.170897
2017.07.24,Aichi,27,39,20.480711
2017.07.24,Aichi,27,39,20.480711
2017.07.25,Aichi,21,39,15.929442
2017.07.25,Aichi,21,39,15.929442
2017.07.26,Aichi,21,39,15.929442
2017.07.26,Aichi,21,39,15.929442
2017.07.27,Aichi,15,39,11.378173
2017.07.27,Aichi,15,39,11.378173
2017.07.28,Aichi,11,39,8.3439932
2017.07.28,Aichi,11,39,8.3439932
2017.07.29,Aichi,13,39,9.861083
2017.07.29,Aichi,13,39,9.861083
2017.07.30,Aichi,15,41,11.426072
2017.07.30,Aichi,15,41,11.426072
2017.07.31,Aichi,19,41,14.473024
2017.07.31,Aichi,19,41,14.473024
2017.08.01,Aichi,15,41,11.426072
2017.08.01,Aichi,15,41,11.426072
2017.08.02,Aichi,25,41,19.043453
2017.08.02,Aichi,25,41,19.043453
2017.08.03,Aichi,21,41,15.9965
2017.08.03,Aichi,21,41,15.9965
2017.08.04,Aichi,18,41,13.711287
2017.08.04,Aichi,18,41,13.711287
2017.08.05,Aichi,21,41,15.9965
2017.08.05,Aichi,21,41,15.9965
2017.08.06,Aichi,12,34,8.4645824
2017.08.06,Aichi,12,34,8.4645824
2017.08.07,Aichi,8,34,5.643055
2017.08.07,Aichi,8,34,5.643055
2017.08.08,Aichi,15,34,10.580729
2017.08.08,Aichi,15,34,10.580729
2017.08.09,Aichi,20,34,14.107638
2017.08.09,Aichi,20,34,14.107638
2017.08.10,Aichi,29,34,20.456076
2017.08.10,Aichi,29,34,20.456076
2017.08.11,Aichi,19,34,13.402256
2017.08.11,Aichi,19,34,13.402256
2017.08.12,Aichi,17,34,11.991492
2017.08.12,Aichi,17,34,11.991492
2017.08.13,Aichi,28,36,21.266947
2017.08.13,Aichi,28,36,21.266947
2017.08.14,Aichi,18,36,13.671609
2017.08.14,Aichi,18,36,13.671609
2017.08.15,Aichi,6,36,4.5572028
2017.08.15,Aichi,6,36,4.5572028
2017.08.16,Aichi,16,36,12.152541
2017.08.16,Aichi,16,36,12.152541
2017.08.17,Aichi,21,36,15.950211
2017.08.17,Aichi,21,36,15.950211
2017.08.18,Aichi,13,36,9.8739395
2017.08.18,Aichi,13,36,9.8739395
2017.08.19,Aichi,16,36,12.152541
2017.08.19,Aichi,16,36,12.152541
2017.08.20,Aichi,29,43,22.017803
2017.08.20,Aichi,29,43,22.017803
2017.08.21,Aichi,15,43,11.388519
2017.08.21,Aichi,15,43,11.388519
2017.08.22,Aichi,16,43,12.147754
2017.08.22,Aichi,16,43,12.147754
2017.08.23,Aichi,22,43,16.703161
2017.08.23,Aichi,22,43,16.703161
2017.08.24,Aichi,22,43,16.703161
2017.08.24,Aichi,22,43,16.703161
2017.08.25,Aichi,23,43,17.462397
2017.08.25,Aichi,23,43,17.462397
2017.08.26,Aichi,14,43,10.629284
2017.08.26,Aichi,14,43,10.629284
2017.08.27,Aichi,20,55,15.046931
2017.08.27,Aichi,20,55,15.046931
2017.08.28,Aichi,22,55,16.551624
2017.08.28,Aichi,22,55,16.551624
2017.08.29,Aichi,30,55,22.570396
2017.08.29,Aichi,30,55,22.570396
2017.08.30,Aichi,41,55,30.846209
2017.08.30,Aichi,41,55,30.846209
2017.08.31,Aichi,18,55,13.542238
2017.08.31,Aichi,18,55,13.542238
2017.09.01,Aichi,33,55,24.827436
2017.09.01,Aichi,33,55,24.827436
2017.09.02,Aichi,18,55,13.542238
2017.09.02,Aichi,18,55,13.542238
2017.09.03,Aichi,21,37,15.475249
2017.09.03,Aichi,21,37,15.475249
2017.09.04,Aichi,24,37,17.685999
2017.09.04,Aichi,24,37,17.685999
2017.09.05,Aichi,27,37,19.896749
2017.09.05,Aichi,27,37,19.896749
2017.09.06,Aichi,14,37,10.316833
2017.09.06,Aichi,14,37,10.316833
2017.09.07,Aichi,13,37,9.579916
2017.09.07,Aichi,13,37,9.579916
2017.09.08,Aichi,16,37,11.790666
2017.09.08,Aichi,16,37,11.790666
2017.09.09,Aichi,10,37,7.3691664
2017.09.09,Aichi,10,37,7.3691664
2017.09.10,Aichi,27,57,20.380152
2017.09.10,Aichi,27,57,20.380152
2017.09.11,Aichi,36,57,27.173536
2017.09.11,Aichi,36,57,27.173536
2017.09.12,Aichi,31,57,23.399435
2017.09.12,Aichi,31,57,23.399435
2017.09.13,Aichi,27,57,20.380152
2017.09.13,Aichi,27,57,20.380152
2017.09.14,Aichi,31,57,23.399435
2017.09.14,Aichi,31,57,23.399435
2017.09.15,Aichi,15,57,11.322306
2017.09.15,Aichi,15,57,11.322306
2017.09.16,Aichi,21,57,15.851229
2017.09.16,Aichi,21,57,15.851229
2017.09.17,Aichi,13,47,9.5070953
2017.09.17,Aichi,13,47,9.5070953
2017.09.18,Aichi,22,47,16.08893
2017.09.18,Aichi,22,47,16.08893
2017.09.19,Aichi,22,47,16.08893
2017.09.19,Aichi,22,47,16.08893
2017.09.20,Aichi,32,47,23.402081
2017.09.20,Aichi,32,47,23.402081
2017.09.21,Aichi,28,47,20.47682
2017.09.21,Aichi,28,47,20.47682
2017.09.22,Aichi,27,47,19.745504
2017.09.22,Aichi,27,47,19.745504
2017.09.23,Aichi,16,47,11.70104
2017.09.23,Aichi,16,47,11.70104
2017.09.24,Aichi,16,48,12.101266
2017.09.24,Aichi,16,48,12.101266
2017.09.25,Aichi,20,48,15.126581
2017.09.25,Aichi,20,48,15.126581
2017.09.26,Aichi,19,48,14.370253
2017.09.26,Aichi,19,48,14.370253
2017.09.27,Aichi,41,48,31.009493
2017.09.27,Aichi,41,48,31.009493
2017.09.28,Aichi,34,48,25.715189
2017.09.28,Aichi,34,48,25.715189
2017.09.29,Aichi,17,48,12.857594
2017.09.29,Aichi,17,48,12.857594
2017.09.30,Aichi,11,48,8.3196201
2017.09.30,Aichi,11,48,8.3196201
2017.10.01,Aichi,14,36,11.103982
2017.10.01,Aichi,14,36,11.103982
2017.10.02,Aichi,14,36,11.103982
2017.10.02,Aichi,14,36,11.103982
2017.10.03,Aichi,14,36,11.103982
2017.10.03,Aichi,14,36,11.103982
2017.10.04,Aichi,15,36,11.897123
2017.10.04,Aichi,15,36,11.897123
2017.10.05,Aichi,20,36,15.86283
2017.10.05,Aichi,20,36,15.86283
2017.10.06,Aichi,20,36,15.86283
2017.10.06,Aichi,20,36,15.86283
2017.10.07,Aichi,16,36,12.690265
2017.10.07,Aichi,16,36,12.690265
2017.10.08,Aichi,16,36,11.203123
2017.10.08,Aichi,16,36,11.203123
2017.10.09,Aichi,19,36,13.303709
2017.10.09,Aichi,19,36,13.303709
2017.10.10,Aichi,21,36,14.704099
2017.10.10,Aichi,21,36,14.704099
2017.10.11,Aichi,24,36,16.804686
2017.10.11,Aichi,24,36,16.804686
2017.10.12,Aichi,15,36,10.502928
2017.10.12,Aichi,15,36,10.502928
2017.10.13,Aichi,21,36,14.704099
2017.10.13,Aichi,21,36,14.704099
2017.10.14,Aichi,12,36,8.4023428
2017.10.14,Aichi,12,36,8.4023428
2017.10.15,Aichi,23,59,17.595648
2017.10.15,Aichi,23,59,17.595648
2017.10.16,Aichi,29,59,22.185818
2017.10.16,Aichi,29,59,22.185818
2017.10.17,Aichi,41,59,31.366156
2017.10.17,Aichi,41,59,31.366156
2017.10.18,Aichi,30,59,22.950844
2017.10.18,Aichi,30,59,22.950844
2017.10.19,Aichi,25,59,19.125704
2017.10.19,Aichi,25,59,19.125704
2017.10.20,Aichi,23,59,17.595648
2017.10.20,Aichi,23,59,17.595648
2017.10.21,Aichi,21,59,16.065592
2017.10.21,Aichi,21,59,16.065592
2017.10.22,Aichi,6,30,4.7171054
2017.10.22,Aichi,6,30,4.7171054
2017.10.23,Aichi,18,30,14.151315
2017.10.23,Aichi,18,30,14.151315
2017.10.24,Aichi,16,30,12.578947
2017.10.24,Aichi,16,30,12.578947
2017.10.25,Aichi,17,30,13.365131
2017.10.25,Aichi,17,30,13.365131
2017.10.26,Aichi,16,30,12.578947
2017.10.26,Aichi,16,30,12.578947
2017.10.27,Aichi,12,30,9.4342108
2017.10.27,Aichi,12,30,9.4342108
2017.10.28,Aichi,10,30,7.8618422
2017.10.28,Aichi,10,30,7.8618422
2017.10.29,Aichi,26,91,19.634512
2017.10.29,Aichi,26,91,19.634512
2017.10.30,Aichi,22,91,16.613817
2017.10.30,Aichi,22,91,16.613817
2017.10.31,Aichi,92,91,69.47596
2017.10.31,Aichi,92,91,69.47596
2017.11.01,Aichi,79,91,59.658703
2017.11.01,Aichi,79,91,59.658703
2017.11.02,Aichi,35,91,26.431074
2017.11.02,Aichi,35,91,26.431074
2017.11.03,Aichi,32,91,24.165552
2017.11.03,Aichi,32,91,24.165552
2017.11.04,Aichi,14,91,10.57243
2017.11.04,Aichi,14,91,10.57243
2017.11.05,Aichi,31,52,23.746794
2017.11.05,Aichi,31,52,23.746794
2017.11.06,Aichi,30,52,22.980768
2017.11.06,Aichi,30,52,22.980768
2017.11.07,Aichi,20,52,15.320513
2017.11.07,Aichi,20,52,15.320513
2017.11.08,Aichi,21,52,16.086538
2017.11.08,Aichi,21,52,16.086538
2017.11.09,Aichi,20,52,15.320513
2017.11.09,Aichi,20,52,15.320513
2017.11.10,Aichi,29,52,22.214743
2017.11.10,Aichi,29,52,22.214743
2017.11.11,Aichi,18,52,13.788462
2017.11.11,Aichi,18,52,13.788462
2017.11.12,Aichi,22,34,16.62686
2017.11.12,Aichi,22,34,16.62686
2017.11.13,Aichi,11,34,8.3134298
2017.11.13,Aichi,11,34,8.3134298
2017.11.14,Aichi,16,34,12.092261
2017.11.14,Aichi,16,34,12.092261
2017.11.15,Aichi,27,34,20.405691
2017.11.15,Aichi,27,34,20.405691
2017.11.16,Aichi,17,34,12.848027
2017.11.16,Aichi,17,34,12.848027
2017.11.17,Aichi,9,34,6.8018966
2017.11.17,Aichi,9,34,6.8018966
2017.11.18,Aichi,10,34,7.557663
2017.11.18,Aichi,10,34,7.557663
2017.11.19,Aichi,12,33,9.0447235
2017.11.19,Aichi,12,33,9.0447235
2017.11.20,Aichi,17,33,12.813359
2017.11.20,Aichi,17,33,12.813359
2017.11.21,Aichi,17,33,12.813359
2017.11.21,Aichi,17,33,12.813359
2017.11.22,Aichi,10,33,7.5372705
2017.11.22,Aichi,10,33,7.5372705
2017.11.23,Aichi,15,33,11.305904
2017.11.23,Aichi,15,33,11.305904
2017.11.24,Aichi,10,33,7.5372705
2017.11.24,Aichi,10,33,7.5372705
2017.11.25,Aichi,28,33,21.104355
2017.11.25,Aichi,28,33,21.104355
2017.11.26,Aichi,11,44,8.1416101
2017.11.26,Aichi,11,44,8.1416101
2017.11.27,Aichi,17,44,12.582488
2017.11.27,Aichi,17,44,12.582488
2017.11.28,Aichi,21,44,15.543074
2017.11.28,Aichi,21,44,15.543074
2017.11.29,Aichi,28,44,20.724098
2017.11.29,Aichi,28,44,20.724098
2017.11.30,Aichi,31,44,22.944538
2017.11.30,Aichi,31,44,22.944538
2017.12.01,Aichi,14,44,10.362049
2017.12.01,Aichi,14,44,10.362049
2017.12.02,Aichi,26,44,19.243805
2017.12.02,Aichi,26,44,19.243805
2017.12.03,Aichi,10,26,7.9912548
2017.12.03,Aichi,10,26,7.9912548
2017.12.04,Aichi,8,26,6.3930039
2017.12.04,Aichi,8,26,6.3930039
2017.12.05,Aichi,12,26,9.5895052
2017.12.05,Aichi,12,26,9.5895052
2017.12.06,Aichi,12,26,9.5895052
2017.12.06,Aichi,12,26,9.5895052
2017.12.07,Aichi,8,26,6.3930039
2017.12.07,Aichi,8,26,6.3930039
2017.12.08,Aichi,6,26,4.7947526
2017.12.08,Aichi,6,26,4.7947526
2017.12.09,Aichi,25,26,19.978136
2017.12.09,Aichi,25,26,19.978136
2017.12.10,Aichi,15,30,11.316286
2017.12.10,Aichi,15,30,11.316286
2017.12.11,Aichi,12,30,9.0530291
2017.12.11,Aichi,12,30,9.0530291
2017.12.12,Aichi,8,30,6.0353527
2017.12.12,Aichi,8,30,6.0353527
2017.12.13,Aichi,17,30,12.825125
2017.12.13,Aichi,17,30,12.825125
2017.12.14,Aichi,19,30,14.333962
2017.12.14,Aichi,19,30,14.333962
2017.12.15,Aichi,14,30,10.561868
2017.12.15,Aichi,14,30,10.561868
2017.12.16,Aichi,14,30,10.561868
2017.12.16,Aichi,14,30,10.561868
2017.12.17,Aichi,15,97,11.355309
2017.12.17,Aichi,15,97,11.355309
2017.12.18,Aichi,100,97,75.702057
2017.12.18,Aichi,100,97,75.702057
2017.12.19,Aichi,81,97,61.318668
2017.12.19,Aichi,81,97,61.318668
2017.12.20,Aichi,27,97,20.439556
2017.12.20,Aichi,27,97,20.439556
2017.12.21,Aichi,33,97,24.981678
2017.12.21,Aichi,33,97,24.981678
2017.12.22,Aichi,38,97,28.766785
2017.12.22,Aichi,38,97,28.766785
2017.12.23,Aichi,25,97,18.925514
2017.12.23,Aichi,25,97,18.925514
2017.12.24,Aichi,18,37,14.293643
2017.12.24,Aichi,18,37,14.293643
2017.12.25,Aichi,23,37,18.264097
2017.12.25,Aichi,23,37,18.264097
2017.12.26,Aichi,21,37,16.675917
2017.12.26,Aichi,21,37,16.675917
2017.12.27,Aichi,14,37,11.117277
2017.12.27,Aichi,14,37,11.117277
2017.12.28,Aichi,18,37,14.293643
2017.12.28,Aichi,18,37,14.293643
2017.12.29,Aichi,11,37,8.7350035
2017.12.29,Aichi,11,37,8.7350035
2017.12.30,Aichi,11,37,8.7350035
2017.12.30,Aichi,11,37,8.7350035
2017.12.31,Aichi,7,47,2.8802559
2017.12.31,Aichi,16,47,6.5834427
2018.01.01,Aichi,21,47,8.6407681
2018.01.02,Aichi,43,47,17.693003
2018.01.03,Aichi,90,47,37.031864
2018.01.04,Aichi,41,47,16.870071
2018.01.05,Aichi,58,47,23.864981
2018.01.06,Aichi,49,47,20.161793
2018.01.07,Aichi,46,66,16.431248
2018.01.08,Aichi,64,66,22.860867
2018.01.09,Aichi,92,66,32.862495
2018.01.10,Aichi,100,66,35.720108
2018.01.11,Aichi,81,66,28.933285
2018.01.12,Aichi,46,66,16.431248
2018.01.13,Aichi,31,66,11.073233
2018.01.14,Aichi,40,39,13.821174
2018.01.15,Aichi,47,39,16.23988
2018.01.16,Aichi,32,39,11.056939
2018.01.17,Aichi,37,39,12.784586
2018.01.18,Aichi,34,39,11.747997
2018.01.19,Aichi,51,39,17.621996
2018.01.20,Aichi,40,39,13.821174
2018.01.21,Aichi,45,44,15.21412
2018.01.22,Aichi,40,44,13.523662
2018.01.23,Aichi,63,44,21.299767
2018.01.24,Aichi,65,44,21.97595
2018.01.25,Aichi,34,44,11.495112
2018.01.26,Aichi,39,44,13.18557
2018.01.27,Aichi,38,44,12.847479
2018.01.28,Aichi,36,40,12.623239
2018.01.29,Aichi,26,40,9.1167831
2018.01.30,Aichi,52,40,18.233566
2018.01.31,Aichi,51,40,17.882921
2018.02.01,Aichi,44,40,15.428402
2018.02.02,Aichi,38,40,13.324529
