date,prefecture,raw_daily,raw_weekly,anxietydrug2_harmonized_daily
2018.01.17,Hiroshima,24,11,11
2018.01.18,Hiroshima,0,11,0
2018.01.19,Hiroshima,0,11,0
2018.01.20,Hiroshima,0,11,0
2018.01.21,Hiroshima,0,22,0
2018.01.22,Hiroshima,0,22,0
2018.01.23,Hiroshima,0,22,0
2018.01.24,Hiroshima,25,22,11
2018.01.25,Hiroshima,0,22,0
2018.01.26,Hiroshima,25,22,11
2018.01.27,Hiroshima,0,22,0
2018.01.28,Hiroshima,0,22,0
2018.01.29,Hiroshima,0,22,0
2018.01.30,Hiroshima,0,22,0
2018.01.31,Hiroshima,24,22,11
2018.02.01,Hiroshima,0,22,0
2018.02.02,Hiroshima,0,22,0
2018.02.03,Hiroshima,24,22,11
2018.02.04,Hiroshima,0,34,0
2018.02.05,Hiroshima,25,34,11.333334
2018.02.06,Hiroshima,0,34,0
2018.02.07,Hiroshima,0,34,0
2018.02.08,Hiroshima,25,34,11.333334
2018.02.09,Hiroshima,25,34,11.333334
2018.02.10,Hiroshima,0,34,0
2018.02.11,Hiroshima,23,79,10.625731
2018.02.12,Hiroshima,23,79,10.625731
2018.02.13,Hiroshima,100,79,46.19883
2018.02.14,Hiroshima,0,79,0
2018.02.15,Hiroshima,0,79,0
2018.02.16,Hiroshima,25,79,11.549707
2018.02.17,Hiroshima,0,79,0
2018.02.18,Hiroshima,0,57,0
2018.02.19,Hiroshima,25,57,11.4
2018.02.20,Hiroshima,50,57,22.799999
2018.02.21,Hiroshima,25,57,11.4
2018.02.22,Hiroshima,0,57,0
2018.02.23,Hiroshima,25,57,11.4
2018.02.24,Hiroshima,0,57,0
2018.02.25,Hiroshima,0,11,0
2018.02.26,Hiroshima,0,11,0
2018.02.27,Hiroshima,0,11,0
2018.02.28,Hiroshima,0,11,0
2018.03.01,Hiroshima,0,11,0
2018.03.02,Hiroshima,25,11,11
2018.03.03,Hiroshima,0,11,0
2018.03.04,Hiroshima,0,22,0
2018.03.05,Hiroshima,0,22,0
2018.03.06,Hiroshima,24,22,11
2018.03.07,Hiroshima,0,22,0
2018.03.08,Hiroshima,24,22,11
2018.03.09,Hiroshima,0,22,0
2018.03.10,Hiroshima,0,22,0
2018.03.11,Hiroshima,0,34,0
2018.03.12,Hiroshima,0,34,0
2018.03.13,Hiroshima,24,34,11.178082
2018.03.14,Hiroshima,0,34,0
2018.03.15,Hiroshima,0,34,0
2018.03.16,Hiroshima,49,34,22.821917
2018.03.17,Hiroshima,0,34,0
2018.03.18,Hiroshima,0,22,0
2018.03.19,Hiroshima,0,22,0
2018.03.20,Hiroshima,24,22,5.5
2018.03.21,Hiroshima,23,22,5.270833
2018.03.22,Hiroshima,0,22,0
2018.03.23,Hiroshima,0,22,0
2018.03.24,Hiroshima,49,22,11.229166
2018.03.25,Hiroshima,0,34,0
2018.03.26,Hiroshima,0,34,0
2018.03.27,Hiroshima,24,34,11.178082
2018.03.28,Hiroshima,24,34,11.178082
2018.03.29,Hiroshima,0,34,0
2018.03.30,Hiroshima,25,34,11.643836
2018.03.31,Hiroshima,0,34,0
2018.04.01,Hiroshima,0,0,0
2018.04.02,Hiroshima,0,0,0
2018.04.03,Hiroshima,0,0,0
2018.04.04,Hiroshima,0,0,0
2018.04.05,Hiroshima,0,0,0
2018.04.06,Hiroshima,0,0,0
2018.04.07,Hiroshima,0,0,0
2018.04.08,Hiroshima,0,45,0
2018.04.09,Hiroshima,0,45,0
2018.04.10,Hiroshima,0,45,0
2018.04.11,Hiroshima,27,45,44.999996
2018.04.12,Hiroshima,0,45,0
2018.04.13,Hiroshima,0,45,0
2018.04.14,Hiroshima,0,45,0
2018.04.15,Hiroshima,0,11,0
2018.04.16,Hiroshima,0,11,0
2018.04.17,Hiroshima,0,11,0
2018.04.18,Hiroshima,0,11,0
2018.04.19,Hiroshima,0,11,0
2018.04.20,Hiroshima,0,11,0
2018.04.21,Hiroshima,0,11,0
2018.04.22,Hiroshima,0,33,0
2018.04.23,Hiroshima,26,33,33.000004
2018.04.24,Hiroshima,0,33,0
2018.04.25,Hiroshima,0,33,0
2018.04.26,Hiroshima,0,33,0
2018.04.27,Hiroshima,0,33,0
2018.04.28,Hiroshima,0,33,0
2018.04.29,Hiroshima,0,65,0
2018.04.30,Hiroshima,0,65,0
2018.05.01,Hiroshima,0,65,0
2018.05.02,Hiroshima,25,65,21.103897
2018.05.03,Hiroshima,26,65,21.948053
2018.05.04,Hiroshima,0,65,0
2018.05.05,Hiroshima,26,65,21.948053
2018.05.06,Hiroshima,0,43,0
2018.05.07,Hiroshima,0,43,0
2018.05.08,Hiroshima,0,43,0
2018.05.09,Hiroshima,0,43,0
2018.05.10,Hiroshima,0,43,0
2018.05.11,Hiroshima,0,43,0
2018.05.12,Hiroshima,27,43,43
2018.05.13,Hiroshima,24,43,43
2018.05.14,Hiroshima,0,43,0
2018.05.15,Hiroshima,0,43,0
2018.05.16,Hiroshima,0,43,0
2018.05.17,Hiroshima,0,43,0
2018.05.18,Hiroshima,0,43,0
2018.05.19,Hiroshima,0,43,0
2018.05.20,Hiroshima,0,34,0
2018.05.21,Hiroshima,0,34,0
2018.05.22,Hiroshima,0,34,0
2018.05.23,Hiroshima,0,34,0
2018.05.24,Hiroshima,27,34,17
2018.05.25,Hiroshima,27,34,17
2018.05.26,Hiroshima,0,34,0
2018.05.27,Hiroshima,0,33,0
2018.05.28,Hiroshima,0,33,0
2018.05.29,Hiroshima,0,33,0
2018.05.30,Hiroshima,0,33,0
2018.05.31,Hiroshima,0,33,0
2018.06.01,Hiroshima,0,33,0
2018.06.02,Hiroshima,0,33,0
2018.06.03,Hiroshima,0,11,0
2018.06.04,Hiroshima,0,11,0
2018.06.05,Hiroshima,0,11,0
2018.06.06,Hiroshima,0,11,0
2018.06.07,Hiroshima,0,11,0
2018.06.08,Hiroshima,0,11,0
2018.06.09,Hiroshima,0,11,0
2018.06.10,Hiroshima,0,52,0
2018.06.11,Hiroshima,0,52,0
2018.06.12,Hiroshima,0,52,0
2018.06.13,Hiroshima,0,52,0
2018.06.14,Hiroshima,0,52,0
2018.06.15,Hiroshima,0,52,0
2018.06.16,Hiroshima,0,52,0
2018.06.17,Hiroshima,0,43,0
2018.06.18,Hiroshima,0,43,0
2018.06.19,Hiroshima,26,43,43
2018.06.20,Hiroshima,0,43,0
2018.06.21,Hiroshima,0,43,0
2018.06.22,Hiroshima,0,43,0
2018.06.23,Hiroshima,0,43,0
2018.06.24,Hiroshima,0,33,0
2018.06.25,Hiroshima,0,33,0
2018.06.26,Hiroshima,0,33,0
2018.06.27,Hiroshima,0,33,0
2018.06.28,Hiroshima,0,33,0
2018.06.29,Hiroshima,0,33,0
2018.06.30,Hiroshima,0,33,0
2018.07.01,Hiroshima,85,29,9.7047253
2018.07.02,Hiroshima,86,29,9.8188982
2018.07.03,Hiroshima,83,29,9.4763784
2018.07.04,Hiroshima,0,29,0
2018.07.05,Hiroshima,0,29,0
2018.07.06,Hiroshima,0,29,0
2018.07.07,Hiroshima,0,29,0
2018.07.08,Hiroshima,70,20,8.9171972
2018.07.09,Hiroshima,0,20,0
2018.07.10,Hiroshima,0,20,0
2018.07.11,Hiroshima,0,20,0
2018.07.12,Hiroshima,0,20,0
2018.07.13,Hiroshima,0,20,0
2018.07.14,Hiroshima,87,20,11.082803
2018.07.15,Hiroshima,0,54,0
2018.07.16,Hiroshima,0,54,0
2018.07.17,Hiroshima,87,54,10.653061
2018.07.18,Hiroshima,89,54,10.897959
2018.07.19,Hiroshima,90,54,11.020409
2018.07.20,Hiroshima,88,54,10.775511
2018.07.21,Hiroshima,87,54,10.653061
2018.07.22,Hiroshima,0,21,0
2018.07.23,Hiroshima,85,21,10.438597
2018.07.24,Hiroshima,0,21,0
2018.07.25,Hiroshima,86,21,10.561403
2018.07.26,Hiroshima,0,21,0
2018.07.27,Hiroshima,0,21,0
2018.07.28,Hiroshima,0,21,0
2018.07.29,Hiroshima,0,21,0
2018.07.30,Hiroshima,0,21,0
2018.07.31,Hiroshima,0,21,0
2018.08.01,Hiroshima,85,21,10.438597
2018.08.02,Hiroshima,0,21,0
2018.08.03,Hiroshima,86,21,10.561403
2018.08.04,Hiroshima,0,21,0
2018.08.05,Hiroshima,0,31,0
2018.08.06,Hiroshima,82,31,10.12749
2018.08.07,Hiroshima,0,31,0
2018.08.08,Hiroshima,84,31,10.374502
2018.08.09,Hiroshima,0,31,0
2018.08.10,Hiroshima,0,31,0
2018.08.11,Hiroshima,85,31,10.498008
2018.08.12,Hiroshima,0,28,0
2018.08.13,Hiroshima,0,28,0
2018.08.14,Hiroshima,0,28,0
2018.08.15,Hiroshima,0,28,0
2018.08.16,Hiroshima,0,28,0
2018.08.17,Hiroshima,66,28,13.294963
2018.08.18,Hiroshima,73,28,14.705034
2018.08.19,Hiroshima,0,0,0
2018.08.20,Hiroshima,0,0,0
2018.08.21,Hiroshima,0,0,0
2018.08.22,Hiroshima,0,0,0
2018.08.23,Hiroshima,0,0,0
2018.08.24,Hiroshima,0,0,0
2018.08.25,Hiroshima,0,0,0
2018.08.26,Hiroshima,0,17,0
2018.08.27,Hiroshima,0,17,0
2018.08.28,Hiroshima,71,17,8.499999
2018.08.29,Hiroshima,0,17,0
2018.08.30,Hiroshima,0,17,0
2018.08.31,Hiroshima,71,17,8.499999
2018.09.01,Hiroshima,0,17,0
2018.09.02,Hiroshima,0,18,0
2018.09.03,Hiroshima,0,18,0
2018.09.04,Hiroshima,61,18,8.318182
2018.09.05,Hiroshima,0,18,0
2018.09.06,Hiroshima,0,18,0
2018.09.07,Hiroshima,71,18,9.681818
2018.09.08,Hiroshima,0,18,0
2018.09.09,Hiroshima,0,38,0
2018.09.10,Hiroshima,0,38,0
2018.09.11,Hiroshima,77,38,9.6567659
2018.09.12,Hiroshima,76,38,9.531354
2018.09.13,Hiroshima,0,38,0
2018.09.14,Hiroshima,76,38,9.531354
2018.09.15,Hiroshima,74,38,9.2805281
2018.09.16,Hiroshima,74,20,6.6071429
2018.09.17,Hiroshima,74,20,6.6071429
2018.09.18,Hiroshima,0,20,0
2018.09.19,Hiroshima,0,20,0
2018.09.20,Hiroshima,0,20,0
2018.09.21,Hiroshima,0,20,0
2018.09.22,Hiroshima,76,20,6.7857141
2018.09.23,Hiroshima,0,10,0
2018.09.24,Hiroshima,0,10,0
2018.09.25,Hiroshima,0,10,0
2018.09.26,Hiroshima,0,10,0
2018.09.27,Hiroshima,0,10,0
2018.09.28,Hiroshima,77,10,10
2018.09.29,Hiroshima,0,10,0
2018.09.30,Hiroshima,0,20,0
2018.10.01,Hiroshima,0,20,0
2018.10.02,Hiroshima,81,20,20
2018.10.03,Hiroshima,0,20,0
2018.10.04,Hiroshima,0,20,0
2018.10.05,Hiroshima,0,20,0
2018.10.06,Hiroshima,0,20,0
2018.10.07,Hiroshima,0,10,0
2018.10.08,Hiroshima,0,10,0
2018.10.09,Hiroshima,0,10,0
2018.10.10,Hiroshima,79,10,4.8765435
2018.10.11,Hiroshima,83,10,5.1234565
2018.10.12,Hiroshima,0,10,0
2018.10.13,Hiroshima,0,10,0
2018.10.14,Hiroshima,0,21,0
2018.10.15,Hiroshima,0,21,0
2018.10.16,Hiroshima,0,21,0
2018.10.17,Hiroshima,85,21,21
2018.10.18,Hiroshima,0,21,0
2018.10.19,Hiroshima,0,21,0
2018.10.20,Hiroshima,0,21,0
2018.10.21,Hiroshima,0,21,0
2018.10.22,Hiroshima,0,21,0
2018.10.23,Hiroshima,0,21,0
2018.10.24,Hiroshima,0,21,0
2018.10.25,Hiroshima,0,21,0
2018.10.26,Hiroshima,81,21,21
2018.10.27,Hiroshima,0,21,0
2018.10.28,Hiroshima,0,11,0
2018.10.29,Hiroshima,0,11,0
2018.10.30,Hiroshima,0,11,0
2018.10.31,Hiroshima,0,11,0
2018.11.01,Hiroshima,0,11,0
2018.11.02,Hiroshima,87,11,11
2018.11.03,Hiroshima,0,11,0
2018.11.04,Hiroshima,0,11,0
2018.11.05,Hiroshima,0,11,0
2018.11.06,Hiroshima,0,11,0
2018.11.07,Hiroshima,0,11,0
2018.11.08,Hiroshima,0,11,0
2018.11.09,Hiroshima,0,11,0
2018.11.10,Hiroshima,0,11,0
2018.11.11,Hiroshima,0,22,0
2018.11.12,Hiroshima,0,22,0
2018.11.13,Hiroshima,0,22,0
2018.11.14,Hiroshima,0,22,0
2018.11.15,Hiroshima,0,22,0
2018.11.16,Hiroshima,0,22,0
2018.11.17,Hiroshima,85,22,21.999998
2018.11.18,Hiroshima,83,11,11.000001
2018.11.19,Hiroshima,0,11,0
2018.11.20,Hiroshima,0,11,0
2018.11.21,Hiroshima,0,11,0
2018.11.22,Hiroshima,0,11,0
2018.11.23,Hiroshima,0,11,0
2018.11.24,Hiroshima,0,11,0
2018.11.25,Hiroshima,0,0,0
2018.11.26,Hiroshima,0,0,0
2018.11.27,Hiroshima,0,0,0
2018.11.28,Hiroshima,0,0,0
2018.11.29,Hiroshima,0,0,0
2018.11.30,Hiroshima,0,0,0
2018.12.01,Hiroshima,0,0,0
2018.12.02,Hiroshima,0,11,0
2018.12.03,Hiroshima,0,11,0
2018.12.04,Hiroshima,85,11,10.999999
2018.12.05,Hiroshima,0,11,0
2018.12.06,Hiroshima,0,11,0
2018.12.07,Hiroshima,0,11,0
2018.12.08,Hiroshima,0,11,0
2018.12.09,Hiroshima,0,12,0
2018.12.10,Hiroshima,0,12,0
2018.12.11,Hiroshima,0,12,0
2018.12.12,Hiroshima,0,12,0
2018.12.13,Hiroshima,0,12,0
2018.12.14,Hiroshima,91,12,12
2018.12.15,Hiroshima,0,12,0
2018.12.16,Hiroshima,0,24,0
2018.12.17,Hiroshima,0,24,0
2018.12.18,Hiroshima,0,24,0
2018.12.19,Hiroshima,100,24,24
2018.12.20,Hiroshima,0,24,0
2018.12.21,Hiroshima,0,24,0
2018.12.22,Hiroshima,0,24,0
2018.12.23,Hiroshima,0,12,0
2018.12.24,Hiroshima,0,12,0
2018.12.25,Hiroshima,100,12,6.0606055
2018.12.26,Hiroshima,0,12,0
2018.12.27,Hiroshima,0,12,0
2018.12.28,Hiroshima,98,12,5.9393935
2018.12.29,Hiroshima,0,12,0
2018.12.30,Hiroshima,0,23,0
2018.12.31,Hiroshima,0,23,0
2019.01.01,Hiroshima,0,23,0
2019.01.02,Hiroshima,0,23,0
2019.01.03,Hiroshima,0,23,0
2019.01.04,Hiroshima,31,23,11.31746
2019.01.05,Hiroshima,32,23,11.68254
2019.01.06,Hiroshima,0,11,0
2019.01.07,Hiroshima,0,11,0
2019.01.08,Hiroshima,0,11,0
2019.01.09,Hiroshima,0,11,0
2019.01.10,Hiroshima,33,11,11
2019.01.11,Hiroshima,0,11,0
2019.01.12,Hiroshima,0,11,0
2019.01.13,Hiroshima,0,45,0
2019.01.14,Hiroshima,32,45,14.693877
2019.01.15,Hiroshima,0,45,0
2019.01.16,Hiroshima,34,45,15.612245
2019.01.17,Hiroshima,0,45,0
2019.01.18,Hiroshima,0,45,0
2019.01.19,Hiroshima,32,45,14.693877
2019.01.20,Hiroshima,0,11,0
2019.01.21,Hiroshima,33,11,11
2019.01.22,Hiroshima,0,11,0
2019.01.23,Hiroshima,0,11,0
2019.01.24,Hiroshima,0,11,0
2019.01.25,Hiroshima,0,11,0
2019.01.26,Hiroshima,0,11,0
2019.01.27,Hiroshima,0,33,0
2019.01.28,Hiroshima,33,33,16.253733
2019.01.29,Hiroshima,34,33,16.746269
2019.01.30,Hiroshima,0,33,0
2019.01.31,Hiroshima,0,33,0
2019.02.01,Hiroshima,0,33,0
2019.02.02,Hiroshima,0,33,0
2019.02.03,Hiroshima,0,21,0
2019.02.04,Hiroshima,0,21,0
2019.02.05,Hiroshima,0,21,0
2019.02.06,Hiroshima,33,21,10.828125
2019.02.07,Hiroshima,0,21,0
2019.02.08,Hiroshima,0,21,0
2019.02.09,Hiroshima,31,21,10.171875
2019.02.10,Hiroshima,0,11,0
2019.02.11,Hiroshima,0,11,0
2019.02.12,Hiroshima,0,11,0
2019.02.13,Hiroshima,0,11,0
2019.02.14,Hiroshima,0,11,0
2019.02.15,Hiroshima,0,11,0
2019.02.16,Hiroshima,0,11,0
2019.02.17,Hiroshima,0,22,0
2019.02.18,Hiroshima,0,22,0
2019.02.19,Hiroshima,0,22,0
2019.02.20,Hiroshima,0,22,0
2019.02.21,Hiroshima,0,22,0
2019.02.22,Hiroshima,33,22,22
2019.02.23,Hiroshima,0,22,0
2019.02.24,Hiroshima,0,33,0
2019.02.25,Hiroshima,0,33,0
2019.02.26,Hiroshima,100,33,33
2019.02.27,Hiroshima,0,33,0
2019.02.28,Hiroshima,0,33,0
2019.03.01,Hiroshima,0,33,0
2019.03.02,Hiroshima,0,33,0
2019.03.03,Hiroshima,31,32,10.226805
2019.03.04,Hiroshima,32,32,10.556702
2019.03.05,Hiroshima,0,32,0
2019.03.06,Hiroshima,0,32,0
2019.03.07,Hiroshima,0,32,0
2019.03.08,Hiroshima,34,32,11.216496
2019.03.09,Hiroshima,0,32,0
2019.03.10,Hiroshima,0,22,0
2019.03.11,Hiroshima,32,22,22
2019.03.12,Hiroshima,0,22,0
2019.03.13,Hiroshima,0,22,0
2019.03.14,Hiroshima,0,22,0
2019.03.15,Hiroshima,0,22,0
2019.03.16,Hiroshima,0,22,0
2019.03.17,Hiroshima,0,42,0
2019.03.18,Hiroshima,0,42,0
2019.03.19,Hiroshima,0,42,0
2019.03.20,Hiroshima,0,42,0
2019.03.21,Hiroshima,31,42,13.705263
2019.03.22,Hiroshima,32,42,14.147368
2019.03.23,Hiroshima,32,42,14.147368
2019.03.24,Hiroshima,0,11,0
2019.03.25,Hiroshima,0,11,0
2019.03.26,Hiroshima,0,11,0
2019.03.27,Hiroshima,0,11,0
2019.03.28,Hiroshima,0,11,0
2019.03.29,Hiroshima,0,11,0
2019.03.30,Hiroshima,0,11,0
2019.03.31,Hiroshima,0,32,0
2019.04.01,Hiroshima,0,32,0
2019.04.02,Hiroshima,32,32,10.778948
2019.04.03,Hiroshima,0,32,0
2019.04.04,Hiroshima,0,32,0
2019.04.05,Hiroshima,32,32,10.778948
2019.04.06,Hiroshima,31,32,10.442106
2019.04.07,Hiroshima,31,22,11
2019.04.08,Hiroshima,0,22,0
2019.04.09,Hiroshima,0,22,0
2019.04.10,Hiroshima,31,22,11
2019.04.11,Hiroshima,0,22,0
2019.04.12,Hiroshima,0,22,0
2019.04.13,Hiroshima,0,22,0
2019.04.14,Hiroshima,0,34,0
2019.04.15,Hiroshima,0,34,0
2019.04.16,Hiroshima,0,34,0
2019.04.17,Hiroshima,33,34,8.6976748
2019.04.18,Hiroshima,33,34,8.6976748
2019.04.19,Hiroshima,0,34,0
2019.04.20,Hiroshima,63,34,16.60465
2019.04.21,Hiroshima,0,22,0
2019.04.22,Hiroshima,0,22,0
2019.04.23,Hiroshima,0,22,0
2019.04.24,Hiroshima,63,22,22
2019.04.25,Hiroshima,0,22,0
2019.04.26,Hiroshima,0,22,0
2019.04.27,Hiroshima,0,22,0
2019.04.28,Hiroshima,0,0,0
2019.04.29,Hiroshima,29,0,0
2019.04.30,Hiroshima,0,0,0
2019.05.01,Hiroshima,0,0,0
2019.05.02,Hiroshima,0,0,0
2019.05.03,Hiroshima,0,0,0
2019.05.04,Hiroshima,0,0,0
2019.05.05,Hiroshima,30,42,8.2352943
2019.05.06,Hiroshima,29,42,7.9607844
2019.05.07,Hiroshima,63,42,17.294117
2019.05.08,Hiroshima,0,42,0
2019.05.09,Hiroshima,0,42,0
2019.05.10,Hiroshima,31,42,8.5098038
2019.05.11,Hiroshima,0,42,0
2019.05.12,Hiroshima,0,32,0
2019.05.13,Hiroshima,0,32,0
2019.05.14,Hiroshima,31,32,10.666667
2019.05.15,Hiroshima,0,32,0
2019.05.16,Hiroshima,32,32,11.010753
2019.05.17,Hiroshima,0,32,0
2019.05.18,Hiroshima,30,32,10.32258
2019.05.19,Hiroshima,0,10,0
2019.05.20,Hiroshima,0,10,0
2019.05.21,Hiroshima,0,10,0
2019.05.22,Hiroshima,0,10,0
2019.05.23,Hiroshima,31,10,10
2019.05.24,Hiroshima,0,10,0
2019.05.25,Hiroshima,0,10,0
2019.05.26,Hiroshima,0,31,0
2019.05.27,Hiroshima,0,31,0
2019.05.28,Hiroshima,30,31,7.6859503
2019.05.29,Hiroshima,0,31,0
2019.05.30,Hiroshima,0,31,0
2019.05.31,Hiroshima,61,31,15.628098
2019.06.01,Hiroshima,30,31,7.6859503
2019.06.02,Hiroshima,28,20,6.4367814
2019.06.03,Hiroshima,0,20,0
2019.06.04,Hiroshima,0,20,0
2019.06.05,Hiroshima,0,20,0
2019.06.06,Hiroshima,0,20,0
2019.06.07,Hiroshima,29,20,6.6666665
2019.06.08,Hiroshima,30,20,6.8965516
2019.06.09,Hiroshima,0,0,0
2019.06.10,Hiroshima,0,0,0
2019.06.11,Hiroshima,0,0,0
2019.06.12,Hiroshima,0,0,0
2019.06.13,Hiroshima,0,0,0
2019.06.14,Hiroshima,0,0,0
2019.06.15,Hiroshima,0,0,0
2019.06.16,Hiroshima,0,0,0
2019.06.17,Hiroshima,0,0,0
2019.06.18,Hiroshima,0,0,0
2019.06.19,Hiroshima,0,0,0
2019.06.20,Hiroshima,0,0,0
2019.06.21,Hiroshima,0,0,0
2019.06.22,Hiroshima,0,0,0
2019.06.23,Hiroshima,0,21,0
2019.06.24,Hiroshima,31,21,7.1538463
2019.06.25,Hiroshima,0,21,0
2019.06.26,Hiroshima,31,21,7.1538463
2019.06.27,Hiroshima,29,21,6.6923075
2019.06.28,Hiroshima,0,21,0
2019.06.29,Hiroshima,0,21,0
2019.06.30,Hiroshima,0,41,0
2019.07.01,Hiroshima,0,41,0
2019.07.02,Hiroshima,59,41,20.5
2019.07.03,Hiroshima,29,41,10.076271
2019.07.04,Hiroshima,30,41,10.423728
2019.07.05,Hiroshima,0,41,0
2019.07.06,Hiroshima,0,41,0
2019.07.07,Hiroshima,31,0,0
2019.07.08,Hiroshima,0,0,0
2019.07.09,Hiroshima,33,0,0
2019.07.10,Hiroshima,0,0,0
2019.07.11,Hiroshima,0,0,0
2019.07.12,Hiroshima,0,0,0
2019.07.13,Hiroshima,0,0,0
2019.07.14,Hiroshima,0,0,0
2019.07.15,Hiroshima,0,0,0
2019.07.16,Hiroshima,0,0,0
2019.07.17,Hiroshima,0,0,0
2019.07.18,Hiroshima,0,0,0
2019.07.19,Hiroshima,0,0,0
2019.07.20,Hiroshima,0,0,0
2019.07.21,Hiroshima,29,41,9.3622055
2019.07.22,Hiroshima,32,41,10.330709
2019.07.23,Hiroshima,0,41,0
2019.07.24,Hiroshima,33,41,10.653543
2019.07.25,Hiroshima,33,41,10.653543
2019.07.26,Hiroshima,0,41,0
2019.07.27,Hiroshima,0,41,0
2019.07.28,Hiroshima,32,31,7.5151515
2019.07.29,Hiroshima,0,31,0
2019.07.30,Hiroshima,33,31,7.75
2019.07.31,Hiroshima,0,31,0
2019.08.01,Hiroshima,33,31,7.75
2019.08.02,Hiroshima,0,31,0
2019.08.03,Hiroshima,34,31,7.9848485
2019.08.04,Hiroshima,32,30,7.4999995
2019.08.05,Hiroshima,0,30,0
2019.08.06,Hiroshima,0,30,0
2019.08.07,Hiroshima,32,30,7.4999995
2019.08.08,Hiroshima,32,30,7.4999995
2019.08.09,Hiroshima,0,30,0
2019.08.10,Hiroshima,32,30,7.4999995
2019.08.11,Hiroshima,0,9,0
2019.08.12,Hiroshima,0,9,0
2019.08.13,Hiroshima,0,9,0
2019.08.14,Hiroshima,0,9,0
2019.08.15,Hiroshima,0,9,0
2019.08.16,Hiroshima,30,9,9.000001
2019.08.17,Hiroshima,0,9,0
2019.08.18,Hiroshima,0,0,0
2019.08.19,Hiroshima,0,0,0
2019.08.20,Hiroshima,0,0,0
2019.08.21,Hiroshima,0,0,0
2019.08.22,Hiroshima,31,0,0
2019.08.23,Hiroshima,0,0,0
2019.08.24,Hiroshima,0,0,0
2019.08.25,Hiroshima,0,20,0
2019.08.26,Hiroshima,33,20,10.153847
2019.08.27,Hiroshima,0,20,0
2019.08.28,Hiroshima,0,20,0
2019.08.29,Hiroshima,0,20,0
2019.08.30,Hiroshima,32,20,9.8461542
2019.08.31,Hiroshima,0,20,0
2019.09.01,Hiroshima,0,31,0
2019.09.02,Hiroshima,0,31,0
2019.09.03,Hiroshima,33,31,10.23
2019.09.04,Hiroshima,0,31,0
2019.09.05,Hiroshima,0,31,0
2019.09.06,Hiroshima,67,31,20.77
2019.09.07,Hiroshima,0,31,0
2019.09.08,Hiroshima,0,10,0
2019.09.09,Hiroshima,0,10,0
2019.09.10,Hiroshima,0,10,0
2019.09.11,Hiroshima,0,10,0
2019.09.12,Hiroshima,0,10,0
2019.09.13,Hiroshima,0,10,0
2019.09.14,Hiroshima,0,10,0
2019.09.15,Hiroshima,32,10,4.9230771
2019.09.16,Hiroshima,0,10,0
2019.09.17,Hiroshima,0,10,0
2019.09.18,Hiroshima,33,10,5.0769234
2019.09.19,Hiroshima,0,10,0
2019.09.20,Hiroshima,0,10,0
2019.09.21,Hiroshima,0,10,0
2019.09.22,Hiroshima,0,21,0
2019.09.23,Hiroshima,0,21,0
2019.09.24,Hiroshima,0,21,0
2019.09.25,Hiroshima,0,21,0
2019.09.26,Hiroshima,34,21,10.818182
2019.09.27,Hiroshima,0,21,0
2019.09.28,Hiroshima,32,21,10.181818
2019.09.29,Hiroshima,32,41,10.25
2019.09.30,Hiroshima,64,41,20.5
2019.10.01,Hiroshima,0,41,0
2019.10.02,Hiroshima,0,41,0
2019.10.03,Hiroshima,32,41,10.25
2019.10.04,Hiroshima,0,41,0
2019.10.05,Hiroshima,0,41,0
2019.10.06,Hiroshima,0,0,0
2019.10.07,Hiroshima,0,0,0
2019.10.08,Hiroshima,0,0,0
2019.10.09,Hiroshima,0,0,0
2019.10.10,Hiroshima,0,0,0
2019.10.11,Hiroshima,0,0,0
2019.10.12,Hiroshima,0,0,0
2019.10.13,Hiroshima,0,31,0
2019.10.14,Hiroshima,0,31,0
2019.10.15,Hiroshima,34,31,10.646463
2019.10.16,Hiroshima,0,31,0
2019.10.17,Hiroshima,33,31,10.333333
2019.10.18,Hiroshima,0,31,0
2019.10.19,Hiroshima,32,31,10.020202
2019.10.20,Hiroshima,0,0,0
2019.10.21,Hiroshima,0,0,0
2019.10.22,Hiroshima,0,0,0
2019.10.23,Hiroshima,0,0,0
2019.10.24,Hiroshima,0,0,0
2019.10.25,Hiroshima,0,0,0
2019.10.26,Hiroshima,0,0,0
2019.10.27,Hiroshima,33,11,11
2019.10.28,Hiroshima,0,11,0
2019.10.29,Hiroshima,0,11,0
2019.10.30,Hiroshima,0,11,0
2019.10.31,Hiroshima,0,11,0
2019.11.01,Hiroshima,0,11,0
2019.11.02,Hiroshima,0,11,0
2019.11.03,Hiroshima,0,22,0
2019.11.04,Hiroshima,0,22,0
2019.11.05,Hiroshima,0,22,0
2019.11.06,Hiroshima,0,22,0
2019.11.07,Hiroshima,69,22,22.000002
2019.11.08,Hiroshima,0,22,0
2019.11.09,Hiroshima,0,22,0
2019.11.10,Hiroshima,0,21,0
2019.11.11,Hiroshima,0,21,0
2019.11.12,Hiroshima,0,21,0
2019.11.13,Hiroshima,0,21,0
2019.11.14,Hiroshima,34,21,10.5
2019.11.15,Hiroshima,0,21,0
2019.11.16,Hiroshima,34,21,10.5
2019.11.17,Hiroshima,33,32,7.9398499
2019.11.18,Hiroshima,65,32,15.639098
2019.11.19,Hiroshima,0,32,0
2019.11.20,Hiroshima,0,32,0
2019.11.21,Hiroshima,35,32,8.4210529
2019.11.22,Hiroshima,0,32,0
2019.11.23,Hiroshima,0,32,0
