date,raw_daily,raw_weekly,medications2_harmonized_daily
2016.07.07,53,6,6.108089
2016.07.08,33,6,3.8031499
2016.07.09,50,6,5.7623487
2016.07.10,35,6,3.9104791
2016.07.11,34,6,3.7987511
2016.07.12,46,6,5.1394868
2016.07.13,39,6,4.3573909
2016.07.14,36,6,4.0222073
2016.07.15,39,6,4.3573909
2016.07.16,33,6,3.6870234
2016.07.17,26,5,2.8314395
2016.07.18,37,5,4.029356
2016.07.19,40,5,4.356061
2016.07.20,32,5,3.4848485
2016.07.21,29,5,3.158144
2016.07.22,29,5,3.158144
2016.07.23,31,5,3.375947
2016.07.24,57,7,6.7827053
2016.07.25,29,7,3.45085
2016.07.26,41,7,4.878788
2016.07.27,61,7,7.2586842
2016.07.28,16,7,1.9039173
2016.07.29,39,7,4.6407981
2016.07.30,44,7,5.2357726
2016.07.31,33,6,3.8951616
2016.08.01,36,6,4.2492671
2016.08.02,45,6,5.311584
2016.08.03,38,6,4.4853373
2016.08.04,32,6,3.7771263
2016.08.05,29,6,3.4230206
2016.08.06,35,6,4.1312318
2016.08.07,21,6,2.6158607
2016.08.08,27,6,3.3632493
2016.08.09,43,6,5.356286
2016.08.10,23,6,2.8649902
2016.08.11,45,6,5.6054158
2016.08.12,39,6,4.858027
2016.08.13,37,6,4.6088977
2016.08.14,51,6,6.2991943
2016.08.15,46,6,5.6816263
2016.08.16,35,6,4.3229771
2016.08.17,36,6,4.4464903
2016.08.18,18,6,2.2232451
2016.08.19,29,6,3.5818949
2016.08.20,22,6,2.7172997
2016.08.21,40,6,4.3048129
2016.08.22,40,6,4.3048129
2016.08.23,47,6,5.0581551
2016.08.24,39,6,4.1971927
2016.08.25,51,6,5.4886365
2016.08.26,40,6,4.3048129
2016.08.27,15,6,1.6143048
2016.08.28,41,6,4.878788
2016.08.29,11,6,1.3089432
2016.08.30,43,6,5.1167779
2016.08.31,30,6,3.5698447
2016.09.01,42,6,4.9977827
2016.09.02,39,6,4.6407981
2016.09.03,40,6,4.7597933
2016.09.04,27,7,3.0736363
2016.09.05,46,7,5.2365656
2016.09.06,39,7,4.4396973
2016.09.07,51,7,5.8057575
2016.09.08,43,7,4.8950505
2016.09.09,52,7,5.9195957
2016.09.10,42,7,4.7812119
2016.09.11,35,6,3.659091
2016.09.12,40,6,4.1818185
2016.09.13,64,6,6.6909094
2016.09.14,55,6,5.75
2016.09.15,17,6,1.7772729
2016.09.16,21,6,2.1954546
2016.09.17,48,6,5.0181823
2016.09.18,27,6,3.0051847
2016.09.19,36,6,4.0069132
2016.09.20,35,6,3.8956099
2016.09.21,57,6,6.3442793
2016.09.22,44,6,4.8973379
2016.09.23,45,6,5.0086412
2016.09.24,19,6,2.1147597
2016.09.25,41,7,4.5758567
2016.09.26,40,7,4.4642506
2016.09.27,50,7,5.5803127
2016.09.28,42,7,4.6874628
2016.09.29,42,7,4.6874628
2016.09.30,41,7,4.5758567
2016.10.01,50,7,5.5803127
2016.10.02,33,8,3.9509203
2016.10.03,34,8,4.0706453
2016.10.04,46,8,5.5073438
2016.10.05,59,8,7.063767
2016.10.06,48,8,5.7467933
2016.10.07,61,8,7.3032169
2016.10.08,45,8,5.387619
2016.10.09,43,10,4.6310787
2016.10.10,50,10,5.3849759
2016.10.11,55,10,5.9234734
2016.10.12,100,10,10.769952
2016.10.13,71,10,7.6466651
2016.10.14,65,10,7.0004687
2016.10.15,69,10,7.4312663
2016.10.16,42,8,5.0909095
2016.10.17,43,8,5.2121215
2016.10.18,41,8,4.9696975
2016.10.19,63,8,7.636364
2016.10.20,33,8,4
2016.10.21,47,8,5.69697
2016.10.22,53,8,6.4242425
2016.10.23,55,9,6.1923075
2016.10.24,90,9,10.132867
2016.10.25,60,9,6.7552447
2016.10.26,56,9,6.3048949
2016.10.27,44,9,4.953846
2016.10.28,39,9,4.3909092
2016.10.29,46,9,5.1790209
2016.10.30,49,9,5.6471014
2016.10.31,50,9,5.7623487
2016.11.01,40,9,4.609879
2016.11.02,63,9,7.2605586
2016.11.03,67,9,7.7215471
2016.11.04,54,9,6.2233362
2016.11.05,58,9,6.6843238
2016.11.06,50,10,5.8498659
2016.11.07,62,10,7.2538333
2016.11.08,67,10,7.8388205
2016.11.09,55,10,6.4348521
2016.11.10,51,10,5.9668632
2016.11.11,82,10,9.5937796
2016.11.12,50,10,5.8498659
2016.11.13,36,9,4.0018415
2016.11.14,65,9,7.2255468
2016.11.15,48,9,5.3357882
2016.11.16,64,9,7.1143847
2016.11.17,58,9,6.4474111
2016.11.18,78,9,8.6706562
2016.11.19,46,9,5.1134639
2016.11.20,48,9,5.6504998
2016.11.21,79,9,9.2997808
2016.11.22,62,9,7.298562
2016.11.23,36,9,4.237875
2016.11.24,60,9,7.0631251
2016.11.25,54,9,6.3568125
2016.11.26,34,9,4.0024371
2016.11.27,41,9,4.6160836
2016.11.28,73,9,8.2188807
2016.11.29,61,9,6.8678322
2016.11.30,46,9,5.1790209
2016.12.01,65,9,7.3181815
2016.12.02,61,9,6.8678322
2016.12.03,43,9,4.8412585
2016.12.04,18,6,1.95877
2016.12.05,39,6,4.2440019
2016.12.06,43,6,4.6792836
2016.12.07,65,6,7.0733356
2016.12.08,51,6,5.5498481
2016.12.09,32,6,3.4822576
2016.12.10,21,6,2.2852316
2016.12.11,37,9,4.3555937
2016.12.12,60,9,7.0631251
2016.12.13,63,9,7.4162812
2016.12.14,57,9,6.7099686
2016.12.15,45,9,5.2973437
2016.12.16,57,9,6.7099686
2016.12.17,54,9,6.3568125
2016.12.18,26,7,2.9896951
2016.12.19,47,7,5.404449
2016.12.20,62,7,7.1292729
2016.12.21,66,7,7.5892262
2016.12.22,42,7,4.8295074
2016.12.23,30,7,3.4496481
2016.12.24,24,7,2.7597187
2016.12.25,33,7,3.7317879
2016.12.26,48,7,5.4280553
2016.12.27,39,7,4.410295
2016.12.28,48,7,5.4280553
2016.12.29,44,7,4.9757171
2016.12.30,30,7,3.3925345
2016.12.31,60,7,6.785069
2017.01.01,12,7,5.392345
2017.01.02,14,7,6.2910695
2017.01.03,7,7,3.1455348
2017.01.04,10,7,4.4936209
2017.01.05,10,7,4.4936209
2017.01.06,10,7,4.4936209
2017.01.07,13,7,5.8417072
2017.01.08,12,8,5.7117519
2017.01.09,11,8,5.2357726
2017.01.10,14,8,6.6637106
2017.01.11,10,8,4.7597933
2017.01.12,14,8,6.6637106
2017.01.13,8,8,3.8078346
2017.01.14,13,8,6.1877313
2017.01.15,9,8,3.8601401
2017.01.16,10,8,4.2890444
2017.01.17,17,8,7.2913761
2017.01.18,12,8,5.1468534
2017.01.19,15,8,6.4335666
2017.01.20,15,8,6.4335666
2017.01.21,13,8,5.575758
2017.01.22,12,10,5.3223143
2017.01.23,11,10,4.878788
2017.01.24,16,10,7.0964189
2017.01.25,18,10,7.9834709
2017.01.26,15,10,6.6528926
2017.01.27,20,10,8.8705235
2017.01.28,18,10,7.9834709
2017.01.29,14,16,5.939394
2017.01.30,34,16,14.424243
2017.01.31,24,16,10.181818
2017.02.01,34,16,14.424243
2017.02.02,21,16,8.909091
2017.02.03,25,16,10.606061
2017.02.04,32,16,13.575757
2017.02.05,21,19,9.3588285
2017.02.06,34,19,15.15239
2017.02.07,32,19,14.261072
2017.02.08,27,19,12.032781
2017.02.09,28,19,12.478439
2017.02.10,39,19,17.380682
2017.02.11,27,19,12.032781
2017.02.12,22,24,9.540741
2017.02.13,46,24,19.948822
2017.02.14,37,24,16.04579
2017.02.15,39,24,16.91313
2017.02.16,42,24,18.21414
2017.02.17,50,24,21.6835
2017.02.18,34,24,14.744781
2017.02.19,45,34,19.540695
2017.02.20,63,34,27.356974
2017.02.21,63,34,27.356974
2017.02.22,56,34,24.31731
2017.02.23,43,34,18.67222
2017.02.24,56,34,24.31731
2017.02.25,56,34,24.31731
2017.02.26,47,43,20.584614
2017.02.27,76,43,33.285759
2017.02.28,74,43,32.409817
2017.03.01,65,43,28.468082
2017.03.02,51,43,22.336496
2017.03.03,73,43,31.971848
2017.03.04,93,43,40.731258
2017.03.05,94,50,40.2286
2017.03.06,100,50,42.796387
2017.03.07,99,50,42.36842
2017.03.08,80,50,34.23711
2017.03.09,70,50,29.95747
2017.03.10,63,50,26.961721
2017.03.11,64,50,27.389687
2017.03.12,67,42,29.588167
2017.03.13,70,42,30.91301
2017.03.14,66,42,29.146553
2017.03.15,60,42,26.496866
2017.03.16,66,42,29.146553
2017.03.17,62,42,27.380095
2017.03.18,73,42,32.237854
2017.03.19,82,35,33.578228
2017.03.20,67,35,27.435869
2017.03.21,55,35,22.521982
2017.03.22,68,35,27.84536
2017.03.23,49,35,20.065039
2017.03.24,46,35,18.836567
2017.03.25,50,35,20.474529
2017.03.26,27,20,12.310961
2017.03.27,37,20,16.870577
2017.03.28,34,20,15.502691
2017.03.29,31,20,14.134807
2017.03.30,30,20,13.678845
2017.03.31,34,20,15.502691
2017.04.01,21,20,9.5751915
2017.04.02,31,20,14.069063
2017.04.03,34,20,15.430586
2017.04.04,37,20,16.792109
2017.04.05,36,20,16.338266
2017.04.06,31,20,14.069063
2017.04.07,19,20,8.6229744
2017.04.08,27,20,12.2537
2017.04.09,20,19,9.0879383
2017.04.10,27,19,12.268717
2017.04.11,27,19,12.268717
2017.04.12,29,19,13.17751
2017.04.13,30,19,13.631908
2017.04.14,38,19,17.267082
2017.04.15,33,19,14.995098
2017.04.16,40,17,18.329147
2017.04.17,23,17,10.53926
2017.04.18,28,17,12.830404
2017.04.19,20,17,9.1645737
2017.04.20,26,17,11.913946
2017.04.21,23,17,10.53926
2017.04.22,21,17,9.6228027
2017.04.23,17,14,8.0079422
2017.04.24,28,14,13.18955
2017.04.25,23,14,10.834274
2017.04.26,24,14,11.305329
2017.04.27,19,14,8.9500523
2017.04.28,18,14,8.4789972
2017.04.29,16,14,7.5368862
2017.04.30,17,13,7.5399451
2017.05.01,25,13,11.088155
2017.05.02,22,13,9.757576
2017.05.03,23,13,10.201102
2017.05.04,18,13,7.9834709
2017.05.05,20,13,8.8705235
2017.05.06,18,13,7.9834709
2017.05.07,13,11,5.6720867
2017.05.08,19,11,8.2899733
2017.05.09,21,11,9.1626015
2017.05.10,17,11,7.4173446
2017.05.11,18,11,7.8536587
2017.05.12,21,11,9.1626015
2017.05.13,14,11,6.1084013
2017.05.14,12,10,5.2743654
2017.05.15,15,10,6.5929575
2017.05.16,15,10,6.5929575
2017.05.17,20,10,8.7906094
2017.05.18,12,10,5.2743654
2017.05.19,19,10,8.351079
2017.05.20,18,10,7.9115486
2017.05.21,17,11,7.5399451
2017.05.22,22,11,9.757576
2017.05.23,25,11,11.088155
2017.05.24,17,11,7.5399451
2017.05.25,14,11,6.2093668
2017.05.26,15,11,6.6528926
2017.05.27,11,11,4.878788
2017.05.28,15,9,6.5211525
2017.05.29,17,9,7.3906388
2017.05.30,15,9,6.5211525
2017.05.31,14,9,6.0864091
2017.06.01,14,9,6.0864091
2017.06.02,14,9,6.0864091
2017.06.03,12,9,5.2169218
2017.06.04,8,7,3.5027196
2017.06.05,14,7,6.1297588
2017.06.06,13,7,5.6919198
2017.06.07,11,7,4.8162394
2017.06.08,10,7,4.3783994
2017.06.09,12,7,5.2540793
2017.06.10,10,7,4.3783994
2017.06.11,8,9,3.5127273
2017.06.12,16,9,7.0254545
2017.06.13,6,9,2.6345456
2017.06.14,26,9,11.416364
2017.06.15,20,9,8.7818184
2017.06.16,13,9,5.7081819
2017.06.17,11,9,4.8299999
2017.06.18,13,7,5.9195957
2017.06.19,7,7,3.1874747
2017.06.20,13,7,5.9195957
2017.06.21,12,7,5.4642425
2017.06.22,10,7,4.553535
2017.06.23,11,7,5.0088887
2017.06.24,9,7,4.0981817
2017.06.25,6,7,2.7321212
2017.06.26,14,7,6.3749495
2017.06.27,15,7,6.8303027
2017.06.28,15,7,6.8303027
2017.06.29,6,7,2.7321212
2017.06.30,12,7,5.4642425
2017.07.01,7,7,3.1874747
2017.07.02,29,5,2.8410611
2017.07.03,26,5,2.5471582
2017.07.04,40,5,3.918705
2017.07.05,41,5,4.0166726
2017.07.06,29,5,2.8410611
2017.07.07,47,5,4.6044784
2017.07.08,37,5,3.6248021
2017.07.09,47,8,5.2114325
2017.07.10,42,8,4.6570249
2017.07.11,55,8,6.098485
2017.07.12,58,8,6.4311299
2017.07.13,41,8,4.5461431
2017.07.14,58,8,6.4311299
2017.07.15,51,8,5.6549587
2017.07.16,39,6,3.818182
2017.07.17,42,6,4.1118879
2017.07.18,37,6,3.6223776
2017.07.19,52,6,5.090909
2017.07.20,47,6,4.6013985
2017.07.21,31,6,3.034965
2017.07.22,51,6,4.9930072
2017.07.23,40,6,4.4691191
2017.07.24,39,6,4.3573909
2017.07.25,41,6,4.5808468
2017.07.26,37,6,4.133935
2017.07.27,38,6,4.2456632
2017.07.28,35,6,3.9104791
2017.07.29,32,6,3.5752952
2017.07.30,29,6,3.0426848
2017.07.31,37,6,3.882046
2017.08.01,39,6,4.0918865
2017.08.02,53,6,5.5607686
2017.08.03,40,6,4.1968064
2017.08.04,38,6,3.9869664
2017.08.05,43,6,4.5115671
2017.08.06,59,8,6.523479
2017.08.07,35,8,3.8698604
2017.08.08,57,8,6.3023443
2017.08.09,46,8,5.0861025
2017.08.10,53,8,5.860074
2017.08.11,38,8,4.2015629
2017.08.12,65,8,7.1868834
2017.08.13,50,7,5.6170259
2017.08.14,64,7,7.1897936
2017.08.15,29,7,3.2578752
2017.08.16,59,7,6.6280904
2017.08.17,33,7,3.7072372
2017.08.18,42,7,4.7183018
2017.08.19,27,7,3.0331941
2017.08.20,31,7,3.350307
2017.08.21,47,7,5.0794973
2017.08.22,38,7,4.1068277
2017.08.23,51,7,5.511795
2017.08.24,47,7,5.0794973
2017.08.25,45,7,4.863349
2017.08.26,57,7,6.1602421
2017.08.27,38,8,4.3240571
2017.08.28,34,8,3.8688929
2017.08.29,42,8,4.7792211
2017.08.30,59,8,6.7136674
2017.08.31,46,8,5.2343845
2017.09.01,51,8,5.8033395
2017.09.02,73,8,8.3067408
2017.09.03,60,10,6.5929575
2017.09.04,88,10,9.6696701
2017.09.05,84,10,9.2301397
2017.09.06,57,10,6.2633095
2017.09.07,54,10,5.9336619
2017.09.08,49,10,5.3842487
2017.09.09,52,10,5.7138958
2017.09.10,54,8,5.7272725
2017.09.11,63,8,6.681818
2017.09.12,70,8,7.424242
2017.09.13,45,8,4.7727275
2017.09.14,55,8,5.8333335
2017.09.15,44,8,4.6666665
2017.09.16,37,8,3.9242423
2017.09.17,39,8,4.1029162
2017.09.18,46,8,4.8393373
2017.09.19,55,8,5.7861633
2017.09.20,73,8,7.6798177
2017.09.21,53,8,5.575758
2017.09.22,56,8,5.891367
2017.09.23,49,8,5.1549459
2017.09.24,51,11,5.6902285
2017.09.25,100,11,11.157311
2017.09.26,68,11,7.5869718
2017.09.27,57,11,6.3596673
2017.09.28,63,11,7.0291066
2017.09.29,74,11,8.2564106
2017.09.30,68,11,7.5869718
2017.10.01,58,9,6.0064325
2017.10.02,74,9,7.6633792
2017.10.03,65,9,6.7313466
2017.10.04,75,9,7.7669382
2017.10.05,42,9,4.3494854
2017.10.06,55,9,5.695755
2017.10.07,55,9,5.695755
2017.10.08,56,10,6.4134302
2017.10.09,47,10,5.3827004
2017.10.10,76,10,8.7039413
2017.10.11,58,10,6.6424813
2017.10.12,57,10,6.5279555
2017.10.13,61,10,6.9860578
2017.10.14,71,10,8.1313133
2017.10.15,43,9,4.463572
2017.10.16,73,9,7.577692
2017.10.17,60,9,6.2282395
2017.10.18,68,9,7.0586724
2017.10.19,59,9,6.1244364
2017.10.20,48,9,4.9825921
2017.10.21,72,9,7.4738879
2017.10.22,40,10,4.4759526
2017.10.23,67,10,7.49722
2017.10.24,83,10,9.2876015
2017.10.25,60,10,6.7139287
2017.10.26,63,10,7.0496254
2017.10.27,65,10,7.2734222
2017.10.28,58,10,6.4901309
2017.10.29,33,8,3.5877438
2017.10.30,60,8,6.5231705
2017.10.31,87,8,9.4585972
2017.11.01,59,8,6.4144511
2017.11.02,47,8,5.109817
2017.11.03,27,8,2.9354267
2017.11.04,46,8,5.0010977
2017.11.05,37,8,3.8509898
2017.11.06,47,8,4.891798
2017.11.07,73,8,7.597899
2017.11.08,73,8,7.597899
2017.11.09,52,8,5.4122019
2017.11.10,64,8,6.6611719
2017.11.11,29,8,3.0183434
2017.11.12,44,8,4.4838991
2017.11.13,45,8,4.5858059
2017.11.14,74,8,7.5411034
2017.11.15,75,8,7.6430101
2017.11.16,52,8,5.2991538
2017.11.17,65,8,6.6239424
2017.11.18,28,8,2.8533902
2017.11.19,41,7,4.2430673
2017.11.20,42,7,4.3465567
2017.11.21,58,7,6.002388
2017.11.22,54,7,5.5884299
2017.11.23,43,7,4.4500461
2017.11.24,58,7,6.002388
2017.11.25,34,7,3.5186415
2017.11.26,30,8,3.2167833
2017.11.27,56,8,6.0046625
2017.11.28,55,8,5.8974361
2017.11.29,59,8,6.3263407
2017.11.30,57,8,6.1118884
2017.12.01,51,8,5.4685321
2017.12.02,56,8,6.0046625
2017.12.03,25,8,2.8954232
2017.12.04,51,8,5.9066629
2017.12.05,44,8,5.0959449
2017.12.06,45,8,5.2117615
2017.12.07,70,8,8.1071844
2017.12.08,60,8,6.9490156
2017.12.09,42,8,4.8643107
2017.12.10,40,8,4.5516386
2017.12.11,46,8,5.2343845
2017.12.12,70,8,7.9653678
2017.12.13,39,8,4.4378481
2017.12.14,51,8,5.8033395
2017.12.15,38,8,4.3240571
2017.12.16,59,8,6.7136674
2017.12.17,38,8,4.1198654
2017.12.18,66,8,7.1555562
2017.12.19,49,8,5.312458
2017.12.20,63,8,6.8303032
2017.12.21,53,8,5.7461286
2017.12.22,53,8,5.7461286
2017.12.23,38,8,4.1198654
2017.12.24,32,7,3.3318551
2017.12.25,63,7,6.5595899
2017.12.26,44,7,4.5813007
2017.12.27,58,7,6.0389872
2017.12.28,44,7,4.5813007
2017.12.29,47,7,4.893662
2017.12.30,40,7,4.1648188
2017.12.31,6,8,5.204041
2018.01.01,3,8,2.6020205
2018.01.02,8,8,6.9387212
2018.01.03,5,8,4.3367004
2018.01.04,8,8,6.9387212
2018.01.05,9,8,7.8060613
2018.01.06,6,8,5.204041
2018.01.07,9,9,7.318182
2018.01.08,6,9,4.878788
2018.01.09,9,9,7.318182
2018.01.10,10,9,8.1313133
2018.01.11,8,9,6.5050507
2018.01.12,6,9,4.878788
2018.01.13,6,9,4.878788
2018.01.14,8,10,6.3984103
2018.01.15,9,10,7.1982117
2018.01.16,11,10,8.7978144
2018.01.17,7,10,5.598609
2018.01.18,11,10,8.7978144
2018.01.19,8,10,6.3984103
2018.01.20,7,10,5.598609
2018.01.21,9,10,7.1982117
2018.01.22,6,10,4.7988076
2018.01.23,7,10,5.598609
2018.01.24,11,10,8.7978144
2018.01.25,7,10,5.598609
2018.01.26,11,10,8.7978144
2018.01.27,10,10,7.998013
2018.01.28,9,11,7.000001
2018.01.29,8,11,6.2222228
2018.01.30,13,11,10.111113
2018.01.31,10,11,7.7777786
2018.02.01,10,11,7.7777786
2018.02.02,10,11,7.7777786
2018.02.03,9,11,7.000001
2018.02.04,10,15,7.7033501
2018.02.05,14,15,10.78469
2018.02.06,12,15,9.2440205
2018.02.07,15,15,11.555025
2018.02.08,11,15,8.4736853
2018.02.09,15,15,11.555025
2018.02.10,18,15,13.86603
2018.02.11,9,23,7.0623021
2018.02.12,21,23,16.478704
2018.02.13,27,23,21.186905
2018.02.14,22,23,17.263405
2018.02.15,21,23,16.478704
2018.02.16,21,23,16.478704
2018.02.17,22,23,17.263405
2018.02.18,20,27,15.497327
2018.02.19,21,27,16.272192
2018.02.20,30,27,23.245989
2018.02.21,28,27,21.696257
2018.02.22,27,27,20.921391
2018.02.23,20,27,15.497327
2018.02.24,24,27,18.596792
2018.02.25,34,64,26.808693
2018.02.26,43,64,33.905109
2018.02.27,46,64,36.270584
2018.02.28,53,64,41.790024
2018.03.01,70,64,55.19437
2018.03.02,84,64,66.233238
2018.03.03,66,64,52.040405
2018.03.04,74,72,57.764847
2018.03.05,62,72,48.397579
2018.03.06,74,72,57.764847
2018.03.07,82,72,64.009705
2018.03.08,53,72,41.372124
2018.03.09,47,72,36.688484
2018.03.10,58,72,45.275154
2018.03.11,67,93,53.520645
2018.03.12,92,93,73.491043
2018.03.13,95,93,75.887489
2018.03.14,90,93,71.89341
2018.03.15,100,93,79.881561
2018.03.16,61,93,48.727757
2018.03.17,63,93,50.325386
2018.03.18,54,45,41.892071
2018.03.19,53,45,41.116291
2018.03.20,32,45,24.82493
2018.03.21,32,45,24.82493
2018.03.22,33,45,25.60071
2018.03.23,39,45,30.255384
2018.03.24,40,45,31.031164
2018.03.25,45,61,35.242825
2018.03.26,52,61,40.725044
2018.03.27,52,61,40.725044
2018.03.28,48,61,37.592346
2018.03.29,59,61,46.20726
2018.03.30,61,61,47.773609
2018.03.31,63,61,49.339954
2018.04.01,46,47,37.271873
2018.04.02,46,47,37.271873
2018.04.03,39,47,31.600067
2018.04.04,46,47,37.271873
2018.04.05,43,47,34.841099
2018.04.06,34,47,27.548777
2018.04.07,29,47,23.497486
2018.04.08,23,25,17.868172
2018.04.09,27,25,20.975681
2018.04.10,29,25,22.529434
2018.04.11,23,25,17.868172
2018.04.12,20,25,15.537541
