date,raw_daily,raw_weekly
2015-12-27,9.0,8.0
2015-12-28,14.0,8.0
2015-12-29,16.0,8.0
2015-12-30,11.0,8.0
2015-12-31,14.0,8.0
2016-01-01,5.0,8.0
2016-01-02,11.0,8.0
2016-01-03,8.0,6.0
2016-01-04,6.0,6.0
2016-01-05,7.0,6.0
2016-01-06,13.0,6.0
2016-01-07,10.0,6.0
2016-01-08,12.0,6.0
2016-01-09,11.0,6.0
2016-01-10,6.0,7.0
2016-01-11,10.0,7.0
2016-01-12,15.0,7.0
2016-01-13,11.0,7.0
2016-01-14,12.0,7.0
2016-01-15,8.0,7.0
2016-01-16,11.0,7.0
2016-01-17,7.0,7.0
2016-01-18,13.0,7.0
2016-01-19,15.0,7.0
2016-01-20,15.0,7.0
2016-01-21,10.0,7.0
2016-01-22,7.0,7.0
2016-01-23,9.0,7.0
2016-01-24,11.0,9.0
2016-01-25,16.0,9.0
2016-01-26,11.0,9.0
2016-01-27,14.0,9.0
2016-01-28,15.0,9.0
2016-01-29,10.0,9.0
2016-01-30,16.0,9.0
2016-01-31,10.0,11.0
2016-02-01,11.0,11.0
2016-02-02,16.0,11.0
2016-02-03,14.0,11.0
2016-02-04,19.0,11.0
2016-02-05,15.0,11.0
2016-02-06,23.0,11.0
2016-02-07,15.0,14.0
2016-02-08,26.0,14.0
2016-02-09,28.0,14.0
2016-02-10,27.0,14.0
2016-02-11,20.0,14.0
2016-02-12,18.0,14.0
2016-02-13,15.0,14.0
2016-02-14,20.0,23.0
2016-02-15,31.0,23.0
2016-02-16,31.0,23.0
2016-02-17,43.0,23.0
2016-02-18,40.0,23.0
2016-02-19,42.0,23.0
2016-02-20,32.0,23.0
2016-02-21,45.0,35.0
2016-02-22,52.0,35.0
2016-02-23,59.0,35.0
2016-02-24,61.0,35.0
2016-02-25,57.0,35.0
2016-02-26,42.0,35.0
2016-02-27,53.0,35.0
2016-02-28,85.0,52.0
2016-02-29,77.0,52.0
2016-03-01,87.0,52.0
2016-03-02,68.0,52.0
2016-03-03,73.0,52.0
2016-03-04,89.0,52.0
2016-03-05,94.0,52.0
2016-03-06,100.0,56.0
2016-03-07,93.0,56.0
2016-03-08,85.0,56.0
2016-03-09,95.0,56.0
2016-03-10,88.0,56.0
2016-03-11,68.0,56.0
2016-03-12,73.0,56.0
2016-03-13,54.0,44.0
2016-03-14,44.0,44.0
2016-03-15,69.0,44.0
2016-03-16,87.0,44.0
2016-03-17,84.0,44.0
2016-03-18,78.0,44.0
2016-03-19,64.0,44.0
2016-03-20,60.0,38.0
2016-03-21,65.0,38.0
2016-03-22,76.0,38.0
2016-03-23,67.0,38.0
2016-03-24,62.0,38.0
2016-03-25,41.0,38.0
2016-03-26,54.0,38.0
2016-03-27,39.0,26.0
2016-03-28,40.0,26.0
2016-03-29,37.0,26.0
2016-03-30,43.0,26.0
2016-03-31,45.0,26.0
2016-04-01,35.0,26.0
2016-04-02,43.0,26.0
2016-04-03,29.0,19.0
2016-04-04,31.0,19.0
2016-04-05,31.0,19.0
2016-04-06,30.0,19.0
2016-04-07,28.0,19.0
2016-04-08,26.0,19.0
2016-04-09,25.0,19.0
2016-04-10,25.0,16.0
2016-04-11,26.0,16.0
2016-04-12,28.0,16.0
2016-04-13,25.0,16.0
2016-04-14,24.0,16.0
2016-04-15,18.0,16.0
2016-04-16,28.0,16.0
2016-04-17,18.0,12.0
2016-04-18,21.0,12.0
2016-04-19,17.0,12.0
2016-04-20,19.0,12.0
2016-04-21,16.0,12.0
2016-04-22,17.0,12.0
2016-04-23,16.0,12.0
2016-04-24,16.0,12.0
2016-04-25,20.0,12.0
2016-04-26,19.0,12.0
2016-04-27,20.0,12.0
2016-04-28,16.0,12.0
2016-04-29,17.0,12.0
2016-04-30,17.0,12.0
2016-05-01,13.0,10.0
2016-05-02,15.0,10.0
2016-05-03,15.0,10.0
2016-05-04,15.0,10.0
2016-05-05,17.0,10.0
2016-05-06,16.0,10.0
2016-05-07,14.0,10.0
2016-05-08,16.0,9.0
2016-05-09,10.0,9.0
2016-05-10,12.0,9.0
2016-05-11,13.0,9.0
2016-05-12,11.0,9.0
2016-05-13,12.0,9.0
2016-05-14,16.0,9.0
2016-05-15,13.0,10.0
2016-05-16,14.0,10.0
2016-05-17,14.0,10.0
2016-05-18,14.0,10.0
2016-05-19,18.0,10.0
2016-05-20,16.0,10.0
2016-05-21,20.0,10.0
2016-05-22,16.0,10.0
2016-05-23,19.0,10.0
2016-05-24,23.0,10.0
2016-05-25,16.0,10.0
2016-05-26,9.0,10.0
2016-05-27,12.0,10.0
2016-05-28,11.0,10.0
2016-05-29,13.0,7.0
2016-05-30,10.0,7.0
2016-05-31,12.0,7.0
2016-06-01,9.0,7.0
2016-06-02,10.0,7.0
2016-06-03,12.0,7.0
2016-06-04,11.0,7.0
2016-06-05,6.0,6.0
2016-06-06,11.0,6.0
2016-06-07,7.0,6.0
2016-06-08,12.0,6.0
2016-06-09,9.0,6.0
2016-06-10,10.0,6.0
2016-06-11,8.0,6.0
2016-06-12,6.0,6.0
2016-06-13,7.0,6.0
2016-06-14,12.0,6.0
2016-06-15,8.0,6.0
2016-06-16,8.0,6.0
2016-06-17,11.0,6.0
2016-06-18,10.0,6.0
2016-06-19,9.0,6.0
2016-06-20,9.0,6.0
2016-06-21,7.0,6.0
2016-06-22,11.0,6.0
2016-06-23,6.0,6.0
2016-06-24,9.0,6.0
