date,raw_daily,raw_weekly,suicide2_harmonized_daily
2018.05.11,28,43,16.541912
2018.05.12,45,43,26.585217
2018.05.13,38,43,22.547771
2018.05.14,33,43,19.580959
2018.05.15,29,43,17.20751
2018.05.16,29,43,17.20751
2018.05.17,31,43,18.394234
2018.05.18,34,43,20.174322
2018.05.19,35,43,20.767683
2018.05.20,30,45,18.230768
2018.05.21,31,45,18.838461
2018.05.22,36,45,21.876923
2018.05.23,33,45,20.053844
2018.05.24,37,45,22.484615
2018.05.25,33,45,20.053844
2018.05.26,34,45,20.661537
2018.05.27,39,53,23.495396
2018.05.28,55,53,33.134533
2018.05.29,54,53,32.532085
2018.05.30,39,53,23.495396
2018.05.31,36,53,21.688057
2018.06.01,27,53,16.266043
2018.06.02,28,53,16.868488
2018.06.03,32,49,18.984215
2018.06.04,36,49,21.357243
2018.06.05,37,49,21.950499
2018.06.06,45,49,26.696552
2018.06.07,37,49,21.950499
2018.06.08,34,49,20.170729
2018.06.09,40,49,23.730268
2018.06.10,38,46,22.638031
2018.06.11,33,46,19.659344
2018.06.12,35,46,20.850819
2018.06.13,32,46,19.063606
2018.06.14,34,46,20.255081
2018.06.15,39,46,23.233768
2018.06.16,33,46,19.659344
2018.06.17,30,42,18.016289
2018.06.18,26,42,15.614118
2018.06.19,38,42,22.820633
2018.06.20,35,42,21.019005
2018.06.21,33,42,19.817919
2018.06.22,31,42,18.616831
2018.06.23,28,42,16.815205
2018.06.24,33,44,20.036329
2018.06.25,30,44,18.214846
2018.06.26,35,44,21.250652
2018.06.27,34,44,20.643492
2018.06.28,33,44,20.036329
2018.06.29,34,44,20.643492
2018.06.30,30,44,18.214846
2018.07.01,30,81,21.449162
2018.07.02,64,81,45.758209
2018.07.03,79,81,56.482788
2018.07.04,63,81,45.043236
2018.07.05,55,81,39.323463
2018.07.06,36,81,25.738995
2018.07.07,31,81,22.164133
2018.07.08,30,49,22.015165
2018.07.09,29,49,21.281326
2018.07.10,27,49,19.813648
2018.07.11,28,49,20.547489
2018.07.12,33,49,24.216682
2018.07.13,33,49,24.216682
2018.07.14,31,49,22.749004
2018.07.15,26,41,18.818769
2018.07.16,29,41,20.990168
2018.07.17,26,41,18.818769
2018.07.18,26,41,18.818769
2018.07.19,27,41,19.54257
2018.07.20,25,41,18.094971
2018.07.21,20,41,14.475977
2018.07.22,22,37,15.976645
2018.07.23,25,37,18.155279
2018.07.24,23,37,16.702856
2018.07.25,24,37,17.429068
2018.07.26,21,37,15.250434
2018.07.27,23,37,16.702856
2018.07.28,23,37,16.702856
2018.07.29,21,44,15.698064
2018.07.30,34,44,25.415913
2018.07.31,26,44,19.435698
2018.08.01,27,44,20.183224
2018.08.02,27,44,20.183224
2018.08.03,23,44,17.193117
2018.08.04,28,44,20.93075
2018.08.05,23,40,17.30476
2018.08.06,28,40,21.066664
2018.08.07,24,40,18.057142
2018.08.08,25,40,18.809523
2018.08.09,23,40,17.30476
2018.08.10,24,40,18.057142
2018.08.11,21,40,15.799999
2018.08.12,24,40,18.057142
2018.08.13,22,40,16.55238
2018.08.14,22,40,16.55238
2018.08.15,23,40,17.30476
2018.08.16,26,40,19.561903
2018.08.17,27,40,20.314285
2018.08.18,24,40,18.057142
2018.08.19,25,41,18.722544
2018.08.20,25,41,18.722544
2018.08.21,26,41,19.471445
2018.08.22,26,41,19.471445
2018.08.23,22,41,16.475838
2018.08.24,24,41,17.973642
2018.08.25,25,41,18.722544
2018.08.26,27,51,20.333271
2018.08.27,29,51,21.839439
2018.08.28,36,51,27.111027
2018.08.29,31,51,23.345608
2018.08.30,31,51,23.345608
2018.08.31,31,51,23.345608
2018.09.01,29,51,21.839439
2018.09.02,30,53,22.133921
2018.09.03,30,53,22.133921
2018.09.04,26,53,19.182732
2018.09.05,48,53,35.414272
2018.09.06,35,53,25.822906
2018.09.07,31,53,22.871717
2018.09.08,27,53,19.920528
2018.09.09,24,41,17.973642
2018.09.10,25,41,18.722544
2018.09.11,23,41,17.224739
2018.09.12,23,41,17.224739
2018.09.13,26,41,19.471445
2018.09.14,28,41,20.96925
2018.09.15,24,41,17.973642
2018.09.16,28,44,20.171606
2018.09.17,31,44,22.33285
2018.09.18,28,44,20.171606
2018.09.19,25,44,18.010363
2018.09.20,31,44,22.33285
2018.09.21,25,44,18.010363
2018.09.22,25,44,18.010363
2018.09.23,25,41,18.299435
2018.09.24,26,41,19.031412
2018.09.25,26,41,19.031412
2018.09.26,27,41,19.763388
2018.09.27,24,41,17.567455
2018.09.28,25,41,18.299435
2018.09.29,24,41,17.567455
2018.09.30,22,41,16.103502
2018.10.01,22,41,16.103502
2018.10.02,31,41,22.691299
2018.10.03,32,41,23.423275
2018.10.04,27,41,19.763388
2018.10.05,21,41,15.371524
2018.10.06,22,41,16.103502
2018.10.07,24,87,16.961645
2018.10.08,25,87,17.668379
2018.10.09,43,87,30.389612
2018.10.10,90,87,63.606171
2018.10.11,100,87,70.673515
2018.10.12,64,87,45.231052
2018.10.13,43,87,30.389612
2018.10.14,44,61,33.001709
2018.10.15,38,61,28.501476
2018.10.16,38,61,28.501476
2018.10.17,36,61,27.001398
2018.10.18,32,61,24.001244
2018.10.19,41,61,30.751593
2018.10.20,28,61,21.001089
2018.10.21,33,49,24.216682
2018.10.22,29,49,21.281326
2018.10.23,38,49,27.885878
2018.10.24,25,49,18.345972
2018.10.25,29,49,21.281326
2018.10.26,30,49,22.015165
2018.10.27,27,49,19.813648
2018.10.28,23,37,16.702856
2018.10.29,21,37,15.250434
2018.10.30,27,37,19.6077
2018.10.31,24,37,17.429068
2018.11.01,23,37,16.702856
2018.11.02,20,37,14.524222
2018.11.03,23,37,16.702856
2018.11.04,27,41,19.652359
2018.11.05,19,41,13.829437
2018.11.06,37,41,26.931009
2018.11.07,28,41,20.380222
2018.11.08,26,41,18.924494
2018.11.09,21,41,15.285168
2018.11.10,20,41,14.557303
2018.11.11,26,38,19.153862
2018.11.12,23,38,16.943802
2018.11.13,25,38,18.417175
2018.11.14,24,38,17.680489
2018.11.15,24,38,17.680489
2018.11.16,21,38,15.470428
2018.11.17,20,38,14.733741
2018.11.18,23,34,16.257368
2018.11.19,23,34,16.257368
2018.11.20,22,34,15.550528
2018.11.21,22,34,15.550528
2018.11.22,20,34,14.136843
2018.11.23,21,34,14.843684
2018.11.24,21,34,14.843684
2018.11.25,21,36,15.614117
2018.11.26,22,36,16.357645
2018.11.27,21,36,15.614117
2018.11.28,22,36,16.357645
2018.11.29,24,36,17.844706
2018.11.30,22,36,16.357645
2018.12.01,21,36,15.614117
2018.12.02,21,36,15.512727
2018.12.03,20,36,14.774025
2018.12.04,22,36,16.251429
2018.12.05,23,36,16.990129
2018.12.06,24,36,17.72883
2018.12.07,21,36,15.512727
2018.12.08,23,36,16.990129
2018.12.09,25,36,18.230768
2018.12.10,19,36,13.855384
2018.12.11,24,36,17.501537
2018.12.12,22,36,16.043076
2018.12.13,22,36,16.043076
2018.12.14,25,36,18.230768
2018.12.15,19,36,13.855384
2018.12.16,23,38,16.840487
2018.12.17,22,38,16.108292
2018.12.18,25,38,18.304878
2018.12.19,25,38,18.304878
2018.12.20,24,38,17.572683
2018.12.21,21,38,15.376096
2018.12.22,24,38,17.572683
2018.12.23,21,39,15.497243
2018.12.24,23,39,16.973171
2018.12.25,23,39,16.973171
2018.12.26,24,39,17.711136
2018.12.27,23,39,16.973171
2018.12.28,27,39,19.925028
2018.12.29,26,39,19.187063
2018.12.30,27,36,16.425241
2018.12.31,20,36,12.166845
2019.01.01,23,36,13.991872
2019.01.02,24,36,14.600214
2019.01.03,34,36,20.683636
2019.01.04,32,36,19.466951
2019.01.05,27,36,16.425241
2019.01.06,31,40,19.207842
2019.01.07,31,40,19.207842
2019.01.08,32,40,19.82745
2019.01.09,28,40,17.34902
2019.01.10,30,40,18.588236
2019.01.11,28,40,17.34902
2019.01.12,24,40,14.870588
2019.01.13,24,37,14.615
2019.01.14,28,37,17.050835
2019.01.15,26,37,15.832916
2019.01.16,28,37,17.050835
2019.01.17,24,37,14.615
2019.01.18,33,37,20.095625
2019.01.19,29,37,17.659792
2019.01.20,32,44,19.862856
2019.01.21,38,44,23.587141
2019.01.22,36,44,22.345713
2019.01.23,31,44,19.242142
2019.01.24,31,44,19.242142
2019.01.25,29,44,18.000713
2019.01.26,27,44,16.759285
2019.01.27,29,39,17.605713
2019.01.28,28,39,16.998619
2019.01.29,29,39,17.605713
2019.01.30,32,39,19.426994
2019.01.31,28,39,16.998619
2019.02.01,30,39,18.212807
2019.02.02,27,39,16.391527
2019.02.03,30,39,18.212807
2019.02.04,32,39,19.426994
2019.02.05,27,39,16.391527
2019.02.06,32,39,19.426994
2019.02.07,27,39,16.391527
2019.02.08,30,39,18.212807
2019.02.09,25,39,15.17734
2019.02.10,33,40,19.862856
2019.02.11,32,40,19.260952
2019.02.12,31,40,18.659048
2019.02.13,25,40,15.04762
2019.02.14,34,40,20.464762
2019.02.15,28,40,16.853334
2019.02.16,27,40,16.251429
2019.02.17,30,46,18.715879
2019.02.18,38,46,23.706781
2019.02.19,36,46,22.459057
2019.02.20,30,46,18.715879
2019.02.21,30,46,18.715879
2019.02.22,35,46,21.835194
2019.02.23,34,46,21.211332
2019.02.24,31,47,19.104233
2019.02.25,29,47,17.871702
2019.02.26,37,47,22.801826
2019.02.27,45,47,27.731953
2019.02.28,33,47,20.336765
2019.03.01,35,47,21.569296
2019.03.02,31,47,19.104233
2019.03.03,27,38,16.457664
2019.03.04,34,38,20.724466
2019.03.05,29,38,17.67675
2019.03.06,26,38,15.848121
2019.03.07,28,38,17.067207
2019.03.08,26,38,15.848121
2019.03.09,27,38,16.457664
2019.03.10,30,51,18.739534
2019.03.11,37,51,23.112091
2019.03.12,48,51,29.983253
2019.03.13,51,51,31.857206
2019.03.14,33,51,20.613487
2019.03.15,29,51,18.114883
2019.03.16,30,51,18.739534
2019.03.17,31,40,18.929466
2019.03.18,34,40,20.761351
2019.03.19,29,40,17.70821
2019.03.20,29,40,17.70821
2019.03.21,31,40,18.929466
2019.03.22,27,40,16.486954
2019.03.23,26,40,15.876328
2019.03.24,28,40,17.015383
2019.03.25,24,40,14.584616
2019.03.26,32,40,19.446154
2019.03.27,38,40,23.092306
2019.03.28,31,40,18.838461
2019.03.29,30,40,18.230768
2019.03.30,25,40,15.192307
2019.03.31,32,38,19.909636
2019.04.01,21,38,13.065699
2019.04.02,27,38,16.798754
2019.04.03,32,38,19.909636
2019.04.04,27,38,16.798754
2019.04.05,27,38,16.798754
2019.04.06,27,38,16.798754
2019.04.07,30,39,18.672726
2019.04.08,30,39,18.672726
2019.04.09,25,39,15.560605
2019.04.10,30,39,18.672726
2019.04.11,29,39,18.050303
2019.04.12,28,39,17.427877
2019.04.13,26,39,16.183029
2019.04.14,26,43,16.058544
2019.04.15,29,43,17.911453
2019.04.16,32,43,19.764362
2019.04.17,33,43,20.382
2019.04.18,33,43,20.382
2019.04.19,37,43,22.852545
2019.04.20,30,43,18.529091
2019.04.21,28,38,17.420931
2019.04.22,27,38,16.798754
2019.04.23,30,38,18.665283
2019.04.24,27,38,16.798754
2019.04.25,26,38,16.17658
2019.04.26,27,38,16.798754
2019.04.27,28,38,17.420931
2019.04.28,23,49,13.911405
2019.04.29,26,49,15.725935
2019.04.30,22,49,13.306561
2019.05.01,29,49,17.540466
2019.05.02,28,49,16.935623
2019.05.03,28,49,16.935623
2019.05.04,100,49,60.484364
2019.05.05,83,76,49.339802
2019.05.06,71,76,42.206333
2019.05.07,69,76,41.017426
2019.05.08,54,76,32.100594
2019.05.09,42,76,24.967127
2019.05.10,46,76,27.34495
2019.05.11,39,76,23.183762
2019.05.12,37,51,22.934305
2019.05.13,36,51,22.314461
2019.05.14,37,51,22.934305
2019.05.15,36,51,22.314461
2019.05.16,40,51,24.793844
2019.05.17,43,51,26.653383
2019.05.18,31,51,19.215229
2019.05.19,35,39,21.353464
2019.05.20,28,39,17.082771
2019.05.21,27,39,16.472672
2019.05.22,27,39,16.472672
2019.05.23,30,39,18.302971
2019.05.24,28,39,17.082771
2019.05.25,27,39,16.472672
2019.05.26,69,59,41.90345
2019.05.27,46,59,27.935635
2019.05.28,41,59,24.899151
2019.05.29,43,59,26.113745
2019.05.30,41,59,24.899151
2019.05.31,35,59,21.255373
2019.06.01,32,59,19.433483
2019.06.02,30,40,18.230768
2019.06.03,31,40,18.838461
2019.06.04,30,40,18.230768
2019.06.05,30,40,18.230768
2019.06.06,29,40,17.623077
2019.06.07,30,40,18.230768
2019.06.08,28,40,17.015383
2019.06.09,27,39,16.554626
2019.06.10,33,39,20.233433
2019.06.11,28,39,17.167763
2019.06.12,27,39,16.554626
2019.06.13,31,39,19.007164
2019.06.14,26,39,15.941493
2019.06.15,29,39,17.780895
2019.06.16,30,37,18.558729
2019.06.17,28,37,17.32148
2019.06.18,25,37,15.465608
2019.06.19,28,37,17.32148
2019.06.20,29,37,17.940105
2019.06.21,24,37,14.846984
2019.06.22,25,37,15.465608
2019.06.23,28,41,17.031361
2019.06.24,27,41,16.423098
2019.06.25,29,41,17.639624
2019.06.26,39,41,23.722252
2019.06.27,31,41,18.856148
2019.06.28,27,41,16.423098
2019.06.29,32,41,19.464413
2019.06.30,33,44,19.69236
2019.07.01,33,44,19.69236
2019.07.02,34,44,20.289099
2019.07.03,32,44,19.095621
2019.07.04,33,44,19.69236
2019.07.05,35,44,20.885836
2019.07.06,33,44,19.69236
2019.07.07,21,39,20.87129
2019.07.08,19,39,18.883549
2019.07.09,18,39,17.889677
2019.07.10,17,39,16.895807
2019.07.11,17,39,16.895807
2019.07.12,16,39,15.901936
2019.07.13,16,39,15.901936
2019.07.14,15,38,15.264405
2019.07.15,17,38,17.29966
2019.07.16,19,38,19.334913
2019.07.17,17,38,17.29966
2019.07.18,17,38,17.29966
2019.07.19,17,38,17.29966
2019.07.20,16,38,16.282032
2019.07.21,18,33,18.223688
2019.07.22,14,33,14.17398
2019.07.23,13,33,13.161553
2019.07.24,13,33,13.161553
2019.07.25,16,33,16.198833
2019.07.26,15,33,15.186407
2019.07.27,14,33,14.17398
2019.07.28,15,35,14.812499
2019.07.29,16,35,15.799999
2019.07.30,17,35,16.787498
2019.07.31,17,35,16.787498
2019.08.01,16,35,15.799999
2019.08.02,16,35,15.799999
2019.08.03,15,35,14.812499
2019.08.04,15,33,15.040385
2019.08.05,15,33,15.040385
2019.08.06,16,33,16.043077
2019.08.07,15,33,15.040385
2019.08.08,14,33,14.037692
2019.08.09,15,33,15.040385
2019.08.10,14,33,14.037692
2019.08.11,14,33,13.772829
2019.08.12,16,33,15.740376
2019.08.13,15,33,14.756603
2019.08.14,13,33,12.789056
2019.08.15,18,33,17.707924
2019.08.16,15,33,14.756603
2019.08.17,15,33,14.756603
2019.08.18,18,37,18.142759
2019.08.19,16,37,16.126896
2019.08.20,16,37,16.126896
2019.08.21,18,37,18.142759
2019.08.22,17,37,17.134827
2019.08.23,16,37,16.126896
2019.08.24,15,37,15.118966
2019.08.25,17,40,17.053968
2019.08.26,19,40,19.060318
2019.08.27,18,40,18.057142
2019.08.28,17,40,17.053968
2019.08.29,18,40,18.057142
2019.08.30,17,40,17.053968
2019.08.31,20,40,20.063492
2019.09.01,23,51,23.609425
2019.09.02,29,51,29.768406
2019.09.03,24,51,24.635921
2019.09.04,28,51,28.741907
2019.09.05,21,51,21.556431
2019.09.06,16,51,16.423948
2019.09.07,16,51,16.423948
2019.09.08,17,40,16.787498
2019.09.09,19,40,18.762499
2019.09.10,20,40,19.75
2019.09.11,21,40,20.737499
2019.09.12,18,40,17.775
2019.09.13,18,40,17.775
2019.09.14,15,40,14.812499
2019.09.15,17,39,17.459002
2019.09.16,15,39,15.405
2019.09.17,19,39,19.513
2019.09.18,18,39,18.486
2019.09.19,18,39,18.486
2019.09.20,17,39,17.459002
2019.09.21,16,39,16.431999
2019.09.22,17,37,17.435438
2019.09.23,16,37,16.409822
2019.09.24,17,37,17.435438
2019.09.25,19,37,19.486664
2019.09.26,15,37,15.384209
2019.09.27,16,37,16.409822
2019.09.28,14,37,14.358595
2019.09.29,17,35,16.938738
2019.09.30,15,35,14.945946
2019.10.01,14,35,13.94955
2019.10.02,16,35,15.942342
2019.10.03,17,35,16.938738
2019.10.04,16,35,15.942342
2019.10.05,16,35,15.942342
2019.10.06,17,31,16.488316
2019.10.07,18,31,17.458216
2019.10.08,14,31,13.578612
2019.10.09,16,31,15.518414
2019.10.10,12,31,11.638811
2019.10.11,13,31,12.608711
2019.10.12,11,31,10.66891
2019.10.13,12,43,12.447022
2019.10.14,26,43,26.96855
2019.10.15,21,43,21.78229
2019.10.16,21,43,21.78229
2019.10.17,21,43,21.78229
2019.10.18,16,43,16.596029
2019.10.19,14,43,14.521525
2019.10.20,15,33,15.186407
2019.10.21,14,33,14.17398
2019.10.22,16,33,16.198833
2019.10.23,14,33,14.17398
2019.10.24,15,33,15.186407
2019.10.25,15,33,15.186407
2019.10.26,14,33,14.17398
2019.10.27,18,37,18.300522
2019.10.28,19,37,19.317217
2019.10.29,18,37,18.300522
2019.10.30,16,37,16.26713
2019.10.31,15,37,15.250434
2019.11.01,14,37,14.233738
2019.11.02,15,37,15.250434
2019.11.03,16,34,15.627636
2019.11.04,17,34,16.604362
2019.11.05,16,34,15.627636
2019.11.06,17,34,16.604362
2019.11.07,16,34,15.627636
2019.11.08,14,34,13.674182
2019.11.09,14,34,13.674182
2019.11.10,14,33,13.644113
2019.11.11,15,33,14.618691
2019.11.12,15,33,14.618691
2019.11.13,17,33,16.56785
2019.11.14,16,33,15.59327
2019.11.15,16,33,15.59327
2019.11.16,14,33,13.644113
2019.11.17,13,35,12.8375
2019.11.18,16,35,15.799999
2019.11.19,18,35,17.775
2019.11.20,18,35,17.775
2019.11.21,16,35,15.799999
2019.11.22,15,35,14.812499
2019.11.23,16,35,15.799999
2019.11.24,100,89,96.315063
2019.11.25,56,89,53.936432
2019.11.26,39,89,37.562874
2019.11.27,30,89,28.89452
2019.11.28,24,89,23.115616
2019.11.29,19,89,18.299862
2019.11.30,24,89,23.115616
2019.12.01,23,47,23.396984
2019.12.02,19,47,19.327944
2019.12.03,22,47,22.379725
2019.12.04,23,47,23.396984
2019.12.05,21,47,21.362465
2019.12.06,15,47,15.258903
2019.12.07,23,47,23.396984
2019.12.08,19,40,18.762499
2019.12.09,19,40,18.762499
2019.12.10,19,40,18.762499
2019.12.11,19,40,18.762499
2019.12.12,18,40,17.775
2019.12.13,19,40,18.762499
2019.12.14,15,40,14.812499
2019.12.15,17,41,17.207188
2019.12.16,21,41,21.255936
2019.12.17,19,41,19.231562
2019.12.18,20,41,20.24375
2019.12.19,19,41,19.231562
2019.12.20,16,41,16.195
2019.12.21,16,41,16.195
2019.12.22,15,35,15.361111
2019.12.23,16,35,16.385183
2019.12.24,19,35,19.457407
2019.12.25,15,35,15.361111
2019.12.26,14,35,14.337036
2019.12.27,15,35,15.361111
2019.12.28,14,35,14.337036
2019.12.29,14,31,13.994285
2019.12.30,15,31,14.993876
2019.12.31,13,31,12.994693
2020.01.01,13,31,12.994693
2020.01.02,13,31,12.994693
2020.01.03,14,31,13.994285
2020.01.04,16,31,15.993468
