date,raw_daily,raw_weekly
2015-12-27,33.0,37.0
2015-12-28,26.0,37.0
2015-12-29,26.0,37.0
2015-12-30,28.0,37.0
2015-12-31,31.0,37.0
2016-01-01,24.0,37.0
2016-01-02,32.0,37.0
2016-01-03,31.0,56.0
2016-01-04,32.0,56.0
2016-01-05,28.0,56.0
2016-01-06,34.0,56.0
2016-01-07,41.0,56.0
2016-01-08,67.0,56.0
2016-01-09,56.0,56.0
2016-01-10,43.0,52.0
2016-01-11,40.0,52.0
2016-01-12,36.0,52.0
2016-01-13,39.0,52.0
2016-01-14,38.0,52.0
2016-01-15,47.0,52.0
2016-01-16,35.0,52.0
2016-01-17,32.0,40.0
2016-01-18,31.0,40.0
2016-01-19,28.0,40.0
2016-01-20,37.0,40.0
2016-01-21,29.0,40.0
2016-01-22,30.0,40.0
2016-01-23,29.0,40.0
2016-01-24,26.0,45.0
2016-01-25,34.0,45.0
2016-01-26,34.0,45.0
2016-01-27,40.0,45.0
2016-01-28,38.0,45.0
2016-01-29,36.0,45.0
2016-01-30,30.0,45.0
2016-01-31,42.0,54.0
2016-02-01,35.0,54.0
2016-02-02,36.0,54.0
2016-02-03,46.0,54.0
2016-02-04,48.0,54.0
2016-02-05,41.0,54.0
2016-02-06,39.0,54.0
2016-02-07,38.0,45.0
2016-02-08,39.0,45.0
2016-02-09,31.0,45.0
2016-02-10,32.0,45.0
2016-02-11,31.0,45.0
2016-02-12,31.0,45.0
2016-02-13,36.0,45.0
2016-02-14,47.0,50.0
2016-02-15,39.0,50.0
2016-02-16,33.0,50.0
2016-02-17,36.0,50.0
2016-02-18,36.0,50.0
2016-02-19,43.0,50.0
2016-02-20,36.0,50.0
2016-02-21,37.0,46.0
2016-02-22,39.0,46.0
2016-02-23,36.0,46.0
2016-02-24,39.0,46.0
2016-02-25,33.0,46.0
2016-02-26,25.0,46.0
2016-02-27,30.0,46.0
2016-02-28,34.0,44.0
2016-02-29,29.0,44.0
2016-03-01,37.0,44.0
2016-03-02,28.0,44.0
2016-03-03,34.0,44.0
2016-03-04,36.0,44.0
2016-03-05,36.0,44.0
2016-03-06,36.0,82.0
2016-03-07,37.0,82.0
2016-03-08,64.0,82.0
2016-03-09,100.0,82.0
2016-03-10,88.0,82.0
2016-03-11,55.0,82.0
2016-03-12,67.0,82.0
2016-03-13,57.0,52.0
2016-03-14,43.0,52.0
2016-03-15,35.0,52.0
2016-03-16,40.0,52.0
2016-03-17,31.0,52.0
2016-03-18,37.0,52.0
2016-03-19,31.0,52.0
2016-03-20,32.0,49.0
2016-03-21,27.0,49.0
