date,raw_daily,raw_weekly,symptoms_harmonized_daily
2016.10.18,74,61,46.002014
2016.10.19,77,61,47.866962
2016.10.20,79,61,49.11026
2016.10.21,79,61,49.11026
2016.10.22,80,61,49.731907
2016.10.23,86,68,54.751499
2016.10.24,97,68,61.754597
2016.10.25,100,68,63.664532
2016.10.26,90,68,57.29808
2016.10.27,79,68,50.294983
2016.10.28,81,68,51.568272
2016.10.29,82,68,52.204918
2016.10.30,89,70,55.528923
2016.10.31,86,70,53.657166
2016.11.01,94,70,58.648529
2016.11.02,89,70,55.528923
2016.11.03,94,70,58.648529
2016.11.04,95,70,59.272449
2016.11.05,99,70,61.768131
2016.11.06,95,70,60.874409
2016.11.07,95,70,60.874409
2016.11.08,83,70,53.185009
2016.11.09,85,70,54.466576
2016.11.10,89,70,57.029709
2016.11.11,95,70,60.874409
2016.11.12,87,70,55.748142
2016.11.13,79,59,50.92514
2016.11.14,81,59,52.214386
2016.11.15,79,59,50.92514
2016.11.16,79,59,50.92514
2016.11.17,72,59,46.412788
2016.11.18,73,59,47.057407
2016.11.19,64,59,41.25581
2016.11.20,69,53,42.711197
2016.11.21,70,53,43.330204
2016.11.22,60,53,37.140171
2016.11.23,72,53,44.568207
2016.11.24,76,53,47.04422
2016.11.25,76,53,47.04422
2016.11.26,70,53,43.330204
2016.11.27,76,56,47.67627
2016.11.28,77,56,48.303589
2016.11.29,77,56,48.303589
2016.11.30,80,56,50.185543
2016.12.01,73,56,45.794308
2016.12.02,67,56,42.030392
2016.12.03,64,56,40.148434
2016.12.04,69,56,42.703468
2016.12.05,71,56,43.94125
2016.12.06,71,56,43.94125
2016.12.07,80,56,49.511265
2016.12.08,80,56,49.511265
2016.12.09,77,56,47.654591
2016.12.10,73,56,45.179028
2016.12.11,75,59,46.749886
2016.12.12,80,59,49.866543
2016.12.13,81,59,50.489876
2016.12.14,74,59,46.126549
2016.12.15,76,59,47.373215
2016.12.16,77,59,47.996548
2016.12.17,82,59,51.113205
2016.12.18,85,56,53.218609
2016.12.19,82,56,51.340302
2016.12.20,70,56,43.827087
2016.12.21,72,56,45.079288
2016.12.22,72,56,45.079288
2016.12.23,70,56,43.827087
2016.12.24,64,56,40.07048
2016.12.25,69,57,43.382759
2016.12.26,78,57,49.041382
2016.12.27,72,57,45.26897
2016.12.28,80,57,50.298855
2016.12.29,74,57,46.52644
2016.12.30,76,57,47.783909
2016.12.31,73,57,45.897705
2017.01.01,74,62,52.415123
2017.01.02,70,62,49.581875
2017.01.03,68,62,48.165249
2017.01.04,75,62,53.12344
2017.01.05,77,62,54.540062
2017.01.06,73,62,51.70681
