date,raw_daily,raw_weekly,anxietydrug2_harmonized_daily
2017.01.12,64,63,53.689812
2017.01.13,46,63,38.58955
2017.01.14,54,63,45.300777
2017.01.15,53,72,45.259529
2017.01.16,57,72,48.675346
2017.01.17,85,72,72.586037
2017.01.18,64,72,54.653019
2017.01.19,74,72,63.192554
2017.01.20,52,72,44.405579
2017.01.21,45,72,38.427902
2017.01.22,56,64,46.274426
2017.01.23,39,64,32.226833
2017.01.24,62,64,51.232399
2017.01.25,54,64,44.621765
2017.01.26,70,64,57.843033
2017.01.27,49,64,40.490124
2017.01.28,65,64,53.711388
2017.01.29,65,75,54.76321
2017.01.30,77,75,64.873344
2017.01.31,68,75,57.290745
2017.02.01,58,75,48.865639
2017.02.02,50,75,42.125549
2017.02.03,72,75,60.660786
2017.02.04,64,75,53.9207
2017.02.05,51,67,42.400726
2017.02.06,73,67,60.691238
2017.02.07,79,67,65.679558
2017.02.08,52,67,43.232113
2017.02.09,57,67,47.38905
2017.02.10,52,67,43.232113
2017.02.11,47,67,39.07518
2017.02.12,83,77,68.909302
2017.02.13,69,77,57.286049
2017.02.14,68,77,56.455811
2017.02.15,60,77,49.813953
2017.02.16,56,77,46.493023
2017.02.17,66,77,54.795345
2017.02.18,71,77,58.94651
2017.02.19,59,76,47.942127
2017.02.20,71,76,57.693073
2017.02.21,84,76,68.256592
2017.02.22,55,76,44.691814
2017.02.23,100,76,81.257851
2017.02.24,61,76,49.567287
2017.02.25,47,76,38.191189
2017.02.26,45,76,37.671703
2017.02.27,68,76,56.926132
2017.02.28,64,76,53.577534
2017.03.01,85,76,71.157661
2017.03.02,68,76,56.926132
2017.03.03,69,76,57.763279
2017.03.04,64,76,53.577534
2017.03.05,47,65,39.344692
2017.03.06,47,65,39.344692
2017.03.07,61,65,51.064392
2017.03.08,62,65,51.901512
2017.03.09,72,65,60.27272
2017.03.10,51,65,42.693176
2017.03.11,56,65,46.878784
2017.03.12,47,71,39.486538
2017.03.13,62,71,52.088623
2017.03.14,57,71,47.887932
2017.03.15,51,71,42.847095
2017.03.16,65,71,54.609039
2017.03.17,77,71,64.690712
2017.03.18,72,71,60.490017
2017.03.19,48,71,39.591797
2017.03.20,75,71,61.862179
2017.03.21,60,71,49.489746
2017.03.22,72,71,59.387695
2017.03.23,71,71,58.562866
2017.03.24,54,71,44.540771
2017.03.25,59,71,48.664917
2017.03.26,66,74,54.743736
2017.03.27,61,74,50.596485
2017.03.28,73,74,60.549889
2017.03.29,79,74,65.526596
2017.03.30,63,74,52.255386
2017.03.31,64,74,53.084835
2017.04.01,49,74,40.643074
2017.04.02,48,60,39.378014
2017.04.03,34,60,27.892759
2017.04.04,62,60,50.863266
2017.04.05,63,60,51.683643
2017.04.06,46,60,37.737263
2017.04.07,78,60,63.989273
2017.04.08,42,60,34.455765
2017.04.09,54,66,45.669342
2017.04.10,73,66,61.738186
2017.04.11,51,66,43.132156
2017.04.12,61,66,51.589443
2017.04.13,61,66,51.589443
2017.04.14,48,66,40.594971
2017.04.15,50,66,42.28643
2017.04.16,54,73,45.279728
2017.04.17,56,73,46.956757
2017.04.18,66,73,55.341892
2017.04.19,72,73,60.372971
2017.04.20,60,73,50.310806
2017.04.21,77,73,64.565544
2017.04.22,59,73,49.472298
2017.04.23,67,74,56.694618
2017.04.24,66,74,55.848427
2017.04.25,69,74,58.386993
2017.04.26,64,74,54.156052
2017.04.27,58,74,49.078918
2017.04.28,66,74,55.848427
2017.04.29,56,74,47.386543
2017.04.30,47,55,39.120174
2017.05.01,58,55,48.275963
2017.05.02,58,55,48.275963
2017.05.03,47,55,39.120174
2017.05.04,42,55,34.958454
2017.05.05,44,55,36.623142
2017.05.06,41,55,34.12611
2017.05.07,70,70,58.251747
2017.05.08,54,70,44.937057
2017.05.09,44,70,36.615383
2017.05.10,68,70,56.58741
2017.05.11,74,70,61.580418
2017.05.12,40,70,33.286709
2017.05.13,79,70,65.741257
2017.05.14,72,78,60.171421
2017.05.15,66,78,55.157143
2017.05.16,54,78,45.128567
2017.05.17,64,78,53.48571
2017.05.18,91,78,76.049995
2017.05.19,75,78,62.678566
2017.05.20,54,78,45.128567
2017.05.21,57,70,48.334911
2017.05.22,54,70,45.79097
2017.05.23,68,70,57.662701
2017.05.24,69,70,58.510685
2017.05.25,83,70,70.382416
2017.05.26,37,70,31.375294
2017.05.27,53,70,44.942989
2017.05.28,63,70,53.296204
2017.05.29,84,70,71.061607
2017.05.30,53,70,44.836491
2017.05.31,52,70,43.990517
2017.06.01,49,70,41.452606
2017.06.02,61,70,51.604259
2017.06.03,60,70,50.758293
2017.06.04,82,75,69.699989
2017.06.05,75,75,63.749996
2017.06.06,62,75,52.699993
2017.06.07,51,75,43.349995
2017.06.08,77,75,65.449989
2017.06.09,46,75,39.099995
2017.06.10,57,75,48.449997
2017.06.11,79,83,66.088333
2017.06.12,80,83,66.924896
2017.06.13,63,83,52.703354
2017.06.14,98,83,81.983002
2017.06.15,59,83,49.357113
2017.06.16,59,83,49.357113
2017.06.17,68,83,56.886166
2017.06.18,43,73,36.219227
2017.06.19,81,73,68.226921
2017.06.20,74,73,62.330769
2017.06.21,66,73,55.592304
2017.06.22,63,73,53.065384
2017.06.23,73,73,61.488457
2017.06.24,42,73,35.376919
2017.06.25,46,67,38.150967
2017.06.26,41,67,34.004124
2017.06.27,75,67,62.202663
2017.06.28,45,67,37.321602
2017.06.29,82,67,68.008247
2017.06.30,55,67,45.615288
2017.07.01,68,67,56.397083
2017.07.02,70,71,51.728569
2017.07.03,63,71,46.55571
2017.07.04,84,71,62.07428
2017.07.05,61,71,45.077747
2017.07.06,68,71,50.250607
2017.07.07,63,71,46.55571
2017.07.08,81,71,59.857342
2017.07.09,41,60,30.674816
2017.07.10,64,60,47.882641
2017.07.11,50,60,37.40831
2017.07.12,60,60,44.889977
2017.07.13,70,60,52.371635
2017.07.14,62,60,46.386307
2017.07.15,62,60,46.386307
2017.07.16,75,66,54.642853
2017.07.17,59,66,42.98571
2017.07.18,68,66,49.542854
2017.07.19,70,66,50.999996
2017.07.20,64,66,46.628567
2017.07.21,47,66,34.242855
2017.07.22,79,66,57.557137
2017.07.23,45,58,33.444721
2017.07.24,62,58,46.079391
2017.07.25,57,58,42.363312
2017.07.26,74,58,54.997982
2017.07.27,48,58,35.674366
2017.07.28,54,58,40.133663
2017.07.29,58,58,43.106529
2017.07.30,53,64,39.050114
2017.07.31,79,64,58.206772
2017.08.01,58,64,42.734085
2017.08.02,94,64,69.25869
2017.08.03,77,64,56.733181
2017.08.04,43,64,31.682165
2017.08.05,39,64,28.734987
2017.08.06,58,61,43.479034
2017.08.07,58,61,43.479034
2017.08.08,61,61,45.727947
2017.08.09,58,61,43.479034
2017.08.10,53,61,39.730839
2017.08.11,74,61,55.473248
2017.08.12,53,61,39.730839
2017.08.13,27,57,20.125381
2017.08.14,41,57,30.560764
2017.08.15,60,57,44.723072
2017.08.16,76,57,56.649227
2017.08.17,64,57,47.704609
2017.08.18,70,57,52.176914
2017.08.19,52,57,38.759995
2017.08.20,55,74,40.541012
2017.08.21,89,74,65.60273
2017.08.22,81,74,59.705856
2017.08.23,68,74,50.123432
2017.08.24,85,74,62.654293
2017.08.25,64,74,47.174995
2017.08.26,70,74,51.597652
2017.08.27,67,72,50.208981
2017.08.28,58,72,43.464489
2017.08.29,72,72,53.955914
2017.08.30,100,72,74.938774
2017.08.31,51,72,38.218773
2017.09.01,76,72,56.953468
2017.09.02,66,72,49.459591
2017.09.03,88,79,65.415489
2017.09.04,82,79,60.955341
2017.09.05,71,79,52.778408
2017.09.06,89,79,66.158844
2017.09.07,58,79,43.114754
2017.09.08,74,79,55.008476
2017.09.09,80,79,59.468628
2017.09.10,53,65,38.699341
2017.09.11,59,65,43.080399
2017.09.12,57,65,41.620045
2017.09.13,67,65,48.921806
2017.09.14,71,65,51.84251
2017.09.15,87,65,63.525333
2017.09.16,60,65,43.810574
2017.09.17,48,58,34.29565
2017.09.18,58,58,41.440575
2017.09.19,73,58,52.157967
2017.09.20,59,58,42.155071
2017.09.21,57,58,40.726086
2017.09.22,69,58,49.299999
2017.09.23,50,58,35.724636
2017.09.24,53,66,38.365158
2017.09.25,60,66,43.432251
2017.09.26,75,66,54.290318
2017.09.27,57,66,41.260639
2017.09.28,74,66,53.566444
2017.09.29,90,66,65.148376
2017.09.30,56,66,40.53677
2017.10.01,68,67,50.402599
2017.10.02,66,67,48.920174
2017.10.03,92,67,68.191757
2017.10.04,43,67,31.872234
2017.10.05,51,67,37.801952
2017.10.06,73,67,54.108677
2017.10.07,68,67,50.402599
2017.10.08,47,70,35.176098
2017.10.09,37,70,27.69182
2017.10.10,89,70,66.610054
2017.10.11,87,70,65.113197
2017.10.12,75,70,56.132069
2017.10.13,79,70,59.125778
2017.10.14,63,70,47.15094
2017.10.15,55,62,41.113476
2017.10.16,74,62,55.316311
2017.10.17,60,62,44.851063
2017.10.18,67,62,50.083691
2017.10.19,67,62,50.083691
2017.10.20,65,62,48.58865
2017.10.21,35,62,26.16312
2017.10.22,51,61,38.416706
2017.10.23,61,61,45.949394
2017.10.24,75,61,56.495152
2017.10.25,75,61,56.495152
2017.10.26,64,61,48.209198
2017.10.27,46,61,34.650364
2017.10.28,41,61,30.884018
2017.10.29,66,71,49.275459
2017.10.30,66,71,49.275459
2017.10.31,69,71,51.515251
2017.11.01,75,71,55.994839
2017.11.02,46,71,34.343502
2017.11.03,82,71,61.221024
2017.11.04,81,71,60.474426
2017.11.05,70,74,52.625496
2017.11.06,77,74,57.888046
2017.11.07,72,74,54.129082
2017.11.08,74,74,55.632664
2017.11.09,60,74,45.107567
2017.11.10,64,74,48.114738
2017.11.11,85,74,63.902382
2017.11.12,59,63,44.291348
2017.11.13,62,63,46.543453
2017.11.14,76,63,57.053265
2017.11.15,63,63,47.294155
2017.11.16,76,63,57.053265
2017.11.17,50,63,37.535046
2017.11.18,42,63,31.529436
2017.11.19,35,56,26.798927
2017.11.20,47,56,35.987129
2017.11.21,51,56,39.049866
2017.11.22,73,56,55.894901
2017.11.23,64,56,49.00375
2017.11.24,59,56,45.175331
2017.11.25,44,56,33.690079
2017.11.26,45,62,34.122299
2017.11.27,64,62,48.529488
2017.11.28,60,62,45.496395
2017.11.29,70,62,53.079128
2017.11.30,52,62,39.43021
2017.12.01,75,62,56.870495
2017.12.02,51,62,38.671936
2017.12.03,40,58,29.95443
2017.12.04,46,58,34.447594
2017.12.05,47,58,35.196453
2017.12.06,63,58,47.178226
2017.12.07,58,58,43.433922
2017.12.08,61,58,45.680504
2017.12.09,80,58,59.908859
2017.12.10,56,59,42.551514
2017.12.11,58,59,44.071209
2017.12.12,66,59,50.149998
2017.12.13,54,59,41.031815
2017.12.14,62,59,47.1106
2017.12.15,54,59,41.031815
2017.12.16,46,59,34.953026
2017.12.17,35,62,25.797199
2017.12.18,60,62,44.22377
2017.12.19,57,62,42.012581
2017.12.20,84,62,61.91328
2017.12.21,61,62,44.960835
2017.12.22,83,62,61.176216
2017.12.23,49,62,36.116081
2017.12.24,63,49,45.502022
2017.12.25,46,49,33.223698
2017.12.26,55,49,39.723984
2017.12.27,32,49,23.112137
2017.12.28,46,49,33.223698
2017.12.29,42,49,30.334679
2017.12.30,62,49,44.779766
2017.12.31,35,52,23.43939
2018.01.01,41,52,27.457573
2018.01.02,56,52,37.503025
2018.01.03,63,52,42.190903
2018.01.04,69,52,46.209084
2018.01.05,63,52,42.190903
2018.01.06,69,52,46.209084
2018.01.07,37,55,24.593599
2018.01.08,52,55,34.563976
2018.01.09,81,55,53.840042
2018.01.10,64,55,42.540279
2018.01.11,54,55,35.893364
2018.01.12,70,55,46.528435
2018.01.13,64,55,42.540279
2018.01.14,71,64,47.586037
2018.01.15,66,64,44.234905
2018.01.16,71,64,47.586037
2018.01.17,70,64,46.915806
2018.01.18,73,64,48.926487
2018.01.19,79,64,52.947842
2018.01.20,57,64,38.202873
2018.01.21,56,55,37.222748
2018.01.22,75,55,49.851891
2018.01.23,56,55,37.222748
2018.01.24,59,55,39.216824
2018.01.25,63,55,41.875587
2018.01.26,67,55,44.534355
2018.01.27,46,55,30.575827
2018.01.28,54,59,36.107998
2018.01.29,62,59,41.457329
2018.01.30,65,59,43.463329
2018.01.31,93,59,62.185993
2018.02.01,65,59,43.463329
2018.02.02,48,59,32.095997
2018.02.03,63,59,42.125996
2018.02.04,34,49,21.842157
2018.02.05,59,49,37.902565
2018.02.06,53,49,34.048069
2018.02.07,62,49,39.829815
2018.02.08,63,49,40.472229
2018.02.09,49,49,31.478403
2018.02.10,69,49,44.326729
2018.02.11,42,54,27.871803
2018.02.12,42,54,27.871803
2018.02.13,93,54,61.716141
2018.02.14,67,54,44.462162
2018.02.15,57,54,37.826019
2018.02.16,60,54,39.816864
2018.02.17,54,54,35.835178
2018.02.18,78,62,51.275673
2018.02.19,71,62,46.674007
2018.02.20,88,62,57.849472
2018.02.21,53,62,34.84116
2018.02.22,48,62,31.554258
2018.02.23,58,62,38.128063
2018.02.24,85,62,55.877331
2018.02.25,91,66,59.708767
2018.02.26,83,66,54.459648
2018.02.27,82,66,53.803505
2018.02.28,62,66,40.680698
2018.03.01,64,66,41.992981
2018.03.02,49,66,32.150875
2018.03.03,82,66,53.803505
2018.03.04,83,63,55.327591
2018.03.05,91,63,60.66037
2018.03.06,79,63,52.661198
2018.03.07,75,63,49.994808
2018.03.08,52,63,34.663071
2018.03.09,56,63,37.329456
2018.03.10,46,63,30.663485
2018.03.11,39,61,26.148489
2018.03.12,84,61,56.319824
2018.03.13,56,61,37.546551
2018.03.14,56,61,37.546551
2018.03.15,79,61,52.967453
2018.03.16,59,61,39.557972
2018.03.17,91,61,61.013145
2018.03.18,58,56,38.793438
2018.03.19,69,56,46.150814
2018.03.20,39,56,26.085241
2018.03.21,63,56,42.137699
2018.03.22,77,56,51.501633
2018.03.23,57,56,38.124588
2018.03.24,64,56,42.806553
2018.03.25,70,63,46.182751
2018.03.26,55,63,36.286446
2018.03.27,75,63,49.481514
2018.03.28,65,63,42.88398
2018.03.29,82,63,54.099792
2018.03.30,72,63,47.502254
2018.03.31,68,63,44.863243
2018.04.01,58,60,38.085835
2018.04.02,54,60,35.459225
2018.04.03,73,60,47.935619
2018.04.04,67,60,43.995705
2018.04.05,96,60,63.03862
2018.04.06,55,60,36.115879
2018.04.07,63,60,41.369095
2018.04.08,51,61,34.416702
2018.04.09,70,61,47.238613
2018.04.10,75,61,50.612797
2018.04.11,66,61,44.539261
2018.04.12,54,61,36.441216
2018.04.13,85,61,57.361172
2018.04.14,60,61,40.490238
2018.04.15,45,53,30.182381
2018.04.16,78,53,52.316124
2018.04.17,57,53,38.231014
2018.04.18,49,53,32.865257
2018.04.19,53,53,35.548134
2018.04.20,64,53,42.926052
2018.04.21,57,53,38.231014
2018.04.22,45,62,29.582117
2018.04.23,100,62,65.738045
2018.04.24,57,62,37.47068
2018.04.25,77,62,50.61829
2018.04.26,74,62,48.646145
2018.04.27,72,62,47.331387
2018.04.28,56,62,36.813301
2018.04.29,54,53,36.673866
2018.04.30,73,53,49.577633
2018.05.01,45,53,30.561554
2018.05.02,61,53,41.427887
2018.05.03,50,53,33.957283
2018.05.04,46,53,31.240702
2018.05.05,69,53,46.86105
2018.05.06,47,64,31.630512
2018.05.07,63,64,42.39835
2018.05.08,53,64,35.668453
2018.05.09,83,64,55.858143
2018.05.10,87,64,58.550098
2018.05.11,64,64,43.071339
2018.05.12,88,64,59.223087
2018.05.13,57,53,37.578289
2018.05.14,67,53,44.170971
2018.05.15,64,53,42.193165
