date,raw_daily,raw_weekly
2015-12-27,43.0,34.0
2015-12-28,55.0,34.0
2015-12-29,15.0,34.0
2015-12-30,15.0,34.0
2015-12-31,15.0,34.0
2016-01-01,30.0,34.0
2016-01-02,29.0,34.0
2016-01-03,41.0,35.0
2016-01-04,13.0,35.0
2016-01-05,38.0,35.0
2016-01-06,38.0,35.0
2016-01-07,63.0,35.0
2016-01-08,26.0,35.0
2016-01-09,0.0,35.0
2016-01-10,41.0,38.0
2016-01-11,0.0,38.0
2016-01-12,39.0,38.0
2016-01-13,27.0,38.0
2016-01-14,27.0,38.0
2016-01-15,66.0,38.0
2016-01-16,41.0,38.0
2016-01-17,0.0,33.0
2016-01-18,64.0,33.0
2016-01-19,52.0,33.0
2016-01-20,27.0,33.0
2016-01-21,26.0,33.0
2016-01-22,40.0,33.0
2016-01-23,13.0,33.0
2016-01-24,66.0,54.0
2016-01-25,53.0,54.0
2016-01-26,53.0,54.0
2016-01-27,27.0,54.0
2016-01-28,26.0,54.0
2016-01-29,78.0,54.0
2016-01-30,13.0,54.0
2016-01-31,40.0,60.0
2016-02-01,52.0,60.0
2016-02-02,52.0,60.0
2016-02-03,40.0,60.0
2016-02-04,79.0,60.0
2016-02-05,53.0,60.0
2016-02-06,53.0,60.0
2016-02-07,79.0,61.0
2016-02-08,52.0,61.0
2016-02-09,51.0,61.0
2016-02-10,39.0,61.0
2016-02-11,39.0,61.0
2016-02-12,64.0,61.0
2016-02-13,51.0,61.0
2016-02-14,38.0,38.0
2016-02-15,39.0,38.0
2016-02-16,52.0,38.0
2016-02-17,53.0,38.0
2016-02-18,13.0,38.0
2016-02-19,26.0,38.0
2016-02-20,26.0,38.0
2016-02-21,39.0,43.0
2016-02-22,26.0,43.0
2016-02-23,39.0,43.0
2016-02-24,26.0,43.0
2016-02-25,66.0,43.0
2016-02-26,39.0,43.0
2016-02-27,40.0,43.0
2016-02-28,26.0,34.0
2016-02-29,25.0,34.0
2016-03-01,0.0,34.0
2016-03-02,26.0,34.0
2016-03-03,13.0,34.0
2016-03-04,38.0,34.0
2016-03-05,91.0,34.0
2016-03-06,25.0,42.0
2016-03-07,62.0,42.0
2016-03-08,50.0,42.0
2016-03-09,12.0,42.0
2016-03-10,50.0,42.0
2016-03-11,77.0,42.0
2016-03-12,0.0,42.0
2016-03-13,13.0,26.0
2016-03-14,13.0,26.0
2016-03-15,26.0,26.0
2016-03-16,52.0,26.0
2016-03-17,26.0,26.0
2016-03-18,39.0,26.0
2016-03-19,13.0,26.0
2016-03-20,40.0,30.0
2016-03-21,13.0,30.0
2016-03-22,26.0,30.0
2016-03-23,51.0,30.0
2016-03-24,26.0,30.0
2016-03-25,26.0,30.0
2016-03-26,0.0,30.0
2016-03-27,13.0,40.0
2016-03-28,24.0,40.0
2016-03-29,49.0,40.0
2016-03-30,61.0,40.0
2016-03-31,25.0,40.0
2016-04-01,25.0,40.0
2016-04-02,13.0,40.0
2016-04-03,38.0,47.0
2016-04-04,12.0,47.0
2016-04-05,64.0,47.0
2016-04-06,38.0,47.0
2016-04-07,62.0,47.0
2016-04-08,13.0,47.0
2016-04-09,66.0,47.0
2016-04-10,64.0,40.0
2016-04-11,52.0,40.0
2016-04-12,0.0,40.0
2016-04-13,26.0,40.0
2016-04-14,13.0,40.0
2016-04-15,39.0,40.0
2016-04-16,65.0,40.0
2016-04-17,37.0,51.0
2016-04-18,88.0,51.0
2016-04-19,52.0,51.0
2016-04-20,13.0,51.0
2016-04-21,25.0,51.0
2016-04-22,38.0,51.0
2016-04-23,26.0,51.0
2016-04-24,13.0,34.0
2016-04-25,51.0,34.0
2016-04-26,51.0,34.0
2016-04-27,25.0,34.0
2016-04-28,0.0,34.0
2016-04-29,52.0,34.0
2016-04-30,13.0,34.0
2016-05-01,38.0,53.0
2016-05-02,50.0,53.0
2016-05-03,50.0,53.0
2016-05-04,50.0,53.0
2016-05-05,25.0,53.0
2016-05-06,24.0,53.0
2016-05-07,89.0,53.0
2016-05-08,51.0,49.0
2016-05-09,37.0,49.0
2016-05-10,49.0,49.0
2016-05-11,38.0,49.0
2016-05-12,51.0,49.0
2016-05-13,63.0,49.0
2016-05-14,26.0,49.0
2016-05-15,39.0,43.0
2016-05-16,62.0,43.0
2016-05-17,37.0,43.0
2016-05-18,38.0,43.0
2016-05-19,63.0,43.0
2016-05-20,13.0,43.0
2016-05-21,26.0,43.0
2016-05-22,51.0,26.0
2016-05-23,25.0,26.0
2016-05-24,0.0,26.0
2016-05-25,25.0,26.0
2016-05-26,0.0,26.0
2016-05-27,52.0,26.0
2016-05-28,13.0,26.0
2016-05-29,13.0,44.0
2016-05-30,77.0,44.0
2016-05-31,13.0,44.0
2016-06-01,64.0,44.0
2016-06-02,13.0,44.0
2016-06-03,77.0,44.0
2016-06-04,40.0,44.0
2016-06-05,63.0,53.0
2016-06-06,100.0,53.0
2016-06-07,37.0,53.0
2016-06-08,51.0,53.0
2016-06-09,12.0,53.0
2016-06-10,26.0,53.0
2016-06-11,40.0,53.0
2016-06-12,38.0,35.0
2016-06-13,36.0,35.0
2016-06-14,75.0,35.0
2016-06-15,25.0,35.0
2016-06-16,13.0,35.0
2016-06-17,13.0,35.0
2016-06-18,13.0,35.0
2016-06-19,76.0,47.0
2016-06-20,37.0,47.0
2016-06-21,12.0,47.0
2016-06-22,74.0,47.0
2016-06-23,50.0,47.0
2016-06-24,12.0,47.0
2016-06-25,38.0,47.0
2016-06-26,39.0,51.0
2016-06-27,26.0,51.0
2016-06-28,62.0,51.0
2016-06-29,37.0,51.0
2016-06-30,76.0,51.0
2016-07-01,51.0,51.0
2016-07-02,13.0,51.0
2016-07-03,67.0,61.0
2016-07-04,22.0,61.0
2016-07-05,66.0,61.0
2016-07-06,46.0,61.0
2016-07-07,34.0,61.0
2016-07-08,80.0,61.0
2016-07-09,11.0,61.0
2016-07-10,11.0,37.0
2016-07-11,45.0,37.0
2016-07-12,11.0,37.0
2016-07-13,45.0,37.0
2016-07-14,22.0,37.0
2016-07-15,34.0,37.0
2016-07-16,23.0,37.0
2016-07-17,58.0,67.0
2016-07-18,34.0,67.0
2016-07-19,69.0,67.0
2016-07-20,46.0,67.0
2016-07-21,100.0,67.0
2016-07-22,22.0,67.0
2016-07-23,58.0,67.0
2016-07-24,12.0,40.0
2016-07-25,33.0,40.0
2016-07-26,44.0,40.0
2016-07-27,34.0,40.0
2016-07-28,55.0,40.0
2016-07-29,45.0,40.0
2016-07-30,0.0,40.0
2016-07-31,12.0,31.0
2016-08-01,11.0,31.0
2016-08-02,33.0,31.0
2016-08-03,33.0,31.0
2016-08-04,56.0,31.0
2016-08-05,24.0,31.0
2016-08-06,13.0,31.0
2016-08-07,0.0,33.0
2016-08-08,36.0,33.0
2016-08-09,24.0,33.0
2016-08-10,25.0,33.0
2016-08-11,39.0,33.0
2016-08-12,38.0,33.0
2016-08-13,26.0,33.0
2016-08-14,26.0,41.0
2016-08-15,13.0,41.0
2016-08-16,25.0,41.0
2016-08-17,38.0,41.0
2016-08-18,12.0,41.0
2016-08-19,65.0,41.0
2016-08-20,41.0,41.0
2016-08-21,40.0,63.0
2016-08-22,58.0,63.0
2016-08-23,49.0,63.0
2016-08-24,57.0,63.0
2016-08-25,91.0,63.0
2016-08-26,35.0,63.0
2016-08-27,12.0,63.0
2016-08-28,24.0,48.0
2016-08-29,22.0,48.0
2016-08-30,34.0,48.0
2016-08-31,81.0,48.0
2016-09-01,12.0,48.0
2016-09-02,59.0,48.0
2016-09-03,35.0,48.0
2016-09-04,67.0,55.0
2016-09-05,45.0,55.0
2016-09-06,11.0,55.0
2016-09-07,79.0,55.0
2016-09-08,45.0,55.0
2016-09-09,46.0,55.0
2016-09-10,36.0,55.0
2016-09-11,35.0,45.0
2016-09-12,34.0,45.0
2016-09-13,22.0,45.0
2016-09-14,47.0,45.0
2016-09-15,46.0,45.0
2016-09-16,58.0,45.0
2016-09-17,0.0,45.0
2016-09-18,34.0,50.0
2016-09-19,32.0,50.0
2016-09-20,33.0,50.0
2016-09-21,23.0,50.0
2016-09-22,34.0,50.0
2016-09-23,47.0,50.0
2016-09-24,59.0,50.0
2016-09-25,36.0,54.0
2016-09-26,58.0,54.0
2016-09-27,23.0,54.0
2016-09-28,35.0,54.0
2016-09-29,46.0,54.0
2016-09-30,47.0,54.0
2016-10-01,35.0,54.0
2016-10-02,47.0,37.0
2016-10-03,45.0,37.0
2016-10-04,11.0,37.0
2016-10-05,0.0,37.0
2016-10-06,58.0,37.0
2016-10-07,0.0,37.0
2016-10-08,23.0,37.0
2016-10-09,23.0,38.0
2016-10-10,23.0,38.0
2016-10-11,23.0,38.0
2016-10-12,59.0,38.0
2016-10-13,59.0,38.0
2016-10-14,0.0,38.0
2016-10-15,37.0,38.0
2016-10-16,48.0,58.0
2016-10-17,58.0,58.0
2016-10-18,70.0,58.0
2016-10-19,35.0,58.0
2016-10-20,58.0,58.0
2016-10-21,35.0,58.0
2016-10-22,62.0,58.0
2016-10-23,61.0,64.0
2016-10-24,49.0,64.0
2016-10-25,47.0,64.0
2016-10-26,59.0,64.0
2016-10-27,36.0,64.0
2016-10-28,48.0,64.0
2016-10-29,25.0,64.0
2016-10-30,13.0,37.0
2016-10-31,24.0,37.0
2016-11-01,12.0,37.0
2016-11-02,49.0,37.0
2016-11-03,36.0,37.0
2016-11-04,48.0,37.0
2016-11-05,24.0,37.0
2016-11-06,24.0,38.0
2016-11-07,48.0,38.0
2016-11-08,35.0,38.0
2016-11-09,47.0,38.0
2016-11-10,12.0,38.0
2016-11-11,24.0,38.0
2016-11-12,12.0,38.0
2016-11-13,47.0,69.0
2016-11-14,11.0,69.0
2016-11-15,81.0,69.0
2016-11-16,83.0,69.0
2016-11-17,83.0,69.0
2016-11-18,24.0,69.0
2016-11-19,48.0,69.0
2016-11-20,23.0,37.0
2016-11-21,11.0,37.0
2016-11-22,35.0,37.0
2016-11-23,70.0,37.0
2016-11-24,35.0,37.0
2016-11-25,12.0,37.0
2016-11-26,24.0,37.0
2016-11-27,12.0,33.0
2016-11-28,23.0,33.0
2016-11-29,34.0,33.0
2016-11-30,23.0,33.0
2016-12-01,23.0,33.0
2016-12-02,46.0,33.0
2016-12-03,35.0,33.0
2016-12-04,44.0,48.0
2016-12-05,50.0,48.0
2016-12-06,66.0,48.0
2016-12-07,0.0,48.0
2016-12-08,11.0,48.0
2016-12-09,45.0,48.0
2016-12-10,46.0,48.0
2016-12-11,56.0,48.0
2016-12-12,33.0,48.0
2016-12-13,0.0,48.0
2016-12-14,44.0,48.0
2016-12-15,46.0,48.0
2016-12-16,35.0,48.0
2016-12-17,71.0,48.0
2016-12-18,23.0,48.0
2016-12-19,23.0,48.0
2016-12-20,11.0,48.0
2016-12-21,92.0,48.0
2016-12-22,33.0,48.0
2016-12-23,55.0,48.0
2016-12-24,23.0,48.0
2016-12-25,11.0,31.0
2016-12-26,22.0,31.0
2016-12-27,33.0,31.0
2016-12-28,23.0,31.0
2016-12-29,59.0,31.0
2016-12-30,12.0,31.0
