date,prefecture,raw_daily,raw_weekly,depression2_harmonized_daily
2017.10.11,Akita,32,42,26.380709
2017.10.12,Akita,32,42,26.380709
2017.10.13,Akita,17,42,14.014751
2017.10.14,Akita,33,42,27.205107
2017.10.15,Akita,31,52,23.331352
2017.10.16,Akita,17,52,12.794612
2017.10.17,Akita,67,52,50.425823
2017.10.18,Akita,35,52,26.341846
2017.10.19,Akita,0,52,0
2017.10.20,Akita,0,52,0
2017.10.21,Akita,48,52,36.125965
2017.10.22,Akita,0,39,0
2017.10.23,Akita,47,39,45.677746
2017.10.24,Akita,0,39,0
2017.10.25,Akita,17,39,16.521738
2017.10.26,Akita,17,39,16.521738
2017.10.27,Akita,0,39,0
2017.10.28,Akita,34,39,33.043476
2017.10.29,Akita,30,45,24.331938
2017.10.30,Akita,16,45,12.977034
2017.10.31,Akita,17,45,13.788098
2017.11.01,Akita,17,45,13.788098
2017.11.02,Akita,49,45,39.742168
2017.11.03,Akita,15,45,12.165969
2017.11.04,Akita,15,45,12.165969
2017.11.05,Akita,15,26,12.148336
2017.11.06,Akita,0,26,0
2017.11.07,Akita,0,26,0
2017.11.08,Akita,31,26,25.106562
2017.11.09,Akita,0,26,0
2017.11.10,Akita,0,26,0
2017.11.11,Akita,46,26,37.254898
2017.11.12,Akita,89,66,61.212669
2017.11.13,Akita,48,66,33.013573
2017.11.14,Akita,16,66,11.004525
2017.11.15,Akita,47,66,32.325794
2017.11.16,Akita,15,66,10.316742
2017.11.17,Akita,0,66,0
2017.11.18,Akita,60,66,41.266968
2017.11.19,Akita,15,26,18.026564
2017.11.20,Akita,31,26,37.254902
2017.11.21,Akita,0,26,0
2017.11.22,Akita,0,26,0
2017.11.23,Akita,0,26,0
2017.11.24,Akita,16,26,19.228336
2017.11.25,Akita,0,26,0
2017.11.26,Akita,44,64,34.487114
2017.11.27,Akita,49,64,38.406105
2017.11.28,Akita,31,64,24.297741
2017.11.29,Akita,31,64,24.297741
2017.11.30,Akita,48,64,37.622311
2017.12.01,Akita,16,64,12.54077
2017.12.02,Akita,15,64,11.756971
2017.12.03,Akita,44,59,34.602406
2017.12.04,Akita,0,59,0
2017.12.05,Akita,78,59,61.34063
2017.12.06,Akita,15,59,11.796274
2017.12.07,Akita,15,59,11.796274
2017.12.08,Akita,48,59,37.748077
2017.12.09,Akita,15,59,11.796274
2017.12.10,Akita,30,48,26.79673
2017.12.11,Akita,46,48,41.088322
2017.12.12,Akita,0,48,0
2017.12.13,Akita,32,48,28.583181
2017.12.14,Akita,31,48,27.689959
2017.12.15,Akita,0,48,0
2017.12.16,Akita,15,48,13.398365
2017.12.17,Akita,15,30,13.574661
2017.12.18,Akita,16,30,14.479638
2017.12.19,Akita,0,30,0
2017.12.20,Akita,49,30,44.343891
2017.12.21,Akita,0,30,0
2017.12.22,Akita,0,30,0
2017.12.23,Akita,15,30,13.574661
2017.12.24,Akita,29,29,31.711914
2017.12.25,Akita,0,29,0
2017.12.26,Akita,16,29,17.496229
2017.12.27,Akita,0,29,0
2017.12.28,Akita,31,29,33.898945
2017.12.29,Akita,0,29,0
2017.12.30,Akita,0,29,0
2017.12.31,Akita,14,54,8.3327532
2018.01.01,Akita,62,54,36.902191
2018.01.02,Akita,30,54,17.8559
2018.01.03,Akita,47,54,27.974243
2018.01.04,Akita,60,54,35.7118
2018.01.05,Akita,15,54,8.9279499
2018.01.06,Akita,32,54,19.046293
2018.01.07,Akita,16,41,9.5915289
2018.01.08,Akita,32,41,19.183058
2018.01.09,Akita,16,41,9.5915289
2018.01.10,Akita,16,41,9.5915289
2018.01.11,Akita,50,41,29.973528
2018.01.12,Akita,0,41,0
2018.01.13,Akita,66,41,39.565056
2018.01.14,Akita,48,59,30.282974
2018.01.15,Akita,17,59,10.72522
2018.01.16,Akita,35,59,22.081335
2018.01.17,Akita,0,59,0
2018.01.18,Akita,69,59,43.531776
2018.01.19,Akita,34,59,21.450439
2018.01.20,Akita,65,59,41.008194
2018.01.21,Akita,64,61,41.43679
2018.01.22,Akita,17,61,11.006647
2018.01.23,Akita,35,61,22.660744
2018.01.24,Akita,34,61,22.013294
2018.01.25,Akita,35,61,22.660744
2018.01.26,Akita,18,61,11.654098
2018.01.27,Akita,67,61,43.379139
2018.01.28,Akita,48,40,28.959274
2018.01.29,Akita,35,40,21.116137
2018.01.30,Akita,35,40,21.116137
2018.01.31,Akita,18,40,10.859728
2018.02.01,Akita,36,40,21.719456
2018.02.02,Akita,18,40,10.859728
2018.02.03,Akita,0,40,0
2018.02.04,Akita,16,21,9.5336227
2018.02.05,Akita,34,21,20.258949
2018.02.06,Akita,17,21,10.129475
2018.02.07,Akita,0,21,0
2018.02.08,Akita,17,21,10.129475
2018.02.09,Akita,17,21,10.129475
2018.02.10,Akita,0,21,0
2018.02.11,Akita,16,39,9.6141682
2018.02.12,Akita,32,39,19.228336
2018.02.13,Akita,0,39,0
2018.02.14,Akita,35,39,21.030993
2018.02.15,Akita,36,39,21.631878
2018.02.16,Akita,51,39,30.645163
2018.02.17,Akita,16,39,9.6141682
2018.02.18,Akita,16,39,9.5627556
2018.02.19,Akita,17,39,10.160427
2018.02.20,Akita,17,39,10.160427
2018.02.21,Akita,50,39,29.88361
2018.02.22,Akita,36,39,21.516201
2018.02.23,Akita,17,39,10.160427
2018.02.24,Akita,34,39,20.320854
2018.02.25,Akita,16,39,8.7658596
2018.02.26,Akita,34,39,18.627451
2018.02.27,Akita,72,39,39.446369
2018.02.28,Akita,0,39,0
2018.03.01,Akita,16,39,8.7658596
2018.03.02,Akita,33,39,18.079584
2018.03.03,Akita,33,39,18.079584
2018.03.04,Akita,48,51,26.776276
2018.03.05,Akita,100,51,55.783905
2018.03.06,Akita,32,51,17.850851
2018.03.07,Akita,33,51,18.408689
2018.03.08,Akita,32,51,17.850851
2018.03.09,Akita,17,51,9.483264
2018.03.10,Akita,0,51,0
2018.03.11,Akita,64,58,35.697002
2018.03.12,Akita,33,58,18.406265
2018.03.13,Akita,17,58,9.4820156
2018.03.14,Akita,49,58,27.330517
2018.03.15,Akita,17,58,9.4820156
2018.03.16,Akita,67,58,37.3703
2018.03.17,Akita,51,58,28.446047
2018.03.18,Akita,65,45,39.353767
2018.03.19,Akita,17,45,10.292524
2018.03.20,Akita,34,45,20.585049
2018.03.21,Akita,16,45,9.6870813
2018.03.22,Akita,48,45,29.061245
2018.03.23,Akita,33,45,19.979607
2018.03.24,Akita,0,45,0
2018.03.25,Akita,33,41,21.304262
2018.03.26,Akita,49,41,31.6336
2018.03.27,Akita,16,41,10.329339
2018.03.28,Akita,17,41,10.974922
2018.03.29,Akita,33,41,21.304262
2018.03.30,Akita,0,41,0
2018.03.31,Akita,34,41,21.949844
2018.04.01,Akita,51,42,25.576923
2018.04.02,Akita,34,42,17.051283
2018.04.03,Akita,17,42,8.5256414
2018.04.04,Akita,66,42,33.099545
2018.04.05,Akita,54,42,27.081448
2018.04.06,Akita,18,42,9.0271492
2018.04.07,Akita,0,42,0
2018.04.08,Akita,32,40,19.006086
2018.04.09,Akita,18,40,10.690924
2018.04.10,Akita,0,40,0
2018.04.11,Akita,52,40,30.884892
2018.04.12,Akita,0,40,0
2018.04.13,Akita,57,40,33.854591
2018.04.14,Akita,34,40,20.193968
2018.04.15,Akita,46,61,27.075176
2018.04.16,Akita,18,61,10.594634
2018.04.17,Akita,75,61,44.14431
2018.04.18,Akita,54,61,31.783903
2018.04.19,Akita,18,61,10.594634
2018.04.20,Akita,18,61,10.594634
2018.04.21,Akita,68,61,40.024174
2018.04.22,Akita,0,29,0
2018.04.23,Akita,34,29,23.547009
2018.04.24,Akita,51,29,35.320511
2018.04.25,Akita,17,29,11.773504
2018.04.26,Akita,0,29,0
2018.04.27,Akita,0,29,0
2018.04.28,Akita,18,29,12.466063
2018.04.29,Akita,17,23,13.664789
2018.04.30,Akita,0,23,0
2018.05.01,Akita,34,23,27.329578
2018.05.02,Akita,16,23,12.860979
2018.05.03,Akita,0,23,0
2018.05.04,Akita,15,23,12.057168
2018.05.05,Akita,0,23,0
2018.05.06,Akita,48,79,32.731834
2018.05.07,Akita,54,79,36.823311
2018.05.08,Akita,18,79,12.274438
2018.05.09,Akita,36,79,24.548876
2018.05.10,Akita,36,79,24.548876
2018.05.11,Akita,87,79,59.326447
2018.05.12,Akita,53,79,36.141399
2018.05.13,Akita,32,41,22.514246
2018.05.14,Akita,35,41,24.624956
2018.05.15,Akita,0,41,0
2018.05.16,Akita,34,41,23.921387
2018.05.17,Akita,34,41,23.921387
2018.05.18,Akita,0,41,0
2018.05.19,Akita,32,41,22.514246
2018.05.20,Akita,0,40,0
2018.05.21,Akita,54,40,38.210155
2018.05.22,Akita,18,40,12.736719
2018.05.23,Akita,37,40,26.181032
2018.05.24,Akita,0,40,0
2018.05.25,Akita,35,40,24.765841
2018.05.26,Akita,18,40,12.736719
2018.05.27,Akita,33,36,23.975525
2018.05.28,Akita,35,36,25.428589
2018.05.29,Akita,56,36,40.685741
2018.05.30,Akita,18,36,13.077559
2018.05.31,Akita,0,36,0
2018.06.01,Akita,0,36,0
2018.06.02,Akita,0,36,0
2018.06.03,Akita,18,54,12.325311
2018.06.04,Akita,17,54,11.640572
2018.06.05,Akita,70,54,47.931767
2018.06.06,Akita,35,54,23.965883
2018.06.07,Akita,0,54,0
2018.06.08,Akita,69,54,47.247025
2018.06.09,Akita,17,54,11.640572
2018.06.10,Akita,16,17,11.634137
2018.06.11,Akita,0,17,0
2018.06.12,Akita,0,17,0
2018.06.13,Akita,16,17,11.634137
2018.06.14,Akita,0,17,0
2018.06.15,Akita,35,17,25.449675
2018.06.16,Akita,0,17,0
2018.06.17,Akita,17,77,11.098468
2018.06.18,Akita,65,77,42.435314
2018.06.19,Akita,52,77,33.948254
2018.06.20,Akita,68,77,44.393871
2018.06.21,Akita,67,77,43.74102
2018.06.22,Akita,0,77,0
2018.06.23,Akita,69,77,45.046722
2018.06.24,Akita,65,45,38.628353
2018.06.25,Akita,35,45,20.799883
2018.06.26,Akita,0,45,0
2018.06.27,Akita,49,45,29.119837
2018.06.28,Akita,34,45,20.205601
2018.06.29,Akita,17,45,10.1028
2018.06.30,Akita,17,45,10.1028
2018.07.01,Akita,42,75,29.214073
2018.07.02,Akita,100,75,69.55732
2018.07.03,Akita,30,75,20.867195
2018.07.04,Akita,70,75,48.690125
2018.07.05,Akita,28,75,19.476049
2018.07.06,Akita,0,75,0
2018.07.07,Akita,39,75,27.127352
2018.07.08,Akita,0,47,0
2018.07.09,Akita,57,47,36.214035
2018.07.10,Akita,43,47,27.319359
2018.07.11,Akita,0,47,0
2018.07.12,Akita,41,47,26.048691
2018.07.13,Akita,57,47,36.214035
2018.07.14,Akita,14,47,8.8946753
2018.07.15,Akita,13,34,8.9834518
2018.07.16,Akita,13,34,8.9834518
2018.07.17,Akita,14,34,9.6744862
2018.07.18,Akita,29,34,20.040007
2018.07.19,Akita,58,34,40.080013
2018.07.20,Akita,0,34,0
2018.07.21,Akita,14,34,9.6744862
2018.07.22,Akita,28,47,18.044699
2018.07.23,Akita,40,47,25.778141
2018.07.24,Akita,0,47,0
2018.07.25,Akita,14,47,9.0223494
2018.07.26,Akita,14,47,9.0223494
2018.07.27,Akita,28,47,18.044699
2018.07.28,Akita,85,47,54.778549
2018.07.29,Akita,43,30,29.339939
2018.07.30,Akita,27,30,18.422752
2018.07.31,Akita,0,30,0
2018.08.01,Akita,14,30,9.5525379
2018.08.02,Akita,0,30,0
2018.08.03,Akita,0,30,0
2018.08.04,Akita,42,30,28.657616
2018.08.05,Akita,13,16,9.3137245
2018.08.06,Akita,13,16,9.3137245
2018.08.07,Akita,0,16,0
2018.08.08,Akita,0,16,0
2018.08.09,Akita,13,16,9.3137245
2018.08.10,Akita,0,16,0
2018.08.11,Akita,25,16,17.911009
2018.08.12,Akita,25,48,17.024326
2018.08.13,Akita,47,48,32.005733
2018.08.14,Akita,11,48,7.4907036
2018.08.15,Akita,22,48,14.981407
2018.08.16,Akita,34,48,23.153084
2018.08.17,Akita,11,48,7.4907036
2018.08.18,Akita,52,48,35.410599
2018.08.19,Akita,0,42,0
2018.08.20,Akita,12,42,8.3973475
2018.08.21,Akita,27,42,18.894032
2018.08.22,Akita,42,42,29.390717
2018.08.23,Akita,26,42,18.194254
2018.08.24,Akita,27,42,18.894032
2018.08.25,Akita,38,42,26.591602
2018.08.26,Akita,26,41,18.183941
2018.08.27,Akita,15,41,10.490734
2018.08.28,Akita,15,41,10.490734
2018.08.29,Akita,28,41,19.582705
2018.08.30,Akita,56,41,39.165409
2018.08.31,Akita,28,41,19.582705
2018.09.01,Akita,0,41,0
2018.09.02,Akita,27,37,19.085972
2018.09.03,Akita,14,37,9.89643
2018.09.04,Akita,26,37,18.379084
2018.09.05,Akita,14,37,9.89643
2018.09.06,Akita,42,37,29.689291
2018.09.07,Akita,14,37,9.89643
2018.09.08,Akita,13,37,9.1895418
2018.09.09,Akita,13,45,9.8615913
2018.09.10,Akita,14,45,10.620174
2018.09.11,Akita,0,45,0
2018.09.12,Akita,15,45,11.378758
2018.09.13,Akita,29,45,21.998934
2018.09.14,Akita,43,45,32.61911
2018.09.15,Akita,56,45,42.480698
2018.09.16,Akita,0,24,0
2018.09.17,Akita,52,24,32.220455
2018.09.18,Akita,0,24,0
2018.09.19,Akita,15,24,9.2943621
2018.09.20,Akita,15,24,9.2943621
2018.09.21,Akita,29,24,17.969099
2018.09.22,Akita,0,24,0
2018.09.23,Akita,57,60,45.585606
2018.09.24,Akita,26,60,20.793434
2018.09.25,Akita,74,60,59.181313
2018.09.26,Akita,29,60,23.192677
2018.09.27,Akita,15,60,11.996211
2018.09.28,Akita,0,60,0
2018.09.29,Akita,14,60,11.196465
2018.09.30,Akita,12,51,8.2728586
2018.10.01,Akita,28,51,19.303337
2018.10.02,Akita,14,51,9.6516685
2018.10.03,Akita,30,51,20.682146
2018.10.04,Akita,57,51,39.296078
2018.10.05,Akita,58,51,39.985481
2018.10.06,Akita,13,51,8.9622631
2018.10.07,Akita,26,45,17.106842
2018.10.08,Akita,42,45,27.634129
2018.10.09,Akita,56,45,36.845505
2018.10.10,Akita,14,45,9.2113762
2018.10.11,Akita,14,45,9.2113762
2018.10.12,Akita,29,45,19.080708
2018.10.13,Akita,15,45,9.8693314
2018.10.14,Akita,29,36,20.079563
2018.10.15,Akita,29,36,20.079563
2018.10.16,Akita,15,36,10.385982
2018.10.17,Akita,15,36,10.385982
2018.10.18,Akita,31,36,21.464361
2018.10.19,Akita,15,36,10.385982
2018.10.20,Akita,15,36,10.385982
2018.10.21,Akita,30,49,20.449852
2018.10.22,Akita,15,49,10.224926
2018.10.23,Akita,59,49,40.21804
2018.10.24,Akita,15,49,10.224926
2018.10.25,Akita,43,49,29.311453
2018.10.26,Akita,30,49,20.449852
2018.10.27,Akita,14,49,9.5432634
2018.10.28,Akita,41,49,31.120623
2018.10.29,Akita,43,49,32.638702
2018.10.30,Akita,14,49,10.626554
2018.10.31,Akita,44,49,33.397739
2018.11.01,Akita,0,49,0
2018.11.02,Akita,0,49,0
2018.11.03,Akita,43,49,32.638702
2018.11.04,Akita,41,76,27.391758
2018.11.05,Akita,42,76,28.059847
2018.11.06,Akita,59,76,39.417404
2018.11.07,Akita,70,76,46.766415
2018.11.08,Akita,57,76,38.081223
2018.11.09,Akita,14,76,9.3532829
2018.11.10,Akita,43,76,28.72794
2018.11.11,Akita,0,35,0
2018.11.12,Akita,29,35,19.922932
2018.11.13,Akita,30,35,20.609928
2018.11.14,Akita,15,35,10.304964
2018.11.15,Akita,29,35,19.922932
2018.11.16,Akita,29,35,19.922932
2018.11.17,Akita,14,35,9.6179657
2018.11.18,Akita,14,53,10.372659
2018.11.19,Akita,44,53,32.599785
2018.11.20,Akita,15,53,11.113564
2018.11.21,Akita,60,53,44.454254
2018.11.22,Akita,30,53,22.227127
2018.11.23,Akita,14,53,10.372659
2018.11.24,Akita,28,53,20.745317
2018.11.25,Akita,14,52,8.9925623
2018.11.26,Akita,15,52,9.6348877
2018.11.27,Akita,59,52,37.897228
2018.11.28,Akita,43,52,27.620012
2018.11.29,Akita,72,52,46.247463
2018.11.30,Akita,29,52,18.627451
2018.12.01,Akita,0,52,0
2018.12.02,Akita,14,42,9.6842976
2018.12.03,Akita,15,42,10.376033
2018.12.04,Akita,0,42,0
2018.12.05,Akita,29,42,20.060331
2018.12.06,Akita,43,42,29.744629
2018.12.07,Akita,44,42,30.436363
2018.12.08,Akita,29,42,20.060331
2018.12.09,Akita,56,72,37.273388
2018.12.10,Akita,30,72,19.967886
2018.12.11,Akita,46,72,30.617426
2018.12.12,Akita,45,72,29.951832
2018.12.13,Akita,46,72,30.617426
2018.12.14,Akita,28,72,18.636694
2018.12.15,Akita,59,72,39.270176
2018.12.16,Akita,14,53,9.1261597
2018.12.17,Akita,26,53,16.948582
2018.12.18,Akita,27,53,17.600452
2018.12.19,Akita,46,53,29.985952
2018.12.20,Akita,45,53,29.334085
2018.12.21,Akita,31,53,20.207926
2018.12.22,Akita,44,53,28.682217
2018.12.23,Akita,28,32,19.904825
2018.12.24,Akita,28,32,19.904825
2018.12.25,Akita,31,32,22.037483
2018.12.26,Akita,14,32,9.9524126
2018.12.27,Akita,14,32,9.9524126
2018.12.28,Akita,0,32,0
2018.12.29,Akita,14,32,9.9524126
2018.12.30,Akita,44,62,28.428356
2018.12.31,Akita,39,62,25.197861
2019.01.01,Akita,41,62,26.490061
2019.01.02,Akita,53,62,34.243248
2019.01.03,Akita,13,62,8.3992872
2019.01.04,Akita,27,62,17.444672
2019.01.05,Akita,58,62,37.47374
2019.01.06,Akita,0,37,0
2019.01.07,Akita,0,37,0
2019.01.08,Akita,44,37,28.799135
2019.01.09,Akita,59,37,38.617023
2019.01.10,Akita,30,37,19.635775
2019.01.11,Akita,15,37,9.8178873
2019.01.12,Akita,14,37,9.1633615
2019.01.13,Akita,14,44,9.8072739
2019.01.14,Akita,14,44,9.8072739
2019.01.15,Akita,60,44,42.03117
2019.01.16,Akita,30,44,21.015585
2019.01.17,Akita,62,44,43.432209
2019.01.18,Akita,0,44,0
2019.01.19,Akita,0,44,0
2019.01.20,Akita,14,55,8.454546
2019.01.21,Akita,15,55,9.0584421
2019.01.22,Akita,16,55,9.6623383
2019.01.23,Akita,46,55,27.779222
2019.01.24,Akita,48,55,28.987017
2019.01.25,Akita,63,55,38.045456
2019.01.26,Akita,59,55,35.629871
2019.01.27,Akita,28,58,19.23139
2019.01.28,Akita,77,58,52.886322
2019.01.29,Akita,61,58,41.896957
2019.01.30,Akita,31,58,21.291897
2019.01.31,Akita,31,58,21.291897
2019.02.01,Akita,0,58,0
2019.02.02,Akita,14,58,9.615695
2019.02.03,Akita,28,53,16.109053
2019.02.04,Akita,0,53,0
2019.02.05,Akita,29,53,16.684378
2019.02.06,Akita,90,53,51.779102
2019.02.07,Akita,15,53,8.6298494
2019.02.08,Akita,45,53,25.889551
2019.02.09,Akita,57,53,32.79343
2019.02.10,Akita,100,50,65.428345
2019.02.11,Akita,28,50,18.319937
2019.02.12,Akita,31,50,20.282787
2019.02.13,Akita,0,50,0
2019.02.14,Akita,15,50,9.8142519
2019.02.15,Akita,31,50,20.282787
2019.02.16,Akita,14,50,9.1599684
2019.02.17,Akita,14,27,9.1030073
2019.02.18,Akita,15,27,9.7532215
2019.02.19,Akita,15,27,9.7532215
2019.02.20,Akita,15,27,9.7532215
2019.02.21,Akita,15,27,9.7532215
2019.02.22,Akita,30,27,19.506443
2019.02.23,Akita,15,27,9.7532215
2019.02.24,Akita,0,44,0
2019.02.25,Akita,44,44,28.746708
2019.02.26,Akita,15,44,9.8000135
2019.02.27,Akita,30,44,19.600027
2019.02.28,Akita,47,44,30.706713
2019.03.01,Akita,0,44,0
2019.03.02,Akita,57,44,37.240055
2019.03.03,Akita,29,41,17.654873
2019.03.04,Akita,30,41,18.26366
2019.03.05,Akita,15,41,9.1318302
2019.03.06,Akita,44,41,26.786705
2019.03.07,Akita,14,41,8.5230427
2019.03.08,Akita,46,41,28.004282
2019.03.09,Akita,15,41,9.1318302
2019.03.10,Akita,44,50,26.943058
2019.03.11,Akita,29,50,17.757925
2019.03.12,Akita,59,50,36.128193
2019.03.13,Akita,29,50,17.757925
2019.03.14,Akita,30,50,18.370266
2019.03.15,Akita,0,50,0
2019.03.16,Akita,43,50,26.330717
2019.03.17,Akita,59,60,36.492069
2019.03.18,Akita,46,60,28.451445
2019.03.19,Akita,29,60,17.936779
2019.03.20,Akita,30,60,18.55529
2019.03.21,Akita,14,60,8.6591349
2019.03.22,Akita,57,60,35.255051
2019.03.23,Akita,43,60,26.595917
2019.03.24,Akita,37,49,24.278625
2019.03.25,Akita,14,49,9.1865063
2019.03.26,Akita,29,49,19.029192
2019.03.27,Akita,89,49,58.399937
2019.03.28,Akita,15,49,9.8426857
2019.03.29,Akita,0,49,0
2019.03.30,Akita,30,49,19.685371
2019.03.31,Akita,0,40,0
2019.04.01,Akita,29,40,18.571415
2019.04.02,Akita,30,40,19.211809
2019.04.03,Akita,15,40,9.6059046
2019.04.04,Akita,75,40,48.029522
2019.04.05,Akita,15,40,9.6059046
2019.04.06,Akita,15,40,9.6059046
2019.04.07,Akita,42,49,26.807898
2019.04.08,Akita,16,49,10.212532
2019.04.09,Akita,48,49,30.637596
2019.04.10,Akita,16,49,10.212532
2019.04.11,Akita,50,49,31.914162
2019.04.12,Akita,16,49,10.212532
2019.04.13,Akita,32,49,20.425064
2019.04.14,Akita,30,39,20.82572
2019.04.15,Akita,0,39,0
2019.04.16,Akita,0,39,0
2019.04.17,Akita,66,39,45.816586
2019.04.18,Akita,65,39,45.122395
2019.04.19,Akita,0,39,0
2019.04.20,Akita,0,39,0
2019.04.21,Akita,15,48,8.9322443
2019.04.22,Akita,79,48,47.043152
2019.04.23,Akita,31,48,18.459972
2019.04.24,Akita,0,48,0
2019.04.25,Akita,31,48,18.459972
2019.04.26,Akita,31,48,18.459972
2019.04.27,Akita,44,48,26.201248
2019.04.28,Akita,14,21,10.401653
2019.04.29,Akita,0,21,0
2019.04.30,Akita,26,21,19.317356
2019.05.01,Akita,0,21,0
2019.05.02,Akita,13,21,9.6586781
2019.05.03,Akita,14,21,10.401653
2019.05.04,Akita,14,21,10.401653
2019.05.05,Akita,0,37,0
2019.05.06,Akita,0,37,0
2019.05.07,Akita,31,37,21.070696
2019.05.08,Akita,31,37,21.070696
2019.05.09,Akita,16,37,10.875197
2019.05.10,Akita,32,37,21.750395
2019.05.11,Akita,46,37,31.266193
2019.05.12,Akita,0,66,0
2019.05.13,Akita,16,66,17.392208
2019.05.14,Akita,16,66,17.392208
2019.05.15,Akita,16,66,17.392208
2019.05.16,Akita,48,66,52.176624
2019.05.17,Akita,48,66,52.176624
2019.05.18,Akita,30,66,32.61039
2019.05.19,Akita,0,24,0
2019.05.20,Akita,15,24,9.5525389
2019.05.21,Akita,31,24,19.741913
2019.05.22,Akita,30,24,19.105078
2019.05.23,Akita,16,24,10.189375
2019.05.24,Akita,16,24,10.189375
2019.05.25,Akita,0,24,0
2019.05.26,Akita,61,60,42.986423
2019.05.27,Akita,78,60,54.966248
2019.05.28,Akita,15,60,10.570432
2019.05.29,Akita,15,60,10.570432
2019.05.30,Akita,30,60,21.140863
2019.05.31,Akita,30,60,21.140863
2019.06.01,Akita,15,60,10.570432
2019.06.02,Akita,43,71,37.230507
2019.06.03,Akita,15,71,12.987387
2019.06.04,Akita,44,71,38.096333
2019.06.05,Akita,15,71,12.987387
2019.06.06,Akita,44,71,38.096333
2019.06.07,Akita,45,71,38.962158
2019.06.08,Akita,29,71,25.108948
2019.06.09,Akita,29,36,20.079563
2019.06.10,Akita,30,36,20.771963
2019.06.11,Akita,15,36,10.385982
2019.06.12,Akita,45,36,31.157946
2019.06.13,Akita,0,36,0
2019.06.14,Akita,30,36,20.771963
2019.06.15,Akita,0,36,0
2019.06.16,Akita,0,36,0
2019.06.17,Akita,14,36,24.902481
2019.06.18,Akita,0,36,0
2019.06.19,Akita,15,36,26.681229
2019.06.20,Akita,15,36,26.681229
2019.06.21,Akita,0,36,0
2019.06.22,Akita,14,36,24.902481
2019.06.23,Akita,28,38,21.47303
2019.06.24,Akita,14,38,10.736515
2019.06.25,Akita,0,38,0
2019.06.26,Akita,45,38,34.510227
2019.06.27,Akita,41,38,31.442652
2019.06.28,Akita,0,38,0
2019.06.29,Akita,14,38,10.736515
2019.06.30,Akita,14,45,12.365957
2019.07.01,Akita,15,45,13.249239
2019.07.02,Akita,29,45,25.615196
2019.07.03,Akita,29,45,25.615196
2019.07.04,Akita,15,45,13.249239
2019.07.05,Akita,15,45,13.249239
2019.07.06,Akita,29,45,25.615196
2019.07.07,Akita,0,52,0
2019.07.08,Akita,34,52,18.160093
2019.07.09,Akita,67,52,35.786068
2019.07.10,Akita,83,52,44.331993
2019.07.11,Akita,80,52,42.729633
2019.07.12,Akita,0,52,0
2019.07.13,Akita,15,52,8.0118065
2019.07.14,Akita,30,54,17.387768
2019.07.15,Akita,91,54,52.742893
2019.07.16,Akita,32,54,18.546951
2019.07.17,Akita,16,54,9.2734756
2019.07.18,Akita,16,54,9.2734756
2019.07.19,Akita,50,54,28.97961
2019.07.20,Akita,32,54,18.546951
2019.07.21,Akita,15,36,8.0181923
2019.07.22,Akita,79,36,42.229149
2019.07.23,Akita,16,36,8.5527391
2019.07.24,Akita,33,36,17.640024
2019.07.25,Akita,0,36,0
2019.07.26,Akita,17,36,9.087286
2019.07.27,Akita,33,36,17.640024
2019.07.28,Akita,63,59,32.674957
2019.07.29,Akita,64,59,33.193604
2019.07.30,Akita,0,59,0
2019.07.31,Akita,17,59,8.8170509
2019.08.01,Akita,65,59,33.712254
2019.08.02,Akita,50,59,25.932505
2019.08.03,Akita,67,59,34.749554
2019.08.04,Akita,64,56,34.698952
2019.08.05,Akita,48,56,26.024214
2019.08.06,Akita,63,56,34.15678
2019.08.07,Akita,76,56,41.205006
2019.08.08,Akita,15,56,8.1325674
2019.08.09,Akita,15,56,8.1325674
2019.08.10,Akita,15,56,8.1325674
2019.08.11,Akita,58,26,29.199787
2019.08.12,Akita,0,26,0
2019.08.13,Akita,27,26,13.593005
2019.08.14,Akita,25,26,12.586116
2019.08.15,Akita,25,26,12.586116
2019.08.16,Akita,13,26,6.5447803
2019.08.17,Akita,0,26,0
2019.08.18,Akita,29,73,16.530836
2019.08.19,Akita,76,73,43.322197
2019.08.20,Akita,58,73,33.061672
2019.08.21,Akita,78,73,44.46225
2019.08.22,Akita,31,73,17.670895
2019.08.23,Akita,31,73,17.670895
2019.08.24,Akita,64,73,36.48185
2019.08.25,Akita,0,50,0
2019.08.26,Akita,0,50,0
2019.08.27,Akita,100,50,55.971901
2019.08.28,Akita,16,50,8.9555044
2019.08.29,Akita,48,50,26.866512
2019.08.30,Akita,92,50,51.494148
2019.08.31,Akita,0,50,0
2019.09.01,Akita,15,40,7.7803488
2019.09.02,Akita,32,40,16.598076
2019.09.03,Akita,31,40,16.079388
2019.09.04,Akita,64,40,33.196152
2019.09.05,Akita,16,40,8.2990379
2019.09.06,Akita,47,40,24.378424
2019.09.07,Akita,16,40,8.2990379
2019.09.08,Akita,75,47,40.898014
2019.09.09,Akita,15,47,8.1796026
2019.09.10,Akita,95,47,51.80415
2019.09.11,Akita,31,47,16.904512
2019.09.12,Akita,16,47,8.7249098
2019.09.13,Akita,0,47,0
2019.09.14,Akita,15,47,8.1796026
2019.09.15,Akita,15,48,8.5616112
2019.09.16,Akita,30,48,17.123222
2019.09.17,Akita,32,48,18.264771
2019.09.18,Akita,48,48,27.397158
2019.09.19,Akita,34,48,19.406321
2019.09.20,Akita,34,48,19.406321
2019.09.21,Akita,48,48,27.397158
