date,prefecture,raw_daily,raw_weekly,sleepingdrug2_harmonized_daily
2016.06.12,Ehime,0,0,0
2016.06.13,Ehime,0,0,0
2016.06.14,Ehime,0,0,0
2016.06.15,Ehime,0,0,0
2016.06.16,Ehime,0,0,0
2016.06.17,Ehime,0,0,0
2016.06.18,Ehime,0,0,0
2016.06.19,Ehime,0,27,0
2016.06.20,Ehime,0,27,0
2016.06.21,Ehime,0,27,0
2016.06.22,Ehime,0,27,0
2016.06.23,Ehime,0,27,0
2016.06.24,Ehime,0,27,0
2016.06.25,Ehime,0,27,0
2016.06.26,Ehime,0,0,0
2016.06.27,Ehime,0,0,0
2016.06.28,Ehime,0,0,0
2016.06.29,Ehime,0,0,0
2016.06.30,Ehime,0,0,0
2016.07.01,Ehime,0,0,0
2016.07.02,Ehime,0,0,0
2016.07.03,Ehime,88,29,9.9191542
2016.07.04,Ehime,0,29,0
2016.07.05,Ehime,90,29,10.144589
2016.07.06,Ehime,90,29,10.144589
2016.07.07,Ehime,0,29,0
2016.07.08,Ehime,0,29,0
2016.07.09,Ehime,0,29,0
2016.07.10,Ehime,0,29,0
2016.07.11,Ehime,0,29,0
2016.07.12,Ehime,0,29,0
2016.07.13,Ehime,0,29,0
2016.07.14,Ehime,0,29,0
2016.07.15,Ehime,92,29,30.208334
2016.07.16,Ehime,0,29,0
2016.07.17,Ehime,0,0,0
2016.07.18,Ehime,0,0,0
2016.07.19,Ehime,0,0,0
2016.07.20,Ehime,0,0,0
2016.07.21,Ehime,0,0,0
2016.07.22,Ehime,0,0,0
2016.07.23,Ehime,0,0,0
2016.07.24,Ehime,0,0,0
2016.07.25,Ehime,0,0,0
2016.07.26,Ehime,0,0,0
2016.07.27,Ehime,0,0,0
2016.07.28,Ehime,0,0,0
2016.07.29,Ehime,0,0,0
2016.07.30,Ehime,0,0,0
2016.07.31,Ehime,0,29,0
2016.08.01,Ehime,0,29,0
2016.08.02,Ehime,0,29,0
2016.08.03,Ehime,0,29,0
2016.08.04,Ehime,85,29,30.208334
2016.08.05,Ehime,0,29,0
2016.08.06,Ehime,0,29,0
2016.08.07,Ehime,98,30,31.25
2016.08.08,Ehime,0,30,0
2016.08.09,Ehime,0,30,0
2016.08.10,Ehime,0,30,0
2016.08.11,Ehime,0,30,0
2016.08.12,Ehime,0,30,0
2016.08.13,Ehime,0,30,0
2016.08.14,Ehime,0,0,0
2016.08.15,Ehime,0,0,0
2016.08.16,Ehime,0,0,0
2016.08.17,Ehime,0,0,0
2016.08.18,Ehime,95,0,0
2016.08.19,Ehime,0,0,0
2016.08.20,Ehime,0,0,0
2016.08.21,Ehime,100,29,30.208334
2016.08.22,Ehime,0,29,0
2016.08.23,Ehime,0,29,0
2016.08.24,Ehime,0,29,0
2016.08.25,Ehime,0,29,0
2016.08.26,Ehime,0,29,0
2016.08.27,Ehime,0,29,0
2016.08.28,Ehime,0,28,0
2016.08.29,Ehime,85,28,29.166664
2016.08.30,Ehime,0,28,0
2016.08.31,Ehime,0,28,0
2016.09.01,Ehime,0,28,0
2016.09.02,Ehime,0,28,0
2016.09.03,Ehime,0,28,0
2016.09.04,Ehime,0,28,0
2016.09.05,Ehime,0,28,0
2016.09.06,Ehime,87,28,29.166664
2016.09.07,Ehime,0,28,0
2016.09.08,Ehime,0,28,0
2016.09.09,Ehime,0,28,0
2016.09.10,Ehime,0,28,0
2016.09.11,Ehime,0,0,0
2016.09.12,Ehime,0,0,0
2016.09.13,Ehime,0,0,0
2016.09.14,Ehime,0,0,0
2016.09.15,Ehime,0,0,0
2016.09.16,Ehime,0,0,0
2016.09.17,Ehime,0,0,0
2016.09.18,Ehime,0,0,0
2016.09.19,Ehime,0,0,0
2016.09.20,Ehime,0,0,0
2016.09.21,Ehime,0,0,0
2016.09.22,Ehime,0,0,0
2016.09.23,Ehime,0,0,0
2016.09.24,Ehime,0,0,0
2016.09.25,Ehime,0,0,0
2016.09.26,Ehime,0,0,0
2016.09.27,Ehime,0,0,0
2016.09.28,Ehime,0,0,0
2016.09.29,Ehime,0,0,0
2016.09.30,Ehime,0,0,0
2016.10.01,Ehime,0,0,0
2016.10.02,Ehime,0,28,0
2016.10.03,Ehime,0,28,0
2016.10.04,Ehime,0,28,0
2016.10.05,Ehime,0,28,0
2016.10.06,Ehime,0,28,0
2016.10.07,Ehime,0,28,0
2016.10.08,Ehime,0,28,0
2016.10.09,Ehime,0,29,0
2016.10.10,Ehime,0,29,0
2016.10.11,Ehime,98,29,30.208334
2016.10.12,Ehime,0,29,0
2016.10.13,Ehime,0,29,0
2016.10.14,Ehime,0,29,0
2016.10.15,Ehime,0,29,0
2016.10.16,Ehime,0,0,0
2016.10.17,Ehime,0,0,0
2016.10.18,Ehime,0,0,0
2016.10.19,Ehime,0,0,0
2016.10.20,Ehime,0,0,0
2016.10.21,Ehime,0,0,0
2016.10.22,Ehime,0,0,0
2016.10.23,Ehime,0,60,0
2016.10.24,Ehime,0,60,0
2016.10.25,Ehime,0,60,0
2016.10.26,Ehime,0,60,0
2016.10.27,Ehime,0,60,0
2016.10.28,Ehime,0,60,0
2016.10.29,Ehime,0,60,0
2016.10.30,Ehime,0,0,0
2016.10.31,Ehime,0,0,0
2016.11.01,Ehime,0,0,0
2016.11.02,Ehime,0,0,0
2016.11.03,Ehime,0,0,0
2016.11.04,Ehime,0,0,0
2016.11.05,Ehime,0,0,0
2016.11.06,Ehime,0,30,0
2016.11.07,Ehime,0,30,0
2016.11.08,Ehime,0,30,0
2016.11.09,Ehime,0,30,0
2016.11.10,Ehime,0,30,0
2016.11.11,Ehime,0,30,0
2016.11.12,Ehime,98,30,31.25
2016.11.13,Ehime,0,0,0
2016.11.14,Ehime,0,0,0
2016.11.15,Ehime,0,0,0
2016.11.16,Ehime,0,0,0
2016.11.17,Ehime,0,0,0
2016.11.18,Ehime,0,0,0
2016.11.19,Ehime,0,0,0
2016.11.20,Ehime,0,28,0
2016.11.21,Ehime,0,28,0
2016.11.22,Ehime,0,28,0
2016.11.23,Ehime,85,28,29.166664
2016.11.24,Ehime,0,28,0
2016.11.25,Ehime,0,28,0
2016.11.26,Ehime,0,28,0
2016.11.27,Ehime,0,28,0
2016.11.28,Ehime,0,28,0
2016.11.29,Ehime,0,28,0
2016.11.30,Ehime,0,28,0
2016.12.01,Ehime,0,28,0
2016.12.02,Ehime,0,28,0
2016.12.03,Ehime,0,28,0
2016.12.04,Ehime,0,0,0
2016.12.05,Ehime,0,0,0
2016.12.06,Ehime,0,0,0
2016.12.07,Ehime,0,0,0
2016.12.08,Ehime,0,0,0
2016.12.09,Ehime,0,0,0
2016.12.10,Ehime,0,0,0
2016.12.11,Ehime,0,28,0
2016.12.12,Ehime,0,28,0
2016.12.13,Ehime,86,28,29.16667
2016.12.14,Ehime,0,28,0
2016.12.15,Ehime,0,28,0
2016.12.16,Ehime,0,28,0
2016.12.17,Ehime,0,28,0
2016.12.18,Ehime,0,0,0
2016.12.19,Ehime,0,0,0
2016.12.20,Ehime,0,0,0
2016.12.21,Ehime,0,0,0
2016.12.22,Ehime,0,0,0
2016.12.23,Ehime,0,0,0
2016.12.24,Ehime,0,0,0
2016.12.25,Ehime,0,26,0
2016.12.26,Ehime,0,26,0
2016.12.27,Ehime,0,26,0
2016.12.28,Ehime,0,26,0
2016.12.29,Ehime,0,26,0
2016.12.30,Ehime,0,26,0
2016.12.31,Ehime,0,26,0
2017.01.01,Ehime,0,25,0
2017.01.02,Ehime,0,25,0
2017.01.03,Ehime,0,25,0
2017.01.04,Ehime,0,25,0
2017.01.05,Ehime,0,25,0
2017.01.06,Ehime,0,25,0
2017.01.07,Ehime,49,25,26.041666
2017.01.08,Ehime,0,0,0
2017.01.09,Ehime,0,0,0
2017.01.10,Ehime,0,0,0
2017.01.11,Ehime,0,0,0
2017.01.12,Ehime,0,0,0
2017.01.13,Ehime,0,0,0
2017.01.14,Ehime,0,0,0
2017.01.15,Ehime,0,26,0
2017.01.16,Ehime,0,26,0
2017.01.17,Ehime,52,26,13.943893
2017.01.18,Ehime,0,26,0
2017.01.19,Ehime,0,26,0
2017.01.20,Ehime,0,26,0
2017.01.21,Ehime,49,26,13.139439
2017.01.22,Ehime,49,0,0
2017.01.23,Ehime,0,0,0
2017.01.24,Ehime,0,0,0
2017.01.25,Ehime,0,0,0
2017.01.26,Ehime,0,0,0
2017.01.27,Ehime,0,0,0
2017.01.28,Ehime,0,0,0
2017.01.29,Ehime,0,0,0
2017.01.30,Ehime,0,0,0
2017.01.31,Ehime,52,0,0
2017.02.01,Ehime,0,0,0
2017.02.02,Ehime,0,0,0
2017.02.03,Ehime,53,0,0
2017.02.04,Ehime,0,0,0
2017.02.05,Ehime,0,0,0
2017.02.06,Ehime,0,0,0
2017.02.07,Ehime,0,0,0
2017.02.08,Ehime,0,0,0
2017.02.09,Ehime,0,0,0
2017.02.10,Ehime,0,0,0
2017.02.11,Ehime,0,0,0
2017.02.12,Ehime,47,24,11.750001
2017.02.13,Ehime,0,24,0
2017.02.14,Ehime,0,24,0
2017.02.15,Ehime,53,24,13.25
2017.02.16,Ehime,0,24,0
2017.02.17,Ehime,0,24,0
2017.02.18,Ehime,0,24,0
2017.02.19,Ehime,0,25,0
2017.02.20,Ehime,0,25,0
2017.02.21,Ehime,0,25,0
2017.02.22,Ehime,100,25,26.041666
2017.02.23,Ehime,0,25,0
2017.02.24,Ehime,0,25,0
2017.02.25,Ehime,0,25,0
2017.02.26,Ehime,50,50,26.041666
2017.02.27,Ehime,50,50,26.041666
2017.02.28,Ehime,0,50,0
2017.03.01,Ehime,0,50,0
2017.03.02,Ehime,0,50,0
2017.03.03,Ehime,0,50,0
2017.03.04,Ehime,0,50,0
2017.03.05,Ehime,0,0,0
2017.03.06,Ehime,0,0,0
2017.03.07,Ehime,0,0,0
2017.03.08,Ehime,0,0,0
2017.03.09,Ehime,0,0,0
2017.03.10,Ehime,0,0,0
2017.03.11,Ehime,0,0,0
2017.03.12,Ehime,0,0,0
2017.03.13,Ehime,0,0,0
2017.03.14,Ehime,0,0,0
2017.03.15,Ehime,0,0,0
2017.03.16,Ehime,0,0,0
2017.03.17,Ehime,0,0,0
2017.03.18,Ehime,0,0,0
2017.03.19,Ehime,50,48,17.123289
2017.03.20,Ehime,0,48,0
2017.03.21,Ehime,47,48,16.09589
2017.03.22,Ehime,0,48,0
2017.03.23,Ehime,0,48,0
2017.03.24,Ehime,49,48,16.780823
2017.03.25,Ehime,0,48,0
2017.03.26,Ehime,0,0,0
2017.03.27,Ehime,0,0,0
2017.03.28,Ehime,0,0,0
2017.03.29,Ehime,0,0,0
2017.03.30,Ehime,0,0,0
2017.03.31,Ehime,0,0,0
2017.04.01,Ehime,0,0,0
2017.04.02,Ehime,0,24,0
2017.04.03,Ehime,0,24,0
2017.04.04,Ehime,49,24,25
2017.04.05,Ehime,0,24,0
2017.04.06,Ehime,0,24,0
2017.04.07,Ehime,0,24,0
2017.04.08,Ehime,0,24,0
2017.04.09,Ehime,0,25,0
2017.04.10,Ehime,0,25,0
2017.04.11,Ehime,50,25,26.041666
2017.04.12,Ehime,0,25,0
2017.04.13,Ehime,0,25,0
2017.04.14,Ehime,0,25,0
2017.04.15,Ehime,0,25,0
2017.04.16,Ehime,0,0,0
2017.04.17,Ehime,48,0,0
2017.04.18,Ehime,0,0,0
2017.04.19,Ehime,0,0,0
2017.04.20,Ehime,0,0,0
2017.04.21,Ehime,52,0,0
2017.04.22,Ehime,0,0,0
2017.04.23,Ehime,0,0,0
2017.04.24,Ehime,0,0,0
2017.04.25,Ehime,0,0,0
2017.04.26,Ehime,0,0,0
2017.04.27,Ehime,0,0,0
2017.04.28,Ehime,0,0,0
2017.04.29,Ehime,0,0,0
2017.04.30,Ehime,0,23,0
2017.05.01,Ehime,48,23,23.958334
2017.05.02,Ehime,0,23,0
2017.05.03,Ehime,0,23,0
2017.05.04,Ehime,0,23,0
2017.05.05,Ehime,0,23,0
2017.05.06,Ehime,0,23,0
2017.05.07,Ehime,0,0,0
2017.05.08,Ehime,0,0,0
2017.05.09,Ehime,0,0,0
2017.05.10,Ehime,0,0,0
2017.05.11,Ehime,0,0,0
2017.05.12,Ehime,0,0,0
2017.05.13,Ehime,0,0,0
2017.05.14,Ehime,0,25,0
2017.05.15,Ehime,0,25,0
2017.05.16,Ehime,0,25,0
2017.05.17,Ehime,0,25,0
2017.05.18,Ehime,50,25,26.041666
2017.05.19,Ehime,0,25,0
2017.05.20,Ehime,0,25,0
2017.05.21,Ehime,0,26,0
2017.05.22,Ehime,0,26,0
2017.05.23,Ehime,0,26,0
2017.05.24,Ehime,50,26,27.083334
2017.05.25,Ehime,0,26,0
2017.05.26,Ehime,0,26,0
2017.05.27,Ehime,0,26,0
2017.05.28,Ehime,0,25,0
2017.05.29,Ehime,51,25,13.552296
2017.05.30,Ehime,0,25,0
2017.05.31,Ehime,47,25,12.489371
2017.06.01,Ehime,0,25,0
2017.06.02,Ehime,0,25,0
2017.06.03,Ehime,0,25,0
2017.06.04,Ehime,0,0,0
2017.06.05,Ehime,0,0,0
2017.06.06,Ehime,0,0,0
2017.06.07,Ehime,0,0,0
2017.06.08,Ehime,0,0,0
2017.06.09,Ehime,0,0,0
2017.06.10,Ehime,0,0,0
2017.06.11,Ehime,0,24,0
2017.06.12,Ehime,0,24,0
2017.06.13,Ehime,0,24,0
2017.06.14,Ehime,0,24,0
2017.06.15,Ehime,0,24,0
2017.06.16,Ehime,48,24,12.371135
2017.06.17,Ehime,49,24,12.628866
2017.06.18,Ehime,0,22,0
2017.06.19,Ehime,0,22,0
2017.06.20,Ehime,43,22,22.916666
2017.06.21,Ehime,0,22,0
2017.06.22,Ehime,0,22,0
2017.06.23,Ehime,0,22,0
2017.06.24,Ehime,0,22,0
2017.06.25,Ehime,0,24,0
2017.06.26,Ehime,47,24,24.999998
2017.06.27,Ehime,0,24,0
2017.06.28,Ehime,0,24,0
2017.06.29,Ehime,0,24,0
2017.06.30,Ehime,0,24,0
2017.07.01,Ehime,0,24,0
2017.07.02,Ehime,0,48,0
2017.07.03,Ehime,0,48,0
2017.07.04,Ehime,0,48,0
2017.07.05,Ehime,0,48,0
2017.07.06,Ehime,0,48,0
2017.07.07,Ehime,0,48,0
2017.07.08,Ehime,0,48,0
2017.07.09,Ehime,0,24,0
2017.07.10,Ehime,0,24,0
2017.07.11,Ehime,0,24,0
2017.07.12,Ehime,0,24,0
2017.07.13,Ehime,0,24,0
2017.07.14,Ehime,0,24,0
2017.07.15,Ehime,0,24,0
2017.07.16,Ehime,0,24,0
2017.07.17,Ehime,0,24,0
2017.07.18,Ehime,0,24,0
2017.07.19,Ehime,0,24,0
2017.07.20,Ehime,0,24,0
2017.07.21,Ehime,0,24,0
2017.07.22,Ehime,0,24,0
2017.07.23,Ehime,0,0,0
2017.07.24,Ehime,0,0,0
2017.07.25,Ehime,0,0,0
2017.07.26,Ehime,0,0,0
2017.07.27,Ehime,0,0,0
2017.07.28,Ehime,0,0,0
2017.07.29,Ehime,0,0,0
2017.07.30,Ehime,0,23,0
2017.07.31,Ehime,0,23,0
2017.08.01,Ehime,0,23,0
2017.08.02,Ehime,0,23,0
2017.08.03,Ehime,0,23,0
2017.08.04,Ehime,0,23,0
2017.08.05,Ehime,0,23,0
2017.08.06,Ehime,0,22,0
2017.08.07,Ehime,0,22,0
2017.08.08,Ehime,0,22,0
2017.08.09,Ehime,0,22,0
2017.08.10,Ehime,0,22,0
2017.08.11,Ehime,0,22,0
2017.08.12,Ehime,0,22,0
2017.08.13,Ehime,0,66,0
2017.08.14,Ehime,0,66,0
2017.08.15,Ehime,0,66,0
2017.08.16,Ehime,43,66,33.59375
2017.08.17,Ehime,45,66,35.15625
2017.08.18,Ehime,0,66,0
2017.08.19,Ehime,0,66,0
2017.08.20,Ehime,0,0,0
2017.08.21,Ehime,0,0,0
2017.08.22,Ehime,0,0,0
2017.08.23,Ehime,0,0,0
2017.08.24,Ehime,0,0,0
2017.08.25,Ehime,0,0,0
2017.08.26,Ehime,0,0,0
2017.08.27,Ehime,0,46,0
2017.08.28,Ehime,0,46,0
2017.08.29,Ehime,0,46,0
2017.08.30,Ehime,0,46,0
2017.08.31,Ehime,0,46,0
2017.09.01,Ehime,0,46,0
2017.09.02,Ehime,0,46,0
2017.09.03,Ehime,0,0,0
2017.09.04,Ehime,0,0,0
2017.09.05,Ehime,0,0,0
2017.09.06,Ehime,0,0,0
2017.09.07,Ehime,0,0,0
2017.09.08,Ehime,0,0,0
2017.09.09,Ehime,0,0,0
2017.09.10,Ehime,0,23,0
2017.09.11,Ehime,0,23,0
2017.09.12,Ehime,0,23,0
2017.09.13,Ehime,0,23,0
2017.09.14,Ehime,0,23,0
2017.09.15,Ehime,0,23,0
2017.09.16,Ehime,0,23,0
2017.09.17,Ehime,0,23,0
2017.09.18,Ehime,0,23,0
2017.09.19,Ehime,0,23,0
2017.09.20,Ehime,0,23,0
2017.09.21,Ehime,0,23,0
2017.09.22,Ehime,0,23,0
2017.09.23,Ehime,0,23,0
2017.09.24,Ehime,0,96,0
2017.09.25,Ehime,0,96,0
2017.09.26,Ehime,0,96,0
2017.09.27,Ehime,0,96,0
2017.09.28,Ehime,0,96,0
2017.09.29,Ehime,51,96,100
2017.09.30,Ehime,0,96,0
2017.10.01,Ehime,0,47,0
2017.10.02,Ehime,0,47,0
2017.10.03,Ehime,0,47,0
2017.10.04,Ehime,0,47,0
2017.10.05,Ehime,0,47,0
2017.10.06,Ehime,47,47,24.479166
2017.10.07,Ehime,47,47,24.479166
2017.10.08,Ehime,0,23,0
2017.10.09,Ehime,0,23,0
2017.10.10,Ehime,0,23,0
2017.10.11,Ehime,0,23,0
2017.10.12,Ehime,0,23,0
2017.10.13,Ehime,0,23,0
2017.10.14,Ehime,47,23,23.958334
2017.10.15,Ehime,0,23,0
2017.10.16,Ehime,0,23,0
2017.10.17,Ehime,49,23,11.979167
2017.10.18,Ehime,0,23,0
2017.10.19,Ehime,0,23,0
2017.10.20,Ehime,49,23,11.979167
2017.10.21,Ehime,0,23,0
2017.10.22,Ehime,0,0,0
2017.10.23,Ehime,0,0,0
2017.10.24,Ehime,0,0,0
2017.10.25,Ehime,0,0,0
2017.10.26,Ehime,0,0,0
2017.10.27,Ehime,0,0,0
2017.10.28,Ehime,0,0,0
2017.10.29,Ehime,0,24,0
2017.10.30,Ehime,100,24,25
2017.10.31,Ehime,0,24,0
2017.11.01,Ehime,0,24,0
2017.11.02,Ehime,0,24,0
2017.11.03,Ehime,0,24,0
2017.11.04,Ehime,0,24,0
2017.11.05,Ehime,47,48,49.999996
2017.11.06,Ehime,0,48,0
2017.11.07,Ehime,0,48,0
2017.11.08,Ehime,0,48,0
2017.11.09,Ehime,0,48,0
2017.11.10,Ehime,0,48,0
2017.11.11,Ehime,0,48,0
2017.11.12,Ehime,0,0,0
2017.11.13,Ehime,0,0,0
2017.11.14,Ehime,0,0,0
2017.11.15,Ehime,0,0,0
2017.11.16,Ehime,0,0,0
2017.11.17,Ehime,0,0,0
2017.11.18,Ehime,0,0,0
2017.11.19,Ehime,0,0,0
2017.11.20,Ehime,0,0,0
2017.11.21,Ehime,0,0,0
2017.11.22,Ehime,0,0,0
2017.11.23,Ehime,0,0,0
2017.11.24,Ehime,0,0,0
2017.11.25,Ehime,0,0,0
2017.11.26,Ehime,0,0,0
2017.11.27,Ehime,0,0,0
2017.11.28,Ehime,0,0,0
2017.11.29,Ehime,0,0,0
2017.11.30,Ehime,48,0,0
2017.12.01,Ehime,0,0,0
2017.12.02,Ehime,0,0,0
2017.12.03,Ehime,0,0,0
2017.12.04,Ehime,0,0,0
2017.12.05,Ehime,0,0,0
2017.12.06,Ehime,0,0,0
2017.12.07,Ehime,0,0,0
2017.12.08,Ehime,0,0,0
2017.12.09,Ehime,0,0,0
2017.12.10,Ehime,0,0,0
2017.12.11,Ehime,0,0,0
2017.12.12,Ehime,0,0,0
2017.12.13,Ehime,0,0,0
2017.12.14,Ehime,0,0,0
2017.12.15,Ehime,0,0,0
2017.12.16,Ehime,0,0,0
2017.12.17,Ehime,0,0,0
2017.12.18,Ehime,0,0,0
2017.12.19,Ehime,0,0,0
2017.12.20,Ehime,0,0,0
2017.12.21,Ehime,0,0,0
2017.12.22,Ehime,0,0,0
2017.12.23,Ehime,0,0,0
2017.12.24,Ehime,0,0,0
2017.12.25,Ehime,0,0,0
2017.12.26,Ehime,0,0,0
2017.12.27,Ehime,0,0,0
2017.12.28,Ehime,0,0,0
2017.12.29,Ehime,0,0,0
2017.12.30,Ehime,0,0,0
2017.12.31,Ehime,0,21,0
2018.01.01,Ehime,0,21,0
2018.01.02,Ehime,0,21,0
2018.01.03,Ehime,0,21,0
2018.01.04,Ehime,0,21,0
2018.01.05,Ehime,0,21,0
2018.01.06,Ehime,0,21,0
2018.01.07,Ehime,0,0,0
2018.01.08,Ehime,0,0,0
2018.01.09,Ehime,0,0,0
2018.01.10,Ehime,0,0,0
2018.01.11,Ehime,0,0,0
2018.01.12,Ehime,0,0,0
2018.01.13,Ehime,0,0,0
2018.01.14,Ehime,0,22,0
2018.01.15,Ehime,0,22,0
2018.01.16,Ehime,0,22,0
2018.01.17,Ehime,0,22,0
2018.01.18,Ehime,0,22,0
2018.01.19,Ehime,0,22,0
2018.01.20,Ehime,0,22,0
2018.01.21,Ehime,0,22,0
2018.01.22,Ehime,0,22,0
2018.01.23,Ehime,0,22,0
2018.01.24,Ehime,0,22,0
2018.01.25,Ehime,0,22,0
2018.01.26,Ehime,0,22,0
2018.01.27,Ehime,0,22,0
2018.01.28,Ehime,0,44,0
2018.01.29,Ehime,0,44,0
2018.01.30,Ehime,0,44,0
2018.01.31,Ehime,0,44,0
2018.02.01,Ehime,0,44,0
2018.02.02,Ehime,100,44,45.833332
2018.02.03,Ehime,0,44,0
2018.02.04,Ehime,0,0,0
2018.02.05,Ehime,0,0,0
2018.02.06,Ehime,0,0,0
2018.02.07,Ehime,0,0,0
2018.02.08,Ehime,0,0,0
2018.02.09,Ehime,0,0,0
2018.02.10,Ehime,0,0,0
2018.02.11,Ehime,0,65,0
2018.02.12,Ehime,0,65,0
2018.02.13,Ehime,0,65,0
2018.02.14,Ehime,0,65,0
2018.02.15,Ehime,100,65,67.708336
2018.02.16,Ehime,0,65,0
2018.02.17,Ehime,0,65,0
2018.02.18,Ehime,0,0,0
2018.02.19,Ehime,0,0,0
2018.02.20,Ehime,0,0,0
2018.02.21,Ehime,0,0,0
2018.02.22,Ehime,0,0,0
2018.02.23,Ehime,0,0,0
2018.02.24,Ehime,0,0,0
2018.02.25,Ehime,0,22,0
2018.02.26,Ehime,0,22,0
2018.02.27,Ehime,0,22,0
2018.02.28,Ehime,0,22,0
2018.03.01,Ehime,0,22,0
2018.03.02,Ehime,0,22,0
2018.03.03,Ehime,0,22,0
2018.03.04,Ehime,0,22,0
2018.03.05,Ehime,0,22,0
2018.03.06,Ehime,0,22,0
2018.03.07,Ehime,0,22,0
2018.03.08,Ehime,0,22,0
2018.03.09,Ehime,0,22,0
2018.03.10,Ehime,0,22,0
2018.03.11,Ehime,0,22,0
2018.03.12,Ehime,0,22,0
2018.03.13,Ehime,0,22,0
2018.03.14,Ehime,0,22,0
2018.03.15,Ehime,0,22,0
2018.03.16,Ehime,0,22,0
2018.03.17,Ehime,0,22,0
2018.03.18,Ehime,0,0,0
2018.03.19,Ehime,0,0,0
2018.03.20,Ehime,0,0,0
2018.03.21,Ehime,0,0,0
2018.03.22,Ehime,0,0,0
2018.03.23,Ehime,0,0,0
2018.03.24,Ehime,0,0,0
2018.03.25,Ehime,0,0,0
2018.03.26,Ehime,0,0,0
2018.03.27,Ehime,0,0,0
2018.03.28,Ehime,0,0,0
2018.03.29,Ehime,0,0,0
2018.03.30,Ehime,0,0,0
2018.03.31,Ehime,0,0,0
2018.04.01,Ehime,0,0,0
2018.04.02,Ehime,0,0,0
2018.04.03,Ehime,0,0,0
2018.04.04,Ehime,0,0,0
2018.04.05,Ehime,0,0,0
2018.04.06,Ehime,0,0,0
2018.04.07,Ehime,0,0,0
2018.04.08,Ehime,0,0,0
2018.04.09,Ehime,0,0,0
2018.04.10,Ehime,0,0,0
2018.04.11,Ehime,0,0,0
2018.04.12,Ehime,0,0,0
2018.04.13,Ehime,0,0,0
2018.04.14,Ehime,0,0,0
2018.04.15,Ehime,0,0,0
2018.04.16,Ehime,0,0,0
2018.04.17,Ehime,0,0,0
2018.04.18,Ehime,0,0,0
2018.04.19,Ehime,0,0,0
2018.04.20,Ehime,0,0,0
2018.04.21,Ehime,0,0,0
2018.04.22,Ehime,0,22,0
2018.04.23,Ehime,0,22,0
2018.04.24,Ehime,0,22,0
2018.04.25,Ehime,0,22,0
2018.04.26,Ehime,0,22,0
2018.04.27,Ehime,0,22,0
2018.04.28,Ehime,0,22,0
2018.04.29,Ehime,0,0,0
2018.04.30,Ehime,0,0,0
2018.05.01,Ehime,0,0,0
2018.05.02,Ehime,0,0,0
2018.05.03,Ehime,0,0,0
2018.05.04,Ehime,0,0,0
2018.05.05,Ehime,0,0,0
2018.05.06,Ehime,0,0,0
2018.05.07,Ehime,0,0,0
2018.05.08,Ehime,95,0,0
2018.05.09,Ehime,0,0,0
2018.05.10,Ehime,0,0,0
2018.05.11,Ehime,0,0,0
2018.05.12,Ehime,0,0,0
2018.05.13,Ehime,0,0,0
2018.05.14,Ehime,0,0,0
2018.05.15,Ehime,0,0,0
2018.05.16,Ehime,0,0,0
2018.05.17,Ehime,0,0,0
2018.05.18,Ehime,0,0,0
2018.05.19,Ehime,0,0,0
2018.05.20,Ehime,0,0,0
2018.05.21,Ehime,0,0,0
2018.05.22,Ehime,0,0,0
2018.05.23,Ehime,0,0,0
2018.05.24,Ehime,0,0,0
2018.05.25,Ehime,0,0,0
2018.05.26,Ehime,0,0,0
2018.05.27,Ehime,0,45,0
2018.05.28,Ehime,0,45,0
2018.05.29,Ehime,0,45,0
2018.05.30,Ehime,0,45,0
2018.05.31,Ehime,96,45,23.684212
2018.06.01,Ehime,0,45,0
2018.06.02,Ehime,94,45,23.190788
2018.06.03,Ehime,0,22,0
2018.06.04,Ehime,0,22,0
2018.06.05,Ehime,0,22,0
2018.06.06,Ehime,0,22,0
2018.06.07,Ehime,0,22,0
2018.06.08,Ehime,0,22,0
2018.06.09,Ehime,0,22,0
2018.06.10,Ehime,0,0,0
2018.06.11,Ehime,0,0,0
2018.06.12,Ehime,0,0,0
2018.06.13,Ehime,0,0,0
2018.06.14,Ehime,0,0,0
2018.06.15,Ehime,0,0,0
2018.06.16,Ehime,0,0,0
2018.06.17,Ehime,0,0,0
2018.06.18,Ehime,0,0,0
2018.06.19,Ehime,0,0,0
2018.06.20,Ehime,0,0,0
2018.06.21,Ehime,0,0,0
2018.06.22,Ehime,0,0,0
2018.06.23,Ehime,0,0,0
2018.06.24,Ehime,0,0,0
2018.06.25,Ehime,0,0,0
2018.06.26,Ehime,0,0,0
2018.06.27,Ehime,0,0,0
2018.06.28,Ehime,0,0,0
2018.06.29,Ehime,0,0,0
2018.06.30,Ehime,0,0,0
2018.07.01,Ehime,0,19,0
2018.07.02,Ehime,45,19,19.791666
2018.07.03,Ehime,0,19,0
2018.07.04,Ehime,0,19,0
2018.07.05,Ehime,0,19,0
2018.07.06,Ehime,0,19,0
2018.07.07,Ehime,0,19,0
2018.07.08,Ehime,0,0,0
2018.07.09,Ehime,0,0,0
2018.07.10,Ehime,0,0,0
2018.07.11,Ehime,0,0,0
2018.07.12,Ehime,0,0,0
2018.07.13,Ehime,0,0,0
2018.07.14,Ehime,0,0,0
2018.07.15,Ehime,0,0,0
2018.07.16,Ehime,0,0,0
2018.07.17,Ehime,0,0,0
2018.07.18,Ehime,0,0,0
2018.07.19,Ehime,0,0,0
