date,prefecture,raw_daily,raw_weekly,suicide1_harmonized_daily
2016.03.11,Aichi,48,79,27.956558
2016.03.12,Aichi,41,79,23.879559
2016.03.13,Aichi,36,36,21.466389
2016.03.14,Aichi,29,36,17.292368
2016.03.15,Aichi,21,36,12.52206
2016.03.16,Aichi,26,36,15.503504
2016.03.17,Aichi,17,36,10.136906
2016.03.18,Aichi,16,36,9.540617
2016.03.19,Aichi,5,36,2.9814429
2016.03.20,Aichi,15,43,8.9029207
2016.03.21,Aichi,27,43,16.025257
2016.03.22,Aichi,33,43,19.586424
2016.03.23,Aichi,37,43,21.960537
2016.03.24,Aichi,24,43,14.244673
2016.03.25,Aichi,18,43,10.683504
2016.03.26,Aichi,26,43,15.431728
2016.03.27,Aichi,36,38,19.993206
2016.03.28,Aichi,16,38,8.885869
2016.03.29,Aichi,21,38,11.662703
2016.03.30,Aichi,34,38,18.882471
2016.03.31,Aichi,29,38,16.105637
2016.04.01,Aichi,25,38,13.884171
2016.04.02,Aichi,9,38,4.9983015
2016.04.03,Aichi,16,39,9.3960629
2016.04.04,Aichi,27,39,15.855855
2016.04.05,Aichi,16,39,9.3960629
2016.04.06,Aichi,24,39,14.094094
2016.04.07,Aichi,29,39,17.030365
2016.04.08,Aichi,29,39,17.030365
2016.04.09,Aichi,24,39,14.094094
2016.04.10,Aichi,31,39,18.095205
2016.04.11,Aichi,17,39,9.9231768
2016.04.12,Aichi,26,39,15.176622
2016.04.13,Aichi,22,39,12.841759
2016.04.14,Aichi,17,39,9.9231768
2016.04.15,Aichi,26,39,15.176622
2016.04.16,Aichi,27,39,15.760339
2016.04.17,Aichi,19,31,11.002944
2016.04.18,Aichi,24,31,13.898456
2016.04.19,Aichi,13,31,7.5283298
2016.04.20,Aichi,28,31,16.214867
2016.04.21,Aichi,22,31,12.740252
2016.04.22,Aichi,11,31,6.3701258
2016.04.23,Aichi,16,31,9.2656374
2016.04.24,Aichi,20,35,11.517716
2016.04.25,Aichi,26,35,14.973031
2016.04.26,Aichi,28,35,16.124804
2016.04.27,Aichi,13,35,7.4865155
2016.04.28,Aichi,20,35,11.517716
2016.04.29,Aichi,20,35,11.517716
2016.04.30,Aichi,24,35,13.821259
2016.05.01,Aichi,28,36,15.459334
2016.05.02,Aichi,16,36,8.8339052
2016.05.03,Aichi,25,36,13.802977
2016.05.04,Aichi,23,36,12.698739
2016.05.05,Aichi,29,36,16.011454
2016.05.06,Aichi,25,36,13.802977
2016.05.07,Aichi,16,36,8.8339052
2016.05.08,Aichi,28,50,15.668244
2016.05.09,Aichi,25,50,13.989503
2016.05.10,Aichi,53,50,29.657747
2016.05.11,Aichi,33,50,18.466145
2016.05.12,Aichi,39,50,21.823626
2016.05.13,Aichi,30,50,16.787405
2016.05.14,Aichi,14,50,7.8341222
2016.05.15,Aichi,29,44,16.685619
2016.05.16,Aichi,28,44,16.110252
2016.05.17,Aichi,25,44,14.384154
2016.05.18,Aichi,27,44,15.534887
2016.05.19,Aichi,24,44,13.808788
2016.05.20,Aichi,39,44,22.439281
2016.05.21,Aichi,18,44,10.356591
2016.05.22,Aichi,25,49,14.025605
2016.05.23,Aichi,26,49,14.58663
2016.05.24,Aichi,39,49,21.879946
2016.05.25,Aichi,24,49,13.464581
2016.05.26,Aichi,31,49,17.39175
2016.05.27,Aichi,26,49,14.58663
2016.05.28,Aichi,46,49,25.807114
2016.05.29,Aichi,16,42,8.976388
2016.05.30,Aichi,15,42,8.4153633
2016.05.31,Aichi,36,42,20.196873
2016.06.01,Aichi,26,42,14.58663
2016.06.02,Aichi,30,42,16.830727
2016.06.03,Aichi,34,42,19.074823
2016.06.04,Aichi,29,42,16.269703
2016.06.05,Aichi,16,46,9.4747066
2016.06.06,Aichi,38,46,22.50243
2016.06.07,Aichi,25,46,14.80423
2016.06.08,Aichi,31,46,18.357244
2016.06.09,Aichi,22,46,13.027722
2016.06.10,Aichi,35,46,20.725922
2016.06.11,Aichi,26,46,15.396399
2016.06.12,Aichi,28,61,16.258957
2016.06.13,Aichi,35,61,20.323694
2016.06.14,Aichi,58,61,33.679264
2016.06.15,Aichi,59,61,34.259941
2016.06.16,Aichi,25,61,14.516925
2016.06.17,Aichi,38,61,22.065725
2016.06.18,Aichi,18,61,10.452186
2016.06.19,Aichi,40,48,22.608099
2016.06.20,Aichi,23,48,12.999658
2016.06.21,Aichi,40,48,22.608099
2016.06.22,Aichi,38,48,21.477695
2016.06.23,Aichi,21,48,11.869251
2016.06.24,Aichi,35,48,19.782087
2016.06.25,Aichi,14,48,7.9128351
2016.06.26,Aichi,35,44,19.722605
2016.06.27,Aichi,24,44,13.524073
2016.06.28,Aichi,34,44,19.159101
2016.06.29,Aichi,21,44,11.833564
2016.06.30,Aichi,23,44,12.960568
2016.07.01,Aichi,18,44,10.143054
2016.07.02,Aichi,39,44,21.976618
2016.07.03,Aichi,49,37,14.345426
2016.07.04,Aichi,35,37,10.246732
2016.07.05,Aichi,53,37,15.51648
2016.07.06,Aichi,70,37,20.493464
2016.07.07,Aichi,29,37,8.4901495
2016.07.08,Aichi,47,37,13.759898
2016.07.09,Aichi,31,37,9.0756769
2016.07.10,Aichi,46,39,14.060749
2016.07.11,Aichi,32,39,9.7813911
2016.07.12,Aichi,36,39,11.004065
2016.07.13,Aichi,58,39,17.728769
2016.07.14,Aichi,40,39,12.226739
2016.07.15,Aichi,44,39,13.449412
2016.07.16,Aichi,61,39,18.645777
2016.07.17,Aichi,46,40,13.445723
2016.07.18,Aichi,57,40,16.661003
2016.07.19,Aichi,54,40,15.784109
2016.07.20,Aichi,54,40,15.784109
2016.07.21,Aichi,50,40,14.614916
2016.07.22,Aichi,54,40,15.784109
2016.07.23,Aichi,25,40,7.3074579
2016.07.24,Aichi,46,34,13.083549
2016.07.25,Aichi,32,34,9.1015997
2016.07.26,Aichi,28,34,7.9638996
2016.07.27,Aichi,57,34,16.212225
2016.07.28,Aichi,36,34,10.2393
2016.07.29,Aichi,65,34,18.487623
2016.07.30,Aichi,33,34,9.3860254
2016.07.31,Aichi,61,38,17.830198
2016.08.01,Aichi,45,38,13.153424
2016.08.02,Aichi,48,38,14.03032
2016.08.03,Aichi,65,38,18.999392
2016.08.04,Aichi,33,38,9.6458454
2016.08.05,Aichi,46,38,13.445724
2016.08.06,Aichi,25,38,7.3074584
2016.08.07,Aichi,28,33,7.8620243
2016.08.08,Aichi,42,33,11.793036
2016.08.09,Aichi,50,33,14.03933
2016.08.10,Aichi,36,33,10.108316
2016.08.11,Aichi,37,33,10.389103
2016.08.12,Aichi,57,33,16.004835
2016.08.13,Aichi,42,33,11.793036
2016.08.14,Aichi,42,33,11.516946
2016.08.15,Aichi,21,33,5.7584729
2016.08.16,Aichi,53,33,14.533288
2016.08.17,Aichi,56,33,15.355927
2016.08.18,Aichi,36,33,9.8716679
2016.08.19,Aichi,66,33,18.098057
2016.08.20,Aichi,25,33,6.8553243
2016.08.21,Aichi,46,44,13.554449
2016.08.22,Aichi,48,44,14.143772
2016.08.23,Aichi,58,44,17.090393
2016.08.24,Aichi,69,44,20.331675
2016.08.25,Aichi,54,44,15.911744
2016.08.26,Aichi,36,44,10.60783
2016.08.27,Aichi,60,44,17.679716
2016.08.28,Aichi,44,42,13.118349
2016.08.29,Aichi,55,42,16.397936
2016.08.30,Aichi,77,42,22.957111
2016.08.31,Aichi,30,42,8.9443283
2016.09.01,Aichi,57,42,16.994225
2016.09.02,Aichi,50,42,14.907215
2016.09.03,Aichi,37,42,11.031339
2016.09.04,Aichi,29,41,8.8182478
2016.09.05,Aichi,40,41,12.163099
2016.09.06,Aichi,51,41,15.507953
2016.09.07,Aichi,73,41,22.197659
2016.09.08,Aichi,73,41,22.197659
2016.09.09,Aichi,31,41,9.426403
2016.09.10,Aichi,38,41,11.554945
2016.09.11,Aichi,29,36,8.0554514
2016.09.12,Aichi,18,36,4.9999352
2016.09.13,Aichi,44,36,12.222065
2016.09.14,Aichi,56,36,15.555355
2016.09.15,Aichi,34,36,9.4443226
2016.09.16,Aichi,56,36,15.555355
2016.09.17,Aichi,85,36,23.610806
2016.09.18,Aichi,92,39,27.261511
2016.09.19,Aichi,27,39,8.0006609
2016.09.20,Aichi,37,39,10.963869
2016.09.21,Aichi,61,39,18.075567
2016.09.22,Aichi,43,39,12.741794
2016.09.23,Aichi,30,39,8.8896227
2016.09.24,Aichi,37,39,10.963869
2016.09.25,Aichi,52,45,15.219408
2016.09.26,Aichi,46,45,13.463323
2016.09.27,Aichi,61,45,17.853535
2016.09.28,Aichi,56,45,16.390131
2016.09.29,Aichi,34,45,9.9511509
2016.09.30,Aichi,75,45,21.951069
2016.10.01,Aichi,58,45,16.975492
2016.10.02,Aichi,50,48,14.686912
2016.10.03,Aichi,40,48,11.74953
2016.10.04,Aichi,59,48,17.330555
2016.10.05,Aichi,61,48,17.918034
2016.10.06,Aichi,34,48,9.9870996
2016.10.07,Aichi,74,48,21.736629
2016.10.08,Aichi,88,48,25.848965
2016.10.09,Aichi,63,47,18.391777
2016.10.10,Aichi,63,47,18.391777
2016.10.11,Aichi,48,47,14.012782
2016.10.12,Aichi,66,47,19.267576
2016.10.13,Aichi,50,47,14.596648
2016.10.14,Aichi,51,47,14.88858
2016.10.15,Aichi,59,47,17.224045
2016.10.16,Aichi,49,54,14.806491
2016.10.17,Aichi,74,54,22.360825
2016.10.18,Aichi,72,54,21.756475
2016.10.19,Aichi,84,54,25.382557
2016.10.20,Aichi,90,54,27.195597
2016.10.21,Aichi,37,54,11.180412
2016.10.22,Aichi,38,54,11.482585
2016.10.23,Aichi,100,54,28.606596
2016.10.24,Aichi,71,54,20.310682
2016.10.25,Aichi,70,54,20.024616
2016.10.26,Aichi,78,54,22.313145
2016.10.27,Aichi,58,54,16.591825
2016.10.28,Aichi,46,54,13.159034
2016.10.29,Aichi,46,54,13.159034
2016.10.30,Aichi,55,38,16.969543
2016.10.31,Aichi,31,38,9.5646505
2016.11.01,Aichi,35,38,10.7988
2016.11.02,Aichi,55,38,16.969543
2016.11.03,Aichi,42,38,12.958559
2016.11.04,Aichi,38,38,11.724411
2016.11.05,Aichi,50,38,15.426857
2016.11.06,Aichi,42,39,12.332332
2016.11.07,Aichi,67,39,19.673006
2016.11.08,Aichi,44,39,12.919585
2016.11.09,Aichi,38,39,11.157825
2016.11.10,Aichi,38,39,11.157825
2016.11.11,Aichi,75,39,22.02202
2016.11.12,Aichi,26,39,7.6343007
2016.11.13,Aichi,69,41,19.743685
2016.11.14,Aichi,54,41,15.451579
2016.11.15,Aichi,48,41,13.734737
2016.11.16,Aichi,42,41,12.017895
2016.11.17,Aichi,50,41,14.307017
2016.11.18,Aichi,49,41,14.020877
2016.11.19,Aichi,44,41,12.590176
2016.11.20,Aichi,37,33,10.389103
2016.11.21,Aichi,36,33,10.108316
2016.11.22,Aichi,53,33,14.881689
2016.11.23,Aichi,48,33,13.477757
2016.11.24,Aichi,50,33,14.03933
2016.11.25,Aichi,38,33,10.669889
2016.11.26,Aichi,30,33,8.4235973
2016.11.27,Aichi,35,40,10.445496
2016.11.28,Aichi,66,40,19.69722
2016.11.29,Aichi,44,40,13.131479
2016.11.30,Aichi,33,40,9.8486099
2016.12.01,Aichi,40,40,11.93771
2016.12.02,Aichi,62,40,18.503448
2016.12.03,Aichi,53,40,15.817465
2016.12.04,Aichi,32,45,9.7485876
2016.12.05,Aichi,74,45,22.54361
2016.12.06,Aichi,52,45,15.841455
2016.12.07,Aichi,63,45,19.192532
2016.12.08,Aichi,43,45,13.099664
2016.12.09,Aichi,56,45,17.060028
2016.12.10,Aichi,47,45,14.318237
2016.12.11,Aichi,24,25,6.7760072
2016.12.12,Aichi,49,25,13.834347
2016.12.13,Aichi,34,25,9.5993433
2016.12.14,Aichi,21,25,5.9290061
2016.12.15,Aichi,26,25,7.3406739
2016.12.16,Aichi,44,25,12.422679
2016.12.17,Aichi,22,25,6.2113395
2016.12.18,Aichi,25,30,7.2224879
2016.12.19,Aichi,50,30,14.444976
2016.12.20,Aichi,54,30,15.600574
2016.12.21,Aichi,29,30,8.3780861
2016.12.22,Aichi,28,30,8.0891867
2016.12.23,Aichi,28,30,8.0891867
2016.12.24,Aichi,44,30,12.711578
2016.12.25,Aichi,25,36,7.2365122
2016.12.26,Aichi,36,36,10.420578
2016.12.27,Aichi,36,36,10.420578
2016.12.28,Aichi,67,36,19.393852
2016.12.29,Aichi,69,36,19.972775
2016.12.30,Aichi,39,36,11.28896
2016.12.31,Aichi,37,36,10.710038
2017.01.01,Aichi,24,33,11.054788
2017.01.02,Aichi,7,33,3.2243133
2017.01.03,Aichi,23,33,10.594172
2017.01.04,Aichi,37,33,17.042797
2017.01.05,Aichi,26,33,11.97602
2017.01.06,Aichi,29,33,13.357869
2017.01.07,Aichi,32,33,14.739717
2017.01.08,Aichi,26,41,11.719094
2017.01.09,Aichi,39,41,17.578642
2017.01.10,Aichi,18,41,8.1132193
2017.01.11,Aichi,46,41,20.733782
2017.01.12,Aichi,46,41,20.733782
2017.01.13,Aichi,25,41,11.268359
2017.01.14,Aichi,26,41,11.719094
2017.01.15,Aichi,28,45,12.777613
2017.01.16,Aichi,30,45,13.690299
2017.01.17,Aichi,58,45,26.467911
2017.01.18,Aichi,37,45,16.884703
2017.01.19,Aichi,16,45,7.3014932
2017.01.20,Aichi,39,45,17.79739
2017.01.21,Aichi,37,45,16.884703
2017.01.22,Aichi,25,38,11.029482
2017.01.23,Aichi,25,38,11.029482
2017.01.24,Aichi,21,38,9.2647638
2017.01.25,Aichi,29,38,12.794197
2017.01.26,Aichi,26,38,11.47066
2017.01.27,Aichi,54,38,23.823679
2017.01.28,Aichi,34,38,15.000094
2017.01.29,Aichi,29,38,13.421365
2017.01.30,Aichi,31,38,14.346977
2017.01.31,Aichi,12,38,5.553668
2017.02.01,Aichi,28,38,12.958559
2017.02.02,Aichi,36,38,16.661005
2017.02.03,Aichi,37,38,17.12381
2017.02.04,Aichi,31,38,14.346977
2017.02.05,Aichi,23,47,10.786278
2017.02.06,Aichi,27,47,12.662152
2017.02.07,Aichi,16,47,7.5034976
2017.02.08,Aichi,42,47,19.696682
2017.02.09,Aichi,24,47,11.255246
2017.02.10,Aichi,41,47,19.227713
2017.02.11,Aichi,76,47,35.641613
2017.02.12,Aichi,46,63,20.690186
2017.02.13,Aichi,100,63,44.978664
2017.02.14,Aichi,44,63,19.790613
2017.02.15,Aichi,42,63,18.891039
2017.02.16,Aichi,43,63,19.340826
2017.02.17,Aichi,27,63,12.144239
2017.02.18,Aichi,46,63,20.690186
2017.02.19,Aichi,37,39,17.574438
2017.02.20,Aichi,40,39,18.999393
2017.02.21,Aichi,23,39,10.924651
2017.02.22,Aichi,25,39,11.87462
2017.02.23,Aichi,29,39,13.77456
2017.02.24,Aichi,25,39,11.87462
2017.02.25,Aichi,25,39,11.87462
2017.02.26,Aichi,29,40,12.696307
2017.02.27,Aichi,20,40,8.756074
2017.02.28,Aichi,29,40,12.696307
2017.03.01,Aichi,35,40,15.323129
2017.03.02,Aichi,42,40,18.387754
2017.03.03,Aichi,36,40,15.760933
2017.03.04,Aichi,36,40,15.760933
2017.03.05,Aichi,37,43,16.539314
2017.03.06,Aichi,45,43,20.115383
2017.03.07,Aichi,39,43,17.433332
2017.03.08,Aichi,37,43,16.539314
2017.03.09,Aichi,28,43,12.516238
2017.03.10,Aichi,24,43,10.728205
2017.03.11,Aichi,29,43,12.963246
2017.03.12,Aichi,32,36,15.555354
2017.03.13,Aichi,24,36,11.666515
2017.03.14,Aichi,15,36,7.2915716
2017.03.15,Aichi,31,36,15.069249
2017.03.16,Aichi,45,36,21.874716
2017.03.17,Aichi,13,36,6.3193622
2017.03.18,Aichi,24,36,11.666515
2017.03.19,Aichi,40,45,18.634018
2017.03.20,Aichi,20,45,9.317009
2017.03.21,Aichi,32,45,14.907215
2017.03.22,Aichi,33,45,15.373065
2017.03.23,Aichi,33,45,15.373065
2017.03.24,Aichi,40,45,18.634018
2017.03.25,Aichi,42,45,19.56572
2017.03.26,Aichi,35,39,15.628531
2017.03.27,Aichi,35,39,15.628531
2017.03.28,Aichi,24,39,10.716707
2017.03.29,Aichi,32,39,14.288943
2017.03.30,Aichi,42,39,18.754238
2017.03.31,Aichi,19,39,8.4840603
2017.04.01,Aichi,30,39,13.395885
2017.04.02,Aichi,24,31,10.68494
2017.04.03,Aichi,24,31,10.68494
2017.04.04,Aichi,20,31,8.9041176
2017.04.05,Aichi,20,31,8.9041176
2017.04.06,Aichi,27,31,12.020558
2017.04.07,Aichi,21,31,9.3493233
2017.04.08,Aichi,37,31,16.472616
2017.04.09,Aichi,15,37,7.0713711
2017.04.10,Aichi,36,37,16.971291
2017.04.11,Aichi,29,37,13.671317
2017.04.12,Aichi,34,37,16.02844
2017.04.13,Aichi,20,37,9.4284945
2017.04.14,Aichi,34,37,16.02844
2017.04.15,Aichi,27,37,12.728468
2017.04.16,Aichi,17,36,7.7976193
2017.04.17,Aichi,30,36,13.760506
2017.04.18,Aichi,40,36,18.347342
2017.04.19,Aichi,24,36,11.008404
2017.04.20,Aichi,24,36,11.008404
2017.04.21,Aichi,31,36,14.219189
2017.04.22,Aichi,29,36,13.301822
2017.04.23,Aichi,26,39,11.55651
2017.04.24,Aichi,40,39,17.779247
2017.04.25,Aichi,38,39,16.890285
2017.04.26,Aichi,26,39,11.55651
2017.04.27,Aichi,22,39,9.7785864
2017.04.28,Aichi,41,39,18.223728
2017.04.29,Aichi,25,39,11.112029
2017.04.30,Aichi,28,46,13.061561
2017.05.01,Aichi,22,46,10.262654
2017.05.02,Aichi,28,46,13.061561
2017.05.03,Aichi,24,46,11.195623
2017.05.04,Aichi,36,46,16.793434
2017.05.05,Aichi,72,46,33.586868
2017.05.06,Aichi,35,46,16.32695
2017.05.07,Aichi,50,43,23.63607
2017.05.08,Aichi,52,43,24.581514
2017.05.09,Aichi,9,43,4.2544928
2017.05.10,Aichi,23,43,10.872593
2017.05.11,Aichi,28,43,13.236199
2017.05.12,Aichi,34,43,16.072527
2017.05.13,Aichi,30,43,14.181643
2017.05.14,Aichi,21,38,9.4412365
2017.05.15,Aichi,43,38,19.332056
2017.05.16,Aichi,33,38,14.836228
2017.05.17,Aichi,22,38,9.8908186
2017.05.18,Aichi,27,38,12.138733
2017.05.19,Aichi,38,38,17.084141
2017.05.20,Aichi,26,38,11.68915
2017.05.21,Aichi,22,35,9.9123974
2017.05.22,Aichi,39,35,17.571976
2017.05.23,Aichi,29,35,13.066341
2017.05.24,Aichi,24,35,10.813523
2017.05.25,Aichi,34,35,15.319159
2017.05.26,Aichi,29,35,13.066341
2017.05.27,Aichi,16,35,7.2090158
2017.05.28,Aichi,31,46,14.520279
2017.05.29,Aichi,31,46,14.520279
2017.05.30,Aichi,31,46,14.520279
2017.05.31,Aichi,50,46,23.419804
2017.06.01,Aichi,50,46,23.419804
2017.06.02,Aichi,16,46,7.4943376
2017.06.03,Aichi,35,46,16.393862
2017.06.04,Aichi,37,47,17.49234
2017.06.05,Aichi,35,47,16.546808
2017.06.06,Aichi,46,47,21.747232
2017.06.07,Aichi,34,47,16.074041
2017.06.08,Aichi,39,47,18.437872
2017.06.09,Aichi,30,47,14.182978
2017.06.10,Aichi,26,47,12.291915
2017.06.11,Aichi,34,41,15.257459
2017.06.12,Aichi,34,41,15.257459
2017.06.13,Aichi,22,41,9.8724737
2017.06.14,Aichi,26,41,11.667469
2017.06.15,Aichi,45,41,20.193695
2017.06.16,Aichi,42,41,18.84745
2017.06.17,Aichi,24,41,10.769971
2017.06.18,Aichi,34,38,15.658635
2017.06.19,Aichi,23,38,10.592606
2017.06.20,Aichi,35,38,16.119183
2017.06.21,Aichi,18,38,8.2898655
2017.06.22,Aichi,20,38,9.2109613
2017.06.23,Aichi,42,38,19.343019
2017.06.24,Aichi,33,38,15.198087
2017.06.25,Aichi,25,33,11.451073
2017.06.26,Aichi,33,33,15.115417
2017.06.27,Aichi,40,33,18.321716
2017.06.28,Aichi,30,33,13.741287
2017.06.29,Aichi,15,33,6.8706436
2017.06.30,Aichi,15,33,6.8706436
2017.07.01,Aichi,21,33,9.6189013
2017.07.02,Aichi,13,27,9.1797056
2017.07.03,Aichi,15,27,10.591969
2017.07.04,Aichi,14,27,9.8858376
2017.07.05,Aichi,14,27,9.8858376
2017.07.06,Aichi,16,27,11.2981
2017.07.07,Aichi,15,27,10.591969
2017.07.08,Aichi,8,27,5.6490498
2017.07.09,Aichi,18,37,13.344363
2017.07.10,Aichi,19,37,14.085716
2017.07.11,Aichi,17,37,12.603009
2017.07.12,Aichi,16,37,11.861656
2017.07.13,Aichi,16,37,11.861656
2017.07.14,Aichi,21,37,15.568423
2017.07.15,Aichi,17,37,12.603009
2017.07.16,Aichi,9,58,7.0870366
2017.07.17,Aichi,19,58,14.961522
2017.07.18,Aichi,22,58,17.323868
2017.07.19,Aichi,16,58,12.599176
2017.07.20,Aichi,36,58,28.348146
2017.07.21,Aichi,52,58,40.947323
2017.07.22,Aichi,29,58,22.836008
2017.07.23,Aichi,22,39,16.397938
2017.07.24,Aichi,27,39,20.124743
2017.07.25,Aichi,19,39,14.161855
2017.07.26,Aichi,21,39,15.652576
2017.07.27,Aichi,15,39,11.180412
2017.07.28,Aichi,13,39,9.6896906
2017.07.29,Aichi,13,39,9.6896906
2017.07.30,Aichi,14,40,10.306223
2017.07.31,Aichi,20,40,14.723175
2017.08.01,Aichi,15,40,11.042381
2017.08.02,Aichi,25,40,18.403969
2017.08.03,Aichi,22,40,16.195492
2017.08.04,Aichi,18,40,13.250857
2017.08.05,Aichi,21,40,15.459333
2017.08.06,Aichi,13,36,9.4533558
2017.08.07,Aichi,8,36,5.8174496
2017.08.08,Aichi,15,36,10.907718
2017.08.09,Aichi,20,36,14.543624
2017.08.10,Aichi,30,36,21.815435
2017.08.11,Aichi,19,36,13.816442
2017.08.12,Aichi,18,36,13.089262
2017.08.13,Aichi,28,34,20.748053
2017.08.14,Aichi,16,34,11.85603
2017.08.15,Aichi,6,34,4.4460115
2017.08.16,Aichi,17,34,12.597032
2017.08.17,Aichi,19,34,14.079036
2017.08.18,Aichi,13,34,9.6330242
2017.08.19,Aichi,15,34,11.115028
2017.08.20,Aichi,30,43,22.103802
2017.08.21,Aichi,16,43,11.788694
2017.08.22,Aichi,18,43,13.262282
2017.08.23,Aichi,21,43,15.472662
2017.08.24,Aichi,22,43,16.209455
2017.08.25,Aichi,24,43,17.683043
2017.08.26,Aichi,14,43,10.315108
2017.08.27,Aichi,21,55,16.031502
2017.08.28,Aichi,23,55,17.558311
2017.08.29,Aichi,27,55,20.611931
2017.08.30,Aichi,40,55,30.536194
2017.08.31,Aichi,19,55,14.504692
2017.09.01,Aichi,32,55,24.428955
2017.09.02,Aichi,17,55,12.977881
2017.09.03,Aichi,20,36,14.784014
2017.09.04,Aichi,24,36,17.740816
2017.09.05,Aichi,26,36,19.219219
2017.09.06,Aichi,14,36,10.348809
2017.09.07,Aichi,12,36,8.8704081
2017.09.08,Aichi,15,36,11.08801
2017.09.09,Aichi,10,36,7.3920069
2017.09.10,Aichi,26,57,19.690279
2017.09.11,Aichi,35,57,26.506145
2017.09.12,Aichi,28,57,21.204916
2017.09.13,Aichi,27,57,20.447598
2017.09.14,Aichi,33,57,24.991508
2017.09.15,Aichi,16,57,12.117095
2017.09.16,Aichi,22,57,16.661005
2017.09.17,Aichi,12,46,8.7914343
2017.09.18,Aichi,22,46,16.117628
2017.09.19,Aichi,21,46,15.385009
2017.09.20,Aichi,32,46,23.443823
2017.09.21,Aichi,27,46,19.780727
2017.09.22,Aichi,27,46,19.780727
2017.09.23,Aichi,15,46,10.989292
2017.09.24,Aichi,16,49,11.877293
2017.09.25,Aichi,20,49,14.846616
2017.09.26,Aichi,19,49,14.104285
2017.09.27,Aichi,44,49,32.662556
2017.09.28,Aichi,35,49,25.981579
2017.09.29,Aichi,19,49,14.104285
2017.09.30,Aichi,11,49,8.1656389
2017.10.01,Aichi,13,35,9.9163485
2017.10.02,Aichi,13,35,9.9163485
2017.10.03,Aichi,13,35,9.9163485
2017.10.04,Aichi,16,35,12.204737
2017.10.05,Aichi,20,35,15.25592
2017.10.06,Aichi,20,35,15.25592
2017.10.07,Aichi,19,35,14.493125
2017.10.08,Aichi,18,37,13.905048
2017.10.09,Aichi,19,37,14.677551
2017.10.10,Aichi,19,37,14.677551
2017.10.11,Aichi,21,37,16.222557
2017.10.12,Aichi,13,37,10.042536
2017.10.13,Aichi,20,37,15.450054
2017.10.14,Aichi,9,37,6.9525242
