date,raw_daily,raw_weekly,symptoms_harmonized_daily
2018.06.30,30,15,3.3339257
2018.07.01,30,27,3.8006759
2018.07.02,64,27,8.1081085
2018.07.03,80,27,10.135137
2018.07.04,64,27,8.1081085
2018.07.05,55,27,6.967906
2018.07.06,36,27,4.560811
2018.07.07,31,27,3.9273653
2018.07.08,31,17,4.1793551
2018.07.09,29,17,3.9097195
2018.07.10,27,17,3.6400836
2018.07.11,28,17,3.7749016
2018.07.12,33,17,4.4489913
2018.07.13,34,17,4.5838089
2018.07.14,31,17,4.1793551
2018.07.15,26,14,3.4542971
2018.07.16,28,14,3.7200119
2018.07.17,26,14,3.4542971
2018.07.18,27,14,3.5871546
2018.07.19,26,14,3.4542971
2018.07.20,25,14,3.3214395
2018.07.21,20,14,2.6571517
2018.07.22,22,12,2.7527525
2018.07.23,25,12,3.1281283
2018.07.24,24,12,3.0030031
2018.07.25,24,12,3.0030031
2018.07.26,21,12,2.6276276
2018.07.27,22,12,2.7527525
2018.07.28,24,12,3.0030031
2018.07.29,21,15,2.8302903
2018.07.30,35,15,4.7171502
2018.07.31,26,15,3.5041687
2018.08.01,27,15,3.6389446
2018.08.02,28,15,3.7737205
2018.08.03,23,15,3.0998418
2018.08.04,28,15,3.7737205
2018.08.05,23,13,3.0063548
2018.08.06,28,13,3.65991
2018.08.07,24,13,3.1370656
2018.08.08,25,13,3.2677767
2018.08.09,23,13,3.0063548
2018.08.10,24,13,3.1370656
2018.08.11,21,13,2.7449324
2018.08.12,25,13,3.2677767
2018.08.13,22,13,2.8756437
2018.08.14,22,13,2.8756437
2018.08.15,23,13,3.0063548
2018.08.16,26,13,3.398488
2018.08.17,26,13,3.398488
2018.08.18,24,13,3.1370656
2018.08.19,25,14,3.4174352
2018.08.20,25,14,3.4174352
2018.08.21,26,14,3.5541325
2018.08.22,26,14,3.5541325
2018.08.23,22,14,3.0073428
2018.08.24,24,14,3.2807376
2018.08.25,25,14,3.4174352
2018.08.26,28,17,3.7224724
2018.08.27,29,17,3.855418
2018.08.28,36,17,4.786036
2018.08.29,31,17,4.1213088
2018.08.30,31,17,4.1213088
2018.08.31,31,17,4.1213088
2018.09.01,30,17,3.9883633
2018.09.02,30,18,4.0183358
2018.09.03,30,18,4.0183358
2018.09.04,26,18,3.4825578
2018.09.05,48,18,6.429337
2018.09.06,35,18,4.6880589
2018.09.07,31,18,4.1522803
2018.09.08,27,18,3.6165023
2018.09.09,25,14,3.3783784
2018.09.10,25,14,3.3783784
2018.09.11,23,14,3.1081083
2018.09.12,24,14,3.2432435
2018.09.13,26,14,3.5135136
2018.09.14,28,14,3.7837839
2018.09.15,24,14,3.2432435
2018.09.16,28,15,3.6759558
2018.09.17,30,15,3.938524
2018.09.18,28,15,3.6759558
2018.09.19,25,15,3.2821033
2018.09.20,32,15,4.2010922
2018.09.21,25,15,3.2821033
2018.09.22,25,15,3.2821033
2018.09.23,25,14,3.3591833
2018.09.24,26,14,3.4935505
2018.09.25,26,14,3.4935505
2018.09.26,26,14,3.4935505
2018.09.27,24,14,3.2248156
2018.09.28,25,14,3.3591833
2018.09.29,24,14,3.2248156
2018.09.30,22,14,2.9228666
2018.10.01,22,14,2.9228666
2018.10.02,31,14,4.1185846
2018.10.03,32,14,4.2514424
2018.10.04,27,14,3.5871546
2018.10.05,21,14,2.790009
2018.10.06,23,14,3.0557241
2018.10.07,24,29,2.9915414
2018.10.08,25,29,3.1161888
2018.10.09,44,29,5.4844923
2018.10.10,91,29,11.342927
2018.10.11,100,29,12.464755
2018.10.12,65,29,8.1020908
2018.10.13,44,29,5.4844923
2018.10.14,44,20,5.7172561
2018.10.15,37,20,4.807693
2018.10.16,39,20,5.0675683
2018.10.17,36,20,4.6777549
2018.10.18,33,20,4.2879419
2018.10.19,42,20,5.4573808
2018.10.20,29,20,3.7681913
2018.10.21,33,17,4.4282017
2018.10.22,29,17,3.8914502
2018.10.23,39,17,5.2333293
2018.10.24,26,17,3.4888864
2018.10.25,29,17,3.8914502
2018.10.26,31,17,4.1598263
2018.10.27,27,17,3.6230743
2018.10.28,24,13,3.2135797
2018.10.29,21,13,2.811882
2018.10.30,27,13,3.6152771
2018.10.31,25,13,3.3474786
2018.11.01,24,13,3.2135797
2018.11.02,20,13,2.6779828
2018.11.03,23,13,3.0796804
2018.11.04,28,14,3.6992302
2018.11.05,20,14,2.6423073
2018.11.06,37,14,4.8882685
2018.11.07,27,14,3.5671148
2018.11.08,26,14,3.4349997
2018.11.09,21,14,2.7744226
2018.11.10,20,14,2.6423073
2018.11.11,26,13,3.4602787
2018.11.12,24,13,3.1941035
2018.11.13,25,13,3.3271909
2018.11.14,24,13,3.1941035
2018.11.15,25,13,3.3271909
2018.11.16,21,13,2.7948403
2018.11.17,20,13,2.6617527
2018.11.18,22,11,2.6893671
2018.11.19,24,11,2.9338553
2018.11.20,22,11,2.6893671
2018.11.21,22,11,2.6893671
2018.11.22,20,11,2.4448793
2018.11.23,21,11,2.5671234
2018.11.24,21,11,2.5671234
2018.11.25,21,12,2.7286901
2018.11.26,23,12,2.9885654
2018.11.27,22,12,2.8586278
2018.11.28,23,12,2.9885654
2018.11.29,24,12,3.1185031
2018.11.30,22,12,2.8586278
2018.12.01,21,12,2.7286901
2018.12.02,21,12,2.764128
2018.12.03,20,12,2.6325028
2018.12.04,22,12,2.8957529
2018.12.05,23,12,3.0273781
2018.12.06,24,12,3.1590035
2018.12.07,21,12,2.764128
2018.12.08,23,12,3.0273781
2018.12.09,25,12,3.2693987
2018.12.10,19,12,2.4847431
2018.12.11,24,12,3.1386228
2018.12.12,22,12,2.8770707
2018.12.13,22,12,2.8770707
2018.12.14,24,12,3.1386228
2018.12.15,19,12,2.4847431
2018.12.16,23,13,3.0425761
2018.12.17,23,13,3.0425761
2018.12.18,25,13,3.3071477
2018.12.19,25,13,3.3071477
2018.12.20,24,13,3.1748619
2018.12.21,21,13,2.7780042
2018.12.22,25,13,3.3071477
2018.12.23,21,13,2.7613692
2018.12.24,23,13,3.0243568
2018.12.25,23,13,3.0243568
2018.12.26,24,13,3.1558506
2018.12.27,23,13,3.0243568
2018.12.28,27,13,3.5503318
2018.12.29,26,13,3.4188383
2018.12.30,27,12,2.9424589
2018.12.31,20,12,2.179599
2019.01.01,22,12,2.3975589
2019.01.02,24,12,2.6155188
2019.01.03,34,12,3.7053185
2019.01.04,32,12,3.4873586
2019.01.05,27,12,2.9424589
2019.01.06,31,13,3.336977
2019.01.07,32,13,3.4446213
2019.01.08,31,13,3.336977
2019.01.09,28,13,3.0140436
2019.01.10,30,13,3.2293324
2019.01.11,28,13,3.0140436
2019.01.12,24,13,2.5834661
2019.01.13,24,12,2.5470498
2019.01.14,28,12,2.9715581
2019.01.15,26,12,2.7593038
2019.01.16,28,12,2.9715581
2019.01.17,24,12,2.5470498
2019.01.18,32,12,3.3960662
2019.01.19,29,12,3.0776849
2019.01.20,32,15,3.6036036
2019.01.21,39,15,4.391892
2019.01.22,36,15,4.0540538
2019.01.23,31,15,3.4909911
2019.01.24,31,15,3.4909911
2019.01.25,29,15,3.2657659
2019.01.26,27,15,3.0405407
2019.01.27,29,13,3.1370656
2019.01.28,29,13,3.1370656
2019.01.29,29,13,3.1370656
2019.01.30,31,13,3.353415
2019.01.31,28,13,3.0288911
2019.02.01,30,13,3.2452402
2019.02.02,27,13,2.9207163
2019.02.03,30,13,3.2613058
2019.02.04,32,13,3.4787261
2019.02.05,26,13,2.8264649
2019.02.06,32,13,3.4787261
2019.02.07,27,13,2.9351754
2019.02.08,30,13,3.2613058
2019.02.09,25,13,2.7177548
2019.02.10,33,13,3.4839528
2019.02.11,31,13,3.272804
2019.02.12,30,13,3.1672299
2019.02.13,25,13,2.639358
2019.02.14,34,13,3.5895271
2019.02.15,28,13,2.9560812
2019.02.16,27,13,2.8505068
2019.02.17,29,16,3.3783786
2019.02.18,38,16,4.4268408
2019.02.19,36,16,4.1938491
2019.02.20,30,16,3.4948745
2019.02.21,30,16,3.4948745
2019.02.22,35,16,4.0773535
2019.02.23,34,16,3.9608576
2019.02.24,31,16,3.4765058
2019.02.25,29,16,3.2522151
2019.02.26,37,16,4.1493783
2019.02.27,45,16,5.0465407
2019.02.28,33,16,3.7007966
2019.03.01,35,16,3.9250875
2019.03.02,31,16,3.4765058
2019.03.03,27,13,3.0250275
2019.03.04,34,13,3.809294
2019.03.05,29,13,3.2491035
2019.03.06,25,13,2.8009515
2019.03.07,28,13,3.1370656
2019.03.08,26,13,2.9129896
2019.03.09,27,13,3.0250275
2019.03.10,31,17,3.4638238
2019.03.11,36,17,4.0225048
2019.03.12,48,17,5.3633404
2019.03.13,51,17,5.6985488
2019.03.14,32,17,3.5755601
2019.03.15,29,17,3.2403514
2019.03.16,30,17,3.3520875
2019.03.17,30,13,3.2135794
2019.03.18,34,13,3.6420567
2019.03.19,28,13,2.9993408
2019.03.20,30,13,3.2135794
2019.03.21,31,13,3.3206987
2019.03.22,26,13,2.7851021
2019.03.23,26,13,2.7851021
2019.03.24,28,13,2.9703617
2019.03.25,24,13,2.5460241
2019.03.26,32,13,3.3946991
2019.03.27,38,13,4.0312052
2019.03.28,31,13,3.2886147
2019.03.29,29,13,3.0764458
2019.03.30,25,13,2.6521087
2019.03.31,32,13,3.65991
2019.04.01,21,13,2.4018159
