raw_daily,raw_weekly,prefecture,date,medication_harmonized_daily
0,6,Ishikawa,2018.06.24,0
0,6,Ishikawa,2018.06.25,0
0,6,Ishikawa,2018.06.26,0
0,6,Ishikawa,2018.06.27,0
13,6,Ishikawa,2018.06.28,10.98
0,6,Ishikawa,2018.06.29,0
0,6,Ishikawa,2018.06.30,0
0,0,Ishikawa,2018.07.01,0
0,0,Ishikawa,2018.07.02,0
0,0,Ishikawa,2018.07.03,0
0,0,Ishikawa,2018.07.04,0
0,0,Ishikawa,2018.07.05,0
0,0,Ishikawa,2018.07.06,0
0,0,Ishikawa,2018.07.07,0
0,0,Ishikawa,2018.07.08,0
0,0,Ishikawa,2018.07.09,0
0,0,Ishikawa,2018.07.10,0
0,0,Ishikawa,2018.07.11,0
0,0,Ishikawa,2018.07.12,0
0,0,Ishikawa,2018.07.13,0
0,0,Ishikawa,2018.07.14,0
0,0,Ishikawa,2018.07.15,0
0,0,Ishikawa,2018.07.16,0
0,0,Ishikawa,2018.07.17,0
0,0,Ishikawa,2018.07.18,0
0,0,Ishikawa,2018.07.19,0
0,0,Ishikawa,2018.07.20,0
0,0,Ishikawa,2018.07.21,0
0,6,Ishikawa,2018.07.22,0
0,6,Ishikawa,2018.07.23,0
0,6,Ishikawa,2018.07.24,0
0,6,Ishikawa,2018.07.25,0
0,6,Ishikawa,2018.07.26,0
0,6,Ishikawa,2018.07.27,0
47,6,Ishikawa,2018.07.28,10.979999
46,6,Ishikawa,2018.07.29,10.98
0,6,Ishikawa,2018.07.30,0
0,6,Ishikawa,2018.07.31,0
0,6,Ishikawa,2018.08.01,0
0,6,Ishikawa,2018.08.02,0
0,6,Ishikawa,2018.08.03,0
0,6,Ishikawa,2018.08.04,0
0,0,Ishikawa,2018.08.05,0
0,0,Ishikawa,2018.08.06,0
0,0,Ishikawa,2018.08.07,0
0,0,Ishikawa,2018.08.08,0
0,0,Ishikawa,2018.08.09,0
0,0,Ishikawa,2018.08.10,0
0,0,Ishikawa,2018.08.11,0
0,0,Ishikawa,2018.08.12,0
0,0,Ishikawa,2018.08.13,0
0,0,Ishikawa,2018.08.14,0
0,0,Ishikawa,2018.08.15,0
0,0,Ishikawa,2018.08.16,0
0,0,Ishikawa,2018.08.17,0
0,0,Ishikawa,2018.08.18,0
48,0,Ishikawa,2018.08.19,0
0,0,Ishikawa,2018.08.20,0
0,0,Ishikawa,2018.08.21,0
0,0,Ishikawa,2018.08.22,0
0,0,Ishikawa,2018.08.23,0
0,0,Ishikawa,2018.08.24,0
0,0,Ishikawa,2018.08.25,0
0,6,Ishikawa,2018.08.26,0
0,6,Ishikawa,2018.08.27,0
0,6,Ishikawa,2018.08.28,0
0,6,Ishikawa,2018.08.29,0
48,6,Ishikawa,2018.08.30,10.98
0,6,Ishikawa,2018.08.31,0
0,6,Ishikawa,2018.09.01,0
0,0,Ishikawa,2018.09.02,0
0,0,Ishikawa,2018.09.03,0
0,0,Ishikawa,2018.09.04,0
0,0,Ishikawa,2018.09.05,0
0,0,Ishikawa,2018.09.06,0
0,0,Ishikawa,2018.09.07,0
0,0,Ishikawa,2018.09.08,0
0,0,Ishikawa,2018.09.09,0
0,0,Ishikawa,2018.09.10,0
0,0,Ishikawa,2018.09.11,0
0,0,Ishikawa,2018.09.12,0
0,0,Ishikawa,2018.09.13,0
0,0,Ishikawa,2018.09.14,0
0,0,Ishikawa,2018.09.15,0
0,6,Ishikawa,2018.09.16,0
0,6,Ishikawa,2018.09.17,0
0,6,Ishikawa,2018.09.18,0
53,6,Ishikawa,2018.09.19,10.98
0,6,Ishikawa,2018.09.20,0
0,6,Ishikawa,2018.09.21,0
0,6,Ishikawa,2018.09.22,0
0,0,Ishikawa,2018.09.23,0
0,0,Ishikawa,2018.09.24,0
0,0,Ishikawa,2018.09.25,0
0,0,Ishikawa,2018.09.26,0
0,0,Ishikawa,2018.09.27,0
0,0,Ishikawa,2018.09.28,0
0,0,Ishikawa,2018.09.29,0
0,0,Ishikawa,2018.09.30,0
0,0,Ishikawa,2018.10.01,0
0,0,Ishikawa,2018.10.02,0
0,0,Ishikawa,2018.10.03,0
0,0,Ishikawa,2018.10.04,0
0,0,Ishikawa,2018.10.05,0
0,0,Ishikawa,2018.10.06,0
46,18,Ishikawa,2018.10.07,10.238108
0,18,Ishikawa,2018.10.08,0
0,18,Ishikawa,2018.10.09,0
49,18,Ishikawa,2018.10.10,10.90581
0,18,Ishikawa,2018.10.11,0
0,18,Ishikawa,2018.10.12,0
53,18,Ishikawa,2018.10.13,11.796082
0,13,Ishikawa,2018.10.14,0
0,13,Ishikawa,2018.10.15,0
0,13,Ishikawa,2018.10.16,0
0,13,Ishikawa,2018.10.17,0
0,13,Ishikawa,2018.10.18,0
100,13,Ishikawa,2018.10.19,23.789999
0,13,Ishikawa,2018.10.20,0
0,19,Ishikawa,2018.10.21,0
51,19,Ishikawa,2018.10.22,11.743509
50,19,Ishikawa,2018.10.23,11.513245
50,19,Ishikawa,2018.10.24,11.513245
0,19,Ishikawa,2018.10.25,0
0,19,Ishikawa,2018.10.26,0
0,19,Ishikawa,2018.10.27,0
0,0,Ishikawa,2018.10.28,0
0,0,Ishikawa,2018.10.29,0
0,0,Ishikawa,2018.10.30,0
0,0,Ishikawa,2018.10.31,0
0,0,Ishikawa,2018.11.01,0
0,0,Ishikawa,2018.11.02,0
0,0,Ishikawa,2018.11.03,0
0,6,Ishikawa,2018.11.04,0
0,6,Ishikawa,2018.11.05,0
0,6,Ishikawa,2018.11.06,0
0,6,Ishikawa,2018.11.07,0
49,6,Ishikawa,2018.11.08,10.98
0,6,Ishikawa,2018.11.09,0
0,6,Ishikawa,2018.11.10,0
0,12,Ishikawa,2018.11.11,0
48,12,Ishikawa,2018.11.12,10.866804
0,12,Ishikawa,2018.11.13,0
0,12,Ishikawa,2018.11.14,0
49,12,Ishikawa,2018.11.15,11.093196
0,12,Ishikawa,2018.11.16,0
0,12,Ishikawa,2018.11.17,0
0,6,Ishikawa,2018.11.18,0
0,6,Ishikawa,2018.11.19,0
0,6,Ishikawa,2018.11.20,0
50,6,Ishikawa,2018.11.21,10.98
0,6,Ishikawa,2018.11.22,0
0,6,Ishikawa,2018.11.23,0
0,6,Ishikawa,2018.11.24,0
0,0,Ishikawa,2018.11.25,0
0,0,Ishikawa,2018.11.26,0
0,0,Ishikawa,2018.11.27,0
0,0,Ishikawa,2018.11.28,0
0,0,Ishikawa,2018.11.29,0
0,0,Ishikawa,2018.11.30,0
0,0,Ishikawa,2018.12.01,0
0,13,Ishikawa,2018.12.02,0
0,13,Ishikawa,2018.12.03,0
0,13,Ishikawa,2018.12.04,0
50,13,Ishikawa,2018.12.05,11.548544
0,13,Ishikawa,2018.12.06,0
53,13,Ishikawa,2018.12.07,12.241457
0,13,Ishikawa,2018.12.08,0
0,6,Ishikawa,2018.12.09,0
0,6,Ishikawa,2018.12.10,0
53,6,Ishikawa,2018.12.11,3.9587755
0,6,Ishikawa,2018.12.12,0
0,6,Ishikawa,2018.12.13,0
94,6,Ishikawa,2018.12.14,7.0212245
0,6,Ishikawa,2018.12.15,0
0,0,Ishikawa,2018.12.16,0
0,0,Ishikawa,2018.12.17,0
0,0,Ishikawa,2018.12.18,0
0,0,Ishikawa,2018.12.19,0
0,0,Ishikawa,2018.12.20,0
0,0,Ishikawa,2018.12.21,0
0,0,Ishikawa,2018.12.22,0
0,0,Ishikawa,2018.12.23,0
0,0,Ishikawa,2018.12.24,0
0,0,Ishikawa,2018.12.25,0
0,0,Ishikawa,2018.12.26,0
0,0,Ishikawa,2018.12.27,0
0,0,Ishikawa,2018.12.28,0
0,0,Ishikawa,2018.12.29,0
25,6,Ishikawa,2018.12.30,10.98
0,6,Ishikawa,2018.12.31,0
0,6,Ishikawa,2019.01.01,0
0,6,Ishikawa,2019.01.02,0
0,6,Ishikawa,2019.01.03,0
0,6,Ishikawa,2019.01.04,0
0,6,Ishikawa,2019.01.05,0
0,0,Ishikawa,2019.01.06,0
0,0,Ishikawa,2019.01.07,0
0,0,Ishikawa,2019.01.08,0
0,0,Ishikawa,2019.01.09,0
0,0,Ishikawa,2019.01.10,0
0,0,Ishikawa,2019.01.11,0
0,0,Ishikawa,2019.01.12,0
0,6,Ishikawa,2019.01.13,0
0,6,Ishikawa,2019.01.14,0
0,6,Ishikawa,2019.01.15,0
25,6,Ishikawa,2019.01.16,10.98
0,6,Ishikawa,2019.01.17,0
0,6,Ishikawa,2019.01.18,0
0,6,Ishikawa,2019.01.19,0
0,12,Ishikawa,2019.01.20,0
0,12,Ishikawa,2019.01.21,0
25,12,Ishikawa,2019.01.22,11.4375
0,12,Ishikawa,2019.01.23,0
0,12,Ishikawa,2019.01.24,0
0,12,Ishikawa,2019.01.25,0
23,12,Ishikawa,2019.01.26,10.5225
23,6,Ishikawa,2019.01.27,10.98
0,6,Ishikawa,2019.01.28,0
0,6,Ishikawa,2019.01.29,0
0,6,Ishikawa,2019.01.30,0
0,6,Ishikawa,2019.01.31,0
0,6,Ishikawa,2019.02.01,0
0,6,Ishikawa,2019.02.02,0
0,6,Ishikawa,2019.02.03,0
0,6,Ishikawa,2019.02.04,0
0,6,Ishikawa,2019.02.05,0
24,6,Ishikawa,2019.02.06,10.98
0,6,Ishikawa,2019.02.07,0
0,6,Ishikawa,2019.02.08,0
0,6,Ishikawa,2019.02.09,0
0,12,Ishikawa,2019.02.10,0
0,12,Ishikawa,2019.02.11,0
0,12,Ishikawa,2019.02.12,0
48,12,Ishikawa,2019.02.13,21.959999
0,12,Ishikawa,2019.02.14,0
0,12,Ishikawa,2019.02.15,0
0,12,Ishikawa,2019.02.16,0
0,24,Ishikawa,2019.02.17,0
0,24,Ishikawa,2019.02.18,0
23,24,Ishikawa,2019.02.19,10.5225
0,24,Ishikawa,2019.02.20,0
0,24,Ishikawa,2019.02.21,0
25,24,Ishikawa,2019.02.22,11.4375
48,24,Ishikawa,2019.02.23,21.959999
47,37,Ishikawa,2019.02.24,21.648775
0,37,Ishikawa,2019.02.25,0
25,37,Ishikawa,2019.02.26,11.515306
0,37,Ishikawa,2019.02.27,0
24,37,Ishikawa,2019.02.28,11.054693
26,37,Ishikawa,2019.03.01,11.975918
25,37,Ishikawa,2019.03.02,11.515306
93,92,Ishikawa,2019.03.03,43.015053
100,92,Ishikawa,2019.03.04,46.252743
74,92,Ishikawa,2019.03.05,34.227032
48,92,Ishikawa,2019.03.06,22.201317
0,92,Ishikawa,2019.03.07,0
25,92,Ishikawa,2019.03.08,11.563186
24,92,Ishikawa,2019.03.09,11.100658
48,68,Ishikawa,2019.03.10,24.682314
48,68,Ishikawa,2019.03.11,24.682314
0,68,Ishikawa,2019.03.12,0
72,68,Ishikawa,2019.03.13,37.023468
0,68,Ishikawa,2019.03.14,0
25,68,Ishikawa,2019.03.15,12.855371
49,68,Ishikawa,2019.03.16,25.196527
70,66,Ishikawa,2019.03.17,35.227501
51,66,Ishikawa,2019.03.18,25.665751
0,66,Ishikawa,2019.03.19,0
24,66,Ishikawa,2019.03.20,12.078
46,66,Ishikawa,2019.03.21,23.1495
49,66,Ishikawa,2019.03.22,24.65925
0,66,Ishikawa,2019.03.23,0
0,24,Ishikawa,2019.03.24,0
73,24,Ishikawa,2019.03.25,32.715919
0,24,Ishikawa,2019.03.26,0
25,24,Ishikawa,2019.03.27,11.204082
0,24,Ishikawa,2019.03.28,0
0,24,Ishikawa,2019.03.29,0
0,24,Ishikawa,2019.03.30,0
0,18,Ishikawa,2019.03.31,0
0,18,Ishikawa,2019.04.01,0
0,18,Ishikawa,2019.04.02,0
24,18,Ishikawa,2019.04.03,11.293714
23,18,Ishikawa,2019.04.04,10.823142
23,18,Ishikawa,2019.04.05,10.823142
0,18,Ishikawa,2019.04.06,0
0,24,Ishikawa,2019.04.07,0
48,24,Ishikawa,2019.04.08,21.733608
0,24,Ishikawa,2019.04.09,0
24,24,Ishikawa,2019.04.10,10.866804
25,24,Ishikawa,2019.04.11,11.319589
0,24,Ishikawa,2019.04.12,0
0,24,Ishikawa,2019.04.13,0
0,12,Ishikawa,2019.04.14,0
25,12,Ishikawa,2019.04.15,21.959999
0,12,Ishikawa,2019.04.16,0
0,12,Ishikawa,2019.04.17,0
0,12,Ishikawa,2019.04.18,0
0,12,Ishikawa,2019.04.19,0
0,12,Ishikawa,2019.04.20,0
0,12,Ishikawa,2019.04.21,0
25,12,Ishikawa,2019.04.22,10.764706
0,12,Ishikawa,2019.04.23,0
0,12,Ishikawa,2019.04.24,0
0,12,Ishikawa,2019.04.25,0
26,12,Ishikawa,2019.04.26,11.195293
0,12,Ishikawa,2019.04.27,0
0,5,Ishikawa,2019.04.28,0
0,5,Ishikawa,2019.04.29,0
0,5,Ishikawa,2019.04.30,0
0,5,Ishikawa,2019.05.01,0
0,5,Ishikawa,2019.05.02,0
0,5,Ishikawa,2019.05.03,0
23,5,Ishikawa,2019.05.04,9.1499996
0,0,Ishikawa,2019.05.05,0
0,0,Ishikawa,2019.05.06,0
0,0,Ishikawa,2019.05.07,0
0,0,Ishikawa,2019.05.08,0
0,0,Ishikawa,2019.05.09,0
0,0,Ishikawa,2019.05.10,0
0,0,Ishikawa,2019.05.11,0
0,0,Ishikawa,2019.05.12,0
0,0,Ishikawa,2019.05.13,0
0,0,Ishikawa,2019.05.14,0
0,0,Ishikawa,2019.05.15,0
0,0,Ishikawa,2019.05.16,0
0,0,Ishikawa,2019.05.17,0
0,0,Ishikawa,2019.05.18,0
0,18,Ishikawa,2019.05.19,0
0,18,Ishikawa,2019.05.20,0
0,18,Ishikawa,2019.05.21,0
0,18,Ishikawa,2019.05.22,0
0,18,Ishikawa,2019.05.23,0
50,18,Ishikawa,2019.05.24,32.939999
0,18,Ishikawa,2019.05.25,0
46,18,Ishikawa,2019.05.26,21.646284
0,18,Ishikawa,2019.05.27,0
0,18,Ishikawa,2019.05.28,0
24,18,Ishikawa,2019.05.29,11.293714
0,18,Ishikawa,2019.05.30,0
0,18,Ishikawa,2019.05.31,0
0,18,Ishikawa,2019.06.01,0
0,6,Ishikawa,2019.06.02,0
0,6,Ishikawa,2019.06.03,0
0,6,Ishikawa,2019.06.04,0
0,6,Ishikawa,2019.06.05,0
0,6,Ishikawa,2019.06.06,0
0,6,Ishikawa,2019.06.07,0
0,6,Ishikawa,2019.06.08,0
0,0,Ishikawa,2019.06.09,0
0,0,Ishikawa,2019.06.10,0
0,0,Ishikawa,2019.06.11,0
0,0,Ishikawa,2019.06.12,0
0,0,Ishikawa,2019.06.13,0
0,0,Ishikawa,2019.06.14,0
0,0,Ishikawa,2019.06.15,0
0,6,Ishikawa,2019.06.16,0
0,6,Ishikawa,2019.06.17,0
0,6,Ishikawa,2019.06.18,0
23,6,Ishikawa,2019.06.19,10.98
0,6,Ishikawa,2019.06.20,0
0,6,Ishikawa,2019.06.21,0
0,6,Ishikawa,2019.06.22,0
22,11,Ishikawa,2019.06.23,10.065
0,11,Ishikawa,2019.06.24,0
0,11,Ishikawa,2019.06.25,0
0,11,Ishikawa,2019.06.26,0
22,11,Ishikawa,2019.06.27,10.065
0,11,Ishikawa,2019.06.28,0
0,11,Ishikawa,2019.06.29,0
0,0,Ishikawa,2019.06.30,0
0,0,Ishikawa,2019.07.01,0
0,0,Ishikawa,2019.07.02,0
0,0,Ishikawa,2019.07.03,0
0,0,Ishikawa,2019.07.04,0
0,0,Ishikawa,2019.07.05,0
0,0,Ishikawa,2019.07.06,0
0,12,Ishikawa,2019.07.07,0
0,12,Ishikawa,2019.07.08,0
49,12,Ishikawa,2019.07.09,10.86909
50,12,Ishikawa,2019.07.10,11.090908
0,12,Ishikawa,2019.07.11,0
0,12,Ishikawa,2019.07.12,0
0,12,Ishikawa,2019.07.13,0
46,6,Ishikawa,2019.07.14,10.98
0,6,Ishikawa,2019.07.15,0
0,6,Ishikawa,2019.07.16,0
0,6,Ishikawa,2019.07.17,0
0,6,Ishikawa,2019.07.18,0
0,6,Ishikawa,2019.07.19,0
0,6,Ishikawa,2019.07.20,0
0,6,Ishikawa,2019.07.21,0
49,6,Ishikawa,2019.07.22,10.98
0,6,Ishikawa,2019.07.23,0
0,6,Ishikawa,2019.07.24,0
0,6,Ishikawa,2019.07.25,0
0,6,Ishikawa,2019.07.26,0
0,6,Ishikawa,2019.07.27,0
0,6,Ishikawa,2019.07.28,0
50,6,Ishikawa,2019.07.29,10.98
0,6,Ishikawa,2019.07.30,0
0,6,Ishikawa,2019.07.31,0
0,6,Ishikawa,2019.08.01,0
0,6,Ishikawa,2019.08.02,0
0,6,Ishikawa,2019.08.03,0
0,0,Ishikawa,2019.08.04,0
0,0,Ishikawa,2019.08.05,0
0,0,Ishikawa,2019.08.06,0
0,0,Ishikawa,2019.08.07,0
0,0,Ishikawa,2019.08.08,0
0,0,Ishikawa,2019.08.09,0
0,0,Ishikawa,2019.08.10,0
0,10,Ishikawa,2019.08.11,0
0,10,Ishikawa,2019.08.12,0
0,10,Ishikawa,2019.08.13,0
0,10,Ishikawa,2019.08.14,0
0,10,Ishikawa,2019.08.15,0
0,10,Ishikawa,2019.08.16,0
47,10,Ishikawa,2019.08.17,18.299999
0,0,Ishikawa,2019.08.18,0
0,0,Ishikawa,2019.08.19,0
0,0,Ishikawa,2019.08.20,0
0,0,Ishikawa,2019.08.21,0
0,0,Ishikawa,2019.08.22,0
0,0,Ishikawa,2019.08.23,0
0,0,Ishikawa,2019.08.24,0
0,0,Ishikawa,2019.08.25,0
0,0,Ishikawa,2019.08.26,0
0,0,Ishikawa,2019.08.27,0
0,0,Ishikawa,2019.08.28,0
0,0,Ishikawa,2019.08.29,0
0,0,Ishikawa,2019.08.30,0
0,0,Ishikawa,2019.08.31,0
0,0,Ishikawa,2019.09.01,0
0,0,Ishikawa,2019.09.02,0
0,0,Ishikawa,2019.09.03,0
0,0,Ishikawa,2019.09.04,0
0,0,Ishikawa,2019.09.05,0
0,0,Ishikawa,2019.09.06,0
0,0,Ishikawa,2019.09.07,0
0,23,Ishikawa,2019.09.08,0
49,23,Ishikawa,2019.09.09,10.469086
0,23,Ishikawa,2019.09.10,0
48,23,Ishikawa,2019.09.11,10.255431
100,23,Ishikawa,2019.09.12,21.365482
0,23,Ishikawa,2019.09.13,0
0,23,Ishikawa,2019.09.14,0
0,6,Ishikawa,2019.09.15,0
0,6,Ishikawa,2019.09.16,0
0,6,Ishikawa,2019.09.17,0
0,6,Ishikawa,2019.09.18,0
0,6,Ishikawa,2019.09.19,0
0,6,Ishikawa,2019.09.20,0
47,6,Ishikawa,2019.09.21,10.979999
0,11,Ishikawa,2019.09.22,0
0,11,Ishikawa,2019.09.23,0
98,11,Ishikawa,2019.09.24,20.129999
0,11,Ishikawa,2019.09.25,0
0,11,Ishikawa,2019.09.26,0
0,11,Ishikawa,2019.09.27,0
0,11,Ishikawa,2019.09.28,0
0,11,Ishikawa,2019.09.29,0
49,11,Ishikawa,2019.09.30,10.274687
0,11,Ishikawa,2019.10.01,0
0,11,Ishikawa,2019.10.02,0
0,11,Ishikawa,2019.10.03,0
47,11,Ishikawa,2019.10.04,9.8553114
0,11,Ishikawa,2019.10.05,0
48,11,Ishikawa,2019.10.06,10.170947
0,11,Ishikawa,2019.10.07,0
0,11,Ishikawa,2019.10.08,0
0,11,Ishikawa,2019.10.09,0
47,11,Ishikawa,2019.10.10,9.959053
0,11,Ishikawa,2019.10.11,0
0,11,Ishikawa,2019.10.12,0
0,6,Ishikawa,2019.10.13,0
0,6,Ishikawa,2019.10.14,0
0,6,Ishikawa,2019.10.15,0
0,6,Ishikawa,2019.10.16,0
0,6,Ishikawa,2019.10.17,0
0,6,Ishikawa,2019.10.18,0
47,6,Ishikawa,2019.10.19,10.979999
0,6,Ishikawa,2019.10.20,0
0,6,Ishikawa,2019.10.21,0
0,6,Ishikawa,2019.10.22,0
0,6,Ishikawa,2019.10.23,0
49,6,Ishikawa,2019.10.24,10.98
0,6,Ishikawa,2019.10.25,0
0,6,Ishikawa,2019.10.26,0
0,6,Ishikawa,2019.10.27,0
0,6,Ishikawa,2019.10.28,0
0,6,Ishikawa,2019.10.29,0
0,6,Ishikawa,2019.10.30,0
0,6,Ishikawa,2019.10.31,0
51,6,Ishikawa,2019.11.01,10.98
0,6,Ishikawa,2019.11.02,0
0,6,Ishikawa,2019.11.03,0
0,6,Ishikawa,2019.11.04,0
49,6,Ishikawa,2019.11.05,10.98
0,6,Ishikawa,2019.11.06,0
0,6,Ishikawa,2019.11.07,0
0,6,Ishikawa,2019.11.08,0
0,6,Ishikawa,2019.11.09,0
0,11,Ishikawa,2019.11.10,0
0,11,Ishikawa,2019.11.11,0
48,11,Ishikawa,2019.11.12,9.9612379
49,11,Ishikawa,2019.11.13,10.168763
0,11,Ishikawa,2019.11.14,0
0,11,Ishikawa,2019.11.15,0
0,11,Ishikawa,2019.11.16,0
0,11,Ishikawa,2019.11.17,0
46,11,Ishikawa,2019.11.18,9.6456242
0,11,Ishikawa,2019.11.19,0
0,11,Ishikawa,2019.11.20,0
0,11,Ishikawa,2019.11.21,0
50,11,Ishikawa,2019.11.22,10.484374
0,11,Ishikawa,2019.11.23,0
0,0,Ishikawa,2019.11.24,0
0,0,Ishikawa,2019.11.25,0
0,0,Ishikawa,2019.11.26,0
0,0,Ishikawa,2019.11.27,0
0,0,Ishikawa,2019.11.28,0
0,0,Ishikawa,2019.11.29,0
0,0,Ishikawa,2019.11.30,0
0,11,Ishikawa,2019.12.01,0
48,11,Ishikawa,2019.12.02,6.5730615
0,11,Ishikawa,2019.12.03,0
0,11,Ishikawa,2019.12.04,0
50,11,Ishikawa,2019.12.05,6.8469391
0,11,Ishikawa,2019.12.06,0
49,11,Ishikawa,2019.12.07,6.71
0,0,Ishikawa,2019.12.08,0
0,0,Ishikawa,2019.12.09,0
0,0,Ishikawa,2019.12.10,0
0,0,Ishikawa,2019.12.11,0
0,0,Ishikawa,2019.12.12,0
0,0,Ishikawa,2019.12.13,0
0,0,Ishikawa,2019.12.14,0
0,6,Ishikawa,2019.12.15,0
0,6,Ishikawa,2019.12.16,0
0,6,Ishikawa,2019.12.17,0
0,6,Ishikawa,2019.12.18,0
0,6,Ishikawa,2019.12.19,0
0,6,Ishikawa,2019.12.20,0
0,6,Ishikawa,2019.12.21,0
45,6,Ishikawa,2019.12.22,10.98
0,6,Ishikawa,2019.12.23,0
0,6,Ishikawa,2019.12.24,0
0,6,Ishikawa,2019.12.25,0
0,6,Ishikawa,2019.12.26,0
0,6,Ishikawa,2019.12.27,0
0,6,Ishikawa,2019.12.28,0
0,5,Ishikawa,2019.12.29,0
0,5,Ishikawa,2019.12.30,0
42,5,Ishikawa,2019.12.31,9.1499996
0,5,Ishikawa,2020.01.01,0
0,5,Ishikawa,2020.01.02,0
0,5,Ishikawa,2020.01.03,0
0,5,Ishikawa,2020.01.04,0
0,5,Iwate,2017.12.31,0
0,5,Iwate,2018.01.01,0
0,5,Iwate,2018.01.02,0
0,5,Iwate,2018.01.03,0
19,5,Iwate,2018.01.04,17.246378
0,5,Iwate,2018.01.05,0
0,5,Iwate,2018.01.06,0
0,6,Iwate,2018.01.07,0
0,6,Iwate,2018.01.08,0
0,6,Iwate,2018.01.09,0
20,6,Iwate,2018.01.10,20.695652
0,6,Iwate,2018.01.11,0
0,6,Iwate,2018.01.12,0
0,6,Iwate,2018.01.13,0
0,6,Iwate,2018.01.14,0
0,6,Iwate,2018.01.15,0
20,6,Iwate,2018.01.16,20.695652
0,6,Iwate,2018.01.17,0
0,6,Iwate,2018.01.18,0
0,6,Iwate,2018.01.19,0
0,6,Iwate,2018.01.20,0
0,0,Iwate,2018.01.21,0
0,0,Iwate,2018.01.22,0
0,0,Iwate,2018.01.23,0
0,0,Iwate,2018.01.24,0
0,0,Iwate,2018.01.25,0
0,0,Iwate,2018.01.26,0
0,0,Iwate,2018.01.27,0
0,18,Iwate,2018.01.28,0
0,18,Iwate,2018.01.29,0
0,18,Iwate,2018.01.30,0
21,18,Iwate,2018.01.31,31.800634
0,18,Iwate,2018.02.01,0
20,18,Iwate,2018.02.02,30.28632
0,18,Iwate,2018.02.03,0
0,12,Iwate,2018.02.04,0
0,12,Iwate,2018.02.05,0
0,12,Iwate,2018.02.06,0
0,12,Iwate,2018.02.07,0
0,12,Iwate,2018.02.08,0
20,12,Iwate,2018.02.09,21.226309
19,12,Iwate,2018.02.10,20.164991
0,6,Iwate,2018.02.11,0
0,6,Iwate,2018.02.12,0
0,6,Iwate,2018.02.13,0
0,6,Iwate,2018.02.14,0
0,6,Iwate,2018.02.15,0
20,6,Iwate,2018.02.16,20.695652
0,6,Iwate,2018.02.17,0
0,6,Iwate,2018.02.18,0
0,6,Iwate,2018.02.19,0
0,6,Iwate,2018.02.20,0
0,6,Iwate,2018.02.21,0
0,6,Iwate,2018.02.22,0
0,6,Iwate,2018.02.23,0
20,6,Iwate,2018.02.24,20.695652
0,12,Iwate,2018.02.25,0
0,12,Iwate,2018.02.26,0
21,12,Iwate,2018.02.27,21.730434
0,12,Iwate,2018.02.28,0
19,12,Iwate,2018.03.01,19.660868
0,12,Iwate,2018.03.02,0
0,12,Iwate,2018.03.03,0
19,11,Iwate,2018.03.04,18.971016
19,11,Iwate,2018.03.05,18.971016
0,11,Iwate,2018.03.06,0
0,11,Iwate,2018.03.07,0
0,11,Iwate,2018.03.08,0
0,11,Iwate,2018.03.09,0
0,11,Iwate,2018.03.10,0
0,40,Iwate,2018.03.11,0
0,40,Iwate,2018.03.12,0
20,40,Iwate,2018.03.13,23.584789
19,40,Iwate,2018.03.14,22.405552
19,40,Iwate,2018.03.15,22.405552
0,40,Iwate,2018.03.16,0
59,40,Iwate,2018.03.17,69.575134
39,34,Iwate,2018.03.18,38.760502
0,34,Iwate,2018.03.19,0
0,34,Iwate,2018.03.20,0
19,34,Iwate,2018.03.21,18.88332
0,34,Iwate,2018.03.22,0
20,34,Iwate,2018.03.23,19.87718
40,34,Iwate,2018.03.24,39.75436
0,47,Iwate,2018.03.25,0
58,47,Iwate,2018.03.26,60.662743
19,47,Iwate,2018.03.27,19.872276
19,47,Iwate,2018.03.28,19.872276
19,47,Iwate,2018.03.29,19.872276
20,47,Iwate,2018.03.30,20.918186
20,47,Iwate,2018.03.31,20.918186
0,69,Iwate,2018.04.01,0
100,69,Iwate,2018.04.02,100
0,69,Iwate,2018.04.03,0
39,69,Iwate,2018.04.04,39
21,69,Iwate,2018.04.05,21
20,69,Iwate,2018.04.06,20
58,69,Iwate,2018.04.07,58.000004
19,18,Iwate,2018.04.08,19.66087
0,18,Iwate,2018.04.09,0
0,18,Iwate,2018.04.10,0
21,18,Iwate,2018.04.11,21.730436
0,18,Iwate,2018.04.12,0
0,18,Iwate,2018.04.13,0
20,18,Iwate,2018.04.14,20.695654
0,12,Iwate,2018.04.15,0
0,12,Iwate,2018.04.16,0
0,12,Iwate,2018.04.17,0
21,12,Iwate,2018.04.18,20.695652
21,12,Iwate,2018.04.19,20.695652
0,12,Iwate,2018.04.20,0
0,12,Iwate,2018.04.21,0
0,6,Iwate,2018.04.22,0
0,6,Iwate,2018.04.23,0
0,6,Iwate,2018.04.24,0
0,6,Iwate,2018.04.25,0
0,6,Iwate,2018.04.26,0
21,6,Iwate,2018.04.27,20.695652
0,6,Iwate,2018.04.28,0
0,11,Iwate,2018.04.29,0
0,11,Iwate,2018.04.30,0
20,11,Iwate,2018.05.01,19.96949
0,11,Iwate,2018.05.02,0
18,11,Iwate,2018.05.03,17.972542
0,11,Iwate,2018.05.04,0
0,11,Iwate,2018.05.05,0
19,24,Iwate,2018.05.06,19.418142
21,24,Iwate,2018.05.07,21.462156
0,24,Iwate,2018.05.08,0
0,24,Iwate,2018.05.09,0
0,24,Iwate,2018.05.10,0
