date,prefecture,raw_daily,raw_weekly,medication_harmonized_daily
2016.06.15,Aomori,0,0,0
2016.06.16,Aomori,0,0,0
2016.06.17,Aomori,0,0,0
2016.06.18,Aomori,0,0,0
2016.06.19,Aomori,0,0,0
2016.06.20,Aomori,0,0,0
2016.06.21,Aomori,0,0,0
2016.06.22,Aomori,0,0,0
2016.06.23,Aomori,0,0,0
2016.06.24,Aomori,0,0,0
2016.06.25,Aomori,0,0,0
2016.06.26,Aomori,0,19,0
2016.06.27,Aomori,0,19,0
2016.06.28,Aomori,0,19,0
2016.06.29,Aomori,0,19,0
2016.06.30,Aomori,0,19,0
2016.07.01,Aomori,0,19,0
2016.07.02,Aomori,45,19,23.170732
2016.07.03,Aomori,0,0,0
2016.07.04,Aomori,0,0,0
2016.07.05,Aomori,0,0,0
2016.07.06,Aomori,0,0,0
2016.07.07,Aomori,0,0,0
2016.07.08,Aomori,0,0,0
2016.07.09,Aomori,0,0,0
2016.07.10,Aomori,0,0,0
2016.07.11,Aomori,0,0,0
2016.07.12,Aomori,0,0,0
2016.07.13,Aomori,0,0,0
2016.07.14,Aomori,0,0,0
2016.07.15,Aomori,0,0,0
2016.07.16,Aomori,0,0,0
2016.07.17,Aomori,0,0,0
2016.07.18,Aomori,0,0,0
2016.07.19,Aomori,0,0,0
2016.07.20,Aomori,0,0,0
2016.07.21,Aomori,0,0,0
2016.07.22,Aomori,0,0,0
2016.07.23,Aomori,0,0,0
2016.07.24,Aomori,0,0,0
2016.07.25,Aomori,0,0,0
2016.07.26,Aomori,0,0,0
2016.07.27,Aomori,0,0,0
2016.07.28,Aomori,0,0,0
2016.07.29,Aomori,0,0,0
2016.07.30,Aomori,0,0,0
2016.07.31,Aomori,0,0,0
2016.08.01,Aomori,0,0,0
2016.08.02,Aomori,0,0,0
2016.08.03,Aomori,0,0,0
2016.08.04,Aomori,0,0,0
2016.08.05,Aomori,0,0,0
2016.08.06,Aomori,0,0,0
2016.08.07,Aomori,0,0,0
2016.08.08,Aomori,0,0,0
2016.08.09,Aomori,0,0,0
2016.08.10,Aomori,0,0,0
2016.08.11,Aomori,0,0,0
2016.08.12,Aomori,0,0,0
2016.08.13,Aomori,0,0,0
2016.08.14,Aomori,0,20,0
2016.08.15,Aomori,0,20,0
2016.08.16,Aomori,0,20,0
2016.08.17,Aomori,0,20,0
2016.08.18,Aomori,0,20,0
2016.08.19,Aomori,100,20,24.390244
2016.08.20,Aomori,0,20,0
2016.08.21,Aomori,0,0,0
2016.08.22,Aomori,0,0,0
2016.08.23,Aomori,0,0,0
2016.08.24,Aomori,0,0,0
2016.08.25,Aomori,0,0,0
2016.08.26,Aomori,0,0,0
2016.08.27,Aomori,0,0,0
2016.08.28,Aomori,0,0,0
2016.08.29,Aomori,0,0,0
2016.08.30,Aomori,0,0,0
2016.08.31,Aomori,0,0,0
2016.09.01,Aomori,0,0,0
2016.09.02,Aomori,0,0,0
2016.09.03,Aomori,0,0,0
2016.09.04,Aomori,0,0,0
2016.09.05,Aomori,0,0,0
2016.09.06,Aomori,86,0,0
2016.09.07,Aomori,0,0,0
2016.09.08,Aomori,0,0,0
2016.09.09,Aomori,0,0,0
2016.09.10,Aomori,0,0,0
2016.09.11,Aomori,0,0,0
2016.09.12,Aomori,0,0,0
2016.09.13,Aomori,0,0,0
2016.09.14,Aomori,0,0,0
2016.09.15,Aomori,0,0,0
2016.09.16,Aomori,0,0,0
2016.09.17,Aomori,0,0,0
2016.09.18,Aomori,87,92,36.973392
2016.09.19,Aomori,0,92,0
2016.09.20,Aomori,90,92,38.248333
2016.09.21,Aomori,0,92,0
2016.09.22,Aomori,0,92,0
2016.09.23,Aomori,87,92,36.973392
2016.09.24,Aomori,0,92,0
2016.09.25,Aomori,0,19,0
2016.09.26,Aomori,0,19,0
2016.09.27,Aomori,0,19,0
2016.09.28,Aomori,0,19,0
2016.09.29,Aomori,0,19,0
2016.09.30,Aomori,0,19,0
2016.10.01,Aomori,0,19,0
2016.10.02,Aomori,0,0,0
2016.10.03,Aomori,0,0,0
2016.10.04,Aomori,0,0,0
2016.10.05,Aomori,0,0,0
2016.10.06,Aomori,0,0,0
2016.10.07,Aomori,0,0,0
2016.10.08,Aomori,0,0,0
2016.10.09,Aomori,0,0,0
2016.10.10,Aomori,0,0,0
2016.10.11,Aomori,0,0,0
2016.10.12,Aomori,0,0,0
2016.10.13,Aomori,0,0,0
2016.10.14,Aomori,0,0,0
2016.10.15,Aomori,0,0,0
2016.10.16,Aomori,0,39,0
2016.10.17,Aomori,0,39,0
2016.10.18,Aomori,0,39,0
2016.10.19,Aomori,97,39,24.028202
2016.10.20,Aomori,95,39,23.532774
2016.10.21,Aomori,0,39,0
2016.10.22,Aomori,0,39,0
2016.10.23,Aomori,0,0,0
2016.10.24,Aomori,0,0,0
2016.10.25,Aomori,0,0,0
2016.10.26,Aomori,0,0,0
2016.10.27,Aomori,0,0,0
2016.10.28,Aomori,0,0,0
2016.10.29,Aomori,0,0,0
2016.10.30,Aomori,0,0,0
2016.10.31,Aomori,0,0,0
2016.11.01,Aomori,0,0,0
2016.11.02,Aomori,0,0,0
2016.11.03,Aomori,0,0,0
2016.11.04,Aomori,0,0,0
2016.11.05,Aomori,0,0,0
2016.11.06,Aomori,0,0,0
2016.11.07,Aomori,0,0,0
2016.11.08,Aomori,0,0,0
2016.11.09,Aomori,0,0,0
2016.11.10,Aomori,0,0,0
2016.11.11,Aomori,0,0,0
2016.11.12,Aomori,0,0,0
2016.11.13,Aomori,0,0,0
2016.11.14,Aomori,0,0,0
2016.11.15,Aomori,0,0,0
2016.11.16,Aomori,0,0,0
2016.11.17,Aomori,0,0,0
2016.11.18,Aomori,0,0,0
2016.11.19,Aomori,0,0,0
2016.11.20,Aomori,0,0,0
2016.11.21,Aomori,0,0,0
2016.11.22,Aomori,0,0,0
2016.11.23,Aomori,0,0,0
2016.11.24,Aomori,0,0,0
2016.11.25,Aomori,0,0,0
2016.11.26,Aomori,0,0,0
2016.11.27,Aomori,0,0,0
2016.11.28,Aomori,0,0,0
2016.11.29,Aomori,0,0,0
2016.11.30,Aomori,0,0,0
2016.12.01,Aomori,0,0,0
2016.12.02,Aomori,0,0,0
2016.12.03,Aomori,0,0,0
2016.12.04,Aomori,0,0,0
2016.12.05,Aomori,0,0,0
2016.12.06,Aomori,0,0,0
2016.12.07,Aomori,0,0,0
2016.12.08,Aomori,0,0,0
2016.12.09,Aomori,0,0,0
2016.12.10,Aomori,0,0,0
2016.12.11,Aomori,0,0,0
2016.12.12,Aomori,0,0,0
2016.12.13,Aomori,0,0,0
2016.12.14,Aomori,0,0,0
2016.12.15,Aomori,0,0,0
2016.12.16,Aomori,0,0,0
2016.12.17,Aomori,0,0,0
2016.12.18,Aomori,0,0,0
2016.12.19,Aomori,0,0,0
2016.12.20,Aomori,0,0,0
2016.12.21,Aomori,0,0,0
2016.12.22,Aomori,0,0,0
2016.12.23,Aomori,0,0,0
2016.12.24,Aomori,0,0,0
2016.12.25,Aomori,0,0,0
2016.12.26,Aomori,0,0,0
2016.12.27,Aomori,0,0,0
2016.12.28,Aomori,0,0,0
2016.12.29,Aomori,0,0,0
2016.12.30,Aomori,0,0,0
2016.12.31,Aomori,0,0,0
2017.01.01,Aomori,48,0,0
2017.01.02,Aomori,0,0,0
2017.01.03,Aomori,0,0,0
2017.01.04,Aomori,0,0,0
2017.01.05,Aomori,0,0,0
2017.01.06,Aomori,0,0,0
2017.01.07,Aomori,0,0,0
2017.01.08,Aomori,0,0,0
2017.01.09,Aomori,0,0,0
2017.01.10,Aomori,0,0,0
2017.01.11,Aomori,0,0,0
2017.01.12,Aomori,0,0,0
2017.01.13,Aomori,0,0,0
2017.01.14,Aomori,0,0,0
2017.01.15,Aomori,0,0,0
2017.01.16,Aomori,0,0,0
2017.01.17,Aomori,0,0,0
2017.01.18,Aomori,0,0,0
2017.01.19,Aomori,0,0,0
2017.01.20,Aomori,0,0,0
2017.01.21,Aomori,0,0,0
2017.01.22,Aomori,0,0,0
2017.01.23,Aomori,0,0,0
2017.01.24,Aomori,0,0,0
2017.01.25,Aomori,0,0,0
2017.01.26,Aomori,0,0,0
2017.01.27,Aomori,0,0,0
2017.01.28,Aomori,0,0,0
2017.01.29,Aomori,0,34,0
2017.01.30,Aomori,0,34,0
2017.01.31,Aomori,0,34,0
2017.02.01,Aomori,0,34,0
2017.02.02,Aomori,53,34,14.363143
2017.02.03,Aomori,52,34,14.09214
2017.02.04,Aomori,48,34,13.00813
2017.02.05,Aomori,48,17,10.258989
2017.02.06,Aomori,0,17,0
2017.02.07,Aomori,0,17,0
2017.02.08,Aomori,0,17,0
2017.02.09,Aomori,0,17,0
2017.02.10,Aomori,0,17,0
2017.02.11,Aomori,49,17,10.472718
2017.02.12,Aomori,0,0,0
2017.02.13,Aomori,0,0,0
2017.02.14,Aomori,0,0,0
2017.02.15,Aomori,0,0,0
2017.02.16,Aomori,0,0,0
2017.02.17,Aomori,0,0,0
2017.02.18,Aomori,0,0,0
2017.02.19,Aomori,0,0,0
2017.02.20,Aomori,0,0,0
2017.02.21,Aomori,0,0,0
2017.02.22,Aomori,0,0,0
2017.02.23,Aomori,0,0,0
2017.02.24,Aomori,0,0,0
2017.02.25,Aomori,0,0,0
2017.02.26,Aomori,0,0,0
2017.02.27,Aomori,51,0,0
2017.02.28,Aomori,0,0,0
2017.03.01,Aomori,0,0,0
2017.03.02,Aomori,0,0,0
2017.03.03,Aomori,0,0,0
2017.03.04,Aomori,0,0,0
2017.03.05,Aomori,0,33,0
2017.03.06,Aomori,0,33,0
2017.03.07,Aomori,0,33,0
2017.03.08,Aomori,50,33,13.595913
2017.03.09,Aomori,0,33,0
2017.03.10,Aomori,0,33,0
2017.03.11,Aomori,98,33,26.647989
2017.03.12,Aomori,0,48,0
2017.03.13,Aomori,44,48,17.762827
2017.03.14,Aomori,0,48,0
2017.03.15,Aomori,0,48,0
2017.03.16,Aomori,0,48,0
2017.03.17,Aomori,51,48,20.58873
2017.03.18,Aomori,50,48,20.18503
2017.03.19,Aomori,49,65,19.518322
2017.03.20,Aomori,0,65,0
2017.03.21,Aomori,50,65,19.916655
2017.03.22,Aomori,0,65,0
2017.03.23,Aomori,100,65,39.833309
2017.03.24,Aomori,0,65,0
2017.03.25,Aomori,0,65,0
2017.03.26,Aomori,0,33,0
2017.03.27,Aomori,0,33,0
2017.03.28,Aomori,0,33,0
2017.03.29,Aomori,0,33,0
2017.03.30,Aomori,48,33,19.7113
2017.03.31,Aomori,0,33,0
2017.04.01,Aomori,50,33,20.532604
2017.04.02,Aomori,0,82,0
2017.04.03,Aomori,53,82,100
2017.04.04,Aomori,0,82,0
2017.04.05,Aomori,0,82,0
2017.04.06,Aomori,0,82,0
2017.04.07,Aomori,0,82,0
2017.04.08,Aomori,0,82,0
2017.04.09,Aomori,0,0,0
2017.04.10,Aomori,0,0,0
2017.04.11,Aomori,0,0,0
2017.04.12,Aomori,0,0,0
2017.04.13,Aomori,0,0,0
2017.04.14,Aomori,0,0,0
2017.04.15,Aomori,0,0,0
2017.04.16,Aomori,0,51,0
2017.04.17,Aomori,0,51,0
2017.04.18,Aomori,0,51,0
2017.04.19,Aomori,0,51,0
2017.04.20,Aomori,0,51,0
2017.04.21,Aomori,0,51,0
2017.04.22,Aomori,0,51,0
2017.04.23,Aomori,0,17,0
2017.04.24,Aomori,0,17,0
2017.04.25,Aomori,0,17,0
2017.04.26,Aomori,0,17,0
2017.04.27,Aomori,0,17,0
2017.04.28,Aomori,0,17,0
2017.04.29,Aomori,0,17,0
2017.04.30,Aomori,0,0,0
2017.05.01,Aomori,0,0,0
2017.05.02,Aomori,0,0,0
2017.05.03,Aomori,0,0,0
2017.05.04,Aomori,0,0,0
2017.05.05,Aomori,0,0,0
2017.05.06,Aomori,0,0,0
2017.05.07,Aomori,0,50,0
2017.05.08,Aomori,0,50,0
2017.05.09,Aomori,57,50,60.975605
2017.05.10,Aomori,0,50,0
2017.05.11,Aomori,0,50,0
2017.05.12,Aomori,0,50,0
2017.05.13,Aomori,0,50,0
2017.05.14,Aomori,0,34,0
2017.05.15,Aomori,0,34,0
2017.05.16,Aomori,0,34,0
2017.05.17,Aomori,0,34,0
2017.05.18,Aomori,0,34,0
2017.05.19,Aomori,0,34,0
2017.05.20,Aomori,0,34,0
2017.05.21,Aomori,0,17,0
2017.05.22,Aomori,0,17,0
2017.05.23,Aomori,56,17,20.731707
2017.05.24,Aomori,0,17,0
2017.05.25,Aomori,0,17,0
2017.05.26,Aomori,0,17,0
2017.05.27,Aomori,0,17,0
2017.05.28,Aomori,0,17,0
2017.05.29,Aomori,0,17,0
2017.05.30,Aomori,0,17,0
2017.05.31,Aomori,54,17,20.731707
2017.06.01,Aomori,0,17,0
2017.06.02,Aomori,0,17,0
2017.06.03,Aomori,0,17,0
2017.06.04,Aomori,0,16,0
2017.06.05,Aomori,0,16,0
2017.06.06,Aomori,0,16,0
2017.06.07,Aomori,0,16,0
2017.06.08,Aomori,0,16,0
2017.06.09,Aomori,0,16,0
2017.06.10,Aomori,0,16,0
2017.06.11,Aomori,0,0,0
2017.06.12,Aomori,0,0,0
2017.06.13,Aomori,0,0,0
2017.06.14,Aomori,0,0,0
2017.06.15,Aomori,0,0,0
2017.06.16,Aomori,0,0,0
2017.06.17,Aomori,0,0,0
2017.06.18,Aomori,0,0,0
2017.06.19,Aomori,0,0,0
2017.06.20,Aomori,0,0,0
2017.06.21,Aomori,0,0,0
2017.06.22,Aomori,0,0,0
2017.06.23,Aomori,0,0,0
2017.06.24,Aomori,0,0,0
2017.06.25,Aomori,0,0,0
2017.06.26,Aomori,0,0,0
2017.06.27,Aomori,0,0,0
2017.06.28,Aomori,0,0,0
2017.06.29,Aomori,0,0,0
2017.06.30,Aomori,0,0,0
2017.07.01,Aomori,0,0,0
2017.07.02,Aomori,0,0,0
2017.07.03,Aomori,0,0,0
2017.07.04,Aomori,0,0,0
2017.07.05,Aomori,0,0,0
2017.07.06,Aomori,0,0,0
2017.07.07,Aomori,0,0,0
2017.07.08,Aomori,0,0,0
2017.07.09,Aomori,0,17,0
2017.07.10,Aomori,0,17,0
2017.07.11,Aomori,0,17,0
2017.07.12,Aomori,54,17,20.731707
2017.07.13,Aomori,0,17,0
2017.07.14,Aomori,0,17,0
2017.07.15,Aomori,0,17,0
2017.07.16,Aomori,0,0,0
2017.07.17,Aomori,0,0,0
2017.07.18,Aomori,0,0,0
2017.07.19,Aomori,0,0,0
2017.07.20,Aomori,0,0,0
2017.07.21,Aomori,0,0,0
2017.07.22,Aomori,0,0,0
2017.07.23,Aomori,0,15,0
2017.07.24,Aomori,0,15,0
2017.07.25,Aomori,0,15,0
2017.07.26,Aomori,0,15,0
2017.07.27,Aomori,0,15,0
2017.07.28,Aomori,0,15,0
2017.07.29,Aomori,49,15,18.292683
2017.07.30,Aomori,0,0,0
2017.07.31,Aomori,0,0,0
2017.08.01,Aomori,0,0,0
2017.08.02,Aomori,0,0,0
2017.08.03,Aomori,0,0,0
2017.08.04,Aomori,0,0,0
2017.08.05,Aomori,0,0,0
2017.08.06,Aomori,0,0,0
2017.08.07,Aomori,0,0,0
2017.08.08,Aomori,0,0,0
2017.08.09,Aomori,0,0,0
2017.08.10,Aomori,0,0,0
2017.08.11,Aomori,0,0,0
2017.08.12,Aomori,0,0,0
2017.08.13,Aomori,0,0,0
2017.08.14,Aomori,0,0,0
2017.08.15,Aomori,0,0,0
2017.08.16,Aomori,0,0,0
2017.08.17,Aomori,0,0,0
2017.08.18,Aomori,0,0,0
2017.08.19,Aomori,0,0,0
2017.08.20,Aomori,0,15,0
2017.08.21,Aomori,0,15,0
2017.08.22,Aomori,0,15,0
2017.08.23,Aomori,0,15,0
2017.08.24,Aomori,48,15,9.0520496
2017.08.25,Aomori,0,15,0
2017.08.26,Aomori,49,15,9.240634
2017.08.27,Aomori,0,16,0
2017.08.28,Aomori,0,16,0
2017.08.29,Aomori,50,16,19.512196
2017.08.30,Aomori,0,16,0
2017.08.31,Aomori,0,16,0
2017.09.01,Aomori,0,16,0
2017.09.02,Aomori,0,16,0
2017.09.03,Aomori,0,16,0
2017.09.04,Aomori,0,16,0
2017.09.05,Aomori,50,16,19.512196
2017.09.06,Aomori,0,16,0
2017.09.07,Aomori,0,16,0
2017.09.08,Aomori,0,16,0
2017.09.09,Aomori,0,16,0
2017.09.10,Aomori,0,32,0
2017.09.11,Aomori,100,32,39.024391
2017.09.12,Aomori,0,32,0
2017.09.13,Aomori,0,32,0
2017.09.14,Aomori,0,32,0
2017.09.15,Aomori,0,32,0
2017.09.16,Aomori,0,32,0
2017.09.17,Aomori,0,0,0
2017.09.18,Aomori,0,0,0
2017.09.19,Aomori,0,0,0
2017.09.20,Aomori,0,0,0
2017.09.21,Aomori,0,0,0
2017.09.22,Aomori,0,0,0
2017.09.23,Aomori,0,0,0
2017.09.24,Aomori,0,16,0
2017.09.25,Aomori,49,16,19.512196
2017.09.26,Aomori,0,16,0
2017.09.27,Aomori,0,16,0
2017.09.28,Aomori,0,16,0
2017.09.29,Aomori,0,16,0
2017.09.30,Aomori,0,16,0
2017.10.01,Aomori,0,16,0
2017.10.02,Aomori,0,16,0
2017.10.03,Aomori,0,16,0
2017.10.04,Aomori,0,16,0
2017.10.05,Aomori,54,16,19.512196
2017.10.06,Aomori,0,16,0
2017.10.07,Aomori,0,16,0
2017.10.08,Aomori,49,32,19.512196
2017.10.09,Aomori,0,32,0
2017.10.10,Aomori,49,32,19.512196
2017.10.11,Aomori,0,32,0
2017.10.12,Aomori,0,32,0
2017.10.13,Aomori,0,32,0
2017.10.14,Aomori,0,32,0
2017.10.15,Aomori,0,16,0
2017.10.16,Aomori,0,16,0
2017.10.17,Aomori,50,16,19.512196
2017.10.18,Aomori,0,16,0
2017.10.19,Aomori,0,16,0
2017.10.20,Aomori,0,16,0
2017.10.21,Aomori,0,16,0
2017.10.22,Aomori,44,48,17.521156
2017.10.23,Aomori,0,48,0
2017.10.24,Aomori,50,48,19.910404
2017.10.25,Aomori,0,48,0
2017.10.26,Aomori,0,48,0
2017.10.27,Aomori,0,48,0
2017.10.28,Aomori,53,48,21.105028
2017.10.29,Aomori,0,0,0
2017.10.30,Aomori,0,0,0
2017.10.31,Aomori,0,0,0
2017.11.01,Aomori,0,0,0
2017.11.02,Aomori,0,0,0
2017.11.03,Aomori,0,0,0
2017.11.04,Aomori,0,0,0
2017.11.05,Aomori,0,0,0
2017.11.06,Aomori,0,0,0
2017.11.07,Aomori,0,0,0
2017.11.08,Aomori,0,0,0
2017.11.09,Aomori,0,0,0
2017.11.10,Aomori,0,0,0
2017.11.11,Aomori,0,0,0
2017.11.12,Aomori,0,30,0
2017.11.13,Aomori,0,30,0
2017.11.14,Aomori,46,30,11.935652
2017.11.15,Aomori,47,30,12.195122
2017.11.16,Aomori,0,30,0
2017.11.17,Aomori,48,30,12.454593
2017.11.18,Aomori,0,30,0
2017.11.19,Aomori,0,0,0
2017.11.20,Aomori,0,0,0
2017.11.21,Aomori,0,0,0
2017.11.22,Aomori,0,0,0
2017.11.23,Aomori,0,0,0
2017.11.24,Aomori,0,0,0
2017.11.25,Aomori,0,0,0
2017.11.26,Aomori,0,16,0
2017.11.27,Aomori,0,16,0
2017.11.28,Aomori,48,16,19.512196
2017.11.29,Aomori,0,16,0
2017.11.30,Aomori,0,16,0
2017.12.01,Aomori,0,16,0
2017.12.02,Aomori,0,16,0
2017.12.03,Aomori,0,0,0
2017.12.04,Aomori,0,0,0
2017.12.05,Aomori,0,0,0
2017.12.06,Aomori,48,0,0
2017.12.07,Aomori,0,0,0
2017.12.08,Aomori,0,0,0
2017.12.09,Aomori,0,0,0
2017.12.10,Aomori,0,0,0
2017.12.11,Aomori,0,0,0
2017.12.12,Aomori,0,0,0
2017.12.13,Aomori,0,0,0
2017.12.14,Aomori,0,0,0
2017.12.15,Aomori,0,0,0
2017.12.16,Aomori,0,0,0
2017.12.17,Aomori,0,47,0
2017.12.18,Aomori,49,47,18.849237
2017.12.19,Aomori,0,47,0
2017.12.20,Aomori,100,47,38.467831
2017.12.21,Aomori,0,47,0
2017.12.22,Aomori,0,47,0
2017.12.23,Aomori,0,47,0
2017.12.24,Aomori,0,15,0
2017.12.25,Aomori,0,15,0
2017.12.26,Aomori,0,15,0
2017.12.27,Aomori,0,15,0
2017.12.28,Aomori,0,15,0
2017.12.29,Aomori,0,15,0
2017.12.30,Aomori,45,15,18.292685
2017.12.31,Aomori,0,0,0
2018.01.01,Aomori,0,0,0
2018.01.02,Aomori,0,0,0
2018.01.03,Aomori,0,0,0
2018.01.04,Aomori,0,0,0
2018.01.05,Aomori,0,0,0
2018.01.06,Aomori,0,0,0
2018.01.07,Aomori,0,0,0
2018.01.08,Aomori,0,0,0
2018.01.09,Aomori,0,0,0
2018.01.10,Aomori,0,0,0
2018.01.11,Aomori,0,0,0
2018.01.12,Aomori,0,0,0
2018.01.13,Aomori,0,0,0
2018.01.14,Aomori,0,14,0
2018.01.15,Aomori,0,14,0
2018.01.16,Aomori,0,14,0
2018.01.17,Aomori,0,14,0
2018.01.18,Aomori,34,14,17.073172
2018.01.19,Aomori,0,14,0
2018.01.20,Aomori,0,14,0
2018.01.21,Aomori,0,15,0
2018.01.22,Aomori,0,15,0
2018.01.23,Aomori,0,15,0
2018.01.24,Aomori,33,15,18.292681
2018.01.25,Aomori,0,15,0
2018.01.26,Aomori,0,15,0
2018.01.27,Aomori,0,15,0
2018.01.28,Aomori,0,0,0
2018.01.29,Aomori,0,0,0
2018.01.30,Aomori,35,0,0
2018.01.31,Aomori,0,0,0
2018.02.01,Aomori,0,0,0
2018.02.02,Aomori,0,0,0
2018.02.03,Aomori,0,0,0
2018.02.04,Aomori,0,29,0
2018.02.05,Aomori,0,29,0
2018.02.06,Aomori,0,29,0
2018.02.07,Aomori,0,29,0
2018.02.08,Aomori,0,29,0
2018.02.09,Aomori,66,29,35.365852
2018.02.10,Aomori,0,29,0
2018.02.11,Aomori,0,0,0
2018.02.12,Aomori,0,0,0
2018.02.13,Aomori,0,0,0
2018.02.14,Aomori,0,0,0
2018.02.15,Aomori,0,0,0
2018.02.16,Aomori,0,0,0
2018.02.17,Aomori,0,0,0
2018.02.18,Aomori,0,15,0
2018.02.19,Aomori,0,15,0
2018.02.20,Aomori,35,15,18.292683
2018.02.21,Aomori,0,15,0
2018.02.22,Aomori,0,15,0
2018.02.23,Aomori,0,15,0
2018.02.24,Aomori,0,15,0
2018.02.25,Aomori,0,15,0
2018.02.26,Aomori,35,15,9.4153509
2018.02.27,Aomori,0,15,0
2018.02.28,Aomori,0,15,0
2018.03.01,Aomori,0,15,0
2018.03.02,Aomori,0,15,0
2018.03.03,Aomori,33,15,8.8773308
2018.03.04,Aomori,0,29,0
2018.03.05,Aomori,0,29,0
2018.03.06,Aomori,0,29,0
2018.03.07,Aomori,33,29,11.788617
2018.03.08,Aomori,0,29,0
2018.03.09,Aomori,33,29,11.788617
2018.03.10,Aomori,33,29,11.788617
2018.03.11,Aomori,0,14,0
2018.03.12,Aomori,0,14,0
2018.03.13,Aomori,0,14,0
2018.03.14,Aomori,0,14,0
2018.03.15,Aomori,0,14,0
2018.03.16,Aomori,34,14,17.073172
2018.03.17,Aomori,0,14,0
2018.03.18,Aomori,0,0,0
2018.03.19,Aomori,34,0,0
2018.03.20,Aomori,0,0,0
2018.03.21,Aomori,0,0,0
2018.03.22,Aomori,0,0,0
2018.03.23,Aomori,0,0,0
2018.03.24,Aomori,0,0,0
2018.03.25,Aomori,0,73,0
2018.03.26,Aomori,100,73,38.044613
2018.03.27,Aomori,0,73,0
2018.03.28,Aomori,100,73,38.044613
2018.03.29,Aomori,0,73,0
2018.03.30,Aomori,0,73,0
2018.03.31,Aomori,34,73,12.935169
2018.04.01,Aomori,32,100,14.781965
2018.04.02,Aomori,69,100,31.873611
2018.04.03,Aomori,34,100,15.705838
2018.04.04,Aomori,0,100,0
2018.04.05,Aomori,65,100,30.025867
2018.04.06,Aomori,64,100,29.563931
2018.04.07,Aomori,0,100,0
2018.04.08,Aomori,0,30,0
2018.04.09,Aomori,0,30,0
2018.04.10,Aomori,35,30,18.035038
2018.04.11,Aomori,0,30,0
2018.04.12,Aomori,0,30,0
2018.04.13,Aomori,36,30,18.550325
2018.04.14,Aomori,0,30,0
2018.04.15,Aomori,0,44,0
2018.04.16,Aomori,0,44,0
2018.04.17,Aomori,34,44,13.514001
2018.04.18,Aomori,0,44,0
2018.04.19,Aomori,0,44,0
2018.04.20,Aomori,35,44,13.911471
2018.04.21,Aomori,66,44,26.233059
2018.04.22,Aomori,33,44,10.416068
2018.04.23,Aomori,0,44,0
2018.04.24,Aomori,68,44,21.463413
2018.04.25,Aomori,0,44,0
2018.04.26,Aomori,0,44,0
2018.04.27,Aomori,0,44,0
2018.04.28,Aomori,69,44,21.779051
2018.04.29,Aomori,32,28,17.07317
2018.04.30,Aomori,0,28,0
2018.05.01,Aomori,0,28,0
2018.05.02,Aomori,0,28,0
2018.05.03,Aomori,0,28,0
2018.05.04,Aomori,32,28,17.07317
2018.05.05,Aomori,0,28,0
2018.05.06,Aomori,0,15,0
2018.05.07,Aomori,0,15,0
2018.05.08,Aomori,0,15,0
2018.05.09,Aomori,0,15,0
2018.05.10,Aomori,34,15,18.292681
2018.05.11,Aomori,0,15,0
2018.05.12,Aomori,0,15,0
2018.05.13,Aomori,0,0,0
2018.05.14,Aomori,0,0,0
2018.05.15,Aomori,0,0,0
2018.05.16,Aomori,0,0,0
2018.05.17,Aomori,0,0,0
2018.05.18,Aomori,0,0,0
2018.05.19,Aomori,0,0,0
2018.05.20,Aomori,0,45,0
2018.05.21,Aomori,0,45,0
2018.05.22,Aomori,0,45,0
2018.05.23,Aomori,0,45,0
2018.05.24,Aomori,34,45,18.292683
2018.05.25,Aomori,0,45,0
2018.05.26,Aomori,68,45,36.585365
2018.05.27,Aomori,0,0,0
2018.05.28,Aomori,0,0,0
2018.05.29,Aomori,0,0,0
2018.05.30,Aomori,0,0,0
2018.05.31,Aomori,0,0,0
2018.06.01,Aomori,0,0,0
2018.06.02,Aomori,0,0,0
2018.06.03,Aomori,0,0,0
2018.06.04,Aomori,0,0,0
2018.06.05,Aomori,0,0,0
2018.06.06,Aomori,0,0,0
2018.06.07,Aomori,0,0,0
2018.06.08,Aomori,0,0,0
2018.06.09,Aomori,0,0,0
2018.06.10,Aomori,0,0,0
2018.06.11,Aomori,0,0,0
2018.06.12,Aomori,0,0,0
2018.06.13,Aomori,0,0,0
2018.06.14,Aomori,0,0,0
2018.06.15,Aomori,0,0,0
2018.06.16,Aomori,0,0,0
2018.06.17,Aomori,0,0,0
2018.06.18,Aomori,0,0,0
2018.06.19,Aomori,0,0,0
2018.06.20,Aomori,0,0,0
2018.06.21,Aomori,0,0,0
2018.06.22,Aomori,0,0,0
2018.06.23,Aomori,0,0,0
2018.06.24,Aomori,0,14,0
2018.06.25,Aomori,0,14,0
2018.06.26,Aomori,34,14,17.073172
2018.06.27,Aomori,0,14,0
2018.06.28,Aomori,0,14,0
2018.06.29,Aomori,0,14,0
2018.06.30,Aomori,0,14,0
2018.07.01,Aomori,0,14,0
2018.07.02,Aomori,0,14,0
2018.07.03,Aomori,0,14,0
2018.07.04,Aomori,0,14,0
2018.07.05,Aomori,0,14,0
2018.07.06,Aomori,0,14,0
2018.07.07,Aomori,46,14,17.073172
2018.07.08,Aomori,0,0,0
2018.07.09,Aomori,0,0,0
2018.07.10,Aomori,0,0,0
2018.07.11,Aomori,0,0,0
2018.07.12,Aomori,0,0,0
2018.07.13,Aomori,0,0,0
2018.07.14,Aomori,0,0,0
2018.07.15,Aomori,0,14,0
2018.07.16,Aomori,0,14,0
