date,raw_daily,raw_weekly,prefecture,pollen_harmonized_daily
2018.01.06,3,2,Aichi,1.2728572
2018.01.05,3,2,Aichi,1.2728572
2018.01.04,3,2,Aichi,1.2728572
2018.01.01,1,2,Aichi,.42428571
2018.01.02,1,2,Aichi,.42428571
2018.01.03,2,2,Aichi,.84857142
2017.12.31,1,2,Aichi,.42428571
2018.01.01,0,0,Akita,
2018.01.06,0,0,Akita,
2018.01.05,0,0,Akita,
2017.12.31,0,0,Akita,
2018.01.02,0,0,Akita,
2018.01.04,0,0,Akita,
2018.01.03,0,0,Akita,
2018.01.02,0,0,Aomori,
2018.01.04,0,0,Aomori,
2018.01.06,0,0,Aomori,
2018.01.05,0,0,Aomori,
2017.12.31,0,0,Aomori,
2018.01.01,0,0,Aomori,
2018.01.03,0,0,Aomori,
2018.01.03,2,3,Chiba,1.0482353
2018.01.04,5,3,Chiba,2.6205883
2018.01.06,5,3,Chiba,2.6205883
2017.12.31,2,3,Chiba,1.0482353
2018.01.02,1,3,Chiba,.52411765
2018.01.05,1,3,Chiba,.52411765
2018.01.01,1,3,Chiba,.52411765
2018.01.02,0,1,Ehime,0
2018.01.01,0,1,Ehime,0
2018.01.06,0,1,Ehime,0
2018.01.05,0,1,Ehime,0
2017.12.31,0,1,Ehime,0
2018.01.04,0,1,Ehime,0
2018.01.03,9,1,Ehime,2.97
2017.12.31,0,1,Fukui,0
2018.01.02,0,1,Fukui,0
2018.01.04,0,1,Fukui,0
2018.01.03,0,1,Fukui,0
2018.01.06,4,1,Fukui,2.9699998
2018.01.01,0,1,Fukui,0
2018.01.05,0,1,Fukui,0
2017.12.31,0,1,Fukuoka,0
2018.01.01,1,1,Fukuoka,.37124997
2018.01.03,1,1,Fukuoka,.37124997
2018.01.06,1,1,Fukuoka,.37124997
2018.01.05,3,1,Fukuoka,1.1137499
2018.01.02,0,1,Fukuoka,0
2018.01.04,2,1,Fukuoka,.74249995
2018.01.03,2,1,Fukushima,1.4849999
2018.01.05,2,1,Fukushima,1.4849999
2017.12.31,0,1,Fukushima,0
2018.01.04,0,1,Fukushima,0
2018.01.06,0,1,Fukushima,0
2018.01.01,0,1,Fukushima,0
2018.01.02,0,1,Fukushima,0
2018.01.05,3,0,Gifu,0
2018.01.01,0,0,Gifu,0
2018.01.02,0,0,Gifu,0
2017.12.31,0,0,Gifu,0
2018.01.04,0,0,Gifu,0
2018.01.06,0,0,Gifu,0
2018.01.03,0,0,Gifu,0
2018.01.04,1,1,Gunma,.42428571
2018.01.05,3,1,Gunma,1.2728572
2018.01.01,0,1,Gunma,0
2018.01.06,1,1,Gunma,.42428571
2018.01.02,1,1,Gunma,.42428571
2018.01.03,1,1,Gunma,.42428571
2017.12.31,0,1,Gunma,0
2018.01.03,0,1,Hiroshima,0
2018.01.02,0,1,Hiroshima,0
2018.01.05,2,1,Hiroshima,.59399998
2018.01.01,4,1,Hiroshima,1.188
2017.12.31,2,1,Hiroshima,.59399998
2018.01.06,0,1,Hiroshima,0
2018.01.04,2,1,Hiroshima,.59399998
2018.01.06,0,2,Hokkaido,0
2018.01.01,3,2,Hokkaido,2.5457144
2018.01.04,1,2,Hokkaido,.84857142
2018.01.03,0,2,Hokkaido,0
2018.01.02,0,2,Hokkaido,0
2017.12.31,3,2,Hokkaido,2.5457144
2018.01.05,0,2,Hokkaido,0
2018.01.06,1,1,Hyogo,.59399998
2018.01.02,0,1,Hyogo,0
2018.01.05,0,1,Hyogo,0
2018.01.04,2,1,Hyogo,1.188
2018.01.03,0,1,Hyogo,0
2018.01.01,2,1,Hyogo,1.188
2017.12.31,0,1,Hyogo,0
2017.12.31,4,2,Ibaraki,1.2505264
2018.01.02,2,2,Ibaraki,.62526321
2018.01.01,1,2,Ibaraki,.31263161
2018.01.05,2,2,Ibaraki,.62526321
2018.01.04,1,2,Ibaraki,.31263161
2018.01.06,4,2,Ibaraki,1.2505264
2018.01.03,5,2,Ibaraki,1.563158
2018.01.06,0,0,Ishikawa,
2018.01.04,0,0,Ishikawa,
2018.01.01,0,0,Ishikawa,
2017.12.31,0,0,Ishikawa,
2018.01.05,0,0,Ishikawa,
2018.01.03,0,0,Ishikawa,
2018.01.02,0,0,Ishikawa,
2018.01.04,0,1,Iwate,0
2018.01.03,5,1,Iwate,2.97
2018.01.05,0,1,Iwate,0
2018.01.01,0,1,Iwate,0
2018.01.02,0,1,Iwate,0
2018.01.06,0,1,Iwate,0
2017.12.31,0,1,Iwate,0
2017.12.31,0,2,Kagawa,0
2018.01.05,8,2,Kagawa,5.9399996
2018.01.03,0,2,Kagawa,0
2018.01.02,0,2,Kagawa,0
2018.01.06,0,2,Kagawa,0
2018.01.01,0,2,Kagawa,0
2018.01.04,0,2,Kagawa,0
2018.01.05,0,1,Kagoshima,0
2018.01.03,5,1,Kagoshima,.99000001
2018.01.01,5,1,Kagoshima,.99000001
2018.01.06,0,1,Kagoshima,0
2018.01.02,0,1,Kagoshima,0
2017.12.31,5,1,Kagoshima,.99000001
2018.01.04,0,1,Kagoshima,0
2018.01.05,5,4,Kanagawa,3.1263161
2018.01.04,2,4,Kanagawa,1.2505264
2017.12.31,3,4,Kanagawa,1.8757896
2018.01.01,3,4,Kanagawa,1.8757896
2018.01.06,3,4,Kanagawa,1.8757896
2018.01.03,2,4,Kanagawa,1.2505264
2018.01.02,1,4,Kanagawa,.62526321
2018.01.05,0,0,Kochi,
2017.12.31,0,0,Kochi,
2018.01.02,0,0,Kochi,
2018.01.01,0,0,Kochi,
2018.01.04,0,0,Kochi,
2018.01.06,0,0,Kochi,
2018.01.03,0,0,Kochi,
2018.01.01,0,2,Kumamoto,0
2018.01.05,0,2,Kumamoto,0
2018.01.04,0,2,Kumamoto,0
2018.01.06,0,2,Kumamoto,0
2018.01.03,4,2,Kumamoto,1.98
2018.01.02,4,2,Kumamoto,1.98
2017.12.31,4,2,Kumamoto,1.98
2018.01.05,7,2,Kyoto,4.158
2018.01.02,2,2,Kyoto,1.188
2018.01.01,0,2,Kyoto,0
2018.01.04,0,2,Kyoto,0
2018.01.06,1,2,Kyoto,.59399998
2017.12.31,0,2,Kyoto,0
2018.01.03,0,2,Kyoto,0
2018.01.01,0,1,Mie,0
2018.01.04,2,1,Mie,.99000001
2018.01.05,0,1,Mie,0
2017.12.31,0,1,Mie,0
2018.01.06,2,1,Mie,.99000001
2018.01.02,0,1,Mie,0
2018.01.03,2,1,Mie,.99000001
2018.01.05,1,1,Miyagi,.74249995
2018.01.02,0,1,Miyagi,0
2018.01.03,0,1,Miyagi,0
2018.01.04,1,1,Miyagi,.74249995
2018.01.01,1,1,Miyagi,.74249995
2018.01.06,1,1,Miyagi,.74249995
2017.12.31,0,1,Miyagi,0
2018.01.04,5,3,Miyazaki,2.9700003
2018.01.03,0,3,Miyazaki,0
2018.01.05,0,3,Miyazaki,0
2017.12.31,0,3,Miyazaki,0
2018.01.01,0,3,Miyazaki,0
2018.01.06,5,3,Miyazaki,2.9700003
2018.01.02,5,3,Miyazaki,2.9700003
2018.01.05,0,1,Nagano,0
2018.01.02,2,1,Nagano,.99000001
2018.01.06,0,1,Nagano,0
2018.01.04,2,1,Nagano,.99000001
2017.12.31,0,1,Nagano,0
2018.01.01,2,1,Nagano,.99000001
2018.01.03,0,1,Nagano,0
2018.01.03,0,1,Nagasaki,0
2018.01.04,0,1,Nagasaki,0
2018.01.06,0,1,Nagasaki,0
2018.01.05,0,1,Nagasaki,0
2018.01.02,7,1,Nagasaki,2.97
2017.12.31,0,1,Nagasaki,0
2018.01.01,0,1,Nagasaki,0
2018.01.05,3,1,Nara,.99000007
2017.12.31,0,1,Nara,0
2018.01.01,0,1,Nara,0
2018.01.02,0,1,Nara,0
2018.01.04,3,1,Nara,.99000007
2018.01.03,0,1,Nara,0
2018.01.06,3,1,Nara,.99000007
2018.01.03,0,0,Niigata,0
2018.01.02,0,0,Niigata,0
2017.12.31,0,0,Niigata,0
2018.01.04,0,0,Niigata,0
2018.01.06,0,0,Niigata,0
2018.01.05,2,0,Niigata,0
2018.01.01,0,0,Niigata,0
2018.01.05,0,4,Oita,0
2018.01.04,5,4,Oita,2.4749999
2018.01.01,0,4,Oita,0
2018.01.03,14,4,Oita,6.9299994
2018.01.06,5,4,Oita,2.4749999
2018.01.02,0,4,Oita,0
2017.12.31,0,4,Oita,0
2018.01.05,0,1,Okayama,0
2018.01.01,0,1,Okayama,0
2017.12.31,0,1,Okayama,0
2018.01.03,0,1,Okayama,0
2018.01.02,0,1,Okayama,0
2018.01.06,3,1,Okayama,2.97
2018.01.04,0,1,Okayama,0
2018.01.02,43,8,Okinawa,23.76
2018.01.05,0,8,Okinawa,0
2018.01.04,0,8,Okinawa,0
2018.01.06,0,8,Okinawa,0
2017.12.31,0,8,Okinawa,0
2018.01.03,0,8,Okinawa,0
2018.01.01,0,8,Okinawa,0
2018.01.04,1,1,Osaka,.2475
2017.12.31,2,1,Osaka,.495
2018.01.03,1,1,Osaka,.2475
2018.01.06,1,1,Osaka,.2475
2018.01.05,2,1,Osaka,.495
2018.01.01,1,1,Osaka,.2475
2018.01.02,4,1,Osaka,.99000001
2017.12.31,0,4,Saga,0
2018.01.06,8,4,Saga,3.0658066
2018.01.05,8,4,Saga,3.0658066
2018.01.03,0,4,Saga,0
2018.01.01,0,4,Saga,0
2018.01.02,0,4,Saga,0
2018.01.04,15,4,Saga,5.7483873
2018.01.02,2,2,Saitama,1.3200001
2018.01.03,0,2,Saitama,0
2017.12.31,1,2,Saitama,.66000003
2018.01.06,0,2,Saitama,0
2018.01.04,2,2,Saitama,1.3200001
2018.01.01,2,2,Saitama,1.3200001
2018.01.05,2,2,Saitama,1.3200001
2018.01.01,3,1,Shiga,.99000007
2018.01.05,3,1,Shiga,.99000007
2018.01.04,0,1,Shiga,0
2018.01.06,0,1,Shiga,0
2017.12.31,0,1,Shiga,0
2018.01.03,3,1,Shiga,.99000007
2018.01.02,0,1,Shiga,0
2018.01.03,0,0,Shimane,
2018.01.06,0,0,Shimane,
2018.01.04,0,0,Shimane,
2018.01.02,0,0,Shimane,
2018.01.01,0,0,Shimane,
2017.12.31,0,0,Shimane,
2018.01.05,0,0,Shimane,
2018.01.06,3,2,Shizuoka,1.2728572
2018.01.02,4,2,Shizuoka,1.6971428
2017.12.31,1,2,Shizuoka,.42428571
2018.01.03,1,2,Shizuoka,.42428571
2018.01.01,0,2,Shizuoka,0
2018.01.05,4,2,Shizuoka,1.6971428
2018.01.04,1,2,Shizuoka,.42428571
2017.12.31,0,1,Tochigi,0
2018.01.04,1,1,Tochigi,.59399998
2018.01.06,0,1,Tochigi,0
2018.01.02,0,1,Tochigi,0
2018.01.03,0,1,Tochigi,0
2018.01.05,3,1,Tochigi,1.7819999
2018.01.01,1,1,Tochigi,.59399998
2018.01.06,0,0,Tokushima,
2018.01.04,0,0,Tokushima,
2017.12.31,0,0,Tokushima,
2018.01.01,0,0,Tokushima,
2018.01.05,0,0,Tokushima,
2018.01.02,0,0,Tokushima,
2018.01.03,0,0,Tokushima,
2018.01.03,1,3,Tokyo,.63642859
2017.12.31,0,3,Tokyo,0
2018.01.01,2,3,Tokyo,1.2728572
2018.01.06,3,3,Tokyo,1.9092858
2018.01.05,2,3,Tokyo,1.2728572
2018.01.04,3,3,Tokyo,1.9092858
2018.01.02,3,3,Tokyo,1.9092858
2017.12.31,0,0,Tottori,
2018.01.04,0,0,Tottori,
2018.01.01,0,0,Tottori,
2018.01.06,0,0,Tottori,
2018.01.03,0,0,Tottori,
2018.01.05,0,0,Tottori,
2018.01.02,0,0,Tottori,
2018.01.02,0,2,Toyama,0
2018.01.04,0,2,Toyama,0
2017.12.31,0,2,Toyama,0
2018.01.01,4,2,Toyama,2.9699998
2018.01.03,0,2,Toyama,0
2018.01.05,4,2,Toyama,2.9699998
2018.01.06,0,2,Toyama,0
2018.01.02,0,2,Wakayama,0
2018.01.06,6,2,Wakayama,2.97
2018.01.03,0,2,Wakayama,0
2018.01.04,6,2,Wakayama,2.97
2018.01.01,0,2,Wakayama,0
2017.12.31,0,2,Wakayama,0
2018.01.05,0,2,Wakayama,0
2018.01.03,0,0,Yamagata,
2018.01.02,0,0,Yamagata,
2018.01.04,0,0,Yamagata,
2018.01.05,0,0,Yamagata,
2018.01.06,0,0,Yamagata,
2018.01.01,0,0,Yamagata,
2017.12.31,0,0,Yamagata,
2018.01.05,0,2,Yamaguchi,0
2018.01.03,0,2,Yamaguchi,0
2017.12.31,0,2,Yamaguchi,0
2018.01.01,0,2,Yamaguchi,0
2018.01.06,5,2,Yamaguchi,1.563158
2018.01.04,9,2,Yamaguchi,2.8136845
2018.01.02,5,2,Yamaguchi,1.563158
2018.01.05,0,2,Yamanashi,0
2018.01.06,4,2,Yamanashi,2.3759999
2017.12.31,3,2,Yamanashi,1.7819999
2018.01.04,3,2,Yamanashi,1.7819999
2018.01.02,0,2,Yamanashi,0
2018.01.01,0,2,Yamanashi,0
2018.01.03,0,2,Yamanashi,0
2018.01.13,4,2,Aichi,1.2505264
2018.01.10,4,2,Aichi,1.2505264
2018.01.12,3,2,Aichi,.93789482
2018.01.07,2,2,Aichi,.62526321
2018.01.08,1,2,Aichi,.31263161
2018.01.09,1,2,Aichi,.31263161
2018.01.11,4,2,Aichi,1.2505264
2018.01.07,0,0,Akita,
2018.01.10,0,0,Akita,
2018.01.08,0,0,Akita,
2018.01.12,0,0,Akita,
2018.01.13,0,0,Akita,
2018.01.11,0,0,Akita,
2018.01.09,0,0,Akita,
2018.01.12,0,0,Aomori,
2018.01.07,0,0,Aomori,
2018.01.10,0,0,Aomori,
2018.01.13,0,0,Aomori,
2018.01.09,0,0,Aomori,
2018.01.11,0,0,Aomori,
2018.01.08,0,0,Aomori,
2018.01.12,3,4,Chiba,1.485
2018.01.11,7,4,Chiba,3.4649997
2018.01.07,6,4,Chiba,2.97
2018.01.09,1,4,Chiba,.495
2018.01.13,2,4,Chiba,.99000001
2018.01.08,2,4,Chiba,.99000001
2018.01.10,3,4,Chiba,1.485
2018.01.12,0,1,Ehime,0
2018.01.09,0,1,Ehime,0
2018.01.13,5,1,Ehime,1.65
2018.01.11,0,1,Ehime,0
2018.01.08,4,1,Ehime,1.3200001
2018.01.10,0,1,Ehime,0
2018.01.07,0,1,Ehime,0
2018.01.07,0,5,Fukui,0
2018.01.11,0,5,Fukui,0
2018.01.10,5,5,Fukui,3.2282608
2018.01.09,0,5,Fukui,0
2018.01.13,9,5,Fukui,5.8108697
2018.01.12,9,5,Fukui,5.8108697
2018.01.08,0,5,Fukui,0
2018.01.08,2,2,Fukuoka,1.08
2018.01.13,2,2,Fukuoka,1.08
2018.01.12,0,2,Fukuoka,0
2018.01.09,1,2,Fukuoka,.54000002
2018.01.07,3,2,Fukuoka,1.62
2018.01.10,1,2,Fukuoka,.54000002
2018.01.11,2,2,Fukuoka,1.08
2018.01.09,3,2,Fukushima,1.9800001
2018.01.12,4,2,Fukushima,2.6400001
2018.01.08,0,2,Fukushima,0
2018.01.10,2,2,Fukushima,1.3200001
2018.01.13,0,2,Fukushima,0
2018.01.07,0,2,Fukushima,0
2018.01.11,0,2,Fukushima,0
2018.01.10,3,1,Gifu,.81
2018.01.09,3,1,Gifu,.81
2018.01.12,3,1,Gifu,.81
2018.01.08,0,1,Gifu,0
2018.01.11,0,1,Gifu,0
2018.01.13,0,1,Gifu,0
2018.01.07,2,1,Gifu,.54000002
2018.01.12,2,3,Gunma,1.0482353
2018.01.11,5,3,Gunma,2.6205883
2018.01.09,5,3,Gunma,2.6205883
2018.01.13,1,3,Gunma,.52411765
2018.01.07,1,3,Gunma,.52411765
2018.01.10,2,3,Gunma,1.0482353
2018.01.08,1,3,Gunma,.52411765
2018.01.12,2,2,Hiroshima,.84857142
2018.01.07,2,2,Hiroshima,.84857142
2018.01.13,2,2,Hiroshima,.84857142
2018.01.08,0,2,Hiroshima,0
2018.01.11,4,2,Hiroshima,1.6971428
2018.01.09,2,2,Hiroshima,.84857142
2018.01.10,2,2,Hiroshima,.84857142
2018.01.08,1,5,Hokkaido,.92812502
2018.01.11,0,5,Hokkaido,0
2018.01.07,3,5,Hokkaido,2.784375
2018.01.13,2,5,Hokkaido,1.85625
2018.01.12,3,5,Hokkaido,2.784375
2018.01.10,3,5,Hokkaido,2.784375
2018.01.09,4,5,Hokkaido,3.7125001
2018.01.07,3,3,Hyogo,1.11375
2018.01.10,3,3,Hyogo,1.11375
2018.01.09,3,3,Hyogo,1.11375
2018.01.08,7,3,Hyogo,2.5987501
2018.01.13,3,3,Hyogo,1.11375
2018.01.11,3,3,Hyogo,1.11375
2018.01.12,2,3,Hyogo,.74250001
2018.01.09,1,2,Ibaraki,.33000001
2018.01.11,4,2,Ibaraki,1.3200001
2018.01.12,3,2,Ibaraki,.99000007
2018.01.10,3,2,Ibaraki,.99000007
2018.01.08,0,2,Ibaraki,0
2018.01.07,4,2,Ibaraki,1.3200001
2018.01.13,3,2,Ibaraki,.99000007
2018.01.12,0,1,Ishikawa,0
2018.01.08,3,1,Ishikawa,2.97
2018.01.13,0,1,Ishikawa,0
2018.01.07,0,1,Ishikawa,0
2018.01.09,0,1,Ishikawa,0
2018.01.11,0,1,Ishikawa,0
2018.01.10,0,1,Ishikawa,0
2018.01.12,0,1,Iwate,0
2018.01.09,0,1,Iwate,0
2018.01.11,0,1,Iwate,0
2018.01.10,0,1,Iwate,0
2018.01.07,0,1,Iwate,0
2018.01.13,3,1,Iwate,2.97
2018.01.08,0,1,Iwate,0
2018.01.10,0,2,Kagawa,0
2018.01.12,0,2,Kagawa,0
2018.01.09,0,2,Kagawa,0
2018.01.08,0,2,Kagawa,0
2018.01.13,4,2,Kagawa,2.9699998
2018.01.11,4,2,Kagawa,2.9699998
2018.01.07,0,2,Kagawa,0
2018.01.09,5,1,Kagoshima,2.97
2018.01.11,0,1,Kagoshima,0
2018.01.08,0,1,Kagoshima,0
2018.01.07,0,1,Kagoshima,0
2018.01.10,0,1,Kagoshima,0
2018.01.12,0,1,Kagoshima,0
2018.01.13,0,1,Kagoshima,0
2018.01.09,4,5,Kanagawa,2.2846155
2018.01.07,2,5,Kanagawa,1.1423078
2018.01.13,3,5,Kanagawa,1.7134616
2018.01.12,6,5,Kanagawa,3.4269233
2018.01.10,2,5,Kanagawa,1.1423078
2018.01.11,6,5,Kanagawa,3.4269233
2018.01.08,3,5,Kanagawa,1.7134616
2018.01.07,6,2,Kochi,1.9800001
2018.01.08,0,2,Kochi,0
2018.01.11,0,2,Kochi,0
2018.01.10,6,2,Kochi,1.9800001
2018.01.13,6,2,Kochi,1.9800001
2018.01.12,0,2,Kochi,0
2018.01.09,0,2,Kochi,0
2018.01.10,4,3,Kumamoto,2.0964706
2018.01.12,9,3,Kumamoto,4.7170591
2018.01.13,4,3,Kumamoto,2.0964706
2018.01.11,0,3,Kumamoto,0
2018.01.07,0,3,Kumamoto,0
2018.01.09,0,3,Kumamoto,0
2018.01.08,0,3,Kumamoto,0
2018.01.10,0,3,Kyoto,0
2018.01.07,1,3,Kyoto,.55687499
2018.01.11,1,3,Kyoto,.55687499
2018.01.12,9,3,Kyoto,5.0118752
2018.01.08,3,3,Kyoto,1.670625
2018.01.13,1,3,Kyoto,.55687499
2018.01.09,1,3,Kyoto,.55687499
2018.01.13,2,4,Mie,1.08
2018.01.08,2,4,Mie,1.08
2018.01.11,6,4,Mie,3.24
2018.01.10,2,4,Mie,1.08
2018.01.09,4,4,Mie,2.1600001
2018.01.12,2,4,Mie,1.08
2018.01.07,4,4,Mie,2.1600001
2018.01.08,3,2,Miyagi,2.5457144
2018.01.09,2,2,Miyagi,1.6971428
2018.01.10,0,2,Miyagi,0
2018.01.11,2,2,Miyagi,1.6971428
2018.01.12,0,2,Miyagi,0
2018.01.13,0,2,Miyagi,0
2018.01.07,0,2,Miyagi,0
2018.01.10,0,1,Miyazaki,0
2018.01.07,0,1,Miyazaki,0
2018.01.12,0,1,Miyazaki,0
2018.01.11,0,1,Miyazaki,0
2018.01.13,0,1,Miyazaki,0
2018.01.08,5,1,Miyazaki,2.97
2018.01.09,0,1,Miyazaki,0
2018.01.10,0,1,Nagano,0
2018.01.08,0,1,Nagano,0
2018.01.07,2,1,Nagano,.84857142
2018.01.12,5,1,Nagano,2.1214287
2018.01.11,0,1,Nagano,0
2018.01.13,0,1,Nagano,0
2018.01.09,0,1,Nagano,0
2018.01.09,7,1,Nagasaki,2.97
2018.01.10,0,1,Nagasaki,0
2018.01.11,0,1,Nagasaki,0
2018.01.12,0,1,Nagasaki,0
2018.01.13,0,1,Nagasaki,0
2018.01.07,0,1,Nagasaki,0
2018.01.08,0,1,Nagasaki,0
2018.01.10,4,3,Nara,1.3707694
2018.01.13,11,3,Nara,3.7696157
2018.01.07,3,3,Nara,1.028077
2018.01.12,4,3,Nara,1.3707694
2018.01.11,4,3,Nara,1.3707694
2018.01.09,0,3,Nara,0
2018.01.08,0,3,Nara,0
2018.01.07,0,1,Niigata,0
2018.01.10,0,1,Niigata,0
2018.01.13,0,1,Niigata,0
2018.01.11,2,1,Niigata,1.4849999
2018.01.08,0,1,Niigata,0
2018.01.12,2,1,Niigata,1.4849999
2018.01.09,0,1,Niigata,0
2018.01.11,0,2,Oita,0
2018.01.08,5,2,Oita,1.98
2018.01.13,5,2,Oita,1.98
2018.01.12,0,2,Oita,0
2018.01.09,5,2,Oita,1.98
2018.01.10,0,2,Oita,0
2018.01.07,0,2,Oita,0
2018.01.10,0,2,Okayama,0
2018.01.08,0,2,Okayama,0
2018.01.12,0,2,Okayama,0
2018.01.07,3,2,Okayama,1.9800001
2018.01.13,3,2,Okayama,1.9800001
2018.01.09,3,2,Okayama,1.9800001
2018.01.11,0,2,Okayama,0
2018.01.12,0,0,Okinawa,
2018.01.10,0,0,Okinawa,
2018.01.07,0,0,Okinawa,
2018.01.11,0,0,Okinawa,
2018.01.09,0,0,Okinawa,
2018.01.08,0,0,Okinawa,
2018.01.13,0,0,Okinawa,
2018.01.11,4,3,Osaka,1.2728572
2018.01.12,4,3,Osaka,1.2728572
2018.01.09,8,3,Osaka,2.5457144
2018.01.07,2,3,Osaka,.63642859
2018.01.08,4,3,Osaka,1.2728572
2018.01.13,2,3,Osaka,.63642859
2018.01.10,4,3,Osaka,1.2728572
2018.01.13,0,2,Saga,0
2018.01.07,0,2,Saga,0
2018.01.12,0,2,Saga,0
2018.01.11,8,2,Saga,2.9699998
2018.01.10,8,2,Saga,2.9699998
2018.01.09,0,2,Saga,0
2018.01.08,0,2,Saga,0
2018.01.08,3,3,Saitama,1.485
2018.01.10,4,3,Saitama,1.98
2018.01.09,1,3,Saitama,.495
2018.01.11,4,3,Saitama,1.98
2018.01.07,1,3,Saitama,.495
2018.01.12,4,3,Saitama,1.98
2018.01.13,1,3,Saitama,.495
2018.01.08,5,6,Shiga,2.4081082
2018.01.12,10,6,Shiga,4.8162165
2018.01.09,3,6,Shiga,1.444865
2018.01.10,6,6,Shiga,2.88973
2018.01.11,7,6,Shiga,3.3713515
2018.01.13,3,6,Shiga,1.444865
2018.01.07,3,6,Shiga,1.444865
2018.01.08,0,2,Shimane,0
2018.01.12,0,2,Shimane,0
2018.01.10,6,2,Shimane,5.9400001
2018.01.13,0,2,Shimane,0
2018.01.11,0,2,Shimane,0
2018.01.07,0,2,Shimane,0
2018.01.09,0,2,Shimane,0
2018.01.07,0,2,Shizuoka,0
2018.01.08,1,2,Shizuoka,.31263161
2018.01.12,2,2,Shizuoka,.62526321
2018.01.11,2,2,Shizuoka,.62526321
2018.01.09,4,2,Shizuoka,1.2505264
2018.01.10,1,2,Shizuoka,.31263161
2018.01.13,9,2,Shizuoka,2.8136845
2018.01.08,3,3,Tochigi,1.7820002
2018.01.12,3,3,Tochigi,1.7820002
2018.01.07,0,3,Tochigi,0
2018.01.11,0,3,Tochigi,0
2018.01.13,4,3,Tochigi,2.3760002
2018.01.10,5,3,Tochigi,2.9700003
2018.01.09,0,3,Tochigi,0
2018.01.13,0,3,Tokushima,0
2018.01.09,0,3,Tokushima,0
2018.01.07,17,3,Tokushima,4.4549999
2018.01.08,0,3,Tokushima,0
2018.01.11,0,3,Tokushima,0
2018.01.10,17,3,Tokushima,4.4549999
2018.01.12,0,3,Tokushima,0
2018.01.09,4,6,Tokyo,2.4579313
2018.01.13,3,6,Tokyo,1.8434483
2018.01.12,4,6,Tokyo,2.4579313
2018.01.08,4,6,Tokyo,2.4579313
2018.01.10,6,6,Tokyo,3.6868966
2018.01.11,4,6,Tokyo,2.4579313
2018.01.07,4,6,Tokyo,2.4579313
2018.01.11,0,0,Tottori,
2018.01.08,0,0,Tottori,
2018.01.12,0,0,Tottori,
2018.01.10,0,0,Tottori,
2018.01.09,0,0,Tottori,
2018.01.07,0,0,Tottori,
2018.01.13,0,0,Tottori,
2018.01.12,0,2,Toyama,0
2018.01.13,0,2,Toyama,0
2018.01.11,4,2,Toyama,2.9699998
2018.01.10,0,2,Toyama,0
2018.01.09,0,2,Toyama,0
2018.01.07,0,2,Toyama,0
2018.01.08,4,2,Toyama,2.9699998
2018.01.13,6,2,Wakayama,2.97
2018.01.08,0,2,Wakayama,0
2018.01.09,0,2,Wakayama,0
2018.01.11,6,2,Wakayama,2.97
2018.01.12,0,2,Wakayama,0
2018.01.10,0,2,Wakayama,0
2018.01.07,0,2,Wakayama,0
2018.01.11,0,2,Yamagata,0
2018.01.13,0,2,Yamagata,0
2018.01.09,0,2,Yamagata,0
2018.01.08,0,2,Yamagata,0
2018.01.10,0,2,Yamagata,0
2018.01.07,6,2,Yamagata,5.9400001
2018.01.12,0,2,Yamagata,0
2018.01.07,0,1,Yamaguchi,0
2018.01.13,10,1,Yamaguchi,2.97
2018.01.12,0,1,Yamaguchi,0
2018.01.10,0,1,Yamaguchi,0
2018.01.08,0,1,Yamaguchi,0
2018.01.11,0,1,Yamaguchi,0
2018.01.09,0,1,Yamaguchi,0
2018.01.07,4,4,Yamanashi,2.5010529
2018.01.10,4,4,Yamanashi,2.5010529
2018.01.08,7,4,Yamanashi,4.3768425
2018.01.11,0,4,Yamanashi,0
2018.01.09,0,4,Yamanashi,0
2018.01.13,4,4,Yamanashi,2.5010529
2018.01.12,0,4,Yamanashi,0
2018.01.17,3,3,Aichi,1.11375
2018.01.18,4,3,Aichi,1.485
2018.01.14,3,3,Aichi,1.11375
2018.01.15,5,3,Aichi,1.85625
2018.01.19,4,3,Aichi,1.485
2018.01.16,3,3,Aichi,1.11375
2018.01.20,2,3,Aichi,.74250001
2018.01.19,8,4,Akita,5.5905886
2018.01.18,0,4,Akita,0
2018.01.20,0,4,Akita,0
2018.01.14,0,4,Akita,0
2018.01.16,0,4,Akita,0
2018.01.15,0,4,Akita,0
2018.01.17,9,4,Akita,6.289412
2018.01.19,3,3,Aomori,2.97
2018.01.20,3,3,Aomori,2.97
2018.01.15,0,3,Aomori,0
2018.01.17,0,3,Aomori,0
2018.01.18,3,3,Aomori,2.97
2018.01.14,0,3,Aomori,0
2018.01.16,0,3,Aomori,0
2018.01.18,9,6,Chiba,4.5822859
2018.01.20,5,6,Chiba,2.5457144
2018.01.14,3,6,Chiba,1.5274286
2018.01.19,5,6,Chiba,2.5457144
2018.01.17,5,6,Chiba,2.5457144
2018.01.15,2,6,Chiba,1.0182858
2018.01.16,6,6,Chiba,3.0548573
2018.01.15,15,4,Ehime,4.4549999
2018.01.18,10,4,Ehime,2.97
2018.01.14,0,4,Ehime,0
2018.01.20,0,4,Ehime,0
2018.01.19,5,4,Ehime,1.485
2018.01.17,0,4,Ehime,0
2018.01.16,10,4,Ehime,2.97
2018.01.18,0,1,Fukui,0
2018.01.14,0,1,Fukui,0
2018.01.19,0,1,Fukui,0
2018.01.20,0,1,Fukui,0
2018.01.16,5,1,Fukui,2.97
