date,raw_daily,raw_weekly,depression2_harmonized_daily
2016.05.19,87,82,48.05801
2016.05.20,81,82,44.743668
2016.05.21,74,82,40.87693
2016.05.22,73,81,39.488201
2016.05.23,95,81,51.388756
2016.05.24,83,81,44.897545
2016.05.25,91,81,49.225018
2016.05.26,88,81,47.602215
2016.05.27,79,81,42.733807
2016.05.28,69,81,37.324463
2016.05.29,85,81,46.543083
2016.05.30,86,81,47.090649
2016.05.31,86,81,47.090649
2016.06.01,83,81,45.447948
2016.06.02,86,81,47.090649
2016.06.03,76,81,41.614994
2016.06.04,69,81,37.782032
2016.06.05,86,85,47.743816
2016.06.06,93,85,51.629944
2016.06.07,88,85,48.854141
2016.06.08,90,85,49.964462
2016.06.09,85,85,47.188656
2016.06.10,80,85,44.412857
2016.06.11,69,85,38.306091
2016.06.12,90,83,49.628571
2016.06.13,91,83,50.18
2016.06.14,82,83,45.217144
2016.06.15,87,83,47.974285
2016.06.16,91,83,50.18
2016.06.17,71,83,39.151428
2016.06.18,69,83,38.048573
2016.06.19,76,81,41.761265
2016.06.20,100,81,54.949032
2016.06.21,91,81,50.003616
2016.06.22,87,81,47.805656
2016.06.23,76,81,41.761265
2016.06.24,66,81,36.266361
2016.06.25,73,81,40.112793
2016.06.26,85,80,46.95528
2016.06.27,93,80,51.374599
2016.06.28,91,80,50.269772
2016.06.29,81,80,44.745617
2016.06.30,73,80,40.326298
2016.07.01,72,80,39.773884
2016.07.02,64,80,35.354565
2016.07.03,78,79,42.933792
2016.07.04,90,79,49.53899
2016.07.05,82,79,45.135521
2016.07.06,83,79,45.685955
2016.07.07,86,79,47.337254
2016.07.08,71,79,39.080757
2016.07.09,64,79,35.227726
2016.07.10,79,79,43.641777
2016.07.11,78,79,43.089348
2016.07.12,80,79,44.194202
2016.07.13,83,79,45.851486
2016.07.14,84,79,46.403915
2016.07.15,80,79,44.194202
2016.07.16,68,79,37.565075
2016.07.17,65,74,35.912189
2016.07.18,76,74,41.989632
2016.07.19,84,74,46.409595
2016.07.20,78,74,43.094624
2016.07.21,74,74,40.884644
2016.07.22,68,74,37.569672
2016.07.23,72,74,39.779652
2016.07.24,73,73,39.787121
2016.07.25,70,73,38.152031
2016.07.26,81,73,44.147354
2016.07.27,77,73,41.967236
2016.07.28,73,73,39.787121
2016.07.29,76,73,41.422203
2016.07.30,67,73,36.516945
2016.07.31,71,73,38.998791
2016.08.01,73,73,40.097347
2016.08.02,90,73,49.435089
2016.08.03,77,73,42.294464
2016.08.04,72,73,39.548069
2016.08.05,69,73,37.900234
2016.08.06,61,73,33.506004
2016.08.07,68,62,36.735352
2016.08.08,66,62,35.654896
2016.08.09,73,62,39.436478
2016.08.10,60,62,32.413544
2016.08.11,59,62,31.87332
2016.08.12,64,62,34.574448
2016.08.13,53,62,28.631964
2016.08.14,60,71,32.953106
2016.08.15,75,71,41.191383
2016.08.16,80,71,43.937473
2016.08.17,83,71,45.585129
2016.08.18,59,71,32.403889
2016.08.19,69,71,37.896072
2016.08.20,73,71,40.092945
2016.08.21,71,76,38.429073
2016.08.22,75,76,40.594093
2016.08.23,80,76,43.300369
2016.08.24,89,76,48.171661
2016.08.25,76,76,41.135349
2016.08.26,75,76,40.594093
2016.08.27,76,76,41.135349
2016.08.28,75,79,41.582726
2016.08.29,82,79,45.463783
2016.08.30,79,79,43.800472
2016.08.31,86,79,47.681526
2016.09.01,81,79,44.909344
2016.09.02,76,79,42.137161
2016.09.03,71,79,39.364983
2016.09.04,85,82,46.227146
2016.09.05,100,82,54.384876
2016.09.06,81,82,44.05175
2016.09.07,87,82,47.314846
2016.09.08,83,82,45.13945
2016.09.09,77,82,41.876358
2016.09.10,69,82,37.525566
2016.09.11,83,81,44.58897
2016.09.12,95,81,51.035564
2016.09.13,86,81,46.200615
2016.09.14,80,81,42.977318
2016.09.15,89,81,47.812267
2016.09.16,74,81,39.754017
2016.09.17,75,81,40.291237
2016.09.18,64,77,35.291428
2016.09.19,79,77,43.562855
2016.09.20,83,77,45.76857
2016.09.21,79,77,43.562855
2016.09.22,82,77,45.217144
2016.09.23,84,77,46.32
2016.09.24,68,77,37.497143
2016.09.25,88,80,47.590897
2016.09.26,92,80,49.75412
2016.09.27,91,80,49.213314
2016.09.28,87,80,47.050091
2016.09.29,80,80,43.26445
2016.09.30,70,80,37.856392
2016.10.01,63,80,34.070755
2016.10.02,87,83,47.003475
2016.10.03,91,83,49.164551
2016.10.04,86,83,46.463203
2016.10.05,87,83,47.003475
2016.10.06,95,83,51.325634
2016.10.07,71,83,38.359158
2016.10.08,76,83,41.060505
2016.10.09,67,80,36.233974
2016.10.10,94,80,50.835728
2016.10.11,96,80,51.917339
2016.10.12,87,80,47.050091
2016.10.13,79,80,42.723644
2016.10.14,77,80,41.642033
2016.10.15,71,80,38.397198
2016.10.16,90,82,48.282715
2016.10.17,92,82,49.355663
2016.10.18,90,82,48.282715
2016.10.19,97,82,52.038033
2016.10.20,82,82,43.990917
2016.10.21,66,82,35.407326
2016.10.22,73,82,39.162643
2016.10.23,82,80,44.268528
2016.10.24,83,80,44.808388
2016.10.25,83,80,44.808388
2016.10.26,92,80,49.667133
2016.10.27,94,80,50.746853
2016.10.28,75,80,40.48951
2016.10.29,63,80,34.011189
2016.10.30,82,79,44.335247
2016.10.31,87,79,47.038616
2016.11.01,84,79,45.416595
2016.11.02,80,79,43.253902
2016.11.03,71,79,38.387836
2016.11.04,81,79,43.794575
2016.11.05,79,79,42.713226
2016.11.06,87,74,47.881847
2016.11.07,88,74,48.432213
2016.11.08,69,74,37.975258
2016.11.09,70,74,38.525623
2016.11.10,76,74,41.82782
2016.11.11,65,74,35.773792
2016.11.12,64,74,35.223427
2016.11.13,85,78,46.111351
2016.11.14,84,78,45.568867
2016.11.15,77,78,41.771458
2016.11.16,87,78,47.196323
2016.11.17,84,78,45.568867
2016.11.18,74,78,40.144001
2016.11.19,64,78,34.719135
2016.11.20,80,75,43.863632
2016.11.21,85,75,46.605114
2016.11.22,74,75,40.573864
2016.11.23,77,75,42.218746
2016.11.24,70,75,38.38068
2016.11.25,75,75,41.122158
2016.11.26,67,75,36.735794
2016.11.27,84,81,45.048782
2016.11.28,84,81,45.048782
2016.11.29,86,81,46.121372
2016.11.30,89,81,47.730259
2016.12.01,85,81,45.585075
2016.12.02,85,81,45.585075
2016.12.03,70,81,37.540653
2016.12.04,77,74,41.342632
2016.12.05,84,74,45.101051
2016.12.06,85,74,45.637966
2016.12.07,79,74,42.416466
2016.12.08,78,74,41.879547
2016.12.09,71,74,38.121124
2016.12.10,58,74,31.141201
2016.12.11,71,72,38.539684
2016.12.12,77,72,41.796558
2016.12.13,80,72,43.424995
2016.12.14,80,72,43.424995
2016.12.15,76,72,41.253746
2016.12.16,64,72,34.739998
2016.12.17,64,72,34.739998
2016.12.18,70,70,37.379444
2016.12.19,80,70,42.719364
2016.12.20,84,70,44.855335
2016.12.21,80,70,42.719364
2016.12.22,65,70,34.709484
2016.12.23,68,70,36.311462
2016.12.24,59,70,31.505533
2016.12.25,66,64,36.557491
2016.12.26,74,64,40.988701
2016.12.27,70,64,38.773094
2016.12.28,64,64,35.449684
2016.12.29,63,64,34.895782
2016.12.30,59,64,32.68018
2016.12.31,50,64,27.695068
2017.01.01,49,66,32.008308
2017.01.02,50,66,32.661537
2017.01.03,49,66,32.008308
2017.01.04,60,66,39.193844
2017.01.05,63,66,41.153538
2017.01.06,62,66,40.500305
2017.01.07,57,66,37.234154
2017.01.08,63,79,40.275089
2017.01.09,66,79,42.192951
2017.01.10,75,79,47.946537
2017.01.11,72,79,46.028675
2017.01.12,72,79,46.028675
2017.01.13,64,79,40.914379
2017.01.14,65,79,41.553665
2017.01.15,64,81,41.004589
2017.01.16,73,81,46.770863
2017.01.17,72,81,46.130165
2017.01.18,77,81,49.333649
2017.01.19,74,81,47.411556
2017.01.20,62,81,39.723198
2017.01.21,66,81,42.285984
2017.01.22,75,82,47.860893
2017.01.23,71,82,45.308308
2017.01.24,71,82,45.308308
2017.01.25,76,82,48.499035
2017.01.26,68,82,43.393875
2017.01.27,73,82,46.584599
2017.01.28,62,82,39.565002
2017.01.29,73,79,46.864464
2017.01.30,82,79,52.642273
2017.01.31,68,79,43.654572
2017.02.01,65,79,41.72863
2017.02.02,66,79,42.370613
2017.02.03,64,79,41.086655
2017.02.04,57,79,36.5928
2017.02.05,64,75,41.635952
2017.02.06,68,75,44.238201
2017.02.07,70,75,45.539322
2017.02.08,62,75,40.334831
2017.02.09,62,75,40.334831
2017.02.10,63,75,40.98539
2017.02.11,56,75,36.431458
2017.02.12,66,79,41.929253
2017.02.13,71,79,45.105709
2017.02.14,72,79,45.741001
2017.02.15,74,79,47.011585
2017.02.16,68,79,43.199837
2017.02.17,69,79,43.835125
2017.02.18,60,79,38.1175
2017.02.19,72,80,45.842476
2017.02.20,74,80,47.115879
2017.02.21,64,80,40.748867
2017.02.22,72,80,45.842476
2017.02.23,72,80,45.842476
2017.02.24,65,80,41.385571
2017.02.25,66,80,42.02227
2017.02.26,73,76,45.857128
2017.02.27,76,76,47.741669
2017.02.28,70,76,43.972591
2017.03.01,65,76,40.831688
2017.03.02,62,76,38.947151
2017.03.03,63,76,39.575333
2017.03.04,58,76,36.434429
2017.03.05,67,76,42.821613
2017.03.06,71,76,45.378124
2017.03.07,67,76,42.821613
2017.03.08,66,76,42.182484
2017.03.09,71,76,45.378124
2017.03.10,58,76,37.069458
2017.03.11,59,76,37.708584
2017.03.12,69,78,43.735836
2017.03.13,69,78,43.735836
2017.03.14,78,78,49.44051
2017.03.15,73,78,46.271244
2017.03.16,67,78,42.468128
2017.03.17,59,78,37.397308
2017.03.18,60,78,38.031162
2017.03.19,58,74,37.652542
2017.03.20,63,74,40.898453
2017.03.21,71,74,46.091904
2017.03.22,67,74,43.495178
2017.03.23,68,74,44.14436
2017.03.24,62,74,40.249271
2017.03.25,51,74,33.108269
2017.03.26,67,73,42.520859
2017.03.27,67,73,42.520859
2017.03.28,61,73,38.713017
2017.03.29,66,73,41.886219
2017.03.30,64,73,40.61694
2017.03.31,62,73,39.34766
2017.04.01,57,73,36.174461
2017.04.02,54,72,34.659767
2017.04.03,68,72,43.645634
2017.04.04,67,72,43.003788
2017.04.05,60,72,38.510853
2017.04.06,65,72,41.720089
2017.04.07,59,72,37.869003
2017.04.08,60,72,38.510853
2017.04.09,69,77,43.727463
2017.04.10,67,77,42.459999
2017.04.11,76,77,48.163582
2017.04.12,70,77,44.361195
2017.04.13,67,77,42.459999
2017.04.14,63,77,39.925076
2017.04.15,57,77,36.122684
2017.04.16,66,81,41.024971
2017.04.17,72,81,44.754513
2017.04.18,69,81,42.889744
2017.04.19,65,81,40.403378
2017.04.20,74,81,45.997696
2017.04.21,73,81,45.376102
2017.04.22,84,81,52.2136
2017.04.23,77,83,49.437397
2017.04.24,83,83,53.289661
2017.04.25,74,83,47.511265
2017.04.26,76,83,48.795353
2017.04.27,67,83,43.016956
2017.04.28,63,83,40.448776
2017.04.29,59,83,37.880604
2017.04.30,56,67,36.4804
2017.05.01,54,67,35.177528
2017.05.02,57,67,37.131836
2017.05.03,56,67,36.4804
2017.05.04,56,67,36.4804
2017.05.05,61,67,39.737579
2017.05.06,57,67,37.131836
2017.05.07,73,84,46.32
2017.05.08,72,84,45.685482
2017.05.09,78,84,49.492603
2017.05.10,80,84,50.761642
2017.05.11,71,84,45.050961
2017.05.12,75,84,47.589039
2017.05.13,62,84,39.340275
2017.05.14,77,84,48.762657
2017.05.15,79,84,50.029217
2017.05.16,74,84,46.862812
2017.05.17,76,84,48.129375
2017.05.18,75,84,47.496094
2017.05.19,65,84,41.16328
2017.05.20,66,84,41.796562
2017.05.21,71,84,45.586216
2017.05.22,79,84,50.722691
2017.05.23,78,84,50.080627
2017.05.24,75,84,48.154453
2017.05.25,74,84,47.51239
2017.05.26,65,84,41.73386
2017.05.27,63,84,40.449738
2017.05.28,72,84,45.864994
2017.05.29,72,84,45.864994
2017.05.30,79,84,50.324085
2017.05.31,78,84,49.687073
2017.06.01,84,84,53.509155
2017.06.02,62,84,39.494854
2017.06.03,62,84,39.494854
2017.06.04,73,82,46.027809
2017.06.05,75,82,47.288845
2017.06.06,80,82,50.441433
2017.06.07,74,82,46.658329
2017.06.08,74,82,46.658329
2017.06.09,66,82,41.614182
2017.06.10,60,82,37.831074
2017.06.11,73,84,45.694054
2017.06.12,76,84,47.571892
2017.06.13,81,84,50.701622
2017.06.14,76,84,47.571892
2017.06.15,74,84,46.32
2017.06.16,75,84,46.94595
2017.06.17,63,84,39.434597
2017.06.18,72,78,44.604443
2017.06.19,77,78,47.701969
2017.06.20,69,78,42.745926
2017.06.21,75,78,46.462959
2017.06.22,66,78,40.887402
2017.06.23,66,78,40.887402
2017.06.24,61,78,37.789875
2017.06.25,100,90,63.626373
2017.06.26,83,90,52.809891
2017.06.27,78,90,49.628571
2017.06.28,83,90,52.809891
2017.06.29,68,90,43.265934
2017.06.30,72,90,45.810986
2017.07.01,62,90,39.448349
2017.07.02,74,82,43.455437
2017.07.03,80,82,46.978851
2017.07.04,71,82,41.693729
2017.07.05,73,82,42.868202
2017.07.06,76,82,44.629906
2017.07.07,89,82,52.263969
2017.07.08,76,82,44.629906
2017.07.09,85,81,51.704472
2017.07.10,81,81,49.27132
2017.07.11,85,81,51.704472
2017.07.12,67,81,40.755291
2017.07.13,74,81,45.013306
2017.07.14,62,81,37.713852
2017.07.15,60,81,36.497272
2017.07.16,66,76,39.513798
2017.07.17,72,76,43.105961
2017.07.18,79,76,47.296818
2017.07.19,77,76,46.09943
2017.07.20,72,76,43.105961
2017.07.21,65,76,38.915104
2017.07.22,59,76,35.322941
2017.07.23,73,75,43.217793
2017.07.24,81,75,47.953991
2017.07.25,70,75,41.441723
2017.07.26,77,75,45.585892
2017.07.27,68,75,40.257671
2017.07.28,60,75,35.521473
2017.07.29,60,75,35.521473
2017.07.30,62,70,37.901356
2017.07.31,64,70,39.123981
2017.08.01,73,70,44.625793
2017.08.02,65,70,39.735294
2017.08.03,68,70,41.569229
2017.08.04,57,70,34.844795
2017.08.05,53,70,32.399548
2017.08.06,60,67,36.770615
2017.08.07,63,67,38.609146
2017.08.08,67,67,41.06052
2017.08.09,67,67,41.06052
2017.08.10,59,67,36.157772
2017.08.11,53,67,32.480709
2017.08.12,53,67,32.480709
2017.08.13,62,72,37.055996
2017.08.14,66,72,39.446705
2017.08.15,67,72,40.04438
2017.08.16,73,72,43.630447
2017.08.17,65,72,38.84903
2017.08.18,68,72,40.642059
2017.08.19,64,72,38.25135
2017.08.20,70,76,41.401615
2017.08.21,84,76,49.681938
2017.08.22,75,76,44.358871
2017.08.23,70,76,41.401615
2017.08.24,73,76,43.175972
2017.08.25,62,76,36.669998
2017.08.26,62,76,36.669998
2017.08.27,75,78,45.618179
2017.08.28,75,78,45.618179
2017.08.29,76,78,46.226425
2017.08.30,73,78,44.401699
2017.08.31,71,78,43.185215
2017.09.01,62,78,37.711029
2017.09.02,63,78,38.319275
2017.09.03,72,84,43.072472
2017.09.04,89,84,53.242359
2017.09.05,83,84,49.652988
2017.09.06,79,84,47.260071
2017.09.07,86,84,51.447674
2017.09.08,65,84,38.884869
2017.09.09,68,84,40.679558
2017.09.10,71,75,42.293209
2017.09.11,76,75,45.271606
2017.09.12,71,75,42.293209
2017.09.13,73,75,43.484566
2017.09.14,72,75,42.888889
2017.09.15,61,75,36.336422
2017.09.16,62,75,36.932098
2017.09.17,59,76,34.825432
2017.09.18,69,76,40.728046
2017.09.19,90,76,53.123539
2017.09.20,77,76,45.450138
2017.09.21,72,76,42.498829
2017.09.22,72,76,42.498829
2017.09.23,58,76,34.235172
2017.09.24,78,81,45.927464
2017.09.25,82,81,48.282715
2017.09.26,78,81,45.927464
2017.09.27,87,81,51.226784
2017.09.28,76,81,44.749832
2017.09.29,67,81,39.450512
2017.09.30,63,81,37.095257
2017.10.01,70,76,41.738213
2017.10.02,76,76,45.315773
2017.10.03,71,76,42.334473
2017.10.04,77,76,45.912033
2017.10.05,75,76,44.719513
2017.10.06,63,76,37.564392
2017.10.07,60,76,35.775612
2017.10.08,65,76,38.367001
2017.10.09,73,76,43.089096
2017.10.10,74,76,43.679356
2017.10.11,72,76,42.498829
2017.10.12,72,76,42.498829
2017.10.13,76,76,44.859879
2017.10.14,65,76,38.367001
2017.10.15,73,78,44.67244
2017.10.16,77,78,47.120243
2017.10.17,75,78,45.896339
2017.10.18,66,78,40.388783
2017.10.19,70,78,42.836586
2017.10.20,66,78,40.388783
2017.10.21,65,78,39.776829
2017.10.22,60,78,35.560635
2017.10.23,72,78,42.67276
2017.10.24,78,78,46.228825
2017.10.25,76,78,45.043465
2017.10.26,70,78,41.487404
2017.10.27,81,78,48.006851
2017.10.28,71,78,42.080082
2017.10.29,81,77,48.734455
2017.10.30,71,77,42.717854
2017.10.31,80,77,48.132793
2017.11.01,73,77,43.921177
2017.11.02,64,77,38.506237
2017.11.03,62,77,37.302914
2017.11.04,63,77,37.904575
2017.11.05,71,82,42.562344
2017.11.06,77,82,46.159164
2017.11.07,81,82,48.557041
2017.11.08,70,82,41.962875
2017.11.09,88,82,52.753326
2017.11.10,77,82,46.159164
2017.11.11,64,82,38.366058
2017.11.12,71,76,42.857117
2017.11.13,75,76,45.271603
2017.11.14,76,76,45.875225
2017.11.15,73,76,44.064362
2017.11.16,75,76,45.271603
2017.11.17,60,76,36.217281
2017.11.18,56,76,33.802795
2017.11.19,65,68,39.493519
2017.11.20,75,68,45.569443
2017.11.21,62,68,37.670738
2017.11.22,59,68,35.847961
2017.11.23,57,68,34.632774
2017.11.24,58,68,35.240368
2017.11.25,56,68,34.025185
2017.11.26,78,77,47.120247
2017.11.27,73,77,44.099716
2017.11.28,67,77,40.475079
2017.11.29,79,77,47.72435
2017.11.30,72,77,43.495609
2017.12.01,60,77,36.246346
2017.12.02,63,77,38.058659
2017.12.03,69,77,42.111256
2017.12.04,73,77,44.552486
2017.12.05,70,77,42.721561
2017.12.06,67,77,40.890636
2017.12.07,73,77,44.552486
2017.12.08,74,77,45.162796
2017.12.09,61,77,37.22879
2017.12.10,68,77,41.672077
2017.12.11,68,77,41.672077
2017.12.12,71,77,43.510555
2017.12.13,72,77,44.123383
2017.12.14,74,77,45.34903
2017.12.15,69,77,42.284904
2017.12.16,63,77,38.607956
2017.12.17,67,86,40.292244
2017.12.18,78,86,46.907394
2017.12.19,100,86,60.137684
2017.12.20,87,86,52.319786
2017.12.21,80,86,48.110149
2017.12.22,77,86,46.306015
2017.12.23,63,86,37.886742
2017.12.24,63,63,37.827999
2017.12.25,59,63,35.426224
2017.12.26,63,63,37.827999
2017.12.27,63,63,37.827999
2017.12.28,55,63,33.024445
2017.12.29,51,63,30.622665
2017.12.30,51,63,30.622665
2017.12.31,35,64,28.821333
2018.01.01,38,64,31.291733
2018.01.02,40,64,32.938667
2018.01.03,46,64,37.879467
2018.01.04,50,64,41.173332
2018.01.05,42,64,34.585602
2018.01.06,49,64,40.349865
2018.01.07,49,78,40.198692
2018.01.08,57,78,46.761745
2018.01.09,57,78,46.761745
2018.01.10,54,78,44.300598
2018.01.11,61,78,50.04327
2018.01.12,46,78,37.737553
2018.01.13,43,78,35.276405
2018.01.14,54,82,44.05175
2018.01.15,54,82,44.05175
2018.01.16,59,82,48.130619
2018.01.17,57,82,46.499073
2018.01.18,63,82,51.393711
2018.01.19,50,82,40.788658
2018.01.20,51,82,41.604435
2018.01.21,54,78,44.421642
2018.01.22,50,78,41.131145
2018.01.23,56,78,46.066887
2018.01.24,56,78,46.066887
2018.01.25,55,78,45.244263
2018.01.26,47,78,38.663277
2018.01.27,48,78,39.485901
2018.01.28,53,76,42.365341
2018.01.29,60,76,47.960762
2018.01.30,55,76,43.964035
2018.01.31,56,76,44.763378
2018.02.01,51,76,40.766647
2018.02.02,43,76,34.37188
2018.02.03,49,76,39.167957
2018.02.04,55,77,44.181351
2018.02.05,57,77,45.787945
2018.02.06,52,77,41.771458
2018.02.07,52,77,41.771458
2018.02.08,54,77,43.378052
2018.02.09,49,77,39.361568
2018.02.10,51,77,40.968163
2018.02.11,47,72,37.861561
2018.02.12,49,72,39.472698
2018.02.13,51,72,41.083824
2018.02.14,51,72,41.083824
2018.02.15,54,72,43.500519
2018.02.16,46,72,37.055996
2018.02.17,47,72,37.861561
2018.02.18,52,75,40.907604
2018.02.19,55,75,43.267658
2018.02.20,52,75,40.907604
2018.02.21,54,75,42.480976
2018.02.22,59,75,46.414402
2018.02.23,51,75,40.120922
2018.02.24,45,75,35.40081
2018.02.25,59,76,46.032551
2018.02.26,59,76,46.032551
2018.02.27,54,76,42.131489
2018.02.28,57,76,44.472126
2018.03.01,50,76,39.010639
2018.03.02,52,76,40.571064
2018.03.03,45,76,35.109573
2018.03.04,54,90,43.728668
2018.03.05,100,90,80.979019
2018.03.06,58,90,46.967834
2018.03.07,60,90,48.587414
2018.03.08,59,90,47.777622
2018.03.09,52,90,42.109093
2018.03.10,46,90,37.250351
2018.03.11,53,77,43.276539
2018.03.12,57,77,46.54269
2018.03.13,51,77,41.643463
2018.03.14,52,77,42.459999
2018.03.15,54,77,44.093079
2018.03.16,48,77,39.193848
2018.03.17,49,77,40.010384
2018.03.18,52,73,41.984413
2018.03.19,56,73,45.213978
2018.03.20,53,73,42.791801
2018.03.21,49,73,39.562233
2018.03.22,51,73,41.177017
2018.03.23,47,73,37.947449
2018.03.24,41,73,33.103092
2018.03.25,54,73,43.350769
2018.03.26,54,73,43.350769
2018.03.27,51,73,40.942394
2018.03.28,50,73,40.139599
2018.03.29,49,73,39.336807
2018.03.30,46,73,36.928432
2018.03.31,47,73,37.731224
2018.04.01,49,75,40.529999
2018.04.02,52,75,43.011429
2018.04.03,48,75,39.702858
2018.04.04,51,75,42.184284
2018.04.05,53,75,43.83857
2018.04.06,49,75,40.529999
2018.04.07,48,75,39.702858
2018.04.08,51,77,41.303051
2018.04.09,51,77,41.303051
2018.04.10,50,77,40.493187
2018.04.11,55,77,44.542507
2018.04.12,61,77,49.401688
2018.04.13,50,77,40.493187
2018.04.14,49,77,39.683323
2018.04.15,52,78,41.74976
2018.04.16,57,78,45.764156
2018.04.17,56,78,44.961277
2018.04.18,56,78,44.961277
2018.04.19,57,78,45.764156
2018.04.20,50,78,40.143997
2018.04.21,47,78,37.735359
2018.04.22,52,73,41.984413
2018.04.23,55,73,44.40659
2018.04.24,54,73,43.599197
2018.04.25,50,73,40.369625
2018.04.26,52,73,41.984413
2018.04.27,48,73,38.754841
2018.04.28,38,73,30.680916
2018.04.29,45,62,36.018059
2018.04.30,46,62,36.818459
2018.05.01,41,62,32.816452
2018.05.02,45,62,36.018059
2018.05.03,39,62,31.215651
2018.05.04,42,62,33.616856
2018.05.05,41,62,32.816452
2018.05.06,55,80,44
2018.05.07,51,80,40.799999
2018.05.08,51,80,40.799999
2018.05.09,50,80,39.999996
2018.05.10,61,80,48.799999
2018.05.11,67,80,53.599998
2018.05.12,51,80,40.799999
2018.05.13,54,79,43.219845
2018.05.14,62,79,49.622787
2018.05.15,59,79,47.221684
2018.05.16,54,79,43.219845
