date,raw_daily,raw_weekly,prefecture
2015-12-27,0.0,48.0,Hokkaido
2015-12-28,0.0,48.0,Hokkaido
2015-12-29,0.0,48.0,Hokkaido
2015-12-30,0.0,48.0,Hokkaido
2015-12-31,0.0,48.0,Hokkaido
2016-01-01,0.0,48.0,Hokkaido
2016-01-02,24.0,48.0,Hokkaido
2016-01-03,0.0,6.0,Hokkaido
2016-01-04,0.0,6.0,Hokkaido
2016-01-05,0.0,6.0,Hokkaido
2016-01-06,0.0,6.0,Hokkaido
2016-01-07,0.0,6.0,Hokkaido
2016-01-08,0.0,6.0,Hokkaido
2016-01-09,0.0,6.0,Hokkaido
2016-01-10,0.0,18.0,Hokkaido
2016-01-11,0.0,18.0,Hokkaido
2016-01-12,0.0,18.0,Hokkaido
2016-01-13,0.0,18.0,Hokkaido
2016-01-14,0.0,18.0,Hokkaido
2016-01-15,0.0,18.0,Hokkaido
2016-01-16,0.0,18.0,Hokkaido
2016-01-17,0.0,24.0,Hokkaido
2016-01-18,0.0,24.0,Hokkaido
2016-01-19,22.0,24.0,Hokkaido
2016-01-20,0.0,24.0,Hokkaido
2016-01-21,0.0,24.0,Hokkaido
2016-01-22,0.0,24.0,Hokkaido
2016-01-23,0.0,24.0,Hokkaido
2016-01-24,0.0,31.0,Hokkaido
2016-01-25,0.0,31.0,Hokkaido
2016-01-26,0.0,31.0,Hokkaido
2016-01-27,23.0,31.0,Hokkaido
2016-01-28,0.0,31.0,Hokkaido
2016-01-29,0.0,31.0,Hokkaido
2016-01-30,23.0,31.0,Hokkaido
2016-01-31,0.0,18.0,Hokkaido
2016-02-01,0.0,18.0,Hokkaido
2016-02-02,0.0,18.0,Hokkaido
2016-02-03,0.0,18.0,Hokkaido
2016-02-04,0.0,18.0,Hokkaido
2016-02-05,0.0,18.0,Hokkaido
2016-02-06,0.0,18.0,Hokkaido
2016-02-07,0.0,0.0,Hokkaido
2016-02-08,0.0,0.0,Hokkaido
2016-02-09,0.0,0.0,Hokkaido
2016-02-10,0.0,0.0,Hokkaido
2016-02-11,0.0,0.0,Hokkaido
2016-02-12,0.0,0.0,Hokkaido
2016-02-13,0.0,0.0,Hokkaido
2016-02-14,0.0,12.0,Hokkaido
2016-02-15,0.0,12.0,Hokkaido
2016-02-16,0.0,12.0,Hokkaido
2016-02-17,0.0,12.0,Hokkaido
2016-02-18,0.0,12.0,Hokkaido
2016-02-19,0.0,12.0,Hokkaido
2016-02-20,0.0,12.0,Hokkaido
2016-02-21,0.0,30.0,Hokkaido
2016-02-22,22.0,30.0,Hokkaido
2016-02-23,22.0,30.0,Hokkaido
2016-02-24,22.0,30.0,Hokkaido
2016-02-25,0.0,30.0,Hokkaido
2016-02-26,0.0,30.0,Hokkaido
2016-02-27,0.0,30.0,Hokkaido
2016-02-28,22.0,92.0,Hokkaido
2016-02-29,42.0,92.0,Hokkaido
2016-03-01,0.0,92.0,Hokkaido
2016-03-02,0.0,92.0,Hokkaido
2016-03-03,0.0,92.0,Hokkaido
2016-03-04,21.0,92.0,Hokkaido
2016-03-05,21.0,92.0,Hokkaido
2016-03-06,0.0,57.0,Hokkaido
2016-03-07,0.0,57.0,Hokkaido
2016-03-08,20.0,57.0,Hokkaido
2016-03-09,0.0,57.0,Hokkaido
2016-03-10,62.0,57.0,Hokkaido
2016-03-11,42.0,57.0,Hokkaido
2016-03-12,21.0,57.0,Hokkaido
2016-03-13,21.0,69.0,Hokkaido
2016-03-14,21.0,69.0,Hokkaido
2016-03-15,0.0,69.0,Hokkaido
2016-03-16,42.0,69.0,Hokkaido
2016-03-17,21.0,69.0,Hokkaido
2016-03-18,22.0,69.0,Hokkaido
2016-03-19,21.0,69.0,Hokkaido
2016-03-20,22.0,40.0,Hokkaido
2016-03-21,0.0,40.0,Hokkaido
2016-03-22,0.0,40.0,Hokkaido
2016-03-23,64.0,40.0,Hokkaido
2016-03-24,21.0,40.0,Hokkaido
2016-03-25,0.0,40.0,Hokkaido
2016-03-26,0.0,40.0,Hokkaido
2016-03-27,0.0,22.0,Hokkaido
2016-03-28,0.0,22.0,Hokkaido
2016-03-29,0.0,22.0,Hokkaido
2016-03-30,0.0,22.0,Hokkaido
2016-03-31,0.0,22.0,Hokkaido
2016-04-01,0.0,22.0,Hokkaido
2016-04-02,19.0,22.0,Hokkaido
2016-04-03,56.0,72.0,Hokkaido
2016-04-04,0.0,72.0,Hokkaido
2016-04-05,19.0,72.0,Hokkaido
2016-04-06,0.0,72.0,Hokkaido
2016-04-07,58.0,72.0,Hokkaido
2016-04-08,100.0,72.0,Hokkaido
2016-04-09,19.0,72.0,Hokkaido
2016-04-10,19.0,28.0,Hokkaido
2016-04-11,0.0,28.0,Hokkaido
2016-04-12,20.0,28.0,Hokkaido
2016-04-13,40.0,28.0,Hokkaido
2016-04-14,0.0,28.0,Hokkaido
2016-04-15,0.0,28.0,Hokkaido
2016-04-16,20.0,28.0,Hokkaido
2016-04-17,73.0,51.0,Hokkaido
2016-04-18,0.0,51.0,Hokkaido
2016-04-19,41.0,51.0,Hokkaido
2016-04-20,20.0,51.0,Hokkaido
2016-04-21,20.0,51.0,Hokkaido
2016-04-22,0.0,51.0,Hokkaido
2016-04-23,19.0,51.0,Hokkaido
2016-04-24,19.0,50.0,Hokkaido
2016-04-25,0.0,50.0,Hokkaido
2016-04-26,81.0,50.0,Hokkaido
2016-04-27,0.0,50.0,Hokkaido
2016-04-28,40.0,50.0,Hokkaido
2016-04-29,18.0,50.0,Hokkaido
2016-04-30,19.0,50.0,Hokkaido
2016-05-01,57.0,69.0,Hokkaido
2016-05-02,19.0,69.0,Hokkaido
2016-05-03,0.0,69.0,Hokkaido
2016-05-04,71.0,69.0,Hokkaido
2016-05-05,36.0,69.0,Hokkaido
2016-05-06,0.0,69.0,Hokkaido
2016-05-07,54.0,69.0,Hokkaido
2016-05-08,0.0,44.0,Hokkaido
2016-05-09,40.0,44.0,Hokkaido
2016-05-10,59.0,44.0,Hokkaido
2016-05-11,19.0,44.0,Hokkaido
2016-05-12,19.0,44.0,Hokkaido
2016-05-13,0.0,44.0,Hokkaido
2016-05-14,19.0,44.0,Hokkaido
2016-05-15,19.0,44.0,Hokkaido
2016-05-16,19.0,44.0,Hokkaido
2016-05-17,57.0,44.0,Hokkaido
2016-05-18,0.0,44.0,Hokkaido
2016-05-19,0.0,44.0,Hokkaido
2016-05-20,19.0,44.0,Hokkaido
2016-05-21,38.0,44.0,Hokkaido
2016-05-22,19.0,61.0,Hokkaido
2016-05-23,38.0,61.0,Hokkaido
2016-05-24,57.0,61.0,Hokkaido
2016-05-25,38.0,61.0,Hokkaido
2016-05-26,0.0,61.0,Hokkaido
2016-05-27,19.0,61.0,Hokkaido
2016-05-28,39.0,61.0,Hokkaido
2016-05-29,19.0,16.0,Hokkaido
2016-05-30,19.0,16.0,Hokkaido
2016-05-31,0.0,16.0,Hokkaido
2016-06-01,0.0,16.0,Hokkaido
2016-06-02,0.0,16.0,Hokkaido
2016-06-03,19.0,16.0,Hokkaido
2016-06-04,0.0,16.0,Hokkaido
2016-06-05,19.0,26.0,Hokkaido
2016-06-06,19.0,26.0,Hokkaido
2016-06-07,18.0,26.0,Hokkaido
2016-06-08,0.0,26.0,Hokkaido
2016-06-09,18.0,26.0,Hokkaido
2016-06-10,19.0,26.0,Hokkaido
2016-06-11,0.0,26.0,Hokkaido
2016-06-12,18.0,42.0,Hokkaido
2016-06-13,0.0,42.0,Hokkaido
2016-06-14,18.0,42.0,Hokkaido
2016-06-15,0.0,42.0,Hokkaido
2016-06-16,18.0,42.0,Hokkaido
2016-06-17,54.0,42.0,Hokkaido
2016-06-18,36.0,42.0,Hokkaido
2016-06-19,18.0,31.0,Hokkaido
2016-06-20,18.0,31.0,Hokkaido
2016-06-21,0.0,31.0,Hokkaido
2016-06-22,0.0,31.0,Hokkaido
2016-06-23,37.0,31.0,Hokkaido
2016-06-24,18.0,31.0,Hokkaido
2016-06-25,18.0,31.0,Hokkaido
2016-06-26,0.0,27.0,Hokkaido
2016-06-27,37.0,27.0,Hokkaido
2016-06-28,0.0,27.0,Hokkaido
