date,prefecture,raw_daily,raw_weekly,medications2_harmonized_daily
2017.11.23,Gunma,0,6,0
2017.11.24,Gunma,0,6,0
2017.11.25,Gunma,0,6,0
2017.11.26,Gunma,0,13,0
2017.11.27,Gunma,97,13,22.63163
2017.11.28,Gunma,93,13,21.698368
2017.11.29,Gunma,0,13,0
2017.11.30,Gunma,0,13,0
2017.12.01,Gunma,0,13,0
2017.12.02,Gunma,0,13,0
2017.12.03,Gunma,0,9,0
2017.12.04,Gunma,0,9,0
2017.12.05,Gunma,0,9,0
2017.12.06,Gunma,0,9,0
2017.12.07,Gunma,0,9,0
2017.12.08,Gunma,0,9,0
2017.12.09,Gunma,92,9,30.689999
2017.12.10,Gunma,0,0,0
2017.12.11,Gunma,0,0,0
2017.12.12,Gunma,0,0,0
2017.12.13,Gunma,0,0,0
2017.12.14,Gunma,0,0,0
2017.12.15,Gunma,0,0,0
2017.12.16,Gunma,0,0,0
2017.12.17,Gunma,90,6,9.9000006
2017.12.18,Gunma,96,6,10.56
2017.12.19,Gunma,0,6,0
2017.12.20,Gunma,0,6,0
2017.12.21,Gunma,0,6,0
2017.12.22,Gunma,0,6,0
2017.12.23,Gunma,0,6,0
2017.12.24,Gunma,0,6,0
2017.12.25,Gunma,93,6,10.285297
2017.12.26,Gunma,0,6,0
2017.12.27,Gunma,0,6,0
2017.12.28,Gunma,92,6,10.174703
2017.12.29,Gunma,0,6,0
2017.12.30,Gunma,0,6,0
2017.12.31,Gunma,10,5,8.5249996
2018.01.01,Gunma,0,5,0
2018.01.02,Gunma,0,5,0
2018.01.03,Gunma,0,5,0
2018.01.04,Gunma,10,5,8.5249996
2018.01.05,Gunma,0,5,0
2018.01.06,Gunma,0,5,0
2018.01.07,Gunma,0,0,0
2018.01.08,Gunma,0,0,0
2018.01.09,Gunma,0,0,0
2018.01.10,Gunma,0,0,0
2018.01.11,Gunma,0,0,0
2018.01.12,Gunma,0,0,0
2018.01.13,Gunma,0,0,0
2018.01.14,Gunma,21,9,30.690001
2018.01.15,Gunma,0,9,0
2018.01.16,Gunma,0,9,0
2018.01.17,Gunma,0,9,0
2018.01.18,Gunma,0,9,0
2018.01.19,Gunma,0,9,0
2018.01.20,Gunma,0,9,0
2018.01.21,Gunma,0,3,0
2018.01.22,Gunma,0,3,0
2018.01.23,Gunma,0,3,0
2018.01.24,Gunma,0,3,0
2018.01.25,Gunma,12,3,10.23
2018.01.26,Gunma,0,3,0
2018.01.27,Gunma,0,3,0
2018.01.28,Gunma,0,0,0
2018.01.29,Gunma,0,0,0
2018.01.30,Gunma,0,0,0
2018.01.31,Gunma,0,0,0
2018.02.01,Gunma,0,0,0
2018.02.02,Gunma,0,0,0
2018.02.03,Gunma,0,0,0
2018.02.04,Gunma,0,15,0
2018.02.05,Gunma,11,15,10.419444
2018.02.06,Gunma,0,15,0
2018.02.07,Gunma,22,15,20.838888
2018.02.08,Gunma,0,15,0
2018.02.09,Gunma,11,15,10.419444
2018.02.10,Gunma,10,15,9.4722223
2018.02.11,Gunma,0,23,0
2018.02.12,Gunma,0,23,0
2018.02.13,Gunma,11,23,11.060639
2018.02.14,Gunma,11,23,11.060639
2018.02.15,Gunma,34,23,34.187431
2018.02.16,Gunma,11,23,11.060639
2018.02.17,Gunma,11,23,11.060639
2018.02.18,Gunma,10,18,9.2999992
2018.02.19,Gunma,22,18,20.459999
2018.02.20,Gunma,11,18,10.23
2018.02.21,Gunma,11,18,10.23
2018.02.22,Gunma,0,18,0
2018.02.23,Gunma,12,18,11.16
2018.02.24,Gunma,0,18,0
2018.02.25,Gunma,0,41,0
2018.02.26,Gunma,11,41,10.606277
2018.02.27,Gunma,11,41,10.606277
2018.02.28,Gunma,46,41,44.353519
2018.03.01,Gunma,33,41,31.818829
2018.03.02,Gunma,23,41,22.17676
2018.03.03,Gunma,21,41,20.248344
2018.03.04,Gunma,64,76,61.203835
2018.03.05,Gunma,21,76,20.082508
2018.03.06,Gunma,66,76,63.116455
2018.03.07,Gunma,55,76,52.597046
2018.03.08,Gunma,43,76,41.121326
2018.03.09,Gunma,11,76,10.519409
2018.03.10,Gunma,11,76,10.519409
2018.03.11,Gunma,31,100,30.999998
2018.03.12,Gunma,100,100,100
2018.03.13,Gunma,34,100,34
2018.03.14,Gunma,34,100,34
2018.03.15,Gunma,44,100,44
2018.03.16,Gunma,44,100,44
2018.03.17,Gunma,54,100,53.999996
2018.03.18,Gunma,43,52,41.438911
2018.03.19,Gunma,0,52,0
2018.03.20,Gunma,32,52,30.838259
2018.03.21,Gunma,20,52,19.273912
2018.03.22,Gunma,33,52,31.801956
2018.03.23,Gunma,56,52,53.966953
2018.03.24,Gunma,0,52,0
2018.03.25,Gunma,65,68,68.822838
2018.03.26,Gunma,44,68,46.587761
2018.03.27,Gunma,33,68,34.940823
2018.03.28,Gunma,22,68,23.29388
2018.03.29,Gunma,11,68,11.64694
2018.03.30,Gunma,22,68,23.29388
2018.03.31,Gunma,22,68,23.29388
2018.04.01,Gunma,0,56,0
2018.04.02,Gunma,22,56,25.461334
2018.04.03,Gunma,22,56,25.461334
2018.04.04,Gunma,45,56,52.080002
2018.04.05,Gunma,22,56,25.461334
2018.04.06,Gunma,22,56,25.461334
2018.04.07,Gunma,32,56,37.034668
2018.04.08,Gunma,11,18,9.5095768
2018.04.09,Gunma,12,18,10.374084
2018.04.10,Gunma,12,18,10.374084
2018.04.11,Gunma,12,18,10.374084
2018.04.12,Gunma,12,18,10.374084
2018.04.13,Gunma,12,18,10.374084
2018.04.14,Gunma,0,18,0
2018.04.15,Gunma,0,24,0
2018.04.16,Gunma,23,24,28.519999
2018.04.17,Gunma,11,24,13.639999
2018.04.18,Gunma,0,24,0
2018.04.19,Gunma,0,24,0
2018.04.20,Gunma,0,24,0
2018.04.21,Gunma,32,24,39.68
2018.04.22,Gunma,10,12,12.4
2018.04.23,Gunma,0,12,0
2018.04.24,Gunma,11,12,13.639999
2018.04.25,Gunma,0,12,0
2018.04.26,Gunma,0,12,0
2018.04.27,Gunma,12,12,14.879999
2018.04.28,Gunma,0,12,0
2018.04.29,Gunma,0,6,0
2018.04.30,Gunma,0,6,0
2018.05.01,Gunma,0,6,0
2018.05.02,Gunma,0,6,0
2018.05.03,Gunma,10,6,20.459999
2018.05.04,Gunma,0,6,0
2018.05.05,Gunma,0,6,0
2018.05.06,Gunma,0,6,0
2018.05.07,Gunma,0,6,0
2018.05.08,Gunma,0,6,0
2018.05.09,Gunma,11,6,10.23
2018.05.10,Gunma,0,6,0
2018.05.11,Gunma,11,6,10.23
2018.05.12,Gunma,0,6,0
2018.05.13,Gunma,0,3,0
2018.05.14,Gunma,11,3,10.23
2018.05.15,Gunma,0,3,0
2018.05.16,Gunma,0,3,0
2018.05.17,Gunma,0,3,0
2018.05.18,Gunma,0,3,0
2018.05.19,Gunma,0,3,0
2018.05.20,Gunma,0,18,0
2018.05.21,Gunma,11,18,12.056786
2018.05.22,Gunma,11,18,12.056786
2018.05.23,Gunma,0,18,0
2018.05.24,Gunma,23,18,25.209642
2018.05.25,Gunma,11,18,12.056786
2018.05.26,Gunma,0,18,0
2018.05.27,Gunma,0,3,0
2018.05.28,Gunma,0,3,0
2018.05.29,Gunma,11,3,10.23
2018.05.30,Gunma,0,3,0
2018.05.31,Gunma,0,3,0
2018.06.01,Gunma,0,3,0
2018.06.02,Gunma,0,3,0
2018.06.03,Gunma,0,0,0
2018.06.04,Gunma,0,0,0
2018.06.05,Gunma,0,0,0
2018.06.06,Gunma,0,0,0
2018.06.07,Gunma,0,0,0
2018.06.08,Gunma,0,0,0
2018.06.09,Gunma,0,0,0
2018.06.10,Gunma,10,11,12.1
2018.06.11,Gunma,0,11,0
2018.06.12,Gunma,0,11,0
2018.06.13,Gunma,10,11,12.1
2018.06.14,Gunma,11,11,13.309999
2018.06.15,Gunma,0,11,0
2018.06.16,Gunma,0,11,0
2018.06.17,Gunma,0,3,0
2018.06.18,Gunma,11,3,10.23
2018.06.19,Gunma,0,3,0
2018.06.20,Gunma,0,3,0
2018.06.21,Gunma,0,3,0
2018.06.22,Gunma,0,3,0
2018.06.23,Gunma,0,3,0
2018.06.24,Gunma,0,0,0
2018.06.25,Gunma,0,0,0
2018.06.26,Gunma,0,0,0
2018.06.27,Gunma,0,0,0
2018.06.28,Gunma,0,0,0
2018.06.29,Gunma,0,0,0
2018.06.30,Gunma,0,0,0
2018.07.01,Gunma,0,6,0
2018.07.02,Gunma,0,6,0
2018.07.03,Gunma,0,6,0
2018.07.04,Gunma,0,6,0
2018.07.05,Gunma,0,6,0
2018.07.06,Gunma,0,6,0
2018.07.07,Gunma,0,6,0
2018.07.08,Gunma,0,6,0
2018.07.09,Gunma,0,6,0
2018.07.10,Gunma,0,6,0
2018.07.11,Gunma,0,6,0
2018.07.12,Gunma,35,6,10.23
2018.07.13,Gunma,35,6,10.23
2018.07.14,Gunma,0,6,0
2018.07.15,Gunma,0,3,0
2018.07.16,Gunma,0,3,0
2018.07.17,Gunma,0,3,0
2018.07.18,Gunma,0,3,0
2018.07.19,Gunma,0,3,0
2018.07.20,Gunma,0,3,0
2018.07.21,Gunma,0,3,0
2018.07.22,Gunma,0,5,0
2018.07.23,Gunma,33,5,9.0749998
2018.07.24,Gunma,0,5,0
2018.07.25,Gunma,0,5,0
2018.07.26,Gunma,0,5,0
2018.07.27,Gunma,0,5,0
2018.07.28,Gunma,29,5,7.9749999
2018.07.29,Gunma,0,5,0
2018.07.30,Gunma,33,5,17.049999
2018.07.31,Gunma,0,5,0
2018.08.01,Gunma,0,5,0
2018.08.02,Gunma,0,5,0
2018.08.03,Gunma,0,5,0
2018.08.04,Gunma,0,5,0
2018.08.05,Gunma,0,0,0
2018.08.06,Gunma,0,0,0
2018.08.07,Gunma,0,0,0
2018.08.08,Gunma,0,0,0
2018.08.09,Gunma,0,0,0
2018.08.10,Gunma,0,0,0
2018.08.11,Gunma,0,0,0
2018.08.12,Gunma,30,10,16.5
2018.08.13,Gunma,0,10,0
2018.08.14,Gunma,0,10,0
2018.08.15,Gunma,0,10,0
2018.08.16,Gunma,0,10,0
2018.08.17,Gunma,0,10,0
2018.08.18,Gunma,32,10,17.6
2018.08.19,Gunma,0,3,0
2018.08.20,Gunma,0,3,0
2018.08.21,Gunma,0,3,0
2018.08.22,Gunma,0,3,0
2018.08.23,Gunma,31,3,10.23
2018.08.24,Gunma,0,3,0
2018.08.25,Gunma,0,3,0
2018.08.26,Gunma,0,20,0
2018.08.27,Gunma,0,20,0
2018.08.28,Gunma,33,20,13.476646
2018.08.29,Gunma,100,20,40.838322
2018.08.30,Gunma,0,20,0
2018.08.31,Gunma,34,20,13.88503
2018.09.01,Gunma,0,20,0
2018.09.02,Gunma,0,3,0
2018.09.03,Gunma,0,3,0
2018.09.04,Gunma,0,3,0
2018.09.05,Gunma,0,3,0
2018.09.06,Gunma,0,3,0
2018.09.07,Gunma,0,3,0
2018.09.08,Gunma,0,3,0
2018.09.09,Gunma,0,6,0
2018.09.10,Gunma,0,6,0
2018.09.11,Gunma,0,6,0
2018.09.12,Gunma,0,6,0
2018.09.13,Gunma,35,6,20.459999
2018.09.14,Gunma,0,6,0
2018.09.15,Gunma,0,6,0
2018.09.16,Gunma,0,3,0
2018.09.17,Gunma,0,3,0
2018.09.18,Gunma,0,3,0
2018.09.19,Gunma,36,3,10.23
2018.09.20,Gunma,0,3,0
2018.09.21,Gunma,0,3,0
2018.09.22,Gunma,0,3,0
2018.09.23,Gunma,0,11,0
2018.09.24,Gunma,0,11,0
2018.09.25,Gunma,67,11,37.509998
2018.09.26,Gunma,0,11,0
2018.09.27,Gunma,0,11,0
2018.09.28,Gunma,0,11,0
2018.09.29,Gunma,0,11,0
2018.09.30,Gunma,28,6,20.459999
2018.10.01,Gunma,0,6,0
2018.10.02,Gunma,0,6,0
2018.10.03,Gunma,0,6,0
2018.10.04,Gunma,0,6,0
2018.10.05,Gunma,0,6,0
2018.10.06,Gunma,0,6,0
2018.10.07,Gunma,31,9,9.9103127
2018.10.08,Gunma,31,9,9.9103127
2018.10.09,Gunma,0,9,0
2018.10.10,Gunma,0,9,0
2018.10.11,Gunma,34,9,10.869375
2018.10.12,Gunma,0,9,0
2018.10.13,Gunma,0,9,0
2018.10.14,Gunma,33,9,15.345
2018.10.15,Gunma,0,9,0
2018.10.16,Gunma,0,9,0
2018.10.17,Gunma,0,9,0
2018.10.18,Gunma,0,9,0
2018.10.19,Gunma,0,9,0
2018.10.20,Gunma,33,9,15.345
2018.10.21,Gunma,34,6,10.382687
2018.10.22,Gunma,0,6,0
2018.10.23,Gunma,0,6,0
2018.10.24,Gunma,0,6,0
2018.10.25,Gunma,0,6,0
2018.10.26,Gunma,0,6,0
2018.10.27,Gunma,33,6,10.077313
2018.10.28,Gunma,0,12,0
2018.10.29,Gunma,35,12,13.771154
2018.10.30,Gunma,0,12,0
2018.10.31,Gunma,0,12,0
2018.11.01,Gunma,0,12,0
2018.11.02,Gunma,69,12,27.148848
2018.11.03,Gunma,0,12,0
2018.11.04,Gunma,0,3,0
2018.11.05,Gunma,0,3,0
2018.11.06,Gunma,0,3,0
2018.11.07,Gunma,33,3,10.23
2018.11.08,Gunma,0,3,0
2018.11.09,Gunma,0,3,0
2018.11.10,Gunma,0,3,0
2018.11.11,Gunma,0,3,0
2018.11.12,Gunma,34,3,10.23
2018.11.13,Gunma,0,3,0
2018.11.14,Gunma,0,3,0
2018.11.15,Gunma,0,3,0
2018.11.16,Gunma,0,3,0
2018.11.17,Gunma,0,3,0
2018.11.18,Gunma,0,6,0
2018.11.19,Gunma,0,6,0
2018.11.20,Gunma,0,6,0
2018.11.21,Gunma,0,6,0
2018.11.22,Gunma,0,6,0
2018.11.23,Gunma,0,6,0
2018.11.24,Gunma,33,6,20.459999
2018.11.25,Gunma,0,3,0
2018.11.26,Gunma,0,3,0
2018.11.27,Gunma,0,3,0
2018.11.28,Gunma,0,3,0
2018.11.29,Gunma,0,3,0
2018.11.30,Gunma,0,3,0
2018.12.01,Gunma,33,3,10.23
2018.12.02,Gunma,0,0,0
2018.12.03,Gunma,0,0,0
2018.12.04,Gunma,0,0,0
2018.12.05,Gunma,0,0,0
2018.12.06,Gunma,0,0,0
2018.12.07,Gunma,0,0,0
2018.12.08,Gunma,0,0,0
2018.12.09,Gunma,0,0,0
2018.12.10,Gunma,0,0,0
2018.12.11,Gunma,0,0,0
2018.12.12,Gunma,0,0,0
2018.12.13,Gunma,0,0,0
2018.12.14,Gunma,0,0,0
2018.12.15,Gunma,0,0,0
2018.12.16,Gunma,0,9,0
2018.12.17,Gunma,62,9,20.24234
2018.12.18,Gunma,32,9,10.447659
2018.12.19,Gunma,0,9,0
2018.12.20,Gunma,0,9,0
2018.12.21,Gunma,0,9,0
2018.12.22,Gunma,0,9,0
2018.12.23,Gunma,32,6,9.7719402
2018.12.24,Gunma,0,6,0
2018.12.25,Gunma,0,6,0
2018.12.26,Gunma,35,6,10.68806
2018.12.27,Gunma,0,6,0
2018.12.28,Gunma,0,6,0
2018.12.29,Gunma,0,6,0
2018.12.30,Gunma,16,3,10.23
2018.12.31,Gunma,0,3,0
2019.01.01,Gunma,0,3,0
2019.01.02,Gunma,0,3,0
2019.01.03,Gunma,0,3,0
2019.01.04,Gunma,0,3,0
2019.01.05,Gunma,0,3,0
2019.01.06,Gunma,0,3,0
2019.01.07,Gunma,0,3,0
2019.01.08,Gunma,0,3,0
2019.01.09,Gunma,0,3,0
2019.01.10,Gunma,0,3,0
2019.01.11,Gunma,0,3,0
2019.01.12,Gunma,0,3,0
2019.01.13,Gunma,0,6,0
2019.01.14,Gunma,0,6,0
2019.01.15,Gunma,0,6,0
2019.01.16,Gunma,0,6,0
2019.01.17,Gunma,0,6,0
2019.01.18,Gunma,0,6,0
2019.01.19,Gunma,0,6,0
2019.01.20,Gunma,0,9,0
2019.01.21,Gunma,0,9,0
2019.01.22,Gunma,0,9,0
2019.01.23,Gunma,33,9,30.690001
2019.01.24,Gunma,0,9,0
2019.01.25,Gunma,0,9,0
2019.01.26,Gunma,0,9,0
2019.01.27,Gunma,15,17,10.604267
2019.01.28,Gunma,0,17,0
2019.01.29,Gunma,17,17,12.01817
2019.01.30,Gunma,17,17,12.01817
2019.01.31,Gunma,0,17,0
2019.02.01,Gunma,33,17,23.329388
2019.02.02,Gunma,0,17,0
2019.02.03,Gunma,45,26,42.899998
2019.02.04,Gunma,16,26,15.253333
2019.02.05,Gunma,16,26,15.253333
2019.02.06,Gunma,0,26,0
2019.02.07,Gunma,0,26,0
2019.02.08,Gunma,16,26,15.253333
2019.02.09,Gunma,0,26,0
2019.02.10,Gunma,0,25,0
2019.02.11,Gunma,0,25,0
2019.02.12,Gunma,33,25,22.151575
2019.02.13,Gunma,33,25,22.151575
2019.02.14,Gunma,0,25,0
2019.02.15,Gunma,0,25,0
2019.02.16,Gunma,61,25,40.946854
2019.02.17,Gunma,30,40,22
2019.02.18,Gunma,32,40,23.466667
2019.02.19,Gunma,32,40,23.466667
2019.02.20,Gunma,0,40,0
2019.02.21,Gunma,16,40,11.733334
2019.02.22,Gunma,16,40,11.733334
2019.02.23,Gunma,60,40,44
2019.02.24,Gunma,30,62,28.699547
2019.02.25,Gunma,48,62,45.919277
2019.02.26,Gunma,49,62,46.875927
2019.02.27,Gunma,0,62,0
2019.02.28,Gunma,17,62,16.263077
2019.03.01,Gunma,0,62,0
2019.03.02,Gunma,77,62,73.662178
2019.03.03,Gunma,44,76,39.731846
2019.03.04,Gunma,48,76,43.34383
2019.03.05,Gunma,16,76,14.447945
2019.03.06,Gunma,80,76,72.239716
2019.03.07,Gunma,66,76,59.597767
2019.03.08,Gunma,17,76,15.350941
2019.03.09,Gunma,16,76,14.447945
2019.03.10,Gunma,0,80,0
2019.03.11,Gunma,49,80,33.755554
2019.03.12,Gunma,99,80,68.199997
2019.03.13,Gunma,84,80,57.866665
2019.03.14,Gunma,83,80,57.17778
2019.03.15,Gunma,17,80,11.711111
2019.03.16,Gunma,64,80,44.08889
2019.03.17,Gunma,31,83,21.934824
2019.03.18,Gunma,34,83,24.057549
2019.03.19,Gunma,47,83,33.256027
2019.03.20,Gunma,100,83,70.7575
2019.03.21,Gunma,47,83,33.256027
2019.03.22,Gunma,49,83,34.671173
2019.03.23,Gunma,92,83,65.096901
2019.03.24,Gunma,13,42,11.783923
2019.03.25,Gunma,65,42,58.919617
2019.03.26,Gunma,32,42,29.006582
2019.03.27,Gunma,0,42,0
2019.03.28,Gunma,32,42,29.006582
2019.03.29,Gunma,0,42,0
2019.03.30,Gunma,16,42,14.503291
2019.03.31,Gunma,16,23,11.512661
2019.04.01,Gunma,0,23,0
2019.04.02,Gunma,16,23,11.512661
2019.04.03,Gunma,0,23,0
2019.04.04,Gunma,31,23,22.305779
2019.04.05,Gunma,31,23,22.305779
2019.04.06,Gunma,15,23,10.793119
2019.04.07,Gunma,29,15,19.264286
2019.04.08,Gunma,16,15,10.628572
2019.04.09,Gunma,0,15,0
2019.04.10,Gunma,16,15,10.628572
2019.04.11,Gunma,16,15,10.628572
2019.04.12,Gunma,0,15,0
2019.04.13,Gunma,0,15,0
2019.04.14,Gunma,0,3,0
2019.04.15,Gunma,0,3,0
2019.04.16,Gunma,0,3,0
2019.04.17,Gunma,0,3,0
2019.04.18,Gunma,0,3,0
2019.04.19,Gunma,0,3,0
2019.04.20,Gunma,15,3,10.23
2019.04.21,Gunma,0,11,0
2019.04.22,Gunma,32,11,18.754999
2019.04.23,Gunma,0,11,0
2019.04.24,Gunma,16,11,9.3774996
2019.04.25,Gunma,0,11,0
2019.04.26,Gunma,16,11,9.3774996
2019.04.27,Gunma,0,11,0
2019.04.28,Gunma,29,10,17.349121
2019.04.29,Gunma,14,10,8.3754377
2019.04.30,Gunma,0,10,0
2019.05.01,Gunma,0,10,0
2019.05.02,Gunma,0,10,0
2019.05.03,Gunma,14,10,8.3754377
2019.05.04,Gunma,0,10,0
2019.05.05,Gunma,0,3,0
2019.05.06,Gunma,0,3,0
2019.05.07,Gunma,0,3,0
2019.05.08,Gunma,0,3,0
2019.05.09,Gunma,0,3,0
2019.05.10,Gunma,16,3,10.23
2019.05.11,Gunma,0,3,0
2019.05.12,Gunma,0,6,0
2019.05.13,Gunma,0,6,0
2019.05.14,Gunma,15,6,9.8999996
2019.05.15,Gunma,16,6,10.56
2019.05.16,Gunma,0,6,0
2019.05.17,Gunma,0,6,0
2019.05.18,Gunma,0,6,0
2019.05.19,Gunma,0,6,0
2019.05.20,Gunma,0,6,0
2019.05.21,Gunma,15,6,10.23
2019.05.22,Gunma,0,6,0
2019.05.23,Gunma,0,6,0
2019.05.24,Gunma,0,6,0
2019.05.25,Gunma,15,6,10.23
2019.05.26,Gunma,0,8,0
2019.05.27,Gunma,0,8,0
2019.05.28,Gunma,0,8,0
2019.05.29,Gunma,15,8,9.5162792
2019.05.30,Gunma,0,8,0
2019.05.31,Gunma,0,8,0
2019.06.01,Gunma,28,8,17.763721
2019.06.02,Gunma,0,0,0
2019.06.03,Gunma,0,0,0
2019.06.04,Gunma,0,0,0
2019.06.05,Gunma,0,0,0
2019.06.06,Gunma,0,0,0
2019.06.07,Gunma,0,0,0
2019.06.08,Gunma,0,0,0
2019.06.09,Gunma,0,5,0
2019.06.10,Gunma,15,5,8.5250006
2019.06.11,Gunma,0,5,0
2019.06.12,Gunma,0,5,0
2019.06.13,Gunma,0,5,0
2019.06.14,Gunma,15,5,8.5250006
2019.06.15,Gunma,0,5,0
2019.06.16,Gunma,28,5,17.049999
2019.06.17,Gunma,0,5,0
2019.06.18,Gunma,0,5,0
2019.06.19,Gunma,0,5,0
2019.06.20,Gunma,0,5,0
2019.06.21,Gunma,0,5,0
2019.06.22,Gunma,0,5,0
2019.06.23,Gunma,0,5,0
2019.06.24,Gunma,14,5,8.2310343
2019.06.25,Gunma,0,5,0
2019.06.26,Gunma,0,5,0
2019.06.27,Gunma,0,5,0
2019.06.28,Gunma,15,5,8.8189659
2019.06.29,Gunma,0,5,0
2019.06.30,Gunma,0,3,0
2019.07.01,Gunma,0,3,0
2019.07.02,Gunma,0,3,0
2019.07.03,Gunma,15,3,10.23
2019.07.04,Gunma,0,3,0
2019.07.05,Gunma,0,3,0
2019.07.06,Gunma,0,3,0
2019.07.07,Gunma,0,3,0
2019.07.08,Gunma,0,3,0
2019.07.09,Gunma,0,3,0
2019.07.10,Gunma,0,3,0
2019.07.11,Gunma,0,3,0
2019.07.12,Gunma,51,3,10.23
2019.07.13,Gunma,0,3,0
2019.07.14,Gunma,0,5,0
2019.07.15,Gunma,0,5,0
2019.07.16,Gunma,0,5,0
2019.07.17,Gunma,0,5,0
2019.07.18,Gunma,0,5,0
2019.07.19,Gunma,0,5,0
2019.07.20,Gunma,0,5,0
2019.07.21,Gunma,0,5,0
2019.07.22,Gunma,0,5,0
2019.07.23,Gunma,0,5,0
2019.07.24,Gunma,0,5,0
2019.07.25,Gunma,50,5,17.049999
2019.07.26,Gunma,0,5,0
2019.07.27,Gunma,0,5,0
2019.07.28,Gunma,47,8,13.218144
2019.07.29,Gunma,0,8,0
2019.07.30,Gunma,0,8,0
2019.07.31,Gunma,0,8,0
2019.08.01,Gunma,0,8,0
2019.08.02,Gunma,50,8,14.061857
2019.08.03,Gunma,0,8,0
2019.08.04,Gunma,48,3,10.23
2019.08.05,Gunma,0,3,0
2019.08.06,Gunma,0,3,0
2019.08.07,Gunma,0,3,0
2019.08.08,Gunma,0,3,0
2019.08.09,Gunma,0,3,0
2019.08.10,Gunma,0,3,0
2019.08.11,Gunma,0,2,0
2019.08.12,Gunma,0,2,0
2019.08.13,Gunma,43,2,6.8199997
2019.08.14,Gunma,0,2,0
2019.08.15,Gunma,0,2,0
2019.08.16,Gunma,0,2,0
2019.08.17,Gunma,0,2,0
2019.08.18,Gunma,0,10,0
2019.08.19,Gunma,0,10,0
2019.08.20,Gunma,47,10,34.099998
2019.08.21,Gunma,0,10,0
2019.08.22,Gunma,0,10,0
2019.08.23,Gunma,0,10,0
2019.08.24,Gunma,0,10,0
2019.08.25,Gunma,0,8,0
2019.08.26,Gunma,0,8,0
2019.08.27,Gunma,0,8,0
2019.08.28,Gunma,48,8,13.78358
2019.08.29,Gunma,0,8,0
2019.08.30,Gunma,47,8,13.496422
2019.08.31,Gunma,0,8,0
2019.09.01,Gunma,0,11,0
2019.09.02,Gunma,100,11,25.006666
2019.09.03,Gunma,0,11,0
2019.09.04,Gunma,0,11,0
2019.09.05,Gunma,50,11,12.503333
2019.09.06,Gunma,0,11,0
2019.09.07,Gunma,0,11,0
2019.09.08,Gunma,0,5,0
2019.09.09,Gunma,0,5,0
2019.09.10,Gunma,48,5,8.7063828
2019.09.11,Gunma,0,5,0
2019.09.12,Gunma,0,5,0
2019.09.13,Gunma,0,5,0
2019.09.14,Gunma,46,5,8.3436165
2019.09.15,Gunma,0,3,0
2019.09.16,Gunma,0,3,0
2019.09.17,Gunma,0,3,0
2019.09.18,Gunma,0,3,0
2019.09.19,Gunma,0,3,0
2019.09.20,Gunma,0,3,0
2019.09.21,Gunma,0,3,0
2019.09.22,Gunma,0,5,0
2019.09.23,Gunma,44,5,17.049999
2019.09.24,Gunma,0,5,0
2019.09.25,Gunma,0,5,0
2019.09.26,Gunma,0,5,0
2019.09.27,Gunma,0,5,0
2019.09.28,Gunma,0,5,0
2019.09.29,Gunma,0,8,0
2019.09.30,Gunma,49,8,27.280001
2019.10.01,Gunma,0,8,0
2019.10.02,Gunma,0,8,0
2019.10.03,Gunma,0,8,0
2019.10.04,Gunma,0,8,0
2019.10.05,Gunma,0,8,0
2019.10.06,Gunma,0,7,0
2019.10.07,Gunma,0,7,0
2019.10.08,Gunma,48,7,9.0217323
2019.10.09,Gunma,0,7,0
2019.10.10,Gunma,48,7,9.0217323
2019.10.11,Gunma,0,7,0
2019.10.12,Gunma,31,7,5.8265357
2019.10.13,Gunma,41,10,10.433582
2019.10.14,Gunma,0,10,0
2019.10.15,Gunma,0,10,0
2019.10.16,Gunma,0,10,0
2019.10.17,Gunma,49,10,12.469404
2019.10.18,Gunma,0,10,0
2019.10.19,Gunma,44,10,11.197016
2019.10.20,Gunma,0,3,0
2019.10.21,Gunma,0,3,0
2019.10.22,Gunma,0,3,0
2019.10.23,Gunma,0,3,0
2019.10.24,Gunma,50,3,10.23
2019.10.25,Gunma,0,3,0
2019.10.26,Gunma,0,3,0
2019.10.27,Gunma,0,8,0
2019.10.28,Gunma,0,8,0
2019.10.29,Gunma,48,8,9.0933342
2019.10.30,Gunma,0,8,0
2019.10.31,Gunma,51,8,9.6616669
2019.11.01,Gunma,0,8,0
2019.11.02,Gunma,45,8,8.5249996
2019.11.03,Gunma,45,11,8.7458553
2019.11.04,Gunma,46,11,8.9402075
2019.11.05,Gunma,0,11,0
2019.11.06,Gunma,52,11,10.106321
2019.11.07,Gunma,50,11,9.717617
2019.11.08,Gunma,0,11,0
2019.11.09,Gunma,0,11,0
2019.11.10,Gunma,0,11,0
2019.11.11,Gunma,0,11,0
2019.11.12,Gunma,0,11,0
2019.11.13,Gunma,49,11,12.763819
2019.11.14,Gunma,49,11,12.763819
2019.11.15,Gunma,0,11,0
2019.11.16,Gunma,46,11,11.982361
2019.11.17,Gunma,0,8,0
2019.11.18,Gunma,95,8,18.779711
2019.11.19,Gunma,0,8,0
2019.11.20,Gunma,0,8,0
2019.11.21,Gunma,0,8,0
2019.11.22,Gunma,0,8,0
2019.11.23,Gunma,43,8,8.5002899
2019.11.24,Gunma,0,8,0
2019.11.25,Gunma,0,8,0
2019.11.26,Gunma,98,8,18.063784
2019.11.27,Gunma,0,8,0
2019.11.28,Gunma,0,8,0
2019.11.29,Gunma,50,8,9.2162161
2019.11.30,Gunma,0,8,0
