date,prefecture,raw_daily,raw_weekly,medications2_harmonized_daily
2018.10.19,Kanagawa,34,7,3.9934268
2018.10.20,Kanagawa,50,7,5.8726864
2018.10.21,Kanagawa,0,9,0
2018.10.22,Kanagawa,50,9,6.0111547
2018.10.23,Kanagawa,48,9,5.7707081
2018.10.24,Kanagawa,65,9,7.8145008
2018.10.25,Kanagawa,16,9,1.9235696
2018.10.26,Kanagawa,33,9,3.9673622
2018.10.27,Kanagawa,97,9,11.66164
2018.10.28,Kanagawa,48,14,6.275537
2018.10.29,Kanagawa,64,14,8.367382
2018.10.30,Kanagawa,64,14,8.367382
2018.10.31,Kanagawa,33,14,4.3144312
2018.11.01,Kanagawa,100,14,13.074035
2018.11.02,Kanagawa,84,14,10.98219
2018.11.03,Kanagawa,49,14,6.4062767
2018.11.04,Kanagawa,31,7,4.3692784
2018.11.05,Kanagawa,0,7,0
2018.11.06,Kanagawa,47,7,6.6243901
2018.11.07,Kanagawa,46,7,6.4834456
2018.11.08,Kanagawa,16,7,2.2551115
2018.11.09,Kanagawa,16,7,2.2551115
2018.11.10,Kanagawa,49,7,6.9062786
2018.11.11,Kanagawa,31,9,4.429296
2018.11.12,Kanagawa,48,9,6.8582654
2018.11.13,Kanagawa,0,9,0
2018.11.14,Kanagawa,33,9,4.7150574
2018.11.15,Kanagawa,32,9,4.5721769
2018.11.16,Kanagawa,99,9,14.145172
2018.11.17,Kanagawa,17,9,2.4289689
2018.11.18,Kanagawa,47,8,6.9285712
2018.11.19,Kanagawa,63,8,9.2872343
2018.11.20,Kanagawa,16,8,2.3586626
2018.11.21,Kanagawa,33,8,4.8647418
2018.11.22,Kanagawa,16,8,2.3586626
2018.11.23,Kanagawa,0,8,0
2018.11.24,Kanagawa,49,8,7.2234039
2018.11.25,Kanagawa,32,7,4.3205409
2018.11.26,Kanagawa,49,7,6.6158276
2018.11.27,Kanagawa,16,7,2.1602705
2018.11.28,Kanagawa,50,7,6.750845
2018.11.29,Kanagawa,33,7,4.4555578
2018.11.30,Kanagawa,17,7,2.2952874
2018.12.01,Kanagawa,17,7,2.2952874
2018.12.02,Kanagawa,32,8,4.3664494
2018.12.03,Kanagawa,85,8,11.598381
2018.12.04,Kanagawa,17,8,2.3196764
2018.12.05,Kanagawa,0,8,0
2018.12.06,Kanagawa,17,8,2.3196764
2018.12.07,Kanagawa,55,8,7.5048351
2018.12.08,Kanagawa,36,8,4.9122558
2018.12.09,Kanagawa,17,6,1.9953616
2018.12.10,Kanagawa,18,6,2.1127357
2018.12.11,Kanagawa,18,6,2.1127357
2018.12.12,Kanagawa,53,6,6.2208333
2018.12.13,Kanagawa,36,6,4.2254715
2018.12.14,Kanagawa,51,6,5.9860845
2018.12.15,Kanagawa,18,6,2.1127357
2018.12.16,Kanagawa,67,7,8.6422873
2018.12.17,Kanagawa,0,7,0
2018.12.18,Kanagawa,0,7,0
2018.12.19,Kanagawa,37,7,4.7726064
2018.12.20,Kanagawa,35,7,4.5146275
2018.12.21,Kanagawa,18,7,2.3218086
2018.12.22,Kanagawa,67,7,8.6422873
2018.12.23,Kanagawa,32,8,4.2954507
2018.12.24,Kanagawa,0,8,0
2018.12.25,Kanagawa,54,8,7.2485733
2018.12.26,Kanagawa,88,8,11.812489
2018.12.27,Kanagawa,54,8,7.2485733
2018.12.28,Kanagawa,0,8,0
2018.12.29,Kanagawa,18,8,2.4161909
2018.12.30,Kanagawa,0,5,0
2018.12.31,Kanagawa,5,5,4.2996454
2019.01.01,Kanagawa,6,5,5.1595745
2019.01.02,Kanagawa,3,5,2.5797873
2019.01.03,Kanagawa,0,5,0
2019.01.04,Kanagawa,5,5,4.2996454
2019.01.05,Kanagawa,5,5,4.2996454
2019.01.06,Kanagawa,0,8,0
2019.01.07,Kanagawa,0,8,0
2019.01.08,Kanagawa,10,8,9.1725769
2019.01.09,Kanagawa,8,8,7.3380613
2019.01.10,Kanagawa,3,8,2.7517731
2019.01.11,Kanagawa,10,8,9.1725769
2019.01.12,Kanagawa,5,8,4.5862885
2019.01.13,Kanagawa,2,9,1.5478723
2019.01.14,Kanagawa,9,9,6.9654255
2019.01.15,Kanagawa,12,9,9.2872343
2019.01.16,Kanagawa,10,9,7.7393618
2019.01.17,Kanagawa,2,9,1.5478723
2019.01.18,Kanagawa,8,9,6.1914892
2019.01.19,Kanagawa,5,9,3.8696809
2019.01.20,Kanagawa,7,16,5.8518715
2019.01.21,Kanagawa,15,16,12.539725
2019.01.22,Kanagawa,15,16,12.539725
2019.01.23,Kanagawa,12,16,10.031779
2019.01.24,Kanagawa,10,16,8.3598166
2019.01.25,Kanagawa,8,16,6.6878533
2019.01.26,Kanagawa,12,16,10.031779
2019.01.27,Kanagawa,5,18,4.4224925
2019.01.28,Kanagawa,10,18,8.844985
2019.01.29,Kanagawa,5,18,4.4224925
2019.01.30,Kanagawa,15,18,13.267477
2019.01.31,Kanagawa,15,18,13.267477
2019.02.01,Kanagawa,12,18,10.613981
2019.02.02,Kanagawa,22,18,19.458967
2019.02.03,Kanagawa,25,26,21.125816
2019.02.04,Kanagawa,12,26,10.140391
2019.02.05,Kanagawa,22,26,18.590719
2019.02.06,Kanagawa,15,26,12.67549
2019.02.07,Kanagawa,22,26,18.590719
2019.02.08,Kanagawa,22,26,18.590719
2019.02.09,Kanagawa,9,26,7.6052942
2019.02.10,Kanagawa,14,29,12.322277
2019.02.11,Kanagawa,7,29,6.1611385
2019.02.12,Kanagawa,19,29,16.723091
2019.02.13,Kanagawa,22,29,19.363579
2019.02.14,Kanagawa,20,29,17.603254
2019.02.15,Kanagawa,17,29,14.962766
2019.02.16,Kanagawa,37,29,32.566017
2019.02.17,Kanagawa,21,72,17.882582
2019.02.18,Kanagawa,41,72,34.913612
2019.02.19,Kanagawa,38,72,32.358955
2019.02.20,Kanagawa,52,72,44.280678
2019.02.21,Kanagawa,56,72,47.686882
2019.02.22,Kanagawa,69,72,58.75705
2019.02.23,Kanagawa,72,72,61.311707
2019.02.24,Kanagawa,56,100,47.659573
2019.02.25,Kanagawa,87,100,74.042549
2019.02.26,Kanagawa,96,100,81.702126
2019.02.27,Kanagawa,100,100,85.106384
2019.02.28,Kanagawa,43,100,36.595745
2019.03.01,Kanagawa,26,100,22.127659
2019.03.02,Kanagawa,77,100,65.531914
2019.03.03,Kanagawa,33,79,28.543257
2019.03.04,Kanagawa,46,79,39.787571
2019.03.05,Kanagawa,57,79,49.301991
2019.03.06,Kanagawa,66,79,57.086514
2019.03.07,Kanagawa,17,79,14.704103
2019.03.08,Kanagawa,63,79,54.491676
2019.03.09,Kanagawa,95,79,82.169983
2019.03.10,Kanagawa,67,85,57.756809
2019.03.11,Kanagawa,77,85,66.377228
2019.03.12,Kanagawa,62,85,53.446598
2019.03.13,Kanagawa,71,85,61.204975
2019.03.14,Kanagawa,49,85,42.240051
2019.03.15,Kanagawa,39,85,33.619633
2019.03.16,Kanagawa,42,85,36.205761
2019.03.17,Kanagawa,36,55,29.719149
2019.03.18,Kanagawa,33,55,27.242556
2019.03.19,Kanagawa,48,55,39.625534
2019.03.20,Kanagawa,38,55,31.370214
2019.03.21,Kanagawa,33,55,27.242556
2019.03.22,Kanagawa,58,55,47.880852
2019.03.23,Kanagawa,29,55,23.940426
2019.03.24,Kanagawa,32,41,27.630047
2019.03.25,Kanagawa,23,41,19.859098
2019.03.26,Kanagawa,26,41,22.449415
2019.03.27,Kanagawa,43,41,37.127876
2019.03.28,Kanagawa,27,41,23.312851
2019.03.29,Kanagawa,30,41,25.903172
2019.03.30,Kanagawa,15,41,12.951586
2019.03.31,Kanagawa,14,29,12.890998
2019.04.01,Kanagawa,22,29,20.257284
2019.04.02,Kanagawa,13,29,11.970212
2019.04.03,Kanagawa,26,29,23.940424
2019.04.04,Kanagawa,18,29,16.574141
2019.04.05,Kanagawa,15,29,13.811784
2019.04.06,Kanagawa,22,29,20.257284
2019.04.07,Kanagawa,23,23,25.098066
2019.04.08,Kanagawa,15,23,16.368303
2019.04.09,Kanagawa,10,23,10.912203
2019.04.10,Kanagawa,7,23,7.6385422
2019.04.11,Kanagawa,15,23,16.368303
2019.04.12,Kanagawa,5,23,5.4561014
2019.04.13,Kanagawa,12,23,13.094644
2019.04.14,Kanagawa,5,14,4.7366586
2019.04.15,Kanagawa,3,14,2.841995
2019.04.16,Kanagawa,13,14,12.315312
2019.04.17,Kanagawa,5,14,4.7366586
2019.04.18,Kanagawa,3,14,2.841995
2019.04.19,Kanagawa,15,14,14.209975
2019.04.20,Kanagawa,17,14,16.104639
2019.04.21,Kanagawa,9,9,7.2682695
2019.04.22,Kanagawa,5,9,4.0379276
2019.04.23,Kanagawa,7,9,5.6530986
2019.04.24,Kanagawa,5,9,4.0379276
2019.04.25,Kanagawa,0,9,0
2019.04.26,Kanagawa,10,9,8.0758553
2019.04.27,Kanagawa,10,9,8.0758553
2019.04.28,Kanagawa,12,15,12.592858
2019.04.29,Kanagawa,12,15,12.592858
2019.04.30,Kanagawa,7,15,7.3458343
2019.05.01,Kanagawa,7,15,7.3458343
2019.05.02,Kanagawa,12,15,12.592858
2019.05.03,Kanagawa,7,15,7.3458343
2019.05.04,Kanagawa,2,15,2.0988097
2019.05.05,Kanagawa,5,9,4.6436167
2019.05.06,Kanagawa,5,9,4.6436167
2019.05.07,Kanagawa,12,9,11.14468
2019.05.08,Kanagawa,5,9,4.6436167
2019.05.09,Kanagawa,0,9,0
2019.05.10,Kanagawa,8,9,7.4297867
2019.05.11,Kanagawa,5,9,4.6436167
2019.05.12,Kanagawa,5,8,5.6933236
2019.05.13,Kanagawa,10,8,11.386647
2019.05.14,Kanagawa,0,8,0
2019.05.15,Kanagawa,5,8,5.6933236
2019.05.16,Kanagawa,2,8,2.2773294
2019.05.17,Kanagawa,5,8,5.6933236
2019.05.18,Kanagawa,2,8,2.2773294
2019.05.19,Kanagawa,0,7,0
2019.05.20,Kanagawa,0,7,0
2019.05.21,Kanagawa,2,7,2.4078014
2019.05.22,Kanagawa,5,7,6.0195041
2019.05.23,Kanagawa,7,7,8.4273052
2019.05.24,Kanagawa,3,7,3.611702
2019.05.25,Kanagawa,7,7,8.4273052
2019.05.26,Kanagawa,5,8,5.0032234
2019.05.27,Kanagawa,5,8,5.0032234
2019.05.28,Kanagawa,9,8,9.0058022
2019.05.29,Kanagawa,2,8,2.0012894
2019.05.30,Kanagawa,5,8,5.0032234
2019.05.31,Kanagawa,7,8,7.0045128
2019.06.01,Kanagawa,0,8,0
2019.06.02,Kanagawa,2,8,1.942428
2019.06.03,Kanagawa,9,8,8.7409258
2019.06.04,Kanagawa,2,8,1.942428
2019.06.05,Kanagawa,7,8,6.7984982
2019.06.06,Kanagawa,12,8,11.654568
2019.06.07,Kanagawa,0,8,0
2019.06.08,Kanagawa,2,8,1.942428
2019.06.09,Kanagawa,0,5,0
2019.06.10,Kanagawa,0,5,0
2019.06.11,Kanagawa,2,5,2.0638297
2019.06.12,Kanagawa,5,5,5.1595745
2019.06.13,Kanagawa,2,5,2.0638297
2019.06.14,Kanagawa,0,5,0
2019.06.15,Kanagawa,11,5,11.351064
2019.06.16,Kanagawa,0,5,0
2019.06.17,Kanagawa,2,5,2.428035
2019.06.18,Kanagawa,5,5,6.0700879
2019.06.19,Kanagawa,5,5,6.0700879
2019.06.20,Kanagawa,5,5,6.0700879
2019.06.21,Kanagawa,0,5,0
2019.06.22,Kanagawa,0,5,0
2019.06.23,Kanagawa,4,6,3.8101475
2019.06.24,Kanagawa,5,6,4.7626843
2019.06.25,Kanagawa,9,6,8.5728321
2019.06.26,Kanagawa,2,6,1.9050738
2019.06.27,Kanagawa,2,6,1.9050738
2019.06.28,Kanagawa,0,6,0
2019.06.29,Kanagawa,4,6,3.8101475
2019.06.30,Kanagawa,0,8,0
2019.07.01,Kanagawa,7,8,6.6042552
2019.07.02,Kanagawa,5,8,4.7173252
2019.07.03,Kanagawa,7,8,6.6042552
2019.07.04,Kanagawa,0,8,0
2019.07.05,Kanagawa,5,8,4.7173252
2019.07.06,Kanagawa,11,8,10.378116
2019.07.07,Kanagawa,29,6,3.8407102
2019.07.08,Kanagawa,31,6,4.1055865
2019.07.09,Kanagawa,32,6,4.2380252
2019.07.10,Kanagawa,16,6,2.1190126
2019.07.11,Kanagawa,0,6,0
2019.07.12,Kanagawa,64,6,8.4760504
2019.07.13,Kanagawa,15,6,1.9865743
2019.07.14,Kanagawa,14,6,1.8442732
2019.07.15,Kanagawa,29,6,3.8202803
2019.07.16,Kanagawa,47,6,6.1914887
2019.07.17,Kanagawa,32,6,4.2154818
2019.07.18,Kanagawa,0,6,0
2019.07.19,Kanagawa,66,6,8.6944313
2019.07.20,Kanagawa,0,6,0
2019.07.21,Kanagawa,0,4,0
2019.07.22,Kanagawa,64,4,9.3511581
2019.07.23,Kanagawa,0,4,0
2019.07.24,Kanagawa,33,4,4.821691
2019.07.25,Kanagawa,0,4,0
2019.07.26,Kanagawa,0,4,0
2019.07.27,Kanagawa,16,4,2.3377895
2019.07.28,Kanagawa,16,6,2.5899038
2019.07.29,Kanagawa,68,6,11.007092
2019.07.30,Kanagawa,17,6,2.7517729
2019.07.31,Kanagawa,0,6,0
2019.08.01,Kanagawa,0,6,0
2019.08.02,Kanagawa,18,6,2.9136419
2019.08.03,Kanagawa,34,6,5.5035458
2019.08.04,Kanagawa,0,7,0
2019.08.05,Kanagawa,52,7,5.8920317
2019.08.06,Kanagawa,51,7,5.7787232
2019.08.07,Kanagawa,17,7,1.926241
2019.08.08,Kanagawa,67,7,7.5916562
2019.08.09,Kanagawa,34,7,3.8524821
2019.08.10,Kanagawa,34,7,3.8524821
2019.08.11,Kanagawa,34,9,4.1823306
2019.08.12,Kanagawa,17,9,2.0911653
2019.08.13,Kanagawa,17,9,2.0911653
2019.08.14,Kanagawa,62,9,7.6266026
2019.08.15,Kanagawa,93,9,11.439903
2019.08.16,Kanagawa,47,9,5.7814569
2019.08.17,Kanagawa,32,9,3.936311
2019.08.18,Kanagawa,0,8,0
2019.08.19,Kanagawa,16,8,2.5647593
2019.08.20,Kanagawa,48,8,7.6942782
2019.08.21,Kanagawa,16,8,2.5647593
2019.08.22,Kanagawa,0,8,0
2019.08.23,Kanagawa,78,8,12.503201
2019.08.24,Kanagawa,48,8,7.6942782
2019.08.25,Kanagawa,16,7,2.0638297
2019.08.26,Kanagawa,16,7,2.0638297
2019.08.27,Kanagawa,64,7,8.2553186
2019.08.28,Kanagawa,16,7,2.0638297
2019.08.29,Kanagawa,48,7,6.1914892
2019.08.30,Kanagawa,32,7,4.1276593
2019.08.31,Kanagawa,32,7,4.1276593
2019.09.01,Kanagawa,46,12,6.0921612
2019.09.02,Kanagawa,100,12,13.243828
2019.09.03,Kanagawa,32,12,4.2380252
2019.09.04,Kanagawa,66,12,8.7409267
2019.09.05,Kanagawa,65,12,8.6084881
2019.09.06,Kanagawa,49,12,6.4894757
2019.09.07,Kanagawa,16,12,2.1190126
2019.09.08,Kanagawa,47,9,6.1914892
2019.09.09,Kanagawa,56,9,7.3770938
2019.09.10,Kanagawa,32,9,4.2154822
2019.09.11,Kanagawa,98,9,12.909914
2019.09.12,Kanagawa,17,9,2.2394748
2019.09.13,Kanagawa,16,9,2.1077411
2019.09.14,Kanagawa,16,9,2.1077411
2019.09.15,Kanagawa,31,5,3.6351547
2019.09.16,Kanagawa,29,5,3.4006286
2019.09.17,Kanagawa,16,5,1.8762089
2019.09.18,Kanagawa,33,5,3.8696809
2019.09.19,Kanagawa,33,5,3.8696809
2019.09.20,Kanagawa,34,5,3.986944
2019.09.21,Kanagawa,0,5,0
2019.09.22,Kanagawa,74,11,8.8418808
2019.09.23,Kanagawa,58,11,6.9301229
2019.09.24,Kanagawa,64,11,7.6470323
2019.09.25,Kanagawa,82,11,9.79776
2019.09.26,Kanagawa,34,11,4.0624857
2019.09.27,Kanagawa,68,11,8.1249714
2019.09.28,Kanagawa,0,11,0
2019.09.29,Kanagawa,60,12,8.1422329
2019.09.30,Kanagawa,96,12,13.027573
2019.10.01,Kanagawa,49,12,6.6494899
2019.10.02,Kanagawa,48,12,6.5137863
2019.10.03,Kanagawa,49,12,6.6494899
2019.10.04,Kanagawa,16,12,2.171262
2019.10.05,Kanagawa,47,12,6.3780823
2019.10.06,Kanagawa,45,5,7.370821
2019.10.07,Kanagawa,0,5,0
2019.10.08,Kanagawa,33,5,5.4052687
2019.10.09,Kanagawa,17,5,2.7845323
2019.10.10,Kanagawa,16,5,2.6207364
2019.10.11,Kanagawa,15,5,2.4569404
2019.10.12,Kanagawa,0,5,0
2019.10.13,Kanagawa,27,8,3.3267705
2019.10.14,Kanagawa,44,8,5.4214034
2019.10.15,Kanagawa,16,8,1.9714195
2019.10.16,Kanagawa,51,8,6.2838993
2019.10.17,Kanagawa,67,8,8.2553186
2019.10.18,Kanagawa,0,8,0
2019.10.19,Kanagawa,63,8,7.7624645
2019.10.20,Kanagawa,0,7,0
2019.10.21,Kanagawa,15,7,1.8058512
2019.10.22,Kanagawa,43,7,5.1767731
2019.10.23,Kanagawa,82,7,9.8719873
2019.10.24,Kanagawa,50,7,6.0195041
2019.10.25,Kanagawa,17,7,2.0466313
2019.10.26,Kanagawa,33,7,3.9728727
2019.10.27,Kanagawa,47,12,6.0783291
2019.10.28,Kanagawa,100,12,12.932615
2019.10.29,Kanagawa,17,12,2.1985445
2019.10.30,Kanagawa,51,12,6.595633
2019.10.31,Kanagawa,51,12,6.595633
2019.11.01,Kanagawa,85,12,10.992723
2019.11.02,Kanagawa,32,12,4.1384368
2019.11.03,Kanagawa,32,9,5.4034815
2019.11.04,Kanagawa,16,9,2.7017407
2019.11.05,Kanagawa,0,9,0
2019.11.06,Kanagawa,52,9,8.7806578
2019.11.07,Kanagawa,34,9,5.741199
2019.11.08,Kanagawa,70,9,11.820116
2019.11.09,Kanagawa,16,9,2.7017407
2019.11.10,Kanagawa,0,9,0
2019.11.11,Kanagawa,65,9,13.340778
2019.11.12,Kanagawa,33,9,6.7730103
2019.11.13,Kanagawa,33,9,6.7730103
2019.11.14,Kanagawa,17,9,3.4891267
2019.11.15,Kanagawa,17,9,3.4891267
2019.11.16,Kanagawa,16,9,3.2838838
2019.11.17,Kanagawa,47,7,7.3405404
2019.11.18,Kanagawa,0,7,0
2019.11.19,Kanagawa,17,7,2.6550891
2019.11.20,Kanagawa,35,7,5.4663601
2019.11.21,Kanagawa,69,7,10.776538
2019.11.22,Kanagawa,17,7,2.6550891
2019.11.23,Kanagawa,0,7,0
2019.11.24,Kanagawa,0,8,0
2019.11.25,Kanagawa,81,8,9.4848347
2019.11.26,Kanagawa,83,8,9.7190275
2019.11.27,Kanagawa,33,8,3.864192
2019.11.28,Kanagawa,17,8,1.9906442
2019.11.29,Kanagawa,18,8,2.1077411
2019.11.30,Kanagawa,50,8,5.8548365
2019.12.01,Kanagawa,0,8,0
2019.12.02,Kanagawa,33,8,4.9531913
2019.12.03,Kanagawa,68,8,10.206575
2019.12.04,Kanagawa,0,8,0
2019.12.05,Kanagawa,35,8,5.2533851
2019.12.06,Kanagawa,52,8,7.8050289
2019.12.07,Kanagawa,32,8,4.8030949
2019.12.08,Kanagawa,16,7,3.1664238
2019.12.09,Kanagawa,32,7,6.3328476
2019.12.10,Kanagawa,17,7,3.3643253
2019.12.11,Kanagawa,0,7,0
2019.12.12,Kanagawa,16,7,3.1664238
2019.12.13,Kanagawa,65,7,12.863597
2019.12.14,Kanagawa,0,7,0
2019.12.15,Kanagawa,31,8,4.4897346
2019.12.16,Kanagawa,49,8,7.0966773
2019.12.17,Kanagawa,0,8,0
2019.12.18,Kanagawa,67,8,9.70362
2019.12.19,Kanagawa,33,8,4.7793951
2019.12.20,Kanagawa,0,8,0
2019.12.21,Kanagawa,48,8,6.9518471
2019.12.22,Kanagawa,30,9,4.2214699
2019.12.23,Kanagawa,33,9,4.6436172
2019.12.24,Kanagawa,33,9,4.6436172
2019.12.25,Kanagawa,17,9,2.3921661
2019.12.26,Kanagawa,0,9,0
2019.12.27,Kanagawa,68,9,9.5686646
2019.12.28,Kanagawa,83,9,11.6794
2019.12.29,Kanagawa,50,3,5.337491
2019.12.30,Kanagawa,0,3,0
2019.12.31,Kanagawa,16,3,1.7079971
2020.01.01,Kanagawa,34,3,3.629494
2020.01.02,Kanagawa,16,3,1.7079971
2020.01.03,Kanagawa,0,3,0
2020.01.04,Kanagawa,0,3,0
2015.12.27,Kochi,0,0,0
2015.12.28,Kochi,0,0,0
2015.12.29,Kochi,0,0,0
2015.12.30,Kochi,0,0,0
2015.12.31,Kochi,0,0,0
2016.01.01,Kochi,0,0,0
2016.01.02,Kochi,0,0,0
2016.01.03,Kochi,0,0,0
2016.01.04,Kochi,0,0,0
2016.01.05,Kochi,0,0,0
2016.01.06,Kochi,0,0,0
2016.01.07,Kochi,0,0,0
2016.01.08,Kochi,0,0,0
2016.01.09,Kochi,0,0,0
2016.01.10,Kochi,0,28,0
2016.01.11,Kochi,0,28,0
2016.01.12,Kochi,0,28,0
2016.01.13,Kochi,100,28,49.927708
2016.01.14,Kochi,0,28,0
2016.01.15,Kochi,0,28,0
2016.01.16,Kochi,0,28,0
2016.01.17,Kochi,97,0,0
2016.01.18,Kochi,0,0,0
2016.01.19,Kochi,0,0,0
2016.01.20,Kochi,0,0,0
2016.01.21,Kochi,0,0,0
2016.01.22,Kochi,0,0,0
2016.01.23,Kochi,0,0,0
2016.01.24,Kochi,0,0,0
2016.01.25,Kochi,0,0,0
2016.01.26,Kochi,0,0,0
2016.01.27,Kochi,0,0,0
2016.01.28,Kochi,0,0,0
2016.01.29,Kochi,0,0,0
2016.01.30,Kochi,0,0,0
2016.01.31,Kochi,0,27,0
2016.02.01,Kochi,0,27,0
2016.02.02,Kochi,0,27,0
2016.02.03,Kochi,0,27,0
2016.02.04,Kochi,99,27,48.144573
2016.02.05,Kochi,0,27,0
2016.02.06,Kochi,0,27,0
2016.02.07,Kochi,0,0,0
2016.02.08,Kochi,0,0,0
2016.02.09,Kochi,0,0,0
2016.02.10,Kochi,0,0,0
2016.02.11,Kochi,0,0,0
2016.02.12,Kochi,0,0,0
2016.02.13,Kochi,0,0,0
2016.02.14,Kochi,0,0,0
2016.02.15,Kochi,0,0,0
2016.02.16,Kochi,0,0,0
2016.02.17,Kochi,0,0,0
2016.02.18,Kochi,98,0,0
2016.02.19,Kochi,0,0,0
2016.02.20,Kochi,0,0,0
2016.02.21,Kochi,0,27,0
2016.02.22,Kochi,0,27,0
2016.02.23,Kochi,0,27,0
2016.02.24,Kochi,0,27,0
2016.02.25,Kochi,97,27,48.144573
2016.02.26,Kochi,0,27,0
2016.02.27,Kochi,0,27,0
2016.02.28,Kochi,93,52,30.907629
2016.02.29,Kochi,0,52,0
2016.03.01,Kochi,95,52,31.572308
2016.03.02,Kochi,0,52,0
2016.03.03,Kochi,0,52,0
2016.03.04,Kochi,91,52,30.242949
2016.03.05,Kochi,0,52,0
2016.03.06,Kochi,0,0,0
2016.03.07,Kochi,0,0,0
2016.03.08,Kochi,0,0,0
2016.03.09,Kochi,0,0,0
2016.03.10,Kochi,0,0,0
2016.03.11,Kochi,0,0,0
2016.03.12,Kochi,0,0,0
2016.03.13,Kochi,0,0,0
2016.03.14,Kochi,0,0,0
2016.03.15,Kochi,0,0,0
2016.03.16,Kochi,0,0,0
2016.03.17,Kochi,0,0,0
2016.03.18,Kochi,0,0,0
2016.03.19,Kochi,0,0,0
2016.03.20,Kochi,0,0,0
2016.03.21,Kochi,0,0,0
2016.03.22,Kochi,0,0,0
2016.03.23,Kochi,0,0,0
2016.03.24,Kochi,96,0,0
2016.03.25,Kochi,0,0,0
2016.03.26,Kochi,0,0,0
2016.03.27,Kochi,0,24,0
2016.03.28,Kochi,0,24,0
2016.03.29,Kochi,0,24,0
2016.03.30,Kochi,0,24,0
2016.03.31,Kochi,0,24,0
2016.04.01,Kochi,0,24,0
2016.04.02,Kochi,88,24,42.795177
2016.04.03,Kochi,0,0,0
2016.04.04,Kochi,0,0,0
2016.04.05,Kochi,0,0,0
2016.04.06,Kochi,0,0,0
2016.04.07,Kochi,0,0,0
2016.04.08,Kochi,0,0,0
2016.04.09,Kochi,0,0,0
2016.04.10,Kochi,0,26,0
2016.04.11,Kochi,0,26,0
2016.04.12,Kochi,0,26,0
2016.04.13,Kochi,0,26,0
2016.04.14,Kochi,0,26,0
2016.04.15,Kochi,0,26,0
2016.04.16,Kochi,86,26,46.361443
2016.04.17,Kochi,0,0,0
2016.04.18,Kochi,0,0,0
2016.04.19,Kochi,0,0,0
2016.04.20,Kochi,0,0,0
2016.04.21,Kochi,0,0,0
2016.04.22,Kochi,0,0,0
2016.04.23,Kochi,0,0,0
2016.04.24,Kochi,0,0,0
2016.04.25,Kochi,0,0,0
2016.04.26,Kochi,0,0,0
2016.04.27,Kochi,0,0,0
2016.04.28,Kochi,0,0,0
2016.04.29,Kochi,0,0,0
2016.04.30,Kochi,0,0,0
2016.05.01,Kochi,0,0,0
2016.05.02,Kochi,0,0,0
2016.05.03,Kochi,0,0,0
2016.05.04,Kochi,0,0,0
2016.05.05,Kochi,0,0,0
2016.05.06,Kochi,79,0,0
2016.05.07,Kochi,0,0,0
2016.05.08,Kochi,0,0,0
2016.05.09,Kochi,0,0,0
2016.05.10,Kochi,0,0,0
2016.05.11,Kochi,0,0,0
2016.05.12,Kochi,0,0,0
2016.05.13,Kochi,0,0,0
2016.05.14,Kochi,0,0,0
2016.05.15,Kochi,0,24,0
2016.05.16,Kochi,0,24,0
2016.05.17,Kochi,0,24,0
2016.05.18,Kochi,87,24,42.795177
2016.05.19,Kochi,0,24,0
2016.05.20,Kochi,0,24,0
2016.05.21,Kochi,0,24,0
2016.05.22,Kochi,0,0,0
2016.05.23,Kochi,0,0,0
2016.05.24,Kochi,0,0,0
2016.05.25,Kochi,0,0,0
2016.05.26,Kochi,0,0,0
2016.05.27,Kochi,0,0,0
2016.05.28,Kochi,0,0,0
2016.05.29,Kochi,0,47,0
2016.05.30,Kochi,0,47,0
2016.05.31,Kochi,84,47,41.168457
2016.06.01,Kochi,0,47,0
2016.06.02,Kochi,0,47,0
2016.06.03,Kochi,87,47,42.63876
2016.06.04,Kochi,0,47,0
2016.06.05,Kochi,0,0,0
2016.06.06,Kochi,0,0,0
2016.06.07,Kochi,0,0,0
2016.06.08,Kochi,0,0,0
2016.06.09,Kochi,0,0,0
2016.06.10,Kochi,0,0,0
2016.06.11,Kochi,0,0,0
2016.06.12,Kochi,0,0,0
2016.06.13,Kochi,0,0,0
2016.06.14,Kochi,0,0,0
2016.06.15,Kochi,0,0,0
2016.06.16,Kochi,0,0,0
2016.06.17,Kochi,0,0,0
2016.06.18,Kochi,0,0,0
2016.06.19,Kochi,79,23,41.012047
2016.06.20,Kochi,0,23,0
2016.06.21,Kochi,0,23,0
2016.06.22,Kochi,0,23,0
2016.06.23,Kochi,0,23,0
2016.06.24,Kochi,0,23,0
2016.06.25,Kochi,0,23,0
2016.06.26,Kochi,0,0,0
2016.06.27,Kochi,0,0,0
2016.06.28,Kochi,0,0,0
2016.06.29,Kochi,0,0,0
2016.06.30,Kochi,0,0,0
2016.07.01,Kochi,0,0,0
2016.07.02,Kochi,79,0,0
2016.07.03,Kochi,0,0,0
2016.07.04,Kochi,0,0,0
2016.07.05,Kochi,0,0,0
2016.07.06,Kochi,0,0,0
2016.07.07,Kochi,0,0,0
2016.07.08,Kochi,0,0,0
2016.07.09,Kochi,0,0,0
2016.07.10,Kochi,0,0,0
2016.07.11,Kochi,0,0,0
2016.07.12,Kochi,0,0,0
2016.07.13,Kochi,0,0,0
2016.07.14,Kochi,0,0,0
2016.07.15,Kochi,0,0,0
2016.07.16,Kochi,0,0,0
2016.07.17,Kochi,0,0,0
