date,raw_daily,raw_weekly,medications1_harmonized_daily
2018.06.27,0,1,0
2018.06.28,0,1,0
2018.06.29,1,1,2.6363635
2018.06.30,1,1,2.6363635
2018.07.01,0,1,0
2018.07.02,18,1,.89536875
2018.07.03,19,1,.94511151
2018.07.04,27,1,1.3430532
2018.07.05,0,1,0
2018.07.06,25,1,1.2435677
2018.07.07,17,1,.84562612
2018.07.08,18,1,.65006226
2018.07.09,27,1,.97509336
2018.07.10,27,1,.97509336
2018.07.11,26,1,.93897885
2018.07.12,19,1,.68617684
2018.07.13,19,1,.68617684
2018.07.14,10,1,.3611457
2018.07.15,28,1,.91699612
2018.07.16,28,1,.91699612
2018.07.17,19,1,.62224734
2018.07.18,19,1,.62224734
2018.07.19,19,1,.62224734
2018.07.20,19,1,.62224734
2018.07.21,29,1,.94974595
2018.07.22,48,0,0
2018.07.23,0,0,0
2018.07.24,9,0,0
2018.07.25,0,0,0
2018.07.26,9,0,0
2018.07.27,0,0,0
2018.07.28,0,0,0
2018.07.29,9,1,.3541384
2018.07.30,27,1,1.0624152
2018.07.31,27,1,1.0624152
2018.08.01,18,1,.70827681
2018.08.02,34,1,1.3378562
2018.08.03,9,1,.3541384
2018.08.04,10,1,.39348713
2018.08.05,9,1,.29659089
2018.08.06,9,1,.29659089
2018.08.07,35,1,1.1534091
2018.08.08,26,1,.85681814
2018.08.09,17,1,.56022727
2018.08.10,45,1,1.4829545
2018.08.11,19,1,.62613636
2018.08.12,0,1,0
2018.08.13,36,1,1.1645287
2018.08.14,35,1,1.1321807
2018.08.15,9,1,.29113218
2018.08.16,18,1,.58226436
2018.08.17,26,1,.84104848
2018.08.18,39,1,1.2615728
2018.08.19,19,1,1.0018182
2018.08.20,18,1,.9490909
2018.08.21,27,1,1.4236363
2018.08.22,0,1,0
2018.08.23,9,1,.47454545
2018.08.24,27,1,1.4236363
2018.08.25,0,1,0
2018.08.26,38,1,1.0328022
2018.08.27,46,1,1.2502344
2018.08.28,0,1,0
2018.08.29,46,1,1.2502344
2018.08.30,19,1,.51640111
2018.08.31,27,1,.73383319
2018.09.01,18,1,.48922214
2018.09.02,27,1,.88977271
2018.09.03,9,1,.29659089
2018.09.04,32,1,1.0545454
2018.09.05,0,1,0
2018.09.06,18,1,.59318179
2018.09.07,46,1,1.5159091
2018.09.08,28,1,.92272729
2018.09.09,36,2,1.5687451
2018.09.10,27,2,1.1765589
2018.09.11,28,2,1.2201352
2018.09.12,66,2,2.8760328
2018.09.13,0,2,0
2018.09.14,28,2,1.2201352
2018.09.15,57,2,2.4838464
2018.09.16,28,1,.82941777
2018.09.17,18,1,.5331971
2018.09.18,47,1,1.3922369
2018.09.19,28,1,.82941777
2018.09.20,0,1,0
2018.09.21,47,1,1.3922369
2018.09.22,10,1,.2962206
2018.09.23,10,2,.46455747
2018.09.24,46,2,2.1369646
2018.09.25,28,2,1.3007611
2018.09.26,57,2,2.6479778
2018.09.27,29,2,1.3472168
2018.09.28,48,2,2.229876
2018.09.29,9,2,.41810173
2018.09.30,23,2,.66633368
2018.10.01,35,2,1.013986
2018.10.02,54,2,1.5644356
2018.10.03,100,2,2.8971031
2018.10.04,27,2,.7822178
2018.10.05,71,2,2.0569432
2018.10.06,54,2,1.5644356
2018.10.07,45,2,1.6363639
2018.10.08,36,2,1.309091
2018.10.09,61,2,2.2181818
2018.10.10,27,2,.9818182
2018.10.11,27,2,.9818182
2018.10.12,46,2,1.6727273
2018.10.13,48,2,1.7454548
2018.10.14,57,2,1.598646
2018.10.15,64,2,1.794971
2018.10.16,27,2,.75725335
2018.10.17,9,2,.25241777
2018.10.18,36,2,1.0096711
2018.10.19,88,2,2.4680851
2018.10.20,95,2,2.6644101
2018.10.21,29,2,1.2087675
2018.10.22,37,2,1.5422206
2018.10.23,46,2,1.9173553
2018.10.24,37,2,1.5422206
2018.10.25,19,2,.79195112
2018.10.26,47,2,1.9590369
2018.10.27,38,2,1.5839022
2018.10.28,28,2,1.0507927
2018.10.29,27,2,1.0132643
2018.10.30,46,2,1.7263023
2018.10.31,48,2,1.8013589
2018.11.01,57,2,2.1391137
2018.11.02,28,2,1.0507927
2018.11.03,47,2,1.7638305
2018.11.04,9,2,.37073863
2018.11.05,52,2,2.1420453
2018.11.06,63,2,2.5951703
2018.11.07,35,2,1.4417613
2018.11.08,61,2,2.512784
2018.11.09,36,2,1.4829545
2018.11.10,0,2,0
2018.11.11,19,1,.57246751
2018.11.12,35,1,1.0545454
2018.11.13,27,1,.81350642
2018.11.14,9,1,.27116883
2018.11.15,9,1,.27116883
2018.11.16,28,1,.84363639
2018.11.17,48,1,1.4462337
2018.11.18,65,1,1.6800357
2018.11.19,9,1,.23262034
2018.11.20,36,1,.93048137
2018.11.21,18,1,.46524069
2018.11.22,19,1,.49108735
2018.11.23,28,1,.72370774
2018.11.24,29,1,.7495544
2018.11.25,28,1,.66204649
2018.11.26,18,1,.4256013
2018.11.27,37,1,.87484717
2018.11.28,46,1,1.0876477
2018.11.29,56,1,1.324093
2018.11.30,19,1,.44924581
2018.12.01,19,1,.44924581
2018.12.02,27,1,.86807096
2018.12.03,18,1,.57871395
2018.12.04,18,1,.57871395
2018.12.05,9,1,.28935698
2018.12.06,18,1,.57871395
2018.12.07,46,1,1.4789357
2018.12.08,28,1,.90022177
2018.12.09,46,1,1.6612701
2018.12.10,9,1,.32503113
2018.12.11,37,1,1.3362391
2018.12.12,0,1,0
2018.12.13,9,1,.32503113
2018.12.14,26,1,.93897885
2018.12.15,19,1,.68617684
2018.12.16,9,1,.29474872
2018.12.17,40,1,1.3099943
2018.12.18,58,1,1.8994919
2018.12.19,27,1,.88424623
2018.12.20,0,1,0
2018.12.21,18,1,.58949745
2018.12.22,9,1,.29474872
2018.12.23,9,1,.25513196
2018.12.24,9,1,.25513196
2018.12.25,27,1,.76539588
2018.12.26,37,1,1.0488759
2018.12.27,18,1,.51026392
2018.12.28,57,1,1.6158359
2018.12.29,29,1,.82209194
2018.12.30,1,1,1.0545454
2018.12.31,0,1,0
2019.01.01,1,1,1.0545454
2019.01.02,1,1,1.0545454
2019.01.03,0,1,0
2019.01.04,1,1,1.0545454
2019.01.05,1,1,1.0545454
2019.01.06,1,2,1.1717172
2019.01.07,1,2,1.1717172
2019.01.08,2,2,2.3434343
2019.01.09,0,2,0
2019.01.10,2,2,2.3434343
2019.01.11,2,2,2.3434343
2019.01.12,1,2,1.1717172
2019.01.13,3,4,3.1636362
2019.01.14,2,4,2.1090908
2019.01.15,2,4,2.1090908
2019.01.16,3,4,3.1636362
2019.01.17,3,4,3.1636362
2019.01.18,3,4,3.1636362
2019.01.19,4,4,4.2181816
2019.01.20,4,5,4.055944
2019.01.21,4,5,4.055944
2019.01.22,2,5,2.027972
2019.01.23,5,5,5.0699301
2019.01.24,4,5,4.055944
2019.01.25,4,5,4.055944
2019.01.26,3,5,3.0419581
2019.01.27,4,6,3.9545455
2019.01.28,6,6,5.931818
2019.01.29,4,6,3.9545455
2019.01.30,4,6,3.9545455
2019.01.31,5,6,4.943182
2019.02.01,4,6,3.9545455
2019.02.02,5,6,4.943182
2019.02.03,9,13,8.940712
2019.02.04,15,13,14.901187
2019.02.05,13,13,12.914361
2019.02.06,12,13,11.920949
2019.02.07,7,13,6.9538865
2019.02.08,7,13,6.9538865
2019.02.09,6,13,5.9604745
2019.02.10,8,16,8.0346327
2019.02.11,8,16,8.0346327
2019.02.12,11,16,11.047619
2019.02.13,14,16,14.060607
2019.02.14,15,16,15.064935
2019.02.15,12,16,12.051948
2019.02.16,16,16,16.069265
2019.02.17,16,49,15.838385
2019.02.18,19,49,18.808083
2019.02.19,24,49,23.757578
2019.02.20,42,49,41.57576
2019.02.21,55,49,54.44445
2019.02.22,52,49,51.474747
2019.02.23,53,49,52.464649
2019.02.24,47,88,46.999996
2019.02.25,65,88,64.999992
2019.02.26,100,88,100
2019.02.27,73,88,72.999992
2019.02.28,47,88,46.999996
2019.03.01,49,88,48.999996
2019.03.02,83,88,83
2019.03.03,60,100,62.27631
2019.03.04,46,100,47.745171
2019.03.05,79,100,81.997139
2019.03.06,81,100,84.073021
2019.03.07,58,100,60.200432
2019.03.08,88,100,91.338585
2019.03.09,96,100,99.642097
2019.03.10,81,79,81.498024
2019.03.11,68,79,68.418091
2019.03.12,61,79,61.375053
2019.03.13,69,79,69.42424
2019.03.14,58,79,58.356606
2019.03.15,41,79,41.252087
2019.03.16,36,79,36.221344
2019.03.17,23,45,23.727272
2019.03.18,38,45,39.201584
2019.03.19,36,45,37.13834
2019.03.20,27,45,27.853754
2019.03.21,30,45,30.948616
2019.03.22,49,45,50.549408
2019.03.23,27,45,27.853754
2019.03.24,28,30,28.391607
2019.03.25,23,30,23.321678
2019.03.26,25,30,25.349651
2019.03.27,23,30,23.321678
2019.03.28,24,30,24.335665
2019.03.29,16,30,16.223776
2019.03.30,17,30,17.237762
2019.03.31,17,17,17.316114
2019.04.01,9,17,9.1673555
2019.04.02,9,17,9.1673555
2019.04.03,10,17,10.185951
2019.04.04,12,17,12.22314
2019.04.05,13,17,13.241735
2019.04.06,18,17,18.334711
2019.04.07,21,16,21.09091
2019.04.08,13,16,13.056277
2019.04.09,11,16,11.047619
2019.04.10,10,16,10.04329
2019.04.11,13,16,13.056277
2019.04.12,9,16,9.0389614
2019.04.13,7,16,7.0303035
2019.04.14,10,10,10.338681
2019.04.15,6,10,6.2032089
2019.04.16,8,10,8.2709446
2019.04.17,8,10,8.2709446
2019.04.18,6,10,6.2032089
2019.04.19,7,10,7.2370768
2019.04.20,6,10,6.2032089
2019.04.21,6,7,6.1515155
2019.04.22,7,7,7.1767683
2019.04.23,8,7,8.2020206
2019.04.24,5,7,5.1262627
2019.04.25,3,7,3.0757577
2019.04.26,4,7,4.1010103
2019.04.27,3,7,3.0757577
2019.04.28,3,4,3.0129869
2019.04.29,3,4,3.0129869
2019.04.30,4,4,4.0173163
2019.05.01,2,4,2.0086582
2019.05.02,2,4,2.0086582
2019.05.03,4,4,4.0173163
2019.05.04,3,4,3.0129869
2019.05.05,3,4,3.0129869
2019.05.06,2,4,2.0086582
2019.05.07,2,4,2.0086582
2019.05.08,3,4,3.0129869
2019.05.09,5,4,5.0216451
2019.05.10,3,4,3.0129869
2019.05.11,3,4,3.0129869
2019.05.12,4,4,4.4401917
2019.05.13,2,4,2.2200959
2019.05.14,3,4,3.3301437
2019.05.15,2,4,2.2200959
2019.05.16,4,4,4.4401917
2019.05.17,2,4,2.2200959
2019.05.18,2,4,2.2200959
2019.05.19,4,4,4.0173163
2019.05.20,4,4,4.0173163
2019.05.21,3,4,3.0129869
2019.05.22,3,4,3.0129869
2019.05.23,2,4,2.0086582
2019.05.24,4,4,4.0173163
2019.05.25,1,4,1.0043291
2019.05.26,2,2,2.1090908
2019.05.27,2,2,2.1090908
2019.05.28,0,2,0
2019.05.29,2,2,2.1090908
2019.05.30,1,2,1.0545454
2019.05.31,2,2,2.1090908
2019.06.01,1,2,1.0545454
2019.06.02,1,1,.75324672
2019.06.03,1,1,.75324672
2019.06.04,1,1,.75324672
2019.06.05,1,1,.75324672
2019.06.06,1,1,.75324672
2019.06.07,1,1,.75324672
2019.06.08,1,1,.75324672
2019.06.09,1,1,.75324672
2019.06.10,0,1,0
2019.06.11,2,1,1.5064934
2019.06.12,2,1,1.5064934
2019.06.13,1,1,.75324672
2019.06.14,1,1,.75324672
2019.06.15,0,1,0
2019.06.16,0,1,0
2019.06.17,1,1,1.0545454
2019.06.18,1,1,1.0545454
2019.06.19,1,1,1.0545454
2019.06.20,1,1,1.0545454
2019.06.21,0,1,0
2019.06.22,1,1,1.0545454
2019.06.23,0,1,0
2019.06.24,1,1,2.6363635
2019.06.25,0,1,0
2019.06.26,0,1,0
2019.06.27,0,1,0
2019.06.28,1,1,2.6363635
2019.06.29,0,1,0
2019.06.30,0,0,0
2019.07.01,0,0,0
2019.07.02,0,0,0
2019.07.03,0,0,0
2019.07.04,1,0,0
2019.07.05,1,0,0
2019.07.06,0,0,0
2019.07.07,7,1,1.4195805
2019.07.08,1,1,.20279722
2019.07.09,3,1,.60839164
2019.07.10,5,1,1.0139861
2019.07.11,3,1,.60839164
2019.07.12,5,1,1.0139861
2019.07.13,2,1,.40559444
2019.07.14,0,1,0
2019.07.15,2,1,.62032086
2019.07.16,4,1,1.2406417
2019.07.17,5,1,1.5508022
2019.07.18,2,1,.62032086
2019.07.19,2,1,.62032086
2019.07.20,2,1,.62032086
2019.07.21,2,0,0
2019.07.22,0,0,0
2019.07.23,6,0,0
2019.07.24,3,0,0
2019.07.25,0,0,0
2019.07.26,0,0,0
2019.07.27,0,0,0
2019.07.28,0,0,0
2019.07.29,3,0,0
2019.07.30,0,0,0
2019.07.31,2,0,0
2019.08.01,3,0,0
2019.08.02,3,0,0
2019.08.03,2,0,0
2019.08.04,3,0,0
2019.08.05,2,0,0
2019.08.06,2,0,0
2019.08.07,5,0,0
2019.08.08,0,0,0
2019.08.09,2,0,0
2019.08.10,0,0,0
2019.08.11,3,1,.87878793
2019.08.12,3,1,.87878793
2019.08.13,1,1,.29292929
2019.08.14,3,1,.87878793
2019.08.15,4,1,1.1717172
2019.08.16,1,1,.29292929
2019.08.17,3,1,.87878793
2019.08.18,5,5,.82386363
2019.08.19,0,5,0
2019.08.20,2,5,.32954547
2019.08.21,5,5,.82386363
2019.08.22,11,5,1.8125
2019.08.23,100,5,16.477272
2019.08.24,37,5,6.096591
2019.08.25,13,3,2.4775467
2019.08.26,18,3,3.4304495
2019.08.27,11,3,2.0963855
2019.08.28,9,3,1.7152247
2019.08.29,18,3,3.4304495
2019.08.30,6,3,1.143483
2019.08.31,8,3,1.5246441
2019.09.01,6,2,1.0545454
2019.09.02,6,2,1.0545454
2019.09.03,6,2,1.0545454
2019.09.04,17,2,2.9878788
2019.09.05,8,2,1.4060606
2019.09.06,15,2,2.6363637
2019.09.07,2,2,.35151514
2019.09.08,7,2,1.0855615
2019.09.09,20,2,3.1016045
2019.09.10,15,2,2.3262033
2019.09.11,10,2,1.5508022
2019.09.12,5,2,.77540112
2019.09.13,8,2,1.2406417
2019.09.14,3,2,.46524063
2019.09.15,6,2,1.0205278
2019.09.16,6,2,1.0205278
2019.09.17,9,2,1.5307918
2019.09.18,8,2,1.3607038
2019.09.19,14,2,2.3812318
2019.09.20,11,2,1.8709677
2019.09.21,8,2,1.3607038
2019.09.22,9,2,1.6363636
2019.09.23,1,2,.18181819
2019.09.24,12,2,2.1818182
2019.09.25,11,2,2.0000002
2019.09.26,8,2,1.4545455
2019.09.27,9,2,1.6363636
2019.09.28,8,2,1.4545455
2019.09.29,3,1,.35151517
2019.09.30,9,1,1.0545455
2019.10.01,5,1,.58585858
2019.10.02,9,1,1.0545455
2019.10.03,3,1,.35151517
2019.10.04,8,1,.93737376
2019.10.05,8,1,.93737376
2019.10.06,6,2,1.1717172
2019.10.07,9,2,1.7575758
2019.10.08,12,2,2.3434343
2019.10.09,9,2,1.7575758
2019.10.10,12,2,2.3434343
2019.10.11,1,2,.19528618
2019.10.12,5,2,.97643095
2019.10.13,3,1,.37662336
2019.10.14,4,1,.50216454
2019.10.15,4,1,.50216454
2019.10.16,9,1,1.1298702
2019.10.17,8,1,1.0043291
2019.10.18,8,1,1.0043291
2019.10.19,6,1,.75324672
2019.10.20,6,2,1.1504132
2019.10.21,6,2,1.1504132
2019.10.22,10,2,1.9173553
2019.10.23,14,2,2.6842976
2019.10.24,3,2,.57520658
2019.10.25,8,2,1.5338843
2019.10.26,8,2,1.5338843
2019.10.27,9,2,1.8981818
2019.10.28,6,2,1.2654546
2019.10.29,3,2,.63272732
2019.10.30,8,2,1.6872728
2019.10.31,8,2,1.6872728
2019.11.01,5,2,1.0545454
2019.11.02,11,2,2.3199999
2019.11.03,8,3,1.5622895
2019.11.04,12,3,2.3434343
2019.11.05,12,3,2.3434343
2019.11.06,17,3,3.3198652
2019.11.07,12,3,2.3434343
2019.11.08,3,3,.58585858
2019.11.09,17,3,3.3198652
2019.11.10,3,1,.42751843
2019.11.11,7,1,.99754304
2019.11.12,4,1,.57002461
2019.11.13,3,1,.42751843
2019.11.14,6,1,.85503685
2019.11.15,8,1,1.1400492
2019.11.16,6,1,.85503685
2019.11.17,5,1,.61310786
2019.11.18,9,1,1.1035941
2019.11.19,11,1,1.3488373
2019.11.20,3,1,.3678647
2019.11.21,3,1,.3678647
2019.11.22,6,1,.7357294
2019.11.23,6,1,.7357294
2019.11.24,10,1,1.3181819
2019.11.25,3,1,.39545453
2019.11.26,4,1,.5272727
2019.11.27,9,1,1.1863636
2019.11.28,1,1,.13181818
2019.11.29,8,1,1.0545454
2019.11.30,5,1,.65909094
2019.12.01,28,3,5.0330582
2019.12.02,6,3,1.0785124
2019.12.03,14,3,2.5165291
2019.12.04,14,3,2.5165291
2019.12.05,11,3,1.9772727
2019.12.06,12,3,2.1570249
2019.12.07,3,3,.53925622
2019.12.08,8,1,.89748549
2019.12.09,10,1,1.1218568
2019.12.10,6,1,.67311412
2019.12.11,6,1,.67311412
2019.12.12,3,1,.33655706
2019.12.13,11,1,1.2340425
2019.12.14,3,1,.33655706
2019.12.15,8,2,1.4800637
2019.12.16,9,2,1.6650717
2019.12.17,6,2,1.1100477
2019.12.18,13,2,2.4051034
2019.12.19,9,2,1.6650717
2019.12.20,6,2,1.1100477
2019.12.21,6,2,1.1100477
2019.12.22,0,1,0
2019.12.23,3,1,.3858093
2019.12.24,3,1,.3858093
2019.12.25,10,1,1.2860311
2019.12.26,10,1,1.2860311
2019.12.27,7,1,.90022177
2019.12.28,8,1,1.0288248
2019.12.29,6,1,.83253592
2019.12.30,3,1,.41626796
2019.12.31,4,1,.55502397
2020.01.01,9,1,1.2488039
2020.01.02,6,1,.83253592
2020.01.03,4,1,.55502397
2020.01.04,6,1,.83253592
