date,raw_daily,raw_weekly,mask_harmonized_daily
2019.01.07,61,74,60.919872
2019.01.08,65,74,64.914619
2019.01.09,67,74,66.911987
2019.01.10,81,74,80.8936
2019.01.11,74,74,73.902794
2019.01.12,68,74,67.910675
2019.01.13,64,79,58.451397
2019.01.14,76,79,69.411034
2019.01.15,76,79,69.411034
2019.01.16,79,79,72.15094
2019.01.17,84,79,76.717461
2019.01.18,92,79,84.02388
2019.01.19,80,79,73.064247
2019.01.20,81,100,81
2019.01.21,96,100,96
2019.01.22,95,100,95
2019.01.23,100,100,100
2019.01.24,94,100,94
2019.01.25,88,100,88
2019.01.26,83,100,83
2019.01.27,77,83,71.926971
2019.01.28,90,83,84.070496
2019.01.29,85,83,79.39991
2019.01.30,84,83,78.465797
2019.01.31,77,83,71.926971
2019.02.01,76,83,70.992859
2019.02.02,77,83,71.926971
2019.02.03,72,74,67.20665
2019.02.04,76,74,70.940353
2019.02.05,76,74,70.940353
2019.02.06,86,74,80.274612
2019.02.07,70,74,65.339798
2019.02.08,66,74,61.606094
2019.02.09,59,74,55.072117
2019.02.10,61,70,58.620468
2019.02.11,64,70,61.503445
2019.02.12,76,70,73.035339
2019.02.13,65,70,62.464439
2019.02.14,67,70,64.386421
2019.02.15,69,70,66.308403
2019.02.16,62,70,59.581463
2019.02.17,72,75,69.350807
2019.02.18,68,75,65.497986
2019.02.19,68,75,65.497986
2019.02.20,74,75,71.277214
2019.02.21,74,75,71.277214
2019.02.22,70,75,67.424393
2019.02.23,70,75,67.424393
2019.02.24,74,78,69.767822
2019.02.25,75,78,70.710625
2019.02.26,85,78,80.13871
2019.02.27,76,78,71.653435
2019.02.28,68,78,64.11097
2019.03.01,87,78,82.02433
2019.03.02,62,78,58.454121
2019.03.03,68,78,67.438087
2019.03.04,64,78,63.471138
2019.03.05,73,78,72.396759
2019.03.06,75,78,74.380234
2019.03.07,69,78,68.429825
2019.03.08,76,78,75.371971
2019.03.09,76,78,75.371971
2019.03.10,74,66,66.053246
2019.03.11,69,66,61.590195
2019.03.12,68,66,60.697578
2019.03.13,67,66,59.80497
2019.03.14,69,66,61.590195
2019.03.15,64,66,57.127132
2019.03.16,60,66,53.556686
2019.03.17,60,62,58.509628
2019.03.18,58,62,56.559307
2019.03.19,62,62,60.459949
2019.03.20,64,62,62.410271
2019.03.21,55,62,53.633827
2019.03.22,52,62,50.708344
2019.03.23,54,62,52.658669
2019.03.24,58,59,54.907154
2019.03.25,58,59,54.907154
2019.03.26,56,59,53.013802
2019.03.27,57,59,53.960476
2019.03.28,60,59,56.800503
2019.03.29,59,59,55.853828
2019.03.30,49,59,46.387077
2019.03.31,55,56,53.459396
2019.04.01,51,56,49.571442
2019.04.02,50,56,48.599453
2019.04.03,57,56,55.403374
2019.04.04,50,56,48.599453
2019.04.05,54,56,52.487411
2019.04.06,50,56,48.599453
2019.04.07,51,52,47.992157
2019.04.08,50,52,47.051132
2019.04.09,53,52,49.874203
2019.04.10,50,52,47.051132
2019.04.11,50,52,47.051132
2019.04.12,51,52,47.992157
2019.04.13,47,52,44.228065
2019.04.14,53,56,53.40723
2019.04.15,52,56,52.399548
2019.04.16,51,56,51.391861
2019.04.17,51,56,51.391861
2019.04.18,50,56,50.384182
2019.04.19,47,56,47.361126
2019.04.20,50,56,50.384182
2019.04.21,51,47,46.269363
2019.04.22,51,47,46.269363
2019.04.23,44,47,39.918667
2019.04.24,46,47,41.73315
2019.04.25,48,47,43.547634
2019.04.26,46,47,41.73315
2019.04.27,44,47,39.918667
2019.04.28,45,47,44.759304
2019.04.29,43,47,42.769997
2019.04.30,41,47,40.780701
2019.05.01,39,47,38.791393
2019.05.02,39,47,38.791393
2019.05.03,49,47,48.737907
2019.05.04,45,47,44.759304
2019.05.05,46,50,44.941715
2019.05.06,50,50,48.849689
2019.05.07,45,50,43.964722
2019.05.08,44,50,42.987728
2019.05.09,49,50,47.872696
2019.05.10,48,50,46.895702
2019.05.11,44,50,42.987728
2019.05.12,50,52,50.340424
2019.05.13,49,52,49.333614
2019.05.14,47,52,47.32
2019.05.15,42,52,42.285957
2019.05.16,54,52,54.367657
2019.05.17,45,52,45.306381
2019.05.18,42,52,42.285957
2019.05.19,45,51,45.542519
2019.05.20,45,51,45.542519
2019.05.21,45,51,45.542519
2019.05.22,45,51,45.542519
2019.05.23,47,51,47.566631
2019.05.24,47,51,47.566631
2019.05.25,47,51,47.566631
2019.05.26,46,52,48.218479
2019.05.27,47,52,49.266708
2019.05.28,43,52,45.073795
2019.05.29,46,52,48.218479
2019.05.30,45,52,47.17025
2019.05.31,44,52,46.122025
2019.06.01,45,52,47.17025
2019.06.02,42,47,41.499603
2019.06.03,45,47,44.463863
2019.06.04,42,47,41.499603
2019.06.05,45,47,44.463863
2019.06.06,42,47,41.499603
2019.06.07,47,47,46.440033
2019.06.08,40,47,39.523434
2019.06.09,43,46,42.711388
2019.06.10,44,46,43.704678
2019.06.11,45,46,44.697964
2019.06.12,35,46,34.765087
2019.06.13,44,46,43.704678
2019.06.14,45,46,44.697964
2019.06.15,39,46,38.738235
2019.06.16,43,47,42.48769
2019.06.17,42,47,41.499603
2019.06.18,44,47,43.475777
2019.06.19,45,47,44.463863
2019.06.20,43,47,42.48769
2019.06.21,41,47,40.51152
2019.06.22,45,47,44.463863
2019.06.23,43,46,41.859997
2019.06.24,44,46,42.833488
2019.06.25,43,46,41.859997
2019.06.26,46,46,44.780464
2019.06.27,42,46,40.886509
2019.06.28,44,46,42.833488
2019.06.29,39,46,37.966045
2019.06.30,38,49,39.405113
2019.07.01,40,49,41.479069
2019.07.02,41,49,42.516045
2019.07.03,44,49,45.626976
2019.07.04,50,49,51.848835
2019.07.05,45,49,46.663952
2019.07.06,43,49,44.589996
2019.07.07,49,46,42.105511
2019.07.08,50,46,42.964809
2019.07.09,49,46,42.105511
2019.07.10,52,46,44.683399
2019.07.11,48,46,41.246216
2019.07.12,52,46,44.683399
2019.07.13,41,46,35.23114
2019.07.14,44,45,38.453045
2019.07.15,42,45,36.705181
2019.07.16,53,45,46.318439
2019.07.17,51,45,44.570576
2019.07.18,46,45,40.200912
2019.07.19,51,45,44.570576
2019.07.20,41,45,35.831249
2019.07.21,46,42,39.827961
2019.07.22,45,42,38.962132
2019.07.23,46,42,39.827961
2019.07.24,47,42,40.693783
2019.07.25,42,42,36.364658
2019.07.26,42,42,36.364658
2019.07.27,41,42,35.498833
2019.07.28,49,42,41.354763
2019.07.29,47,42,39.666813
2019.07.30,46,42,38.822838
2019.07.31,49,42,41.354763
2019.08.01,46,42,38.822838
2019.08.02,43,42,36.290913
2019.08.03,37,42,31.227064
2019.08.04,40,40,34.43243
2019.08.05,45,40,38.736488
2019.08.06,42,40,36.154057
2019.08.07,43,40,37.014866
2019.08.08,44,40,37.875675
2019.08.09,42,40,36.154057
2019.08.10,40,40,34.43243
2019.08.11,47,37,39.142864
2019.08.12,40,37,33.313076
2019.08.13,42,37,34.978729
2019.08.14,37,37,30.814596
2019.08.15,35,37,29.148939
2019.08.16,38,37,31.647419
2019.08.17,44,37,36.644382
2019.08.18,46,43,39.374561
2019.08.19,45,43,38.518589
2019.08.20,46,43,39.374561
2019.08.21,49,43,41.942463
2019.08.22,47,43,40.23053
2019.08.23,47,43,40.23053
2019.08.24,40,43,34.23875
2019.08.25,48,49,41.387402
2019.08.26,52,49,44.836353
2019.08.27,51,49,43.974113
2019.08.28,53,49,45.698589
2019.08.29,55,49,47.423065
2019.08.30,51,49,43.974113
2019.08.31,52,49,44.836353
2019.09.01,44,44,37.257767
2019.09.02,46,44,38.951298
2019.09.03,51,44,43.185135
2019.09.04,49,44,41.491604
2019.09.05,50,44,42.338367
2019.09.06,41,44,34.717461
2019.09.07,50,44,42.338367
2019.09.08,47,46,40.505703
2019.09.09,51,46,43.952999
2019.09.10,50,46,43.091175
2019.09.11,48,46,41.367527
2019.09.12,49,46,42.229351
2019.09.13,53,46,45.676643
2019.09.14,42,46,36.196587
2019.09.15,45,46,39.127296
2019.09.16,49,46,42.605282
2019.09.17,45,46,39.127296
2019.09.18,49,46,42.605282
2019.09.19,51,46,44.344273
2019.09.20,48,46,41.735786
2019.09.21,50,46,43.474777
2019.09.22,47,47,39.637547
2019.09.23,50,47,42.167603
2019.09.24,49,47,41.324249
2019.09.25,51,47,43.010956
2019.09.26,55,47,46.384365
2019.09.27,48,47,40.480896
2019.09.28,55,47,46.384365
2019.09.29,51,48,42.84
2019.09.30,51,48,42.84
2019.10.01,52,48,43.68
2019.10.02,52,48,43.68
2019.10.03,53,48,44.519997
2019.10.04,53,48,44.519997
2019.10.05,52,48,43.68
2019.10.06,66,46,53.720329
2019.10.07,53,46,43.139053
2019.10.08,54,46,43.953003
2019.10.09,54,46,43.953003
2019.10.10,52,46,42.325111
2019.10.11,42,46,34.185665
2019.10.12,39,46,31.743834
2019.10.13,48,51,39.578072
2019.10.14,56,51,46.174416
2019.10.15,64,51,52.77076
2019.10.16,58,51,47.823502
2019.10.17,59,51,48.648045
2019.10.18,57,51,46.998959
2019.10.19,52,51,42.876244
2019.10.20,58,58,49.834141
2019.10.21,60,58,51.552559
2019.10.22,66,58,56.707813
2019.10.23,64,58,54.989395
2019.10.24,65,58,55.848606
2019.10.25,54,58,46.397305
2019.10.26,63,58,54.130184
2019.10.27,65,69,64.201004
2019.10.28,62,69,61.237885
2019.10.29,72,69,71.11496
2019.10.30,62,69,61.237885
2019.10.31,71,69,70.127251
2019.11.01,55,69,54.323925
2019.11.02,58,69,57.287048
2019.11.03,61,63,50.370182
2019.11.04,74,63,61.104813
2019.11.05,71,63,58.62759
2019.11.06,73,63,60.279068
2019.11.07,73,63,60.279068
2019.11.08,66,63,54.498886
2019.11.09,68,63,56.150368
2019.11.10,68,66,58.225166
2019.11.11,71,66,60.793922
2019.11.12,78,66,66.787697
2019.11.13,72,66,61.650181
2019.11.14,74,66,63.362686
2019.11.15,64,66,54.800156
2019.11.16,64,66,54.800156
2019.11.17,74,62,55.880608
2019.11.18,69,62,52.104893
2019.11.19,81,62,61.166611
2019.11.20,77,62,58.146038
2019.11.21,81,62,61.166611
2019.11.22,70,62,52.860035
2019.11.23,71,62,53.615181
2019.11.24,76,67,63.850475
2019.11.25,74,67,62.170197
2019.11.26,75,67,63.010334
2019.11.27,73,67,61.330063
2019.11.28,75,67,63.010334
2019.11.29,68,67,57.129372
2019.11.30,67,67,56.28923
2019.12.01,70,68,55.737499
2019.12.02,80,68,63.699997
2019.12.03,85,68,67.681244
2019.12.04,70,68,55.737499
2019.12.05,80,68,63.699997
2019.12.06,82,68,65.292496
2019.12.07,77,68,61.311249
2019.12.08,100,81,86.138565
2019.12.09,88,81,75.801941
2019.12.10,86,81,74.079163
2019.12.11,87,81,74.940552
2019.12.12,79,81,68.049461
2019.12.13,80,81,68.910851
2019.12.14,79,81,68.049461
2019.12.15,94,79,76.296165
2019.12.16,94,79,76.296165
2019.12.17,90,79,73.049522
2019.12.18,89,79,72.237854
2019.12.19,87,79,70.614532
2019.12.20,86,79,69.802872
2019.12.21,80,79,64.932907
2019.12.22,76,67,58.44331
2019.12.23,74,67,56.905331
2019.12.24,71,67,54.598354
2019.12.25,93,67,71.516159
2019.12.26,87,67,66.902214
2019.12.27,80,67,61.519272
2019.12.28,74,67,56.905331
2019.12.29,69,64,55.924297
2019.12.30,77,64,62.408272
2019.12.31,78,64,63.218769
2020.01.01,66,64,53.492802
2020.01.02,66,64,53.492802
2020.01.03,66,64,53.492802
2020.01.04,81,64,65.650261
