date,raw_daily,raw_weekly,airpurifier_harmonized_daily
2019.06.09,29,35,27.1772
2019.06.10,24,35,22.491476
2019.06.11,19,35,17.805752
2019.06.12,21,35,19.680042
2019.06.13,21,35,19.680042
2019.06.14,21,35,19.680042
2019.06.15,25,35,23.428621
2019.06.16,26,36,23.449759
2019.06.17,21,36,18.940191
2019.06.18,28,36,25.253586
2019.06.19,29,36,26.155502
2019.06.20,19,36,17.136362
2019.06.21,19,36,17.136362
2019.06.22,29,36,26.155502
2019.06.23,27,43,24.501623
2019.06.24,26,43,23.594154
2019.06.25,26,43,23.594154
2019.06.26,31,43,28.131493
2019.06.27,35,43,31.761362
2019.06.28,27,43,24.501623
2019.06.29,31,43,28.131493
2019.06.30,34,42,32.368687
2019.07.01,35,42,33.320705
2019.07.02,26,42,24.752525
2019.07.03,21,42,19.992424
2019.07.04,27,42,25.704544
2019.07.05,22,42,20.944443
2019.07.06,24,42,22.848486
2019.07.07,37,36,26.917023
2019.07.08,28,36,20.36964
2019.07.09,30,36,21.824614
2019.07.10,27,36,19.642151
2019.07.11,26,36,18.914663
2019.07.12,29,36,21.097126
2019.07.13,35,36,25.462048
2019.07.14,39,40,29.441328
2019.07.15,40,40,30.196236
2019.07.16,40,40,30.196236
2019.07.17,23,40,17.362835
2019.07.18,28,40,21.137363
2019.07.19,22,40,16.607929
2019.07.20,35,40,26.421705
2019.07.21,30,36,22.137884
2019.07.22,23,36,16.972378
2019.07.23,32,36,23.613745
2019.07.24,28,36,20.662025
2019.07.25,32,36,23.613745
2019.07.26,33,36,24.351673
2019.07.27,31,36,22.875814
2019.07.28,36,33,25.195543
2019.07.29,31,33,21.696161
2019.07.30,30,33,20.996286
2019.07.31,32,33,22.396038
2019.08.01,24,33,16.797029
2019.08.02,23,33,16.097153
2019.08.03,26,33,18.196781
2019.08.04,22,27,16.106012
2019.08.05,24,27,17.570194
2019.08.06,25,27,18.302286
2019.08.07,16,27,11.713463
2019.08.08,25,27,18.302286
2019.08.09,25,27,18.302286
2019.08.10,21,27,15.37392
2019.08.11,23,31,16.969759
2019.08.12,25,31,18.445391
2019.08.13,23,31,16.969759
2019.08.14,24,31,17.707575
2019.08.15,26,31,19.183207
2019.08.16,30,31,22.13447
2019.08.17,29,31,21.396654
2019.08.18,25,28,17.744755
2019.08.19,20,28,14.195804
2019.08.20,22,28,15.615384
2019.08.21,29,28,20.583916
2019.08.22,20,28,14.195804
2019.08.23,26,28,18.454544
2019.08.24,27,28,19.164335
2019.08.25,24,30,17.328905
2019.08.26,30,30,21.661133
2019.08.27,20,30,14.440755
2019.08.28,25,30,18.050943
2019.08.29,24,30,17.328905
2019.08.30,27,30,19.495018
2019.08.31,28,30,20.217056
2019.09.01,33,34,23.333736
2019.09.02,21,34,14.848742
2019.09.03,24,34,16.969992
2019.09.04,29,34,20.505405
2019.09.05,23,34,16.262909
2019.09.06,38,34,26.869152
2019.09.07,38,34,26.869152
2019.09.08,31,33,22.590849
2019.09.09,23,33,16.760952
2019.09.10,29,33,21.133373
2019.09.11,25,33,18.218428
2019.09.12,28,33,20.404638
2019.09.13,29,33,21.133373
2019.09.14,29,33,21.133373
2019.09.15,37,42,26.523813
2019.09.16,40,42,28.674391
2019.09.17,38,42,27.240673
2019.09.18,26,42,18.638353
2019.09.19,33,42,23.656372
2019.09.20,28,42,20.072075
2019.09.21,49,42,35.126129
2019.09.22,43,46,29.423374
2019.09.23,49,46,33.528961
2019.09.24,33,46,22.58073
2019.09.25,35,46,23.949259
2019.09.26,36,46,24.633522
2019.09.27,40,46,27.370579
2019.09.28,52,46,35.581753
2019.09.29,45,39,31.458492
2019.09.30,38,39,26.564949
2019.10.01,29,39,20.273251
2019.10.02,31,39,21.671408
2019.10.03,32,39,22.370483
2019.10.04,30,39,20.972328
2019.10.05,34,39,23.768639
2019.10.06,43,34,30.257685
2019.10.07,34,34,23.924681
2019.10.08,27,34,18.99901
2019.10.09,28,34,19.702679
2019.10.10,27,34,18.99901
2019.10.11,22,34,15.480675
2019.10.12,26,34,18.295345
2019.10.13,30,43,21.503803
2019.10.14,40,43,28.671738
2019.10.15,31,43,22.220594
2019.10.16,44,43,31.538908
2019.10.17,28,43,20.070215
2019.10.18,49,43,35.122875
2019.10.19,35,43,25.087769
2019.10.20,44,45,31.416664
2019.10.21,38,45,27.132574
2019.10.22,39,45,27.84659
2019.10.23,41,45,29.274618
2019.10.24,38,45,27.132574
2019.10.25,32,45,22.848482
2019.10.26,38,45,27.132574
2019.10.27,44,49,30.283606
2019.10.28,43,49,29.595341
2019.10.29,39,49,26.842287
2019.10.30,43,49,29.595341
2019.10.31,44,49,30.283606
2019.11.01,39,49,26.842287
2019.11.02,53,49,36.477978
2019.11.03,54,71,38.376644
2019.11.04,72,71,51.168858
2019.11.05,58,71,41.219357
2019.11.06,66,71,46.904789
2019.11.07,58,71,41.219357
2019.11.08,55,71,39.087322
2019.11.09,65,71,46.194111
2019.11.10,69,71,49.616455
2019.11.11,63,71,45.301983
2019.11.12,56,71,40.268429
2019.11.13,55,71,39.549347
2019.11.14,57,71,40.987507
2019.11.15,62,71,44.582901
2019.11.16,61,71,43.863823
2019.11.17,78,77,53.161663
2019.11.18,55,77,37.48579
2019.11.19,52,77,35.441109
2019.11.20,67,77,45.664509
2019.11.21,77,77,52.480106
2019.11.22,77,77,52.480106
2019.11.23,78,77,53.161663
2019.11.24,80,75,58.286949
2019.11.25,56,75,40.800861
2019.11.26,58,75,42.258034
2019.11.27,48,75,34.972168
2019.11.28,55,75,40.072277
2019.11.29,67,75,48.815319
2019.11.30,77,75,56.101185
2019.12.01,91,90,66.45208
2019.12.02,71,90,51.847233
2019.12.03,69,90,50.386749
2019.12.04,63,90,46.005287
2019.12.05,70,90,51.116985
2019.12.06,70,90,51.116985
2019.12.07,94,90,68.642815
2019.12.08,100,88,69.55719
2019.12.09,86,88,59.819187
2019.12.10,72,88,50.081181
2019.12.11,72,88,50.081181
2019.12.12,57,88,39.647598
2019.12.13,70,88,48.690037
2019.12.14,85,88,59.123611
2019.12.15,98,75,67.570953
2019.12.16,74,75,51.022972
2019.12.17,58,75,39.990974
2019.12.18,48,75,33.095982
2019.12.19,57,75,39.301476
2019.12.20,59,75,40.680473
2019.12.21,72,75,49.64397
2019.12.22,63,61,45.480003
2019.12.23,53,61,38.260956
2019.12.24,53,61,38.260956
2019.12.25,43,61,31.041908
2019.12.26,39,61,28.154285
2019.12.27,53,61,38.260956
2019.12.28,58,61,41.87048
2019.12.29,69,75,48.406479
2019.12.30,55,75,38.584877
2019.12.31,51,75,35.778706
2020.01.01,66,75,46.301853
2020.01.02,66,75,46.301853
2020.01.03,70,75,49.108025
2020.01.04,81,75,56.825001
