date,raw_daily,calc_weekly,raw_weekly,weight,weighted_daily,normalized_weighted_daily
2019-07-02,1,1.0,2.0,2.0,2.0,1.1600000000000001
2019-07-03,1,1.0,2.0,2.0,2.0,1.1600000000000001
2019-07-04,1,1.0,2.0,2.0,2.0,1.1600000000000001
2019-07-05,1,1.0,2.0,2.0,2.0,1.1600000000000001
2019-07-06,1,1.0,2.0,2.0,2.0,1.1600000000000001
2019-07-07,36,32.0,2.0,0.0625,2.25,1.3050000000000002
2019-07-08,40,32.0,2.0,0.0625,2.5,1.4500000000000002
2019-07-09,31,32.0,2.0,0.0625,1.9375,1.12375
2019-07-10,36,32.0,2.0,0.0625,2.25,1.3050000000000002
2019-07-11,31,32.0,2.0,0.0625,1.9375,1.12375
2019-07-12,27,32.0,2.0,0.0625,1.6875,0.9787500000000001
2019-07-13,23,32.0,2.0,0.0625,1.4375,0.8337500000000001
2019-07-14,25,26.714285714285715,2.0,0.0748663101604278,1.8716577540106951,1.0855614973262033
2019-07-15,24,26.714285714285715,2.0,0.0748663101604278,1.7967914438502672,1.0421390374331552
2019-07-16,34,26.714285714285715,2.0,0.0748663101604278,2.5454545454545454,1.4763636363636365
2019-07-17,32,26.714285714285715,2.0,0.0748663101604278,2.3957219251336896,1.3895187165775402
2019-07-18,23,26.714285714285715,2.0,0.0748663101604278,1.7219251336898393,0.9987165775401069
2019-07-19,33,26.714285714285715,2.0,0.0748663101604278,2.4705882352941173,1.4329411764705882
2019-07-20,16,26.714285714285715,2.0,0.0748663101604278,1.1978609625668448,0.6947593582887701
2019-07-21,27,25.857142857142858,2.0,0.07734806629834254,2.0883977900552484,1.2112707182320441
2019-07-22,20,25.857142857142858,2.0,0.07734806629834254,1.5469613259668509,0.8972375690607736
2019-07-23,25,25.857142857142858,2.0,0.07734806629834254,1.9337016574585635,1.121546961325967
2019-07-24,38,25.857142857142858,2.0,0.07734806629834254,2.9392265193370166,1.7047513812154698
2019-07-25,23,25.857142857142858,2.0,0.07734806629834254,1.7790055248618784,1.0318232044198896
2019-07-26,25,25.857142857142858,2.0,0.07734806629834254,1.9337016574585635,1.121546961325967
2019-07-27,23,25.857142857142858,2.0,0.07734806629834254,1.7790055248618784,1.0318232044198896
2019-07-28,24,28.857142857142858,2.0,0.0693069306930693,1.663366336633663,0.9647524752475246
2019-07-29,33,28.857142857142858,2.0,0.0693069306930693,2.287128712871287,1.3265346534653466
2019-07-30,17,28.857142857142858,2.0,0.0693069306930693,1.1782178217821782,0.6833663366336634
2019-07-31,34,28.857142857142858,2.0,0.0693069306930693,2.3564356435643563,1.3667326732673268
2019-08-01,19,28.857142857142858,2.0,0.0693069306930693,1.3168316831683167,0.7637623762376238
2019-08-02,46,28.857142857142858,2.0,0.0693069306930693,3.188118811881188,1.8491089108910892
2019-08-03,29,28.857142857142858,2.0,0.0693069306930693,2.0099009900990095,1.1657425742574257
2019-08-04,38,27.714285714285715,2.0,0.07216494845360824,2.742268041237113,1.5905154639175256
2019-08-05,18,27.714285714285715,2.0,0.07216494845360824,1.2989690721649483,0.7534020618556702
2019-08-06,14,27.714285714285715,2.0,0.07216494845360824,1.0103092783505154,0.585979381443299
2019-08-07,29,27.714285714285715,2.0,0.07216494845360824,2.092783505154639,1.2138144329896907
2019-08-08,27,27.714285714285715,2.0,0.07216494845360824,1.9484536082474224,1.1301030927835052
2019-08-09,30,27.714285714285715,2.0,0.07216494845360824,2.1649484536082473,1.2556701030927835
2019-08-10,38,27.714285714285715,2.0,0.07216494845360824,2.742268041237113,1.5905154639175256
2019-08-11,26,27.0,2.0,0.07407407407407407,1.9259259259259258,1.117037037037037
2019-08-12,21,27.0,2.0,0.07407407407407407,1.5555555555555554,0.9022222222222221
2019-08-13,35,27.0,2.0,0.07407407407407407,2.5925925925925926,1.5037037037037038
2019-08-14,31,27.0,2.0,0.07407407407407407,2.2962962962962963,1.3318518518518518
2019-08-15,23,27.0,2.0,0.07407407407407407,1.7037037037037037,0.9881481481481482
2019-08-16,27,27.0,2.0,0.07407407407407407,2.0,1.1600000000000001
2019-08-17,26,27.0,2.0,0.07407407407407407,1.9259259259259258,1.117037037037037
2019-08-18,19,43.714285714285715,2.0,0.0457516339869281,0.8692810457516339,0.5041830065359477
2019-08-19,41,43.714285714285715,2.0,0.0457516339869281,1.875816993464052,1.0879738562091503
2019-08-20,25,43.714285714285715,2.0,0.0457516339869281,1.1437908496732025,0.6633986928104576
2019-08-21,25,43.714285714285715,2.0,0.0457516339869281,1.1437908496732025,0.6633986928104576
2019-08-22,34,43.714285714285715,2.0,0.0457516339869281,1.5555555555555554,0.9022222222222221
2019-08-23,96,43.714285714285715,2.0,0.0457516339869281,4.3921568627450975,2.547450980392157
2019-08-24,66,43.714285714285715,2.0,0.0457516339869281,3.019607843137255,1.751372549019608
2019-08-25,46,51.857142857142854,3.0,0.05785123966942149,2.6611570247933884,1.5434710743801654
2019-08-26,65,51.857142857142854,3.0,0.05785123966942149,3.760330578512397,2.1809917355371904
2019-08-27,66,51.857142857142854,3.0,0.05785123966942149,3.8181818181818183,2.214545454545455
2019-08-28,41,51.857142857142854,3.0,0.05785123966942149,2.371900826446281,1.375702479338843
2019-08-29,64,51.857142857142854,3.0,0.05785123966942149,3.7024793388429753,2.147438016528926
2019-08-30,44,51.857142857142854,3.0,0.05785123966942149,2.5454545454545454,1.4763636363636365
2019-08-31,37,51.857142857142854,3.0,0.05785123966942149,2.1404958677685952,1.2414876033057853
2019-09-01,53,55.42857142857143,3.0,0.05412371134020618,2.8685567010309274,1.663762886597938
2019-09-02,65,55.42857142857143,3.0,0.05412371134020618,3.5180412371134016,2.040463917525773
2019-09-03,57,55.42857142857143,3.0,0.05412371134020618,3.0850515463917523,1.7893298969072164
2019-09-04,66,55.42857142857143,3.0,0.05412371134020618,3.572164948453608,2.0718556701030932
2019-09-05,59,55.42857142857143,3.0,0.05412371134020618,3.1932989690721647,1.8521134020618557
2019-09-06,39,55.42857142857143,3.0,0.05412371134020618,2.110824742268041,1.224278350515464
2019-09-07,49,55.42857142857143,3.0,0.05412371134020618,2.652061855670103,1.5381958762886598
2019-09-08,36,54.0,4.0,0.07407407407407407,2.6666666666666665,1.5466666666666666
2019-09-09,55,54.0,4.0,0.07407407407407407,4.0740740740740735,2.3629629629629627
2019-09-10,61,54.0,4.0,0.07407407407407407,4.518518518518518,2.620740740740741
2019-09-11,50,54.0,4.0,0.07407407407407407,3.7037037037037033,2.148148148148148
2019-09-12,57,54.0,4.0,0.07407407407407407,4.222222222222222,2.4488888888888893
2019-09-13,52,54.0,4.0,0.07407407407407407,3.8518518518518516,2.234074074074074
2019-09-14,67,54.0,4.0,0.07407407407407407,4.962962962962963,2.878518518518519
2019-09-15,60,73.57142857142857,4.0,0.05436893203883495,3.262135922330097,1.8920388349514563
2019-09-16,67,73.57142857142857,4.0,0.05436893203883495,3.6427184466019416,2.1127766990291263
2019-09-17,87,73.57142857142857,4.0,0.05436893203883495,4.730097087378641,2.743456310679612
2019-09-18,71,73.57142857142857,4.0,0.05436893203883495,3.8601941747572814,2.2389126213592236
2019-09-19,100,73.57142857142857,4.0,0.05436893203883495,5.436893203883495,3.1533980582524275
2019-09-20,75,73.57142857142857,4.0,0.05436893203883495,4.077669902912621,2.365048543689321
2019-09-21,55,73.57142857142857,4.0,0.05436893203883495,2.9902912621359223,1.734368932038835
2019-09-22,66,73.42857142857143,4.0,0.054474708171206226,3.595330739299611,2.0852918287937743
2019-09-23,75,73.42857142857143,4.0,0.054474708171206226,4.085603112840467,2.369649805447471
2019-09-24,68,73.42857142857143,4.0,0.054474708171206226,3.7042801556420235,2.148482490272374
2019-09-25,79,73.42857142857143,4.0,0.054474708171206226,4.303501945525292,2.4960311284046695
2019-09-26,89,73.42857142857143,4.0,0.054474708171206226,4.848249027237354,2.8119844357976653
2019-09-27,61,73.42857142857143,4.0,0.054474708171206226,3.32295719844358,1.9273151750972766
2019-09-28,76,73.42857142857143,4.0,0.054474708171206226,4.1400778210116735,2.401245136186771
2019-09-29,45,57.857142857142854,4.0,0.06913580246913581,3.1111111111111116,1.804444444444445
2019-09-30,61,57.857142857142854,4.0,0.06913580246913581,4.217283950617285,2.4460246913580255
2019-10-01,76,57.857142857142854,4.0,0.06913580246913581,5.254320987654322,3.047506172839507
2019-10-02,49,57.857142857142854,4.0,0.06913580246913581,3.3876543209876546,1.9648395061728399
2019-10-03,54,57.857142857142854,4.0,0.06913580246913581,3.733333333333334,2.165333333333334
2019-10-04,55,57.857142857142854,4.0,0.06913580246913581,3.8024691358024696,2.2054320987654323
2019-10-05,65,57.857142857142854,4.0,0.06913580246913581,4.493827160493828,2.6064197530864206
2019-10-06,70,62.0,4.0,0.06451612903225806,4.516129032258064,2.6193548387096777
2019-10-07,71,62.0,4.0,0.06451612903225806,4.580645161290322,2.656774193548387
2019-10-08,70,62.0,4.0,0.06451612903225806,4.516129032258064,2.6193548387096777
2019-10-09,76,62.0,4.0,0.06451612903225806,4.903225806451613,2.843870967741936
2019-10-10,63,62.0,4.0,0.06451612903225806,4.064516129032258,2.35741935483871
2019-10-11,60,62.0,4.0,0.06451612903225806,3.870967741935484,2.245161290322581
2019-10-12,24,62.0,4.0,0.06451612903225806,1.5483870967741935,0.8980645161290324
2019-10-13,40,57.857142857142854,4.0,0.06913580246913581,2.7654320987654324,1.6039506172839508
2019-10-14,44,57.857142857142854,4.0,0.06913580246913581,3.041975308641976,1.7643456790123462
2019-10-15,57,57.857142857142854,4.0,0.06913580246913581,3.940740740740741,2.2856296296296303
2019-10-16,100,57.857142857142854,4.0,0.06913580246913581,6.913580246913581,4.009876543209877
2019-10-17,68,57.857142857142854,4.0,0.06913580246913581,4.701234567901235,2.7267160493827167
2019-10-18,53,57.857142857142854,4.0,0.06913580246913581,3.664197530864198,2.125234567901235
2019-10-19,43,57.857142857142854,4.0,0.06913580246913581,2.9728395061728397,1.7242469135802474
2019-10-20,50,56.0,4.0,0.07142857142857142,3.571428571428571,2.0714285714285716
2019-10-21,55,56.0,4.0,0.07142857142857142,3.9285714285714284,2.278571428571429
2019-10-22,45,56.0,4.0,0.07142857142857142,3.214285714285714,1.864285714285714
2019-10-23,74,56.0,4.0,0.07142857142857142,5.285714285714286,3.065714285714286
2019-10-24,58,56.0,4.0,0.07142857142857142,4.142857142857142,2.4028571428571426
2019-10-25,43,56.0,4.0,0.07142857142857142,3.071428571428571,1.7814285714285716
2019-10-26,67,56.0,4.0,0.07142857142857142,4.785714285714286,2.775714285714286
2019-10-27,75,62.142857142857146,5.0,0.08045977011494253,6.0344827586206895,3.5000000000000004
2019-10-28,72,62.142857142857146,5.0,0.08045977011494253,5.793103448275862,3.3600000000000003
2019-10-29,46,62.142857142857146,5.0,0.08045977011494253,3.7011494252873565,2.146666666666667
2019-10-30,47,62.142857142857146,5.0,0.08045977011494253,3.781609195402299,2.193333333333334
2019-10-31,61,62.142857142857146,5.0,0.08045977011494253,4.908045977011494,2.846666666666667
2019-11-01,75,62.142857142857146,5.0,0.08045977011494253,6.0344827586206895,3.5000000000000004
2019-11-02,59,62.142857142857146,5.0,0.08045977011494253,4.747126436781609,2.7533333333333334
2019-11-03,95,83.85714285714286,6.0,0.07155025553662692,6.797274275979557,3.9424190800681433
2019-11-04,96,83.85714285714286,6.0,0.07155025553662692,6.868824531516184,3.9839182282793875
2019-11-05,83,83.85714285714286,6.0,0.07155025553662692,5.9386712095400345,3.44442930153322
2019-11-06,83,83.85714285714286,6.0,0.07155025553662692,5.9386712095400345,3.44442930153322
2019-11-07,91,83.85714285714286,6.0,0.07155025553662692,6.511073253833049,3.7764224872231686
2019-11-08,72,83.85714285714286,6.0,0.07155025553662692,5.151618398637138,2.9879386712095406
2019-11-09,67,83.85714285714286,6.0,0.07155025553662692,4.793867120954004,2.7804429301533222
2019-11-10,54,54.142857142857146,4.0,0.07387862796833773,3.9894459102902373,2.3138786279683377
