date,prefecture,raw_daily,raw_weekly,mask_harmonized_daily
2018.01.10,Gunma,23,82,30.597015
2018.01.11,Gunma,0,82,0
2018.01.12,Gunma,25,82,33.257626
2018.01.13,Gunma,43,82,57.203114
2018.01.14,Gunma,0,81,0
2018.01.15,Gunma,39,81,41.369827
2018.01.16,Gunma,0,81,0
2018.01.17,Gunma,0,81,0
2018.01.18,Gunma,52,81,55.159775
2018.01.19,Gunma,24,81,25.458357
2018.01.20,Gunma,51,81,54.099007
2018.01.21,Gunma,0,60,0
2018.01.22,Gunma,23,60,29.411766
2018.01.23,Gunma,16,60,20.460358
2018.01.24,Gunma,0,60,0
2018.01.25,Gunma,18,60,23.017902
2018.01.26,Gunma,23,60,29.411766
2018.01.27,Gunma,22,60,28.132994
2018.01.28,Gunma,0,53,0
2018.01.29,Gunma,28,53,20.680044
2018.01.30,Gunma,20,53,14.771461
2018.01.31,Gunma,0,53,0
2018.02.01,Gunma,57,53,42.098663
2018.02.02,Gunma,51,53,37.667225
2018.02.03,Gunma,0,53,0
2018.02.04,Gunma,22,61,19.449274
2018.02.05,Gunma,15,61,13.260869
2018.02.06,Gunma,26,61,22.985506
2018.02.07,Gunma,0,61,0
2018.02.08,Gunma,24,61,21.217392
2018.02.09,Gunma,45,61,39.782604
2018.02.10,Gunma,18,61,15.913043
2018.02.11,Gunma,16,76,37.232086
2018.02.12,Gunma,0,76,0
2018.02.13,Gunma,0,76,0
2018.02.14,Gunma,0,76,0
2018.02.15,Gunma,28,76,65.156151
2018.02.16,Gunma,14,76,32.578075
2018.02.17,Gunma,13,76,30.25107
2018.02.18,Gunma,29,58,29.020016
2018.02.19,Gunma,17,58,17.011732
2018.02.20,Gunma,35,58,35.024155
2018.02.21,Gunma,0,58,0
2018.02.22,Gunma,0,58,0
2018.02.23,Gunma,16,58,16.011044
2018.02.24,Gunma,29,58,29.020016
2018.02.25,Gunma,44,77,36.642876
2018.02.26,Gunma,28,77,23.318192
2018.02.27,Gunma,36,77,29.980536
2018.02.28,Gunma,17,77,14.157475
2018.03.01,Gunma,21,77,17.488646
2018.03.02,Gunma,0,77,0
2018.03.03,Gunma,55,77,45.803596
2018.03.04,Gunma,43,90,68.398727
2018.03.05,Gunma,0,90,0
2018.03.06,Gunma,23,90,36.585365
2018.03.07,Gunma,0,90,0
2018.03.08,Gunma,27,90,42.948036
2018.03.09,Gunma,12,90,19.088017
2018.03.10,Gunma,18,90,28.632025
2018.03.11,Gunma,35,66,35.364357
2018.03.12,Gunma,25,66,25.260258
2018.03.13,Gunma,33,66,33.34354
2018.03.14,Gunma,21,66,21.218616
2018.03.15,Gunma,0,66,0
2018.03.16,Gunma,28,66,28.291487
2018.03.17,Gunma,0,66,0
2018.03.18,Gunma,13,61,11.889056
2018.03.19,Gunma,27,61,24.692656
2018.03.20,Gunma,14,61,12.803599
2018.03.21,Gunma,33,61,30.179911
2018.03.22,Gunma,0,61,0
2018.03.23,Gunma,0,61,0
2018.03.24,Gunma,58,61,53.043484
2018.03.25,Gunma,19,80,29.768902
2018.03.26,Gunma,24,80,37.602821
2018.03.27,Gunma,32,80,50.137096
2018.03.28,Gunma,22,80,34.469254
2018.03.29,Gunma,0,80,0
2018.03.30,Gunma,14,80,21.93498
2018.03.31,Gunma,0,80,0
2018.04.01,Gunma,21,35,12.29097
2018.04.02,Gunma,18,35,10.535117
2018.04.03,Gunma,0,35,0
2018.04.04,Gunma,28,35,16.38796
2018.04.05,Gunma,20,35,11.705686
2018.04.06,Gunma,15,35,8.7792645
2018.04.07,Gunma,28,35,16.38796
2018.04.08,Gunma,20,57,26.937618
2018.04.09,Gunma,16,57,21.550095
2018.04.10,Gunma,0,57,0
2018.04.11,Gunma,0,57,0
2018.04.12,Gunma,19,57,25.590738
2018.04.13,Gunma,0,57,0
2018.04.14,Gunma,37,57,49.834595
2018.04.15,Gunma,44,65,21.588165
2018.04.16,Gunma,38,65,18.644325
2018.04.17,Gunma,15,65,7.359602
2018.04.18,Gunma,30,65,14.719204
2018.04.19,Gunma,100,65,49.064011
2018.04.20,Gunma,35,65,17.172403
2018.04.21,Gunma,26,65,12.756642
2018.04.22,Gunma,0,33,0
2018.04.23,Gunma,28,33,30.434782
2018.04.24,Gunma,0,33,0
2018.04.25,Gunma,0,33,0
2018.04.26,Gunma,0,33,0
2018.04.27,Gunma,19,33,20.652174
2018.04.28,Gunma,19,33,20.652174
2018.04.29,Gunma,32,49,29.900839
2018.04.30,Gunma,31,49,28.966436
2018.05.01,Gunma,19,49,17.753622
2018.05.02,Gunma,20,49,18.688025
2018.05.03,Gunma,0,49,0
2018.05.04,Gunma,12,49,11.212814
2018.05.05,Gunma,0,49,0
2018.05.06,Gunma,32,33,23.666517
2018.05.07,Gunma,14,33,10.354101
2018.05.08,Gunma,22,33,16.270729
2018.05.09,Gunma,29,33,21.447781
2018.05.10,Gunma,0,33,0
2018.05.11,Gunma,0,33,0
2018.05.12,Gunma,0,33,0
2018.05.13,Gunma,0,37,0
2018.05.14,Gunma,0,37,0
2018.05.15,Gunma,0,37,0
2018.05.16,Gunma,13,37,21.784422
2018.05.17,Gunma,0,37,0
2018.05.18,Gunma,35,37,58.650364
2018.05.19,Gunma,0,37,0
2018.05.20,Gunma,0,46,0
2018.05.21,Gunma,31,46,47.69231
2018.05.22,Gunma,34,46,52.307697
2018.05.23,Gunma,0,46,0
2018.05.24,Gunma,0,46,0
2018.05.25,Gunma,0,46,0
2018.05.26,Gunma,0,46,0
2018.05.27,Gunma,0,36,0
2018.05.28,Gunma,0,36,0
2018.05.29,Gunma,19,36,21.867008
2018.05.30,Gunma,19,36,21.867008
2018.05.31,Gunma,0,36,0
2018.06.01,Gunma,30,36,34.526852
2018.06.02,Gunma,0,36,0
2018.06.03,Gunma,0,32,0
2018.06.04,Gunma,0,32,0
2018.06.05,Gunma,0,32,0
2018.06.06,Gunma,0,32,0
2018.06.07,Gunma,38,32,30.738119
2018.06.08,Gunma,25,32,20.222446
2018.06.09,Gunma,23,32,18.604652
2018.06.10,Gunma,0,46,0
2018.06.11,Gunma,0,46,0
2018.06.12,Gunma,0,46,0
2018.06.13,Gunma,25,46,100
2018.06.14,Gunma,0,46,0
2018.06.15,Gunma,0,46,0
2018.06.16,Gunma,0,46,0
2018.06.17,Gunma,0,35,0
2018.06.18,Gunma,0,35,0
2018.06.19,Gunma,0,35,0
2018.06.20,Gunma,0,35,0
2018.06.21,Gunma,27,35,52.675587
2018.06.22,Gunma,0,35,0
2018.06.23,Gunma,12,35,23.411371
2018.06.24,Gunma,32,50,41.407867
2018.06.25,Gunma,0,50,0
2018.06.26,Gunma,0,50,0
2018.06.27,Gunma,15,50,19.409937
2018.06.28,Gunma,0,50,0
2018.06.29,Gunma,0,50,0
2018.06.30,Gunma,37,50,47.877842
2018.07.01,Gunma,0,46,0
2018.07.02,Gunma,26,46,17.687075
2018.07.03,Gunma,37,46,25.170067
2018.07.04,Gunma,0,46,0
2018.07.05,Gunma,31,46,21.088436
2018.07.06,Gunma,0,46,0
2018.07.07,Gunma,53,46,36.05442
2018.07.08,Gunma,37,39,11.243571
2018.07.09,Gunma,0,39,0
2018.07.10,Gunma,85,39,25.829826
2018.07.11,Gunma,0,39,0
2018.07.12,Gunma,35,39,10.635811
2018.07.13,Gunma,100,39,30.388031
2018.07.14,Gunma,22,39,6.6853666
2018.07.15,Gunma,0,23,0
2018.07.16,Gunma,0,23,0
2018.07.17,Gunma,0,23,0
2018.07.18,Gunma,0,23,0
2018.07.19,Gunma,0,23,0
2018.07.20,Gunma,56,23,25.225225
2018.07.21,Gunma,55,23,24.774776
2018.07.22,Gunma,51,32,31.396692
2018.07.23,Gunma,0,32,0
2018.07.24,Gunma,0,32,0
2018.07.25,Gunma,0,32,0
2018.07.26,Gunma,0,32,0
2018.07.27,Gunma,0,32,0
2018.07.28,Gunma,62,32,38.16853
2018.07.29,Gunma,47,29,16.461353
2018.07.30,Gunma,52,29,18.212561
2018.07.31,Gunma,0,29,0
2018.08.01,Gunma,0,29,0
2018.08.02,Gunma,41,29,14.359904
2018.08.03,Gunma,0,29,0
2018.08.04,Gunma,40,29,14.009663
2018.08.05,Gunma,0,14,0
2018.08.06,Gunma,0,14,0
2018.08.07,Gunma,27,14,6.5739126
2018.08.08,Gunma,38,14,9.2521734
2018.08.09,Gunma,35,14,8.521739
2018.08.10,Gunma,25,14,6.0869565
2018.08.11,Gunma,0,14,0
2018.08.12,Gunma,0,28,0
2018.08.13,Gunma,62,28,22.734419
2018.08.14,Gunma,0,28,0
2018.08.15,Gunma,43,28,15.767419
2018.08.16,Gunma,0,28,0
2018.08.17,Gunma,19,28,6.9669991
2018.08.18,Gunma,42,28,15.400734
2018.08.19,Gunma,61,54,27.124504
2018.08.20,Gunma,0,54,0
2018.08.21,Gunma,55,54,24.456522
2018.08.22,Gunma,20,54,8.89328
2018.08.23,Gunma,31,54,13.784584
2018.08.24,Gunma,44,54,19.565216
2018.08.25,Gunma,53,54,23.567192
2018.08.26,Gunma,0,35,0
2018.08.27,Gunma,0,35,0
2018.08.28,Gunma,0,35,0
2018.08.29,Gunma,45,35,23.134546
2018.08.30,Gunma,41,35,21.078142
2018.08.31,Gunma,24,35,12.338425
2018.09.01,Gunma,38,35,19.535841
2018.09.02,Gunma,32,31,8.4569483
2018.09.03,Gunma,71,31,18.763853
2018.09.04,Gunma,27,31,7.13555
2018.09.05,Gunma,64,31,16.913897
2018.09.06,Gunma,0,31,0
2018.09.07,Gunma,61,31,16.121058
2018.09.08,Gunma,0,31,0
2018.09.09,Gunma,0,32,0
2018.09.10,Gunma,35,32,13.020227
2018.09.11,Gunma,72,32,26.784468
2018.09.12,Gunma,22,32,8.1841431
2018.09.13,Gunma,29,32,10.788189
2018.09.14,Gunma,29,32,10.788189
2018.09.15,Gunma,0,32,0
2018.09.16,Gunma,47,46,21.171171
2018.09.17,Gunma,0,46,0
2018.09.18,Gunma,43,46,19.369371
2018.09.19,Gunma,80,46,36.036037
2018.09.20,Gunma,0,46,0
2018.09.21,Gunma,28,46,12.612613
2018.09.22,Gunma,24,46,10.810812
2018.09.23,Gunma,69,65,43.141598
2018.09.24,Gunma,0,65,0
2018.09.25,Gunma,29,65,18.131975
2018.09.26,Gunma,0,65,0
2018.09.27,Gunma,0,65,0
2018.09.28,Gunma,62,65,38.764912
2018.09.29,Gunma,66,65,41.265873
2018.09.30,Gunma,27,61,17.131268
2018.10.01,Gunma,73,61,46.317871
2018.10.02,Gunma,0,61,0
2018.10.03,Gunma,0,61,0
2018.10.04,Gunma,33,61,20.938215
2018.10.05,Gunma,76,61,48.221348
2018.10.06,Gunma,0,61,0
2018.10.07,Gunma,50,46,25
2018.10.08,Gunma,0,46,0
2018.10.09,Gunma,35,46,17.5
2018.10.10,Gunma,76,46,38
2018.10.11,Gunma,39,46,19.5
2018.10.12,Gunma,0,46,0
2018.10.13,Gunma,0,46,0
2018.10.14,Gunma,0,39,0
2018.10.15,Gunma,0,39,0
2018.10.16,Gunma,0,39,0
2018.10.17,Gunma,0,39,0
2018.10.18,Gunma,37,39,52.282612
2018.10.19,Gunma,0,39,0
2018.10.20,Gunma,23,39,32.5
2018.10.21,Gunma,0,42,0
2018.10.22,Gunma,45,42,22.329866
2018.10.23,Gunma,56,42,27.788279
2018.10.24,Gunma,0,42,0
2018.10.25,Gunma,24,42,11.909262
2018.10.26,Gunma,26,42,12.901701
2018.10.27,Gunma,33,42,16.375235
2018.10.28,Gunma,34,76,22.928129
2018.10.29,Gunma,0,76,0
2018.10.30,Gunma,39,76,26.299911
2018.10.31,Gunma,58,76,39.11269
2018.11.01,Gunma,0,76,0
2018.11.02,Gunma,53,76,35.74091
2018.11.03,Gunma,61,76,41.135761
2018.11.04,Gunma,47,58,33.106632
2018.11.05,Gunma,48,58,33.811028
2018.11.06,Gunma,0,58,0
2018.11.07,Gunma,0,58,0
2018.11.08,Gunma,56,58,39.446201
2018.11.09,Gunma,28,58,19.723101
2018.11.10,Gunma,0,58,0
2018.11.11,Gunma,0,56,0
2018.11.12,Gunma,58,56,51.539196
2018.11.13,Gunma,0,56,0
2018.11.14,Gunma,23,56,20.437956
2018.11.15,Gunma,31,56,27.54681
2018.11.16,Gunma,25,56,22.21517
2018.11.17,Gunma,0,56,0
2018.11.18,Gunma,37,60,20.277678
2018.11.19,Gunma,0,60,0
2018.11.20,Gunma,46,60,25.210083
2018.11.21,Gunma,60,60,32.882717
2018.11.22,Gunma,0,60,0
2018.11.23,Gunma,95,60,52.064304
2018.11.24,Gunma,0,60,0
2018.11.25,Gunma,0,45,0
2018.11.26,Gunma,41,45,13.92663
2018.11.27,Gunma,45,45,15.285326
2018.11.28,Gunma,64,45,21.73913
2018.11.29,Gunma,0,45,0
2018.11.30,Gunma,100,45,33.967392
2018.12.01,Gunma,38,45,12.907609
2018.12.02,Gunma,0,75,0
2018.12.03,Gunma,0,75,0
2018.12.04,Gunma,0,75,0
2018.12.05,Gunma,67,75,88.096069
2018.12.06,Gunma,0,75,0
2018.12.07,Gunma,0,75,0
2018.12.08,Gunma,57,75,74.947403
2018.12.09,Gunma,38,48,16.801769
2018.12.10,Gunma,0,48,0
2018.12.11,Gunma,79,48,34.929993
2018.12.12,Gunma,57,48,25.202652
2018.12.13,Gunma,36,48,15.917465
2018.12.14,Gunma,26,48,11.495947
2018.12.15,Gunma,0,48,0
2018.12.16,Gunma,0,47,0
2018.12.17,Gunma,25,47,13.958184
2018.12.18,Gunma,25,47,13.958184
2018.12.19,Gunma,0,47,0
2018.12.20,Gunma,0,47,0
2018.12.21,Gunma,88,47,49.132813
2018.12.22,Gunma,45,47,25.124733
2018.12.23,Gunma,60,57,20.369268
2018.12.24,Gunma,69,57,23.424658
2018.12.25,Gunma,92,57,31.23288
2018.12.26,Gunma,63,57,21.387733
2018.12.27,Gunma,31,57,10.524122
2018.12.28,Gunma,0,57,0
2018.12.29,Gunma,50,57,16.97439
2018.12.30,Gunma,55,46,24.444445
2018.12.31,Gunma,13,46,5.7777777
2019.01.01,Gunma,38,46,16.888889
2019.01.02,Gunma,17,46,7.5555553
2019.01.03,Gunma,37,46,16.444445
2019.01.04,Gunma,29,46,12.888888
2019.01.05,Gunma,36,46,16
2019.01.06,Gunma,25,45,11.066299
2019.01.07,Gunma,23,45,10.180996
2019.01.08,Gunma,0,45,0
2019.01.09,Gunma,33,45,14.607514
2019.01.10,Gunma,49,45,21.689947
2019.01.11,Gunma,35,45,15.492819
2019.01.12,Gunma,56,45,24.788509
2019.01.13,Gunma,33,78,34.119831
2019.01.14,Gunma,0,78,0
2019.01.15,Gunma,37,78,38.255566
2019.01.16,Gunma,43,78,44.459175
2019.01.17,Gunma,0,78,0
2019.01.18,Gunma,51,78,52.730644
2019.01.19,Gunma,0,78,0
2019.01.20,Gunma,44,81,35.540489
2019.01.21,Gunma,34,81,27.463104
2019.01.22,Gunma,0,81,0
2019.01.23,Gunma,31,81,25.03989
2019.01.24,Gunma,43,81,34.73275
2019.01.25,Gunma,19,81,15.34703
2019.01.26,Gunma,47,81,37.963703
2019.01.27,Gunma,48,87,55.355247
2019.01.28,Gunma,35,87,40.363201
2019.01.29,Gunma,55,87,63.427891
2019.01.30,Gunma,0,87,0
2019.01.31,Gunma,0,87,0
2019.02.01,Gunma,26,87,29.984095
2019.02.02,Gunma,0,87,0
2019.02.03,Gunma,31,92,34.444447
2019.02.04,Gunma,0,92,0
2019.02.05,Gunma,26,92,28.888889
2019.02.06,Gunma,86,92,95.555557
2019.02.07,Gunma,37,92,41.111111
2019.02.08,Gunma,0,92,0
2019.02.09,Gunma,0,92,0
2019.02.10,Gunma,42,74,31.425684
2019.02.11,Gunma,29,74,21.698687
2019.02.12,Gunma,14,74,10.475228
2019.02.13,Gunma,30,74,22.446918
2019.02.14,Gunma,57,74,42.649143
2019.02.15,Gunma,25,74,18.705765
2019.02.16,Gunma,18,74,13.46815
2019.02.17,Gunma,22,61,27.012882
2019.02.18,Gunma,0,61,0
2019.02.19,Gunma,35,61,42.975037
2019.02.20,Gunma,24,61,29.468597
2019.02.21,Gunma,27,61,33.152172
2019.02.22,Gunma,0,61,0
2019.02.23,Gunma,0,61,0
2019.02.24,Gunma,19,77,22.556276
2019.02.25,Gunma,0,77,0
2019.02.26,Gunma,40,77,47.486897
2019.02.27,Gunma,42,77,49.861244
2019.02.28,Gunma,23,77,27.304966
2019.03.01,Gunma,17,77,20.181931
2019.03.02,Gunma,0,77,0
2019.03.03,Gunma,14,75,9.3549538
2019.03.04,Gunma,48,75,32.074127
2019.03.05,Gunma,30,75,20.046329
2019.03.06,Gunma,40,75,26.728437
2019.03.07,Gunma,18,75,12.027798
2019.03.08,Gunma,94,75,62.811829
2019.03.09,Gunma,0,75,0
2019.03.10,Gunma,46,67,32.057415
2019.03.11,Gunma,31,67,21.60391
2019.03.12,Gunma,26,67,18.119408
2019.03.13,Gunma,18,67,12.544206
2019.03.14,Gunma,23,67,16.028708
2019.03.15,Gunma,25,67,17.422508
2019.03.16,Gunma,40,67,27.876011
2019.03.17,Gunma,25,84,17.491255
2019.03.18,Gunma,63,84,44.077965
2019.03.19,Gunma,100,84,69.965019
2019.03.20,Gunma,0,84,0
2019.03.21,Gunma,42,84,29.385309
2019.03.22,Gunma,15,84,10.494754
2019.03.23,Gunma,16,84,11.194404
2019.03.24,Gunma,16,45,29.532402
2019.03.25,Gunma,0,45,0
2019.03.26,Gunma,0,45,0
2019.03.27,Gunma,0,45,0
2019.03.28,Gunma,0,45,0
2019.03.29,Gunma,24,45,44.298607
2019.03.30,Gunma,13,45,23.995079
2019.03.31,Gunma,0,69,0
2019.04.01,Gunma,42,69,41.176472
2019.04.02,Gunma,47,69,46.07843
2019.04.03,Gunma,0,69,0
2019.04.04,Gunma,33,69,32.35294
2019.04.05,Gunma,31,69,30.392157
2019.04.06,Gunma,0,69,0
2019.04.07,Gunma,20,55,17.203629
2019.04.08,Gunma,0,55,0
2019.04.09,Gunma,53,55,45.589619
2019.04.10,Gunma,40,55,34.407257
2019.04.11,Gunma,0,55,0
2019.04.12,Gunma,26,55,22.364717
2019.04.13,Gunma,0,55,0
2019.04.14,Gunma,0,29,0
2019.04.15,Gunma,33,29,63.04348
2019.04.16,Gunma,0,29,0
2019.04.17,Gunma,0,29,0
2019.04.18,Gunma,0,29,0
2019.04.19,Gunma,0,29,0
2019.04.20,Gunma,0,29,0
2019.04.21,Gunma,16,40,10.155506
2019.04.22,Gunma,0,40,0
2019.04.23,Gunma,34,40,21.58045
2019.04.24,Gunma,28,40,17.772135
2019.04.25,Gunma,45,40,28.562361
2019.04.26,Gunma,14,40,8.8860674
2019.04.27,Gunma,0,40,0
2019.04.28,Gunma,24,35,13.526569
2019.04.29,Gunma,23,35,12.962962
2019.04.30,Gunma,26,35,14.653783
2019.05.01,Gunma,0,35,0
2019.05.02,Gunma,18,35,10.144927
2019.05.03,Gunma,14,35,7.8904986
2019.05.04,Gunma,30,35,16.908211
2019.05.05,Gunma,0,38,0
2019.05.06,Gunma,0,38,0
2019.05.07,Gunma,0,38,0
2019.05.08,Gunma,0,38,0
2019.05.09,Gunma,25,38,21.290901
2019.05.10,Gunma,72,38,61.317795
2019.05.11,Gunma,0,38,0
2019.05.12,Gunma,0,43,0
2019.05.13,Gunma,0,43,0
2019.05.14,Gunma,0,43,0
2019.05.15,Gunma,27,43,19.873331
2019.05.16,Gunma,17,43,12.512838
2019.05.17,Gunma,55,43,40.482716
2019.05.18,Gunma,28,43,20.609381
2019.05.19,Gunma,49,33,20.556826
2019.05.20,Gunma,36,33,15.102974
2019.05.21,Gunma,18,33,7.551487
2019.05.22,Gunma,0,33,0
2019.05.23,Gunma,19,33,7.9710145
2019.05.24,Gunma,24,33,10.068649
2019.05.25,Gunma,25,33,10.488177
2019.05.26,Gunma,22,47,27.412514
2019.05.27,Gunma,0,47,0
2019.05.28,Gunma,23,47,28.658537
2019.05.29,Gunma,0,47,0
2019.05.30,Gunma,0,47,0
2019.05.31,Gunma,37,47,46.102863
2019.06.01,Gunma,0,47,0
2019.06.02,Gunma,0,48,0
2019.06.03,Gunma,0,48,0
2019.06.04,Gunma,23,48,24.489798
2019.06.05,Gunma,30,48,31.943213
2019.06.06,Gunma,0,48,0
2019.06.07,Gunma,21,48,22.360249
2019.06.08,Gunma,24,48,25.554569
2019.06.09,Gunma,18,49,18.797955
2019.06.10,Gunma,33,49,34.462917
2019.06.11,Gunma,31,49,32.374252
2019.06.12,Gunma,0,49,0
2019.06.13,Gunma,0,49,0
2019.06.14,Gunma,20,49,20.886614
2019.06.15,Gunma,0,49,0
2019.06.16,Gunma,41,16,14.551908
2019.06.17,Gunma,19,16,6.7435675
2019.06.18,Gunma,0,16,0
2019.06.19,Gunma,16,16,5.6787934
2019.06.20,Gunma,0,16,0
2019.06.21,Gunma,0,16,0
2019.06.22,Gunma,22,16,7.808341
2019.06.23,Gunma,50,52,37.185356
2019.06.24,Gunma,19,52,14.130436
2019.06.25,Gunma,0,52,0
2019.06.26,Gunma,48,52,35.697941
2019.06.27,Gunma,0,52,0
2019.06.28,Gunma,0,52,0
2019.06.29,Gunma,35,52,26.029751
2019.06.30,Gunma,34,55,24.489264
2019.07.01,Gunma,23,55,16.566265
2019.07.02,Gunma,0,55,0
2019.07.03,Gunma,41,55,29.531172
2019.07.04,Gunma,30,55,21.608173
2019.07.05,Gunma,19,55,13.685177
2019.07.06,Gunma,19,55,13.685177
2019.07.07,Gunma,0,44,0
2019.07.08,Gunma,0,44,0
2019.07.09,Gunma,0,44,0
2019.07.10,Gunma,0,44,0
2019.07.11,Gunma,13,44,30.328739
2019.07.12,Gunma,28,44,65.323433
2019.07.13,Gunma,0,44,0
2019.07.14,Gunma,11,50,27.173914
2019.07.15,Gunma,0,50,0
2019.07.16,Gunma,0,50,0
2019.07.17,Gunma,0,50,0
2019.07.18,Gunma,18,50,44.466404
2019.07.19,Gunma,0,50,0
2019.07.20,Gunma,15,50,37.055336
2019.07.21,Gunma,0,54,0
2019.07.22,Gunma,30,54,46.338673
2019.07.23,Gunma,0,54,0
2019.07.24,Gunma,0,54,0
2019.07.25,Gunma,21,54,32.437073
2019.07.26,Gunma,25,54,38.615562
2019.07.27,Gunma,0,54,0
2019.07.28,Gunma,0,57,0
2019.07.29,Gunma,26,57,20.920383
2019.07.30,Gunma,40,57,32.185204
2019.07.31,Gunma,24,57,19.311123
2019.08.01,Gunma,20,57,16.092602
2019.08.02,Gunma,16,57,12.874082
2019.08.03,Gunma,28,57,22.529644
2019.08.04,Gunma,14,29,14.468994
2019.08.05,Gunma,13,29,13.435495
2019.08.06,Gunma,0,29,0
2019.08.07,Gunma,0,29,0
2019.08.08,Gunma,18,29,18.602993
2019.08.09,Gunma,16,29,16.535994
2019.08.10,Gunma,0,29,0
2019.08.11,Gunma,0,37,0
2019.08.12,Gunma,0,37,0
2019.08.13,Gunma,17,37,26.295986
2019.08.14,Gunma,15,37,23.202341
2019.08.15,Gunma,0,37,0
2019.08.16,Gunma,20,37,30.936455
2019.08.17,Gunma,0,37,0
2019.08.18,Gunma,25,39,30.718338
2019.08.19,Gunma,0,39,0
2019.08.20,Gunma,0,39,0
2019.08.21,Gunma,25,39,30.718338
2019.08.22,Gunma,19,39,23.345938
2019.08.23,Gunma,0,39,0
2019.08.24,Gunma,0,39,0
2019.08.25,Gunma,15,49,16.819221
2019.08.26,Gunma,12,49,13.455378
2019.08.27,Gunma,11,49,12.334096
2019.08.28,Gunma,0,49,0
2019.08.29,Gunma,15,49,16.819221
2019.08.30,Gunma,19,49,21.304348
2019.08.31,Gunma,23,49,25.789474
2019.09.01,Gunma,0,38,0
2019.09.02,Gunma,0,38,0
2019.09.03,Gunma,17,38,21.942934
2019.09.04,Gunma,0,38,0
2019.09.05,Gunma,0,38,0
2019.09.06,Gunma,34,38,43.885868
2019.09.07,Gunma,13,38,16.779892
2019.09.08,Gunma,0,37,0
2019.09.09,Gunma,15,37,15.669113
2019.09.10,Gunma,15,37,15.669113
2019.09.11,Gunma,19,37,19.847544
2019.09.12,Gunma,0,37,0
2019.09.13,Gunma,28,37,29.249012
2019.09.14,Gunma,0,37,0
2019.09.15,Gunma,35,33,22.025171
2019.09.16,Gunma,30,33,18.878717
2019.09.17,Gunma,0,33,0
2019.09.18,Gunma,36,33,22.654461
2019.09.19,Gunma,0,33,0
2019.09.20,Gunma,0,33,0
2019.09.21,Gunma,13,33,8.1807775
2019.09.22,Gunma,0,51,0
2019.09.23,Gunma,13,51,27.19442
2019.09.24,Gunma,0,51,0
2019.09.25,Gunma,0,51,0
2019.09.26,Gunma,0,51,0
2019.09.27,Gunma,0,51,0
2019.09.28,Gunma,40,51,83.67514
2019.09.29,Gunma,76,60,45.059288
2019.09.30,Gunma,30,60,17.786562
2019.10.01,Gunma,18,60,10.671937
2019.10.02,Gunma,46,60,27.272728
2019.10.03,Gunma,0,60,0
2019.10.04,Gunma,50,60,29.644268
2019.10.05,Gunma,0,60,0
2019.10.06,Gunma,24,39,26.425749
2019.10.07,Gunma,28,39,30.83004
2019.10.08,Gunma,13,39,14.313947
2019.10.09,Gunma,0,39,0
2019.10.10,Gunma,12,39,13.212874
2019.10.11,Gunma,0,39,0
2019.10.12,Gunma,0,39,0
2019.10.13,Gunma,10,40,7.9776626
2019.10.14,Gunma,33,40,26.326288
2019.10.15,Gunma,15,40,11.966495
2019.10.16,Gunma,0,40,0
2019.10.17,Gunma,19,40,15.157558
2019.10.18,Gunma,0,40,0
2019.10.19,Gunma,32,40,25.528521
2019.10.20,Gunma,0,55,0
2019.10.21,Gunma,54,55,52.068726
2019.10.22,Gunma,21,55,20.248949
2019.10.23,Gunma,0,55,0
2019.10.24,Gunma,35,55,33.748249
2019.10.25,Gunma,0,55,0
2019.10.26,Gunma,14,55,13.499299
2019.10.27,Gunma,16,44,7.6906271
2019.10.28,Gunma,30,44,14.419926
2019.10.29,Gunma,69,44,33.165829
2019.10.30,Gunma,22,44,10.574612
2019.10.31,Gunma,27,44,12.977933
2019.11.01,Gunma,12,44,5.7679706
2019.11.02,Gunma,23,44,11.055276
2019.11.03,Gunma,34,69,25.628141
2019.11.04,Gunma,20,69,15.075377
2019.11.05,Gunma,16,69,12.060302
2019.11.06,Gunma,59,69,44.472363
2019.11.07,Gunma,25,69,18.844221
2019.11.08,Gunma,23,69,17.336683
2019.11.09,Gunma,22,69,16.582914
2019.11.10,Gunma,41,50,34.816574
2019.11.11,Gunma,15,50,12.73777
2019.11.12,Gunma,19,50,16.13451
2019.11.13,Gunma,0,50,0
2019.11.14,Gunma,35,50,29.721464
2019.11.15,Gunma,18,50,15.285325
2019.11.16,Gunma,0,50,0
2019.11.17,Gunma,39,70,37.801163
2019.11.18,Gunma,13,70,12.600389
2019.11.19,Gunma,0,70,0
2019.11.20,Gunma,0,70,0
2019.11.21,Gunma,44,70,42.647469
2019.11.22,Gunma,24,70,23.262253
2019.11.23,Gunma,37,70,35.86264
2019.11.24,Gunma,42,61,33.551598
2019.11.25,Gunma,0,61,0
2019.11.26,Gunma,47,61,37.545837
2019.11.27,Gunma,25,61,19.971189
2019.11.28,Gunma,28,61,22.367733
2019.11.29,Gunma,24,61,19.172342
2019.11.30,Gunma,0,61,0
2019.12.01,Gunma,21,63,15.380144
2019.12.02,Gunma,53,63,38.816555
2019.12.03,Gunma,26,63,19.042082
2019.12.04,Gunma,0,63,0
2019.12.05,Gunma,25,63,18.309694
2019.12.06,Gunma,45,63,32.957451
2019.12.07,Gunma,17,63,12.450593
2019.12.08,Gunma,45,77,32.893486
2019.12.09,Gunma,50,77,36.548317
2019.12.10,Gunma,33,77,24.121889
2019.12.11,Gunma,44,77,32.162518
2019.12.12,Gunma,23,77,16.812225
