date,raw_daily,raw_weekly,suicide_harmonized_daily
2019.07.29,16,34,15.771008
2019.07.30,16,34,15.771008
2019.07.31,16,34,15.771008
2019.08.01,15,34,14.78532
2019.08.02,16,34,15.771008
2019.08.03,15,34,14.78532
2019.08.04,15,34,15.646602
2019.08.05,15,34,15.646602
2019.08.06,16,34,16.689709
2019.08.07,14,34,14.603495
2019.08.08,14,34,14.603495
2019.08.09,15,34,15.646602
2019.08.10,14,34,14.603495
2019.08.11,14,34,14.325333
2019.08.12,16,34,16.371809
2019.08.13,15,34,15.348571
2019.08.14,13,34,13.302094
2019.08.15,18,34,18.418285
2019.08.16,14,34,14.325333
2019.08.17,15,34,15.348571
2019.08.18,17,38,17.750954
2019.08.19,16,38,16.706781
2019.08.20,16,38,16.706781
2019.08.21,18,38,18.795128
2019.08.22,17,38,17.750954
2019.08.23,16,38,16.706781
2019.08.24,15,38,15.662608
2019.08.25,17,41,17.762259
2019.08.26,19,41,19.851936
2019.08.27,17,41,17.762259
2019.08.28,17,41,17.762259
2019.08.29,17,41,17.762259
2019.08.30,17,41,17.762259
2019.08.31,20,41,20.896774
2019.09.01,22,53,23.468534
2019.09.02,29,53,30.935795
2019.09.03,24,53,25.602039
2019.09.04,29,53,30.935795
2019.09.05,21,53,22.401783
2019.09.06,16,53,17.068026
2019.09.07,16,53,17.068026
2019.09.08,17,42,17.765669
2019.09.09,18,42,18.810709
2019.09.10,20,42,20.900787
2019.09.11,21,42,21.945826
2019.09.12,18,42,18.810709
2019.09.13,18,42,18.810709
2019.09.14,15,42,15.675591
2019.09.15,17,40,17.906666
2019.09.16,15,40,15.800001
2019.09.17,19,40,20.013334
2019.09.18,18,40,18.960001
2019.09.19,18,40,18.960001
2019.09.20,17,40,17.906666
2019.09.21,16,40,16.853334
2019.09.22,17,38,18.065132
2019.09.23,16,38,17.002478
2019.09.24,17,38,18.065132
2019.09.25,20,38,21.253099
2019.09.26,14,38,14.877168
2019.09.27,16,38,17.002478
2019.09.28,13,38,13.814514
2019.09.29,17,37,18.069452
2019.09.30,14,37,14.880726
2019.10.01,14,37,14.880726
2019.10.02,16,37,17.006544
2019.10.03,17,37,18.069452
2019.10.04,16,37,17.006544
2019.10.05,16,37,17.006544
2019.10.06,17,32,17.020199
2019.10.07,18,32,18.021385
2019.10.08,14,32,14.016633
2019.10.09,16,32,16.019009
2019.10.10,12,32,12.014256
2019.10.11,13,32,13.015446
2019.10.12,11,32,11.013069
2019.10.13,12,44,12.639999
2019.10.14,26,44,27.386663
2019.10.15,21,44,22.119999
2019.10.16,21,44,22.119999
2019.10.17,21,44,22.119999
2019.10.18,16,44,16.853333
2019.10.19,15,44,15.799999
2019.10.20,16,34,16.529232
2019.10.21,14,34,14.463078
2019.10.22,16,34,16.529232
2019.10.23,14,34,14.463078
2019.10.24,15,34,15.496155
2019.10.25,15,34,15.496155
2019.10.26,14,34,14.463078
2019.10.27,18,38,18.959999
2019.10.28,19,38,20.013332
2019.10.29,18,38,18.959999
2019.10.30,15,38,15.799999
2019.10.31,15,38,15.799999
2019.11.01,14,38,14.746665
2019.11.02,15,38,15.799999
2019.11.03,16,36,16.853333
2019.11.04,16,36,16.853333
2019.11.05,15,36,15.799999
2019.11.06,17,36,17.906664
2019.11.07,16,36,16.853333
2019.11.08,14,36,14.746665
2019.11.09,14,36,14.746665
2019.11.10,14,35,14.607546
2019.11.11,15,35,15.650943
2019.11.12,15,35,15.650943
2019.11.13,16,35,16.69434
2019.11.14,16,35,16.69434
2019.11.15,16,35,16.69434
2019.11.16,14,35,14.607546
2019.11.17,13,36,13.323243
2019.11.18,16,36,16.397839
2019.11.19,18,36,18.447569
2019.11.20,18,36,18.447569
2019.11.21,16,36,16.397839
2019.11.22,14,36,14.348108
2019.11.23,16,36,16.397839
2019.11.24,100,92,99.903763
2019.11.25,55,92,54.947071
2019.11.26,39,92,38.962471
2019.11.27,30,92,29.97113
2019.11.28,24,92,23.976904
2019.11.29,19,92,18.981716
2019.11.30,24,92,23.976904
2019.12.01,23,49,24.904335
2019.12.02,19,49,20.573145
2019.12.03,22,49,23.821537
2019.12.04,22,49,23.821537
2019.12.05,20,49,21.655943
2019.12.06,15,49,16.241957
2019.12.07,22,49,23.821537
2019.12.08,19,42,19.855747
2019.12.09,19,42,19.855747
2019.12.10,18,42,18.810709
2019.12.11,19,42,19.855747
2019.12.12,18,42,18.810709
2019.12.13,19,42,19.855747
2019.12.14,15,42,15.675591
2019.12.15,17,43,17.906664
2019.12.16,21,43,22.119999
2019.12.17,19,43,20.013332
2019.12.18,20,43,21.066664
2019.12.19,19,43,20.013332
2019.12.20,17,43,17.906664
2019.12.21,16,43,16.853333
2019.12.22,15,36,15.799999
2019.12.23,16,36,16.853333
2019.12.24,19,36,20.013332
2019.12.25,15,36,15.799999
2019.12.26,15,36,15.799999
2019.12.27,15,36,15.799999
2019.12.28,13,36,13.693332
2019.12.29,14,32,14.156799
2019.12.30,16,32,16.179199
2019.12.31,14,32,14.156799
2020.01.01,13,32,13.145599
2020.01.02,13,32,13.145599
2020.01.03,14,32,14.156799
2020.01.04,16,32,16.179199
